taxon	gene_i	domain_id_i	start_i	end_i	domains_i	length_i	HMM_length_i	is_complete_i	component_i	classification_i	posx_i	posy_i	Index_i	domain_id_j	gene_j	start_j	end_j	domains_j	length_j	HMM_length_j	is_complete_j	component_j	classification_j	posx_j	posy_j	Index_j	taxnid	species	genus	family	order	class	phylum	kingdom	superkingdom
Haladaptatus paucihalophilus	arc_WP_007980029.1	arc_WP_007980029.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.408513277769089	-0.696300983428955	1	arc_WP_007980029.1_64-143	arc_WP_007980029.1	64	143	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.311276882886887	0.695166945457458	2	367189	NA	Haladaptatus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haladaptatus paucihalophilus DX253	arc_EFW92175.1	arc_EFW92175.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.406198233366013	-0.706570565700531	1	arc_EFW92175.1_64-143	arc_EFW92175.1	64	143	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.311422049999237	0.696492671966553	2	797209	Haladaptatus paucihalophilus	Haladaptatus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haladaptatus paucihalophilus DX253	arc_SHK91011.1	arc_SHK91011.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.41501846909523	-0.698037683963776	1	arc_SHK91011.1_64-143	arc_SHK91011.1	64	143	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.318324744701385	0.704059779644012	2	797209	Haladaptatus paucihalophilus	Haladaptatus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haladaptatus sp. R4	arc_KZN24809.1	arc_KZN24809.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.363171875476837	-0.69996041059494	1	arc_KZN24809.1_64-143	arc_KZN24809.1	64	143	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.33273983001709	0.684330523014069	2	1679489	NA	Haladaptatus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haladaptatus sp. R4	arc_WP_066144987.1	arc_WP_066144987.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.357329159975052	-0.692311823368073	1	arc_WP_066144987.1_64-143	arc_WP_066144987.1	64	143	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.320216238498688	0.652546644210815	2	1679489	NA	Haladaptatus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haladaptatus sp. W1	arc_ODR79579.1	arc_ODR79579.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.420636385679245	-0.724649906158447	1	arc_ODR79579.1_64-143	arc_ODR79579.1	64	143	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.335585623979568	0.693423926830292	2	1897478	NA	Haladaptatus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haladaptatus sp. W1	arc_WP_069452720.1	arc_WP_069452720.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.432254761457443	-0.726431965827942	1	arc_WP_069452720.1_64-143	arc_WP_069452720.1	64	143	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.327005803585052	0.676025390625	2	1897478	NA	Haladaptatus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halalkaliarchaeum desulfuricum	arc_AUX09429.1	arc_AUX09429.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.294942051172256	-0.677205622196198	1	arc_AUX09429.1_61-143	arc_AUX09429.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.420486003160477	0.848517894744873	2	2055893	NA	Halalkaliarchaeum	NA	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halalkaliarchaeum desulfuricum	arc_WP_119818003.1	arc_WP_119818003.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.286402434110641	-0.69048398733139	1	arc_WP_119818003.1_61-143	arc_WP_119818003.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.426765650510788	0.873228907585144	2	2055893	NA	Halalkaliarchaeum	NA	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Halalkalicoccus jeotgali	arc_WP_008416406.1	arc_WP_008416406.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.405840933322906	-0.744049370288849	1	arc_WP_008416406.1_63-143	arc_WP_008416406.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.35941419005394	0.618477880954742	2	413810	NA	Halalkalicoccus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halalkalicoccus jeotgali B3	arc_ADJ16325.1	arc_ADJ16325.1_1-76	1	76	CBFD_NFYB_HMF	76	65	TRUE	4	NA	0.427817493677139	-0.738366365432739	1	arc_ADJ16325.1_67-147	arc_ADJ16325.1	67	147	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.387176901102066	0.604149520397186	2	795797	Halalkalicoccus jeotgali	Halalkalicoccus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halalkalicoccus jeotgali B3	arc_ELY37060.1	arc_ELY37060.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.40797433257103	-0.743680894374847	1	arc_ELY37060.1_63-143	arc_ELY37060.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.388471364974976	0.580447852611542	2	795797	Halalkalicoccus jeotgali	Halalkalicoccus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halalkalicoccus paucihalophilus	arc_KYH27830.1	arc_KYH27830.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.436261057853699	-0.765898644924164	1	arc_KYH27830.1_63-143	arc_KYH27830.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.404716908931732	0.587001442909241	2	1008153	NA	Halalkalicoccus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halalkalicoccus paucihalophilus	arc_WP_066379071.1	arc_WP_066379071.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.398749887943268	-0.738365232944489	1	arc_WP_066379071.1_63-143	arc_WP_066379071.1	63	143	Histone,CBFD_NFYB_HMF	81	65	TRUE	4	NA	-0.403997808694839	0.587143242359161	2	1008153	NA	Halalkalicoccus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halalkalicoccus subterraneus	arc_WP_122088322.1	arc_WP_122088322.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.366418898105621	-0.700410425662994	1	arc_WP_122088322.1_62-143	arc_WP_122088322.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.33943036198616	0.683290958404541	2	2675002	NA	Halalkalicoccus	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halanaeroarchaeum sulfurireducens	arc_AKH96975.1	arc_AKH96975.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.390439540147781	-0.571781694889069	1	arc_AKH96975.1_65-142	arc_AKH96975.1	65	142	CBFD_NFYB_HMF,Histone	78	65	TRUE	4	NA	-0.418507426977158	0.756601274013519	2	1604004	NA	Halanaeroarchaeum	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halanaeroarchaeum sulfurireducens	arc_ALG81376.1	arc_ALG81376.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.419495224952698	-0.530781924724579	1	arc_ALG81376.1_65-142	arc_ALG81376.1	65	142	CBFD_NFYB_HMF,Histone	78	65	TRUE	4	NA	-0.392621338367462	0.725296795368195	2	1604004	NA	Halanaeroarchaeum	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halanaeroarchaeum sulfurireducens	arc_WP_050047793.1	arc_WP_050047793.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.405700981616974	-0.556250810623169	1	arc_WP_050047793.1_65-142	arc_WP_050047793.1	65	142	CBFD_NFYB_HMF,Histone	78	65	TRUE	4	NA	-0.424833983182907	0.765779912471771	2	1604004	NA	Halanaeroarchaeum	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halapricum salinum	arc_QCC50496.1	arc_QCC50496.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.297823578119278	-0.782280027866364	1	arc_QCC50496.1_64-146	arc_QCC50496.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.426975578069687	0.432245463132858	2	1457250	NA	Halapricum	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halapricum salinum	arc_WP_049993941.1	arc_WP_049993941.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.293496429920197	-0.768126964569092	1	arc_WP_049993941.1_64-146	arc_WP_049993941.1	64	146	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.420265674591064	0.45832285284996	2	1457250	NA	Halapricum	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halarchaeum acidiphilum	arc_WP_020221967.1	arc_WP_020221967.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.417495787143707	-0.622251927852631	1	arc_WP_020221967.1_66-145	arc_WP_020221967.1	66	145	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.471166163682938	0.617885708808899	2	489138	NA	Halarchaeum	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halarchaeum acidiphilum MH1-52-1	arc_GAD51880.1	arc_GAD51880.1_17-94	17	94	CBFD_NFYB_HMF	78	65	TRUE	4	NA	0.418798476457596	-0.622899889945984	1	arc_GAD51880.1_88-167	arc_GAD51880.1	88	167	Histone,CBFD_NFYB_HMF	80	65	TRUE	4	NA	-0.467072755098343	0.637240529060364	2	1261545	Halarchaeum acidiphilum	Halarchaeum	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halarchaeum sp. CBA1220	arc_RNH90693.1	arc_RNH90693.1_1-76	1	76	CBFD_NFYB_HMF	76	65	TRUE	4	NA	0.381361722946167	-0.602754890918732	1	arc_RNH90693.1_67-144	arc_RNH90693.1	67	144	CBFD_NFYB_HMF,Histone	78	65	TRUE	4	NA	-0.410850644111633	0.608516454696655	2	1853682	NA	Halarchaeum	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halarchaeum sp. CBA1220	arc_WP_123074301.1	arc_WP_123074301.1_1-76	1	76	CBFD_NFYB_HMF	76	65	TRUE	4	NA	0.377580255270004	-0.606667041778564	1	arc_WP_123074301.1_67-144	arc_WP_123074301.1	67	144	CBFD_NFYB_HMF,Histone	78	65	TRUE	4	NA	-0.410845428705215	0.609450697898865	2	1853682	NA	Halarchaeum	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Halegenticoccus soli	arc_WP_101295463.1	arc_WP_101295463.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.384369045495987	-0.67693167924881	1	arc_WP_101295463.1_61-143	arc_WP_101295463.1	61	143	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.409253925085068	0.82128369808197	2	1985678	NA	Halegenticoccus	Haloferacaceae	Haloferacales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarchaeobius iranensis	arc_SDM93744.1	arc_SDM93744.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.393643379211426	-0.725907921791077	1	arc_SDM93744.1_62-143	arc_SDM93744.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.362843602895737	0.600229561328888	2	996166	NA	Haloarchaeobius	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarchaeobius iranensis	arc_WP_089733516.1	arc_WP_089733516.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.360913395881653	-0.739245116710663	1	arc_WP_089733516.1_62-143	arc_WP_089733516.1	62	143	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.360708683729172	0.601962506771088	2	996166	NA	Haloarchaeobius	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula	arc_WP_004515366.1	arc_WP_004515366.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.289140284061432	-0.757761359214783	1	arc_WP_004515366.1_63-145	arc_WP_004515366.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.421091198921204	0.491851210594177	2	2237	NA	NA	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula	arc_WP_004958956.1	arc_WP_004958956.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.312255024909973	-0.748455762863159	1	arc_WP_004958956.1_63-145	arc_WP_004958956.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.412912607192993	0.444603055715561	2	2237	NA	NA	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula	arc_WP_005537260.1	arc_WP_005537260.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.289559364318848	-0.758315563201904	1	arc_WP_005537260.1_63-145	arc_WP_005537260.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.416580200195312	0.456889182329178	2	2237	NA	NA	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula	arc_WP_007189365.1	arc_WP_007189365.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.297831743955612	-0.753308475017548	1	arc_WP_007189365.1_63-145	arc_WP_007189365.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.399209916591644	0.488028019666672	2	2237	NA	NA	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula	arc_WP_101351093.1	arc_WP_101351093.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.327553659677505	-0.769167244434357	1	arc_WP_101351093.1_63-145	arc_WP_101351093.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.407093733549118	0.513810276985168	2	2237	NA	NA	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula amylolytica JCM 13557	arc_EMA25379.1	arc_EMA25379.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.291500747203827	-0.760870695114136	1	arc_EMA25379.1_63-145	arc_EMA25379.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.418725520372391	0.470204412937164	2	1227452	Haloarcula amylolytica	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula argentinensis DSM 12282	arc_EMA20086.1	arc_EMA20086.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.298879116773605	-0.754298508167267	1	arc_EMA20086.1_63-145	arc_EMA20086.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.416840732097626	0.462771683931351	2	1230451	Haloarcula argentinensis	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula californiae ATCC 33799	arc_EMA16589.1	arc_EMA16589.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.292578607797623	-0.751727759838104	1	arc_EMA16589.1_63-145	arc_EMA16589.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.393486320972443	0.451941221952438	2	662475	Haloarcula californiae	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula hispanica	arc_KAA9410981.1	arc_KAA9410981.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.292353063821793	-0.751668572425842	1	arc_KAA9410981.1_63-145	arc_KAA9410981.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.395559430122375	0.499085158109665	2	51589	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula hispanica	arc_RYJ10474.1	arc_RYJ10474.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.299603402614594	-0.755908608436584	1	arc_RYJ10474.1_63-145	arc_RYJ10474.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.398667991161346	0.490329682826996	2	51589	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula hispanica ATCC 33960	arc_AEM58336.1	arc_AEM58336.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.291663765907288	-0.761079847812653	1	arc_AEM58336.1_63-145	arc_AEM58336.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.416621148586273	0.464399307966232	2	634497	Haloarcula hispanica	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula hispanica N601	arc_AHB67070.1	arc_AHB67070.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.289189398288727	-0.757892787456512	1	arc_AHB67070.1_63-145	arc_AHB67070.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.414111077785492	0.455426454544067	2	1417673	Haloarcula hispanica	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula japonica	arc_WP_004590858.1	arc_WP_004590858.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.294342070817947	-0.767137706279755	1	arc_WP_004590858.1_63-145	arc_WP_004590858.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.399636447429657	0.488349586725235	2	29282	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula japonica DSM 6131	arc_EMA33950.1	arc_EMA33950.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.292379856109619	-0.751676023006439	1	arc_EMA33950.1_63-145	arc_EMA33950.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.404456347227097	0.499228835105896	2	1227453	Haloarcula japonica	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula marismortui ATCC 43049	arc_AAV47125.1	arc_AAV47125.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.311663955450058	-0.746157467365265	1	arc_AAV47125.1_63-145	arc_AAV47125.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.397588640451431	0.488604933023453	2	272569	Haloarcula marismortui	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula marismortui ATCC 43049	arc_QCP91829.1	arc_QCP91829.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.311270177364349	-0.747185111045837	1	arc_QCP91829.1_63-145	arc_QCP91829.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.40731480717659	0.447413116693497	2	272569	Haloarcula marismortui	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula quadrata	arc_RKS81550.1	arc_RKS81550.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.311180114746094	-0.747193276882172	1	arc_RKS81550.1_63-145	arc_RKS81550.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.410232067108154	0.44561430811882	2	182779	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula rubripromontorii	arc_KOX93402.1	arc_KOX93402.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.313455700874329	-0.768119513988495	1	arc_KOX93402.1_63-145	arc_KOX93402.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.418330252170563	0.462478786706924	2	1705562	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula rubripromontorii	arc_WP_053967106.1	arc_WP_053967106.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.315032333135605	-0.769734501838684	1	arc_WP_053967106.1_63-145	arc_WP_053967106.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.408991903066635	0.500257968902588	2	1705562	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sinaiiensis ATCC 33800	arc_EMA15052.1	arc_EMA15052.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.311341643333435	-0.747195541858673	1	arc_EMA15052.1_63-145	arc_EMA15052.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.415220946073532	0.468885719776154	2	662476	Haloarcula sinaiiensis	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. Atlit-120R	arc_RLM39829.1	arc_RLM39829.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.322378695011139	-0.774298667907715	1	arc_RLM39829.1_63-145	arc_RLM39829.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.445234656333923	0.47507455945015	2	2282135	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. Atlit-47R	arc_RLM47818.1	arc_RLM47818.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.329037964344025	-0.766740202903748	1	arc_RLM47818.1_63-145	arc_RLM47818.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.441916197538376	0.491063624620438	2	2282132	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. Atlit-7R	arc_RLM96230.1	arc_RLM96230.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.322672724723816	-0.769617259502411	1	arc_RLM96230.1_63-145	arc_RLM96230.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.412092298269272	0.481528043746948	2	2282125	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. Atlit-7R	arc_WP_121511755.1	arc_WP_121511755.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.328924834728241	-0.768501400947571	1	arc_WP_121511755.1_63-145	arc_WP_121511755.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.439036160707474	0.476858109235764	2	2282125	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. CBA1115	arc_AJF25366.1	arc_AJF25366.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.2906893491745	-0.75983190536499	1	arc_AJF25366.1_63-145	arc_AJF25366.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.398135006427765	0.501691281795502	2	1592728	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. CBA1127	arc_WP_058994175.1	arc_WP_058994175.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.298497974872589	-0.753861129283905	1	arc_WP_058994175.1_63-145	arc_WP_058994175.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.398832499980927	0.491291046142578	2	1765055	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. CBA1129	arc_KAA9399744.1	arc_KAA9399744.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.296904236078262	-0.753783762454987	1	arc_KAA9399744.1_64-145	arc_KAA9399744.1	64	145	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.413983047008514	0.462662279605865	2	1853684	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. CBA1130	arc_KAA9401440.1	arc_KAA9401440.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.289921879768372	-0.77957010269165	1	arc_KAA9401440.1_64-145	arc_KAA9401440.1	64	145	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.418660014867783	0.456522196531296	2	1853685	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. CBA1131	arc_KAA9406012.1	arc_KAA9406012.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.28957799077034	-0.758401930332184	1	arc_KAA9406012.1_63-145	arc_KAA9406012.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.408234864473343	0.49431699514389	2	1853686	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. JP-L23	arc_QIO21713.1	arc_QIO21713.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.327912449836731	-0.744479656219482	1	arc_QIO21713.1_64-145	arc_QIO21713.1	64	145	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.441788136959076	0.507751703262329	2	2716717	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. JP-L23	arc_WP_166968042.1	arc_WP_166968042.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.328530311584473	-0.743361175060272	1	arc_WP_166968042.1_64-145	arc_WP_166968042.1	64	145	Histone,CBFD_NFYB_HMF	82	65	TRUE	4	NA	-0.421150743961334	0.513349831104279	2	2716717	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
Haloarcula sp. K1	arc_KZX47144.1	arc_KZX47144.1_1-72	1	72	CBFD_NFYB_HMF	72	65	TRUE	4	NA	0.29431676864624	-0.767087459564209	1	arc_KZX47144.1_63-145	arc_KZX47144.1	63	145	Histone,CBFD_NFYB_HMF	83	65	TRUE	4	NA	-0.397152423858643	0.494254440069199	2	1622207	NA	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	NA	Archaea
