gene	node	taxon	family	order	kingdom	core_domain	homology_group	closest_group	closest_group_top10frac	closest_OG_euk	closest_OG_euk_top10frac	closest_node	closest_node_dist	euk_top_frac	arc_top_frac	bac_top_frac	closest_group_filt	closest_OG_euk_filt	architecture	simarq
vir_ERX552261.23_contig_64216_2	vir_ERX552261.23_contig_64216_2_1-116	ERX552261.23	Mimiviridae	NA	Nucleocytoviricota	Histone	Histone.HG2	euk	1	H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	1	Mpus_XP_003057560.1_1-136	0.4709689194	1	0	0	euk	H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histone
vir_AYV87056.1	vir_AYV87056.1_1-138	Sylvanvirus sp.	NA	NA	NA	Histone	Histone.HG2	euk	1	H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	1	Lcom_lcpid193206_1-132	0.3783920934	1	0	0	euk	H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histone
vir_ERX552270.64_contig_3395_2	vir_ERX552270.64_contig_3395_2_1-138	ERX552270.64	Phycodnaviridae	NA	Nucleocytoviricota	Histone	Histone.HG2	euk	1	H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	1	Schagg_84196_1-137	0.3636242962	1	0	0	euk	H3-2/H3-3A/H3-3B/H3-4/H3-5/H3C1/H3C2/H3C3/H3C4/H3C6/H3C7/H3C8/H3C10/H3C11/H3C12/H3C13/H3C14/H3C15/H3Y1/H3Y2	Histone	Histone
vir_BBI30201.1	vir_BBI30201.1_22-145	Acanthamoeba castellanii medusavirus	NA	NA	NA	Histone	Histone.HG3	euk	0.9	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	0.9	Acas_ELR19361_1-139	9.4997896904	0.9	0	0.1	euk	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histone
vir_AGO82856.2	vir_AGO82856.2_34-167	Pandoravirus dulcis	NA	NA	NA	Histone	Histone.HG3	euk	0.9	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	0.9	Acas_ELR19361_1-139	2.2386360192	0.9	0	0.1	euk	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histone
vir_AVK75201.1	vir_AVK75201.1_33-165	Pandoravirus quercus	NA	NA	NA	Histone	Histone.HG3	euk	0.9	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	0.9	Acas_ELR19361_1-139	2.10276503	0.9	0	0.1	euk	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histone
vir_AGO84906.1	vir_AGO84906.1_26-169	Pandoravirus salinus	NA	NA	NA	Histone	Histone.HG3	euk	0.9	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	0.9	Acas_ELR19361_1-139	2.1768145172	0.9	0	0.1	euk	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histone
vir_AVK77303.1	vir_AVK77303.1_41-165	Pandoravirus macleodensis	NA	NA	NA	Histone	Histone.HG3	euk	0.9	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	0.9	Acas_ELR19361_1-139	2.6823833545	0.9	0	0.1	euk	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histone
vir_AVK76224.1	vir_AVK76224.1_63-166	Pandoravirus neocaledonia	NA	NA	NA	Histone	Histone.HG3	euk	0.9	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	0.9	Acas_ELR19361_1-139	2.5895108662	0.9	0	0.1	euk	CU639417.1/H2BC1/H2BC3/H2BC4/H2BC5/H2BC6/H2BC7/H2BC8/H2BC9/H2BC10/H2BC11/H2BC12/H2BC13/H2BC14/H2BC15/H2BC17/H2BC18/H2BC21/H2BE1/H2BS1/H2BU1/H2BW1/H2BW2	Histone	Histone
vir_AAV98010.1	vir_AAV98010.1_63-141	Cotesia plutellae polydnavirus	Polydnaviridae	NA	NA	Histone	Histone.HG4	euk	1	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	1	Aque_Aqu2.1.08429_001_47-123	0.20342015	1	0	0	euk	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	CENP-T_C	CENP-T_C
vir_ABH10013.1	vir_ABH10013.1_63-141	Cotesia glomerata bracovirus	Polydnaviridae	NA	NA	Histone	Histone.HG4	euk	1	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	1	Aque_Aqu2.1.08429_001_47-123	0.2222307128	1	0	0	euk	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	CENP-T_C	CENP-T_C
vir_ERX552244.21_contig_7330_16	vir_ERX552244.21_contig_7330_16_26-107	ERX552244.21	Phycodnaviridae	NA	Nucleocytoviricota	Histone	Histone.HG4	euk	1	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	1	Aque_Aqu2.1.08429_001_47-123	0.5199039595	1	0	0	euk	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	CENP-T_C	CENP-T_C
vir_CAG17417.1	vir_CAG17417.1_77-155	Cotesia congregata bracovirus	Polydnaviridae	NA	NA	Histone	Histone.HG4	euk	1	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	1	Aque_Aqu2.1.08429_001_47-123	0.3923607296	1	0	0	euk	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	CENP-T_C	CENP-T_C
vir_ALF62340.1	vir_ALF62340.1_56-129	Cotesia sesamiae bracovirus	Polydnaviridae	NA	NA	Histone	Histone.HG4	euk	1	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	1	Aque_Aqu2.1.08429_001_47-123	0.622553463	1	0	0	euk	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	CENP-T_C	CENP-T_C
vir_AMT81292.1	vir_AMT81292.1_41-120	Cotesia sp. bracovirus	Polydnaviridae	NA	NA	Histone	Histone.HG4	euk	1	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	1	Aque_Aqu2.1.08429_001_47-123	0.3881078053	1	0	0	euk	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	TAF	TAF
vir_AMT81293.1	vir_AMT81293.1_41-120	Choeras sp. bracovirus	Polydnaviridae	NA	NA	Histone	Histone.HG4	euk	1	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	1	Aque_Aqu2.1.08429_001_47-123	0.4069692152	1	0	0	euk	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	CENP-T_C	CENP-T_C
vir_AMT81295.1	vir_AMT81295.1_41-120	Dolichogenidae sp. bracovirus	Polydnaviridae	NA	NA	Histone	Histone.HG4	euk	1	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	1	Aque_Aqu2.1.08429_001_47-123	0.4253923006	1	0	0	euk	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	CENP-T_C	CENP-T_C
vir_AMT81298.1	vir_AMT81298.1_44-120	Apanteles sp. bracovirus	Polydnaviridae	NA	NA	Histone	Histone.HG4	euk	1	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	1	Aque_Aqu2.1.08429_001_47-123	0.4642139611	1	0	0	euk	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	CENP-T_C	CENP-T_C
vir_AMT81294.1	vir_AMT81294.1_42-118	Dolichogenidae sp. bracovirus	Polydnaviridae	NA	NA	Histone	Histone.HG4	euk	1	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	1	Aque_Aqu2.1.08429_001_47-123	0.407412243	1	0	0	euk	H4-16/H4C1/H4C2/H4C3/H4C4/H4C5/H4C6/H4C8/H4C9/H4C11/H4C12/H4C13/H4C14/H4C15	TAF	TAF
vir_QBK91898.1	vir_QBK91898.1_45-127	Pithovirus LCPAC304	Pithoviridae	NA	Nucleocytoviricota	LinkerHistone	LinkerHistone.HG1	euk	1	H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	0.8	Hduj_OQV24610.1_34-116	1.7643226968	1	0	0	euk	H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	Linker_histone WWE	Linker_histone,WWE
vir_QBK90105.1	vir_QBK90105.1_38-128	Pithovirus LCPAC102	Pithoviridae	NA	Nucleocytoviricota	LinkerHistone	LinkerHistone.HG1	euk	0.9	H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	0.6	Cavfas_EGG13855_311-395	1.5852868695	0.9	0	0.1	euk	H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	Linker_histone	Linker_histone
vir_SRX802073.108_contig_24494_46	vir_SRX802073.108_contig_24494_46_5-86	SRX802073.108	Phycodnaviridae	NA	Nucleocytoviricota	LinkerHistone	LinkerHistone.HG1	euk	1	H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	1	Aplker_103611_1-71	0.9073746181	1	0	0	euk	H1-0/H1-1/H1-2/H1-3/H1-4/H1-5/H1-6	Linker_histone Linker_histone	Linker_histone
vir_AQT25281.1	vir_AQT25281.1_41-129	Providencia phage vB_PreS_PR1	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.9	NA	NA	bac_WP_148297807.1_38-137	2.0229256972	0	0.1	0.9	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_AFO71302.1	vir_AFO71302.1_42-115	Cronobacter phage CR5	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_085017294.1_8-81	1.6305591607	0	0	1	bac	unk	Acetyltransf_10	Acetyltransf_10
vir_AEP83921.1	vir_AEP83921.1_45-118	Salmonella phage SPN3US	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_085017294.1_8-81	3.5938e-06	0	0	1	bac	unk	Acetyltransf_10	Acetyltransf_10
vir_AFQ96557.1	vir_AFQ96557.1_10-81	Erwinia phage phiEaH2	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_085017294.1_8-81	0.4356278758	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ANZ50531.1	vir_ANZ50531.1_47-118	Erwinia phage vB_EamM_Stratton	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_085017294.1_8-81	0.4493917625	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ANZ48117.1	vir_ANZ48117.1_47-118	Erwinia phage vB_EamM_Asesino	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_085017294.1_8-81	0.4851241382	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ANZ48664.1	vir_ANZ48664.1_45-118	Erwinia phage vB_EamM_ChrisDB	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_085017294.1_8-81	0.9340736733	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AIB52031.1	vir_AIB52031.1_40-135	Faustovirus	NA	NA	NA	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.8	NAA10/NAA11	0.2	arc_RLG62116.1_47-143	1.30925224	0.2	0.8	0	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_AMP44115.1	vir_AMP44115.1_43-145	Faustovirus	NA	NA	NA	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.8	NAA10/NAA11	0.2	arc_RLG62116.1_47-143	1.3711554639	0.2	0.8	0	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_AMN83588.1	vir_AMN83588.1_43-145	Faustovirus	NA	NA	NA	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.8	NAA10/NAA11	0.2	arc_RLG62116.1_47-143	1.3798143274	0.2	0.8	0	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_ARF09946.1	vir_ARF09946.1_37-130	Indivirus ILV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.9	NA	NA	arc_OUJ18153.1_40-136	1.5474190392	0	0.9	0.1	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_ARF12471.1	vir_ARF12471.1_45-134	Klosneuvirus KNV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.7	NAA50/NAA60	0.1	Concor_KXN68006_68-163	1.4303051562	0.1	0.7	0.2	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_ERX552254.13_contig_15223_8	vir_ERX552254.13_contig_15223_8_37-128	ERX552254.13	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.8	NA	NA	bac_WP_008693015.1_58-182	1.1052564487	0	0.8	0.2	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_ERX552246.6_contig_6255_2	vir_ERX552246.6_contig_6255_2_40-129	ERX552246.6	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.8	NA	NA	bac_WP_008693015.1_58-182	1.5734484936	0	0.8	0.2	arc	unk	Acetyltransf_1	Acetyltransf_1
vir_AYV76595.1	vir_AYV76595.1_38-133	Terrestrivirus sp.	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_152810564.1_49-145	1.6857981563	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ASD52234.1	vir_ASD52234.1_71-164	Arthrobacter phage Niktson	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.8	NA	NA	bac_WP_147520919.1_94-167	1.9732158166	0	0.2	0.8	bac	unk	Acetyltransf_10	Acetyltransf_10
vir_AXH43755.1	vir_AXH43755.1_83-165	Arthrobacter phage Breylor17	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.8	NA	NA	bac_WP_147520919.1_94-167	1.8719550709	0	0.2	0.8	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AXQ61250.1	vir_AXQ61250.1_74-163	Streptomyces phage LibertyBell	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.8	NA	NA	bac_WP_147520919.1_94-167	1.763253408	0	0.2	0.8	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ARF12506.1	vir_ARF12506.1_54-125	Klosneuvirus KNV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.7	NAA10/NAA11	0.2	Vcar_XP_002951323.1_51-146	1.6018473723	0.2	0.7	0.1	arc	unk	Acetyltransf_7	Acetyltransf_7
vir_AYV79482.1	vir_AYV79482.1_54-129	Faunusvirus sp.	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.7	NAA10/NAA11	0.2	Vcar_XP_002951323.1_51-146	1.9144191932	0.2	0.7	0.1	arc	unk	Acetyltransf_10	Acetyltransf_10
vir_AYV84168.1	vir_AYV84168.1_53-129	Hyperionvirus sp.	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.7	NAA10/NAA11	0.2	Vcar_XP_002951323.1_51-146	1.7311274059	0.2	0.7	0.1	arc	unk	Acetyltransf_10	Acetyltransf_10
vir_ARF09997.1	vir_ARF09997.1_38-138	Indivirus ILV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.6	NA	NA	bac_WP_087413873.1_55-145	2.6039742942	0	0.4	0.6	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ERX552255.59_contig_51540_9	vir_ERX552255.59_contig_51540_9_645-706	ERX552255.59	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.8	NA	NA	bac_WP_147117481.1_55-156	1.8680310167	0	0.2	0.8	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ARF09047.1	vir_ARF09047.1_53-151	Catovirus CTV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.7	NA	NA	bac_WP_090033427.1_44-143	2.9967467439	0	0.3	0.7	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ARF11301.1	vir_ARF11301.1_55-153	Klosneuvirus KNV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.7	NA	NA	bac_WP_090033427.1_44-143	2.4331004115	0	0.3	0.7	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AYV76408.1	vir_AYV76408.1_5-100	Terrestrivirus sp.	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.7	NA	NA	bac_WP_090033427.1_44-143	3.4685861707	0	0.3	0.7	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ARF11130.1	vir_ARF11130.1_45-157	Hokovirus HKV1	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.9	NA	NA	bac_WP_101042207.1_55-148	2.6671286424	0	0.1	0.9	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ERX552246.6_contig_33210_10	vir_ERX552246.6_contig_33210_10_38-122	ERX552246.6	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.8	NAA50/NAA60	0.1	Alblai_CCA16744_48-138	2.6589865729	0.1	0.1	0.8	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ERX552243.92_contig_149325_5	vir_ERX552243.92_contig_149325_5_20-98	ERX552243.92	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.8	NAA50/NAA60	0.1	bac_WP_090033427.1_44-143	2.6708189658	0.1	0.1	0.8	bac	unk	Acetyltransf_10	Acetyltransf_10
vir_ERX552257.96_contig_19161_8	vir_ERX552257.96_contig_19161_8_19-127	ERX552257.96	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.8	NAA50/NAA60	0.1	bac_WP_090033427.1_44-143	2.5717772834	0.1	0.1	0.8	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AQQ75493.1	vir_AQQ75493.1_18-96	uncultured archaeal virus	NA	NA	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.7	NA	NA	bac_WP_090033427.1_44-143	2.8580658494	0	0.3	0.7	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ERX552243.92_contig_52315_35	vir_ERX552243.92_contig_52315_35_48-133	ERX552243.92	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_052592237.1_42-137	1.1575100393	0	0	1	bac	unk	Acetyltransf_10	Acetyltransf_10
vir_ARV76657.1	vir_ARV76657.1_51-130	Pseudomonas phage Phabio	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	arc	0.5	NA	NA	bac_WP_039631554.1_37-135	2.0978818588	0	0.5	0.5	arc	unk	Acetyltransf_7	Acetyltransf_7
vir_ALH46698.1	vir_ALH46698.1_27-124	Staphylococcus phage SPbeta-like	Siphoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_000134308.1_27-124	5.159e-06	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AAT38372.1	vir_AAT38372.1_38-128	Burkholderia virus BcepC6B	Podoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.9	NA	NA	bac_WP_021206520.1_44-141	2.593428376	0	0.1	0.9	bac	unk		
vir_ERX552254.5_contig_9118_1	vir_ERX552254.5_contig_9118_1_89-173	ERX552254.5	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	euk	0.7	NAT14	0.7	Cvel_4763.t1-p1_234-313	1.5476895452	0.7	0	0.3	euk	NAT14	Acetyltransf_1 Acetyltransf_10	Acetyltransf_1,Acetyltransf_10
vir_ERX552254.5_contig_9118_1	vir_ERX552254.5_contig_9118_1_219-298	ERX552254.5	Mimiviridae	NA	Nucleocytoviricota	Acetyltransf_1	Acetyltransf_1.HG1	euk	0.7	NAT14	0.7	Cvel_4763.t1-p1_234-313	1.4762095914	0.7	0	0.3	euk	NAT14	Acetyltransf_1 Acetyltransf_10	Acetyltransf_1,Acetyltransf_10
vir_ATA65343.1	vir_ATA65343.1_74-142	Serratia phage 2050HW	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_042628482.1_60-158	2.2755425458	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_AFQ96659.1	vir_AFQ96659.1_53-142	Erwinia phage phiEaH2	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_163436305.1_10-74	1.636511857	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ANZ48225.1	vir_ANZ48225.1_53-142	Erwinia phage vB_EamM_Asesino	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_163436305.1_10-74	1.7159930084	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ANZ49568.1	vir_ANZ49568.1_53-142	Erwinia phage vB_EamM_Kwan	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_163436305.1_10-74	2.694725483	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ANZ48496.1	vir_ANZ48496.1_52-142	Erwinia phage vB_EamM_Caitlin	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_163436305.1_10-74	1.7412135493	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ANZ48776.1	vir_ANZ48776.1_52-141	Erwinia phage vB_EamM_ChrisDB	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_163436305.1_10-74	1.7158684133	0	0	1	bac	unk	Acetyltransf_1	Acetyltransf_1
vir_ANZ49284.1	vir_ANZ49284.1_53-141	Erwinia phage vB_EamM_Huxley	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	1	NA	NA	bac_WP_163436305.1_10-74	2.1909268848	0	0	1	bac	unk	Acetyltransf_7	Acetyltransf_7
vir_ANZ49567.1	vir_ANZ49567.1_29-119	Erwinia phage vB_EamM_Kwan	Myoviridae	Caudovirales	NA	Acetyltransf_1	Acetyltransf_1.HG1	bac	0.9	NA	NA	bac_WP_101111551.1_54-151	2.5970790466	0	0.1	0.9	bac	unk	Acetyltransf_1	Acetyltransf_1
