gene_j	gene_i	strand_i	strand_j	dist_ij	class_i	class_j	pair	pair_hists	pair_orientation	pair_hists_ori	species
Spur_NP_001014426.1	Spur_XP_011662709.1	-	-	-576	H2B	H2A	Spur_NP_001014426.1,Spur_XP_011662709.1	H2A,H2B	ht	H2A,H2B ht	Spur
Spur_NP_001116979.1	Spur_XP_791271.1	+	-	-6643	H2B	H2A	Spur_NP_001116979.1,Spur_XP_791271.1	H2A,H2B	hh	H2A,H2B hh	Spur
Spur_NP_001229615.1	Spur_XP_794738.1	-	-	3007	H2A	H2B	Spur_NP_001229615.1,Spur_XP_794738.1	H2A,H2B	ht	H2A,H2B ht	Spur
Spur_XP_001175793.2	Spur_XP_030837450.1	+	+	-3602	H2B	H2A	Spur_XP_001175793.2,Spur_XP_030837450.1	H2A,H2B	ht	H2A,H2B ht	Spur
Spur_XP_001176802.2	Spur_XP_011662709.1	-	-	-6244	H2B	H2A	Spur_XP_001176802.2,Spur_XP_011662709.1	H2A,H2B	ht	H2A,H2B ht	Spur
Spur_XP_003724619.1	Spur_XP_011664020.1	-	+	1302	H2A	H2B	Spur_XP_003724619.1,Spur_XP_011664020.1	H2A,H2B	hh	H2A,H2B hh	Spur
Spur_XP_011662709.1	Spur_XP_030838374.1	-	-	437	H3	H2B	Spur_XP_011662709.1,Spur_XP_030838374.1	H2B,H3	ht	H2B,H3 ht	Spur
Spur_XP_011662709.1	Spur_XP_030829748.1	-	-	-393	H4	H2B	Spur_XP_011662709.1,Spur_XP_030829748.1	H2B,H4	ht	H2B,H4 ht	Spur
Spur_XP_011667593.1	Spur_XP_794853.1	-	-	8828	H2A	H2B	Spur_XP_011667593.1,Spur_XP_794853.1	H2A,H2B	ht	H2A,H2B ht	Spur
Spur_XP_011669701.1	Spur_XP_030829748.1	+	+	1496	H4	H2B	Spur_XP_011669701.1,Spur_XP_030829748.1	H2B,H4	ht	H2B,H4 ht	Spur
Spur_XP_011683150.1	Spur_XP_030835156.1	-	-	3979	H2A	H2B	Spur_XP_011683150.1,Spur_XP_030835156.1	H2A,H2B	ht	H2A,H2B ht	Spur
Spur_XP_030829748.1	Spur_XP_030838374.1	-	-	688	H4	H4	Spur_XP_030829748.1,Spur_XP_030838374.1	H4,H4	ht	H4,H4 ht	Spur
Spur_XP_030829748.1	Spur_XP_030837453.1	+	+	1956	H2A	H4	Spur_XP_030829748.1,Spur_XP_030837453.1	H2A,H4	ht	H2A,H4 ht	Spur
Spur_XP_030829748.1	Spur_XP_030834659.1	-	-	-2895	H2A	H4	Spur_XP_030829748.1,Spur_XP_030834659.1	H2A,H4	ht	H2A,H4 ht	Spur
Spur_XP_030829748.1	Spur_XP_030842705.1	+	-	-1388	H2A	H4	Spur_XP_030829748.1,Spur_XP_030842705.1	H2A,H4	hh	H2A,H4 hh	Spur
Spur_XP_030829748.1	Spur_XP_030833517.1	-	-	3	H2B	H4	Spur_XP_030829748.1,Spur_XP_030833517.1	H2B,H4	ht	H2B,H4 ht	Spur
Spur_XP_030834659.1	Spur_XP_030836142.1	-	-	4030	H2B	H2A	Spur_XP_030834659.1,Spur_XP_030836142.1	H2A,H2B	ht	H2A,H2B ht	Spur
Spur_XP_030836142.1	Spur_XP_030843320.1	-	-	785	H2A	H2B	Spur_XP_030836142.1,Spur_XP_030843320.1	H2A,H2B	ht	H2A,H2B ht	Spur
Spur_XP_030836142.1	Spur_XP_030838374.1	-	-	-735	H4	H2B	Spur_XP_030836142.1,Spur_XP_030838374.1	H2B,H4	ht	H2B,H4 ht	Spur
Spur_XP_030838374.1	Spur_XP_030834659.1	-	-	-2894	H2A	H4	Spur_XP_030834659.1,Spur_XP_030838374.1	H2A,H4	ht	H2A,H4 ht	Spur
Spur_XP_030840910.1	Spur_XP_030847776.1	-	-	4896	H2A	H2B	Spur_XP_030840910.1,Spur_XP_030847776.1	H2A,H2B	ht	H2A,H2B ht	Spur
Sros_EGD75966	Sros_EGD75967	+	-	-221	H2A	H4	Sros_EGD75966,Sros_EGD75967	H2A,H4	hh	H2A,H4 hh	Sros
Sros_EGD76768	Sros_EGD76769	+	-	-363	H2B	H3	Sros_EGD76768,Sros_EGD76769	H2B,H3	hh	H2B,H3 hh	Sros
Tcas_XP_008199957.2	Tcas_XP_966487.1	+	+	53	H3	H2B	Tcas_XP_008199957.2,Tcas_XP_966487.1	H2B,H3	ht	H2B,H3 ht	Tcas
Tcru_EAN83533	Tcru_EAN83534	-	-	-379	H2B	H2B	Tcru_EAN83533,Tcru_EAN83534	H2B,H2B	ht	H2B,H2B ht	Tcru
Tcru_EAN84604	Tcru_EAN84604	-	-	444	H3	H3	Tcru_EAN84604,Tcru_EAN84604	H3,H3	ht	H3,H3 ht	Tcru
Tcru_EAN84604	Tcru_EAN85677	-	-	-444	H3	H3	Tcru_EAN84604,Tcru_EAN85677	H3,H3	ht	H3,H3 ht	Tcru
Tcru_EAN85330	Tcru_EAN85330	-	-	829	H2A	H2A	Tcru_EAN85330,Tcru_EAN85330	H2A,H2A	ht	H2A,H2A ht	Tcru
Tcru_EAN85677	Tcru_EAN85677	+	+	-424	H3	H3	Tcru_EAN85677,Tcru_EAN85677	H3,H3	ht	H3,H3 ht	Tcru
Tcru_EAN88264	Tcru_EAN88265	+	+	355	H2A	H2A	Tcru_EAN88264,Tcru_EAN88265	H2A,H2A	ht	H2A,H2A ht	Tcru
Tcru_EAN91807	Tcru_EAN91807	+	+	351	H2A	H2A	Tcru_EAN91807,Tcru_EAN91807	H2A,H2A	ht	H2A,H2A ht	Tcru
Tcru_EAN91807	Tcru_EAN97527	+	+	-355	H2A	H2A	Tcru_EAN91807,Tcru_EAN97527	H2A,H2A	ht	H2A,H2A ht	Tcru
Tcru_EAN91807	Tcru_EAN97511	+	+	-354	H2A	H2A	Tcru_EAN91807,Tcru_EAN97511	H2A,H2A	ht	H2A,H2A ht	Tcru
Tetwil_Twilhelma_g10937.t1	Tetwil_Twilhelma_g10938.t1	+	-	-280	H4		Tetwil_Twilhelma_g10937.t1,Tetwil_Twilhelma_g10938.t1	H4	hh	H4 hh	Tetwil
Tetwil_Twilhelma_g18014.t1	Tetwil_Twilhelma_g18015.t1	+	-	-387	H2A	H2B	Tetwil_Twilhelma_g18014.t1,Tetwil_Twilhelma_g18015.t1	H2A,H2B	hh	H2A,H2B hh	Tetwil
Tetwil_Twilhelma_g23784.t1	Tetwil_Twilhelma_g23785.t1	+	-	-218	H2B	H2A	Tetwil_Twilhelma_g23784.t1,Tetwil_Twilhelma_g23785.t1	H2A,H2B	hh	H2A,H2B hh	Tetwil
Tgon_TGME49_261240-t26_1-p1-CDS1	Tgon_TGME49_261250-t26_1-p1-CDS1	-	+	360	H2A	H3	Tgon_TGME49_261240-t26_1-p1-CDS1,Tgon_TGME49_261250-t26_1-p1-CDS1	H2A,H3	hh	H2A,H3 hh	Tgon
Tielac_KYQ90801	Tielac_KYQ90801	-	+	499	H4	H4	Tielac_KYQ90801,Tielac_KYQ90801	H4,H4	hh	H4,H4 hh	Tielac
Tmel_CAZ79646	Tmel_CAZ79647	+	-	-414	H2B	H2A	Tmel_CAZ79646,Tmel_CAZ79647	H2A,H2B	hh	H2A,H2B hh	Tmel
Tmel_CAZ81813	Tmel_CAZ83100	-	+	1332	H3	H4	Tmel_CAZ81813,Tmel_CAZ83100	H3,H4	hh	H3,H4 hh	Tmel
Tpse_ACI64441	Tpse_ACI64534	-	+	376	H3	H4	Tpse_ACI64441,Tpse_ACI64534	H3,H4	hh	H3,H4 hh	Tpse
Tpse_ACI64530	Tpse_ACI64534	-	+	-1032	H3	H2B	Tpse_ACI64530,Tpse_ACI64534	H2B,H3	tt	H2B,H3 tt	Tpse
Tpse_ACI64530	Tpse_ACI64535	-	+	338	H2A	H2B	Tpse_ACI64530,Tpse_ACI64535	H2A,H2B	hh	H2A,H2B hh	Tpse
Tpse_ACI64530	Tpse_EED92171	+	-	-336	H2A	H2B	Tpse_ACI64530,Tpse_EED92171	H2A,H2B	hh	H2A,H2B hh	Tpse
Tpse_ACI64530	Tpse_EED89017	-	+	333	H2A	H2B	Tpse_ACI64530,Tpse_EED89017	H2A,H2B	hh	H2A,H2B hh	Tpse
Tpse_ACI64534	Tpse_EED93631	+	-	725	H2B	H3	Tpse_ACI64534,Tpse_EED93631	H2B,H3	tt	H2B,H3 tt	Tpse
Tpse_EED89017	Tpse_EED93631	+	-	-336	H2B	H2A	Tpse_EED89017,Tpse_EED93631	H2A,H2B	hh	H2A,H2B hh	Tpse
Ttra_KNC46204	Ttra_KNC53726	-	-	907	H4	H4	Ttra_KNC46204,Ttra_KNC53726	H4,H4	ht	H4,H4 ht	Ttra
Ttra_KNC47362	Ttra_KNC47386	-	+	198	H2B	H2A	Ttra_KNC47362,Ttra_KNC47386	H2A,H2B	hh	H2A,H2B hh	Ttra
Ttra_KNC54420	Ttra_KNC54421	+	+	-150	H3	H3	Ttra_KNC54420,Ttra_KNC54421	H3,H3	ht	H3,H3 ht	Ttra
Tvag_XP_001301678.1	Tvag_XP_001301679.1	+	-	-135	H2A	H2B	Tvag_XP_001301678.1,Tvag_XP_001301679.1	H2A,H2B	hh	H2A,H2B hh	Tvag
Tvag_XP_001301678.1	Tvag_XP_001329050.1	+	-	-145	H2A	H2B	Tvag_XP_001301678.1,Tvag_XP_001329050.1	H2A,H2B	hh	H2A,H2B hh	Tvag
Tvag_XP_001308219.1	Tvag_XP_001308229.1	-	+	142	H4	H3	Tvag_XP_001308219.1,Tvag_XP_001308229.1	H3,H4	hh	H3,H4 hh	Tvag
Umay_KIS69374	Umay_KIS69375	+	-	-2314	H4	H3	Umay_KIS69374,Umay_KIS69375	H3,H4	hh	H3,H4 hh	Umay
Umay_KIS70332	Umay_KIS70333	+	-	-1386	H2B	H2AZ	Umay_KIS70332,Umay_KIS70333	H2AZ,H2B	hh	H2AZ,H2B hh	Umay
Umbram_171390	Umbram_206617	+	-	-438	H4	H3	Umbram_171390,Umbram_206617	H3,H4	hh	H3,H4 hh	Umbram
Umbram_171390	Umbram_229025	+	-	2524	H2A	H3	Umbram_171390,Umbram_229025	H2A,H3	tt	H2A,H3 tt	Umbram
Umbram_229022	Umbram_229025	+	-	-288	H2A	H2B	Umbram_229022,Umbram_229025	H2A,H2B	hh	H2A,H2B hh	Umbram
Umbram_229025	Umbram_229050	+	-	-214	H2B	H2A	Umbram_229025,Umbram_229050	H2A,H2B	hh	H2A,H2B hh	Umbram
Vcar_XP_002945759.1	Vcar_XP_002946112.1	-	+	266	H3	H4	Vcar_XP_002945759.1,Vcar_XP_002946112.1	H3,H4	hh	H3,H4 hh	Vcar
Vcar_XP_002945759.1	Vcar_XP_002946107.1	+	+	4462	H2A	H4	Vcar_XP_002945759.1,Vcar_XP_002946107.1	H2A,H4	ht	H2A,H4 ht	Vcar
Vcar_XP_002945852.1	Vcar_XP_002946193.1	-	+	273	H2B	H2A	Vcar_XP_002945852.1,Vcar_XP_002946193.1	H2A,H2B	hh	H2A,H2B hh	Vcar
Vcar_XP_002946107.1	Vcar_XP_002955481.1	-	+	280	H2B	H2A	Vcar_XP_002946107.1,Vcar_XP_002955481.1	H2A,H2B	hh	H2A,H2B hh	Vcar
Vcar_XP_002946107.1	Vcar_XP_002946112.1	+	-	4869	H3	H2A	Vcar_XP_002946107.1,Vcar_XP_002946112.1	H2A,H3	tt	H2A,H3 tt	Vcar
Vcar_XP_002946107.1	Vcar_XP_002948276.1	-	+	267	H2B	H2A	Vcar_XP_002946107.1,Vcar_XP_002948276.1	H2A,H2B	hh	H2A,H2B hh	Vcar
Vcar_XP_002946107.1	Vcar_XP_002947842.1	+	-	-288	H2B	H2A	Vcar_XP_002946107.1,Vcar_XP_002947842.1	H2A,H2B	hh	H2A,H2B hh	Vcar
Vcar_XP_002946107.1	Vcar_XP_002946193.1	+	-	-258	H2B	H2A	Vcar_XP_002946107.1,Vcar_XP_002946193.1	H2A,H2B	hh	H2A,H2B hh	Vcar
Vcar_XP_002946193.1	Vcar_XP_002956799.1	+	-	-262	H2A	H2B	Vcar_XP_002946193.1,Vcar_XP_002956799.1	H2A,H2B	hh	H2A,H2B hh	Vcar
Vcar_XP_002946193.1	Vcar_XP_002951795.1	-	+	247	H2A	H2B	Vcar_XP_002946193.1,Vcar_XP_002951795.1	H2A,H2B	hh	H2A,H2B hh	Vcar
Vcar_XP_002946193.1	Vcar_XP_002956803.1	+	-	-261	H2A	H2B	Vcar_XP_002946193.1,Vcar_XP_002956803.1	H2A,H2B	hh	H2A,H2B hh	Vcar
Vcar_XP_002948133.1	Vcar_XP_002948271.1	-	+	226	H2A	H2B	Vcar_XP_002948133.1,Vcar_XP_002948271.1	H2A,H2B	hh	H2A,H2B hh	Vcar
Vitbra_CEM20937.1	Vitbra_CEM20939.1	+	-	-342	H2AZ	H2B	Vitbra_CEM20937.1,Vitbra_CEM20939.1	H2AZ,H2B	hh	H2AZ,H2B hh	Vitbra
