Caulen_g1.t1	Caulen_1_1
Caulen_g3969.t1	Caulen_2_248
Caulen_g3970.t1	Caulen_2_249
Caulen_g3971.t1	Caulen_2_250
Caulen_g3972.t1	Caulen_2_251
Caulen_g3973.t1	Caulen_2_252
Caulen_g3974.t1	Caulen_2_253
Caulen_g3975.t1	Caulen_2_254
Caulen_g3976.t1	Caulen_2_255
Caulen_g3977.t1	Caulen_2_256
Caulen_g3978.t1	Caulen_2_257
Caulen_g3979.t1	Caulen_2_258
Caulen_g3980.t1	Caulen_2_259
Caulen_g3981.t1	Caulen_2_260
Caulen_g3982.t1	Caulen_2_261
Caulen_g3983.t1	Caulen_2_262
Caulen_g3984.t1	Caulen_2_263
Caulen_g3985.t1	Caulen_2_264
Caulen_g3986.t1	Caulen_2_265
Caulen_g3987.t1	Caulen_2_266
Caulen_g3988.t1	Caulen_2_267
Caulen_g3989.t1	Caulen_2_268
Caulen_g3990.t1	Caulen_2_269
Caulen_g3991.t1	Caulen_2_270
Caulen_g3992.t1	Caulen_2_271
Caulen_g3993.t1	Caulen_2_272
Caulen_g3994.t1	Caulen_2_273
Caulen_g3995.t1	Caulen_2_274
Caulen_g3996.t1	Caulen_2_275
Caulen_g3997.t1	Caulen_2_276
Caulen_g3998.t1	Caulen_2_277
Caulen_g3999.t1	Caulen_2_278
Caulen_g4000.t1	Caulen_2_279
Caulen_g4001.t1	Caulen_2_280
Caulen_g4002.t1	Caulen_2_281
Caulen_g4003.t1	Caulen_2_282
Caulen_g4004.t1	Caulen_2_283
Caulen_g4005.t1	Caulen_2_284
Caulen_g4006.t1	Caulen_2_285
Caulen_g4007.t1	Caulen_2_286
Caulen_g4008.t1	Caulen_2_287
Caulen_g4009.t1	Caulen_2_288
Caulen_g4010.t2	Caulen_2_289
Caulen_g4011.t1	Caulen_2_290
Caulen_g4012.t1	Caulen_2_291
Caulen_g4013.t1	Caulen_2_292
Caulen_g4014.t1	Caulen_2_293
Caulen_g4015.t1	Caulen_2_294
Caulen_g4016.t1	Caulen_2_295
Caulen_g4017.t1	Caulen_2_296
Caulen_g4018.t1	Caulen_2_297
Caulen_g4019.t1	Caulen_2_298
Caulen_g4020.t1	Caulen_2_299
Caulen_g4021.t1	Caulen_2_300
Caulen_g4022.t1	Caulen_2_301
Caulen_g4023.t1	Caulen_2_302
Caulen_g4024.t1	Caulen_2_303
Caulen_g4025.t1	Caulen_2_304
Caulen_g4026.t1	Caulen_2_305
Caulen_g4027.t1	Caulen_2_306
Caulen_g4028.t1	Caulen_2_307
Caulen_g4029.t1	Caulen_2_308
Caulen_g4030.t1	Caulen_2_309
Caulen_g4031.t1	Caulen_2_310
Caulen_g4032.t1	Caulen_2_311
Caulen_g4033.t1	Caulen_2_312
Caulen_g4034.t1	Caulen_2_313
Caulen_g4035.t1	Caulen_2_314
Caulen_g4036.t1	Caulen_2_315
Caulen_g4037.t1	Caulen_2_316
Caulen_g4038.t1	Caulen_2_317
Caulen_g4039.t1	Caulen_2_318
Caulen_g4040.t1	Caulen_2_319
Caulen_g9265.t1	Caulen_3_1
Caulen_g9266.t1	Caulen_3_2
Caulen_g9267.t1	Caulen_4_1
Caulen_g9268.t2	Caulen_5_1
Caulen_g9269.t1	Caulen_6_1
Caulen_g9270.t1	Caulen_6_2
Caulen_g9271.t1	Caulen_7_1
Caulen_g9272.t1	Caulen_7_2
Caulen_g9273.t1	Caulen_8_1
Caulen_g9274.t1	Caulen_9_1
Caulen_g9275.t1	Caulen_10_1
Caulen_g4041.t1	Caulen_11_1
Caulen_g4042.t1	Caulen_11_2
Caulen_g4043.t1	Caulen_11_3
Caulen_g4044.t1	Caulen_11_4
Caulen_g4045.t1	Caulen_11_5
Caulen_g4046.t1	Caulen_11_6
Caulen_g4047.t1	Caulen_11_7
Caulen_g4048.t1	Caulen_11_8
Caulen_g4049.t1	Caulen_11_9
Caulen_g4050.t1	Caulen_11_10
Caulen_g4051.t1	Caulen_11_11
Caulen_g4052.t1	Caulen_11_12
Caulen_g4053.t1	Caulen_11_13
Caulen_g4054.t1	Caulen_11_14
Caulen_g4055.t1	Caulen_11_15
Caulen_g4056.t1	Caulen_11_16
Caulen_g4057.t1	Caulen_11_17
Caulen_g4058.t1	Caulen_11_18
Caulen_g4059.t1	Caulen_11_19
Caulen_g4060.t1	Caulen_11_20
Caulen_g4061.t1	Caulen_11_21
Caulen_g4062.t1	Caulen_11_22
Caulen_g4063.t1	Caulen_11_23
Caulen_g4064.t1	Caulen_11_24
Caulen_g4065.t1	Caulen_11_25
Caulen_g4066.t1	Caulen_11_26
Caulen_g4067.t1	Caulen_11_27
Caulen_g4068.t1	Caulen_11_28
Caulen_g4069.t1	Caulen_11_29
Caulen_g4070.t1	Caulen_11_30
Caulen_g4071.t1	Caulen_11_31
Caulen_g4072.t1	Caulen_11_32
Caulen_g4073.t1	Caulen_11_33
Caulen_g4074.t1	Caulen_11_34
Caulen_g4075.t1	Caulen_11_35
Caulen_g4076.t1	Caulen_11_36
Caulen_g4077.t1	Caulen_11_37
Caulen_g4078.t1	Caulen_11_38
Caulen_g4079.t1	Caulen_11_39
Caulen_g4080.t1	Caulen_11_40
Caulen_g4081.t1	Caulen_11_41
Caulen_g4082.t1	Caulen_11_42
Caulen_g4083.t1	Caulen_11_43
Caulen_g4084.t1	Caulen_11_44
Caulen_g4085.t1	Caulen_11_45
Caulen_g4086.t1	Caulen_11_46
Caulen_g4087.t1	Caulen_11_47
Caulen_g4088.t1	Caulen_11_48
Caulen_g4089.t1	Caulen_11_49
Caulen_g4090.t1	Caulen_11_50
Caulen_g4091.t1	Caulen_11_51
Caulen_g4092.t1	Caulen_11_52
Caulen_g4093.t1	Caulen_11_53
Caulen_g4094.t1	Caulen_11_54
Caulen_g4095.t1	Caulen_11_55
Caulen_g4096.t1	Caulen_11_56
Caulen_g4097.t1	Caulen_11_57
Caulen_g4098.t1	Caulen_11_58
Caulen_g4099.t1	Caulen_11_59
Caulen_g4100.t1	Caulen_11_60
Caulen_g4101.t1	Caulen_11_61
Caulen_g4102.t1	Caulen_11_62
Caulen_g4103.t1	Caulen_11_63
Caulen_g4104.t1	Caulen_11_64
Caulen_g4105.t1	Caulen_11_65
Caulen_g4106.t1	Caulen_11_66
Caulen_g4107.t1	Caulen_11_67
Caulen_g4108.t1	Caulen_11_68
Caulen_g4109.t1	Caulen_11_69
Caulen_g4110.t1	Caulen_11_70
Caulen_g4111.t1	Caulen_11_71
Caulen_g4112.t1	Caulen_11_72
Caulen_g4113.t1	Caulen_11_73
Caulen_g4114.t1	Caulen_11_74
Caulen_g4115.t1	Caulen_11_75
Caulen_g4116.t1	Caulen_11_76
Caulen_g4117.t1	Caulen_11_77
Caulen_g4118.t1	Caulen_11_78
Caulen_g4119.t1	Caulen_11_79
Caulen_g4120.t1	Caulen_11_80
Caulen_g4121.t1	Caulen_11_81
Caulen_g4122.t1	Caulen_11_82
Caulen_g4123.t1	Caulen_11_83
Caulen_g4124.t1	Caulen_11_84
Caulen_g4125.t1	Caulen_11_85
Caulen_g4126.t1	Caulen_11_86
Caulen_g4127.t1	Caulen_11_87
Caulen_g4128.t2	Caulen_11_88
Caulen_g4129.t1	Caulen_11_89
Caulen_g4130.t1	Caulen_11_90
Caulen_g4131.t2	Caulen_11_91
Caulen_g4132.t1	Caulen_11_92
Caulen_g4133.t1	Caulen_11_93
Caulen_g4134.t2	Caulen_11_94
Caulen_g4135.t1	Caulen_11_95
Caulen_g4136.t1	Caulen_11_96
Caulen_g4137.t1	Caulen_11_97
Caulen_g4138.t1	Caulen_11_98
Caulen_g4139.t1	Caulen_11_99
Caulen_g4140.t1	Caulen_11_100
Caulen_g4141.t1	Caulen_11_101
Caulen_g4142.t1	Caulen_11_102
Caulen_g4143.t2	Caulen_11_103
Caulen_g4144.t1	Caulen_11_104
Caulen_g4145.t1	Caulen_11_105
Caulen_g4146.t1	Caulen_11_106
Caulen_g4147.t1	Caulen_11_107
Caulen_g4148.t1	Caulen_11_108
Caulen_g4149.t1	Caulen_11_109
Caulen_g4150.t1	Caulen_11_110
Caulen_g4151.t1	Caulen_11_111
Caulen_g4152.t1	Caulen_11_112
Caulen_g4153.t1	Caulen_11_113
Caulen_g4154.t1	Caulen_11_114
Caulen_g4155.t1	Caulen_11_115
Caulen_g4156.t1	Caulen_11_116
Caulen_g4157.t1	Caulen_11_117
Caulen_g4158.t1	Caulen_11_118
Caulen_g4159.t1	Caulen_11_119
Caulen_g4160.t1	Caulen_11_120
Caulen_g4161.t1	Caulen_11_121
Caulen_g4162.t1	Caulen_11_122
Caulen_g4163.t1	Caulen_11_123
Caulen_g4164.t1	Caulen_11_124
Caulen_g4165.t1	Caulen_11_125
Caulen_g4166.t1	Caulen_11_126
Caulen_g4167.t1	Caulen_11_127
Caulen_g4168.t1	Caulen_11_128
Caulen_g4169.t1	Caulen_11_129
Caulen_g4170.t1	Caulen_11_130
Caulen_g4171.t1	Caulen_11_131
Caulen_g4172.t1	Caulen_11_132
Caulen_g4173.t1	Caulen_11_133
Caulen_g4174.t1	Caulen_11_134
Caulen_g4175.t1	Caulen_11_135
Caulen_g4176.t1	Caulen_11_136
Caulen_g4177.t1	Caulen_11_137
Caulen_g4178.t1	Caulen_11_138
Caulen_g4179.t1	Caulen_11_139
Caulen_g4180.t1	Caulen_11_140
Caulen_g4181.t1	Caulen_11_141
Caulen_g4182.t1	Caulen_11_142
Caulen_g4183.t1	Caulen_11_143
Caulen_g4184.t1	Caulen_11_144
Caulen_g4185.t1	Caulen_11_145
Caulen_g4186.t1	Caulen_11_146
Caulen_g4187.t1	Caulen_11_147
Caulen_g4188.t1	Caulen_11_148
Caulen_g4189.t1	Caulen_11_149
Caulen_g4190.t1	Caulen_11_150
Caulen_g4191.t1	Caulen_11_151
Caulen_g4192.t1	Caulen_11_152
Caulen_g4193.t1	Caulen_11_153
Caulen_g4194.t1	Caulen_11_154
Caulen_g4195.t1	Caulen_11_155
Caulen_g4196.t1	Caulen_11_156
Caulen_g4197.t1	Caulen_11_157
Caulen_g4198.t1	Caulen_11_158
Caulen_g4199.t1	Caulen_11_159
Caulen_g4200.t1	Caulen_11_160
Caulen_g4201.t1	Caulen_11_161
Caulen_g4202.t1	Caulen_11_162
Caulen_g4203.t1	Caulen_11_163
Caulen_g4204.t1	Caulen_11_164
Caulen_g4205.t2	Caulen_11_165
Caulen_g4206.t1	Caulen_11_166
Caulen_g4207.t1	Caulen_11_167
Caulen_g4208.t1	Caulen_11_168
Caulen_g4209.t1	Caulen_11_169
Caulen_g4210.t1	Caulen_11_170
Caulen_g4211.t1	Caulen_11_171
Caulen_g4212.t1	Caulen_11_172
Caulen_g4213.t1	Caulen_11_173
Caulen_g4214.t1	Caulen_11_174
Caulen_g4215.t1	Caulen_11_175
Caulen_g4216.t1	Caulen_11_176
Caulen_g4217.t1	Caulen_11_177
Caulen_g4218.t1	Caulen_11_178
Caulen_g4219.t1	Caulen_11_179
Caulen_g4220.t1	Caulen_11_180
Caulen_g4221.t1	Caulen_11_181
Caulen_g4222.t1	Caulen_11_182
Caulen_g4223.t1	Caulen_11_183
Caulen_g4224.t1	Caulen_11_184
Caulen_g4225.t1	Caulen_11_185
Caulen_g4226.t1	Caulen_11_186
Caulen_g4227.t1	Caulen_11_187
Caulen_g4228.t1	Caulen_11_188
Caulen_g4229.t1	Caulen_11_189
Caulen_g4230.t1	Caulen_11_190
Caulen_g4231.t1	Caulen_11_191
Caulen_g4232.t1	Caulen_11_192
Caulen_g4233.t1	Caulen_11_193
Caulen_g4234.t1	Caulen_11_194
Caulen_g4235.t1	Caulen_11_195
Caulen_g4236.t1	Caulen_11_196
Caulen_g4237.t1	Caulen_11_197
Caulen_g4238.t1	Caulen_11_198
Caulen_g4239.t1	Caulen_11_199
Caulen_g4240.t1	Caulen_11_200
Caulen_g4241.t1	Caulen_11_201
Caulen_g4242.t1	Caulen_11_202
Caulen_g4243.t1	Caulen_11_203
Caulen_g4244.t1	Caulen_11_204
Caulen_g4245.t1	Caulen_11_205
Caulen_g4246.t1	Caulen_11_206
Caulen_g4247.t1	Caulen_11_207
Caulen_g4248.t2	Caulen_11_208
Caulen_g4249.t1	Caulen_11_209
Caulen_g4250.t1	Caulen_11_210
Caulen_g4251.t1	Caulen_11_211
Caulen_g4252.t1	Caulen_11_212
Caulen_g4253.t1	Caulen_11_213
Caulen_g4254.t1	Caulen_11_214
Caulen_g4255.t1	Caulen_11_215
Caulen_g4256.t1	Caulen_11_216
Caulen_g4257.t1	Caulen_11_217
Caulen_g4258.t1	Caulen_11_218
Caulen_g4259.t1	Caulen_11_219
Caulen_g4260.t1	Caulen_11_220
Caulen_g4261.t1	Caulen_11_221
Caulen_g4262.t1	Caulen_11_222
Caulen_g4263.t1	Caulen_11_223
Caulen_g4264.t1	Caulen_11_224
Caulen_g4265.t1	Caulen_11_225
Caulen_g4266.t1	Caulen_11_226
Caulen_g4267.t1	Caulen_11_227
Caulen_g4268.t1	Caulen_11_228
Caulen_g4269.t1	Caulen_11_229
Caulen_g4270.t1	Caulen_11_230
Caulen_g4271.t1	Caulen_11_231
Caulen_g4272.t2	Caulen_11_232
Caulen_g4273.t1	Caulen_11_233
Caulen_g4274.t1	Caulen_11_234
Caulen_g4275.t1	Caulen_11_235
Caulen_g4276.t1	Caulen_11_236
Caulen_g4277.t1	Caulen_11_237
Caulen_g4278.t1	Caulen_11_238
Caulen_g4279.t1	Caulen_11_239
Caulen_g4280.t1	Caulen_11_240
Caulen_g4281.t1	Caulen_11_241
Caulen_g4282.t1	Caulen_11_242
Caulen_g4283.t1	Caulen_11_243
Caulen_g4284.t1	Caulen_11_244
Caulen_g4285.t1	Caulen_11_245
Caulen_g4286.t1	Caulen_11_246
Caulen_g4287.t1	Caulen_11_247
Caulen_g4288.t1	Caulen_11_248
Caulen_g4289.t1	Caulen_11_249
Caulen_g4290.t1	Caulen_11_250
Caulen_g4291.t1	Caulen_11_251
Caulen_g4292.t1	Caulen_11_252
Caulen_g4293.t1	Caulen_11_253
Caulen_g4294.t1	Caulen_11_254
Caulen_g4295.t1	Caulen_11_255
Caulen_g4296.t1	Caulen_11_256
Caulen_g4297.t1	Caulen_11_257
Caulen_g4298.t1	Caulen_11_258
Caulen_g4299.t1	Caulen_11_259
Caulen_g4300.t1	Caulen_11_260
Caulen_g4301.t1	Caulen_11_261
Caulen_g4302.t1	Caulen_11_262
Caulen_g4303.t1	Caulen_11_263
Caulen_g4304.t1	Caulen_11_264
Caulen_g4305.t1	Caulen_11_265
Caulen_g4306.t1	Caulen_11_266
Caulen_g4307.t1	Caulen_11_267
Caulen_g4308.t1	Caulen_11_268
Caulen_g4309.t1	Caulen_11_269
Caulen_g4310.t1	Caulen_11_270
Caulen_g4311.t1	Caulen_11_271
Caulen_g4312.t1	Caulen_11_272
Caulen_g4313.t1	Caulen_11_273
Caulen_g4314.t1	Caulen_11_274
Caulen_g4315.t1	Caulen_11_275
Caulen_g4316.t1	Caulen_11_276
Caulen_g4317.t1	Caulen_11_277
Caulen_g4318.t1	Caulen_11_278
Caulen_g4319.t1	Caulen_11_279
Caulen_g4320.t1	Caulen_11_280
Caulen_g4321.t1	Caulen_11_281
Caulen_g4322.t1	Caulen_11_282
Caulen_g4323.t1	Caulen_11_283
Caulen_g4324.t1	Caulen_11_284
Caulen_g4325.t1	Caulen_11_285
Caulen_g4326.t1	Caulen_11_286
Caulen_g4327.t1	Caulen_11_287
Caulen_g4328.t1	Caulen_11_288
Caulen_g4329.t1	Caulen_11_289
Caulen_g4330.t1	Caulen_11_290
Caulen_g4331.t1	Caulen_11_291
Caulen_g4332.t1	Caulen_11_292
Caulen_g4333.t1	Caulen_11_293
Caulen_g4334.t1	Caulen_11_294
Caulen_g4335.t1	Caulen_11_295
Caulen_g4336.t1	Caulen_11_296
Caulen_g4337.t1	Caulen_11_297
Caulen_g4338.t1	Caulen_11_298
Caulen_g4339.t1	Caulen_11_299
Caulen_g4340.t1	Caulen_11_300
Caulen_g4341.t1	Caulen_11_301
Caulen_g4342.t1	Caulen_11_302
Caulen_g4343.t1	Caulen_11_303
Caulen_g4344.t1	Caulen_11_304
Caulen_g4345.t1	Caulen_11_305
Caulen_g4346.t1	Caulen_11_306
Caulen_g4347.t1	Caulen_11_307
Caulen_g4348.t1	Caulen_11_308
Caulen_g4349.t1	Caulen_11_309
Caulen_g4350.t1	Caulen_11_310
Caulen_g4351.t1	Caulen_11_311
Caulen_g4352.t1	Caulen_11_312
Caulen_g4353.t1	Caulen_11_313
Caulen_g4354.t1	Caulen_11_314
Caulen_g4355.t1	Caulen_11_315
Caulen_g4356.t1	Caulen_11_316
Caulen_g4357.t1	Caulen_11_317
Caulen_g4358.t1	Caulen_11_318
Caulen_g4359.t1	Caulen_11_319
Caulen_g4360.t1	Caulen_11_320
Caulen_g4361.t1	Caulen_11_321
Caulen_g4362.t1	Caulen_11_322
Caulen_g4363.t1	Caulen_11_323
Caulen_g4364.t1	Caulen_11_324
Caulen_g4365.t1	Caulen_11_325
Caulen_g4366.t1	Caulen_11_326
Caulen_g4367.t1	Caulen_11_327
Caulen_g4368.t1	Caulen_11_328
Caulen_g4369.t1	Caulen_11_329
Caulen_g4370.t1	Caulen_11_330
Caulen_g4371.t1	Caulen_11_331
Caulen_g4372.t1	Caulen_11_332
Caulen_g4373.t1	Caulen_11_333
Caulen_g4374.t1	Caulen_11_334
Caulen_g9276.t1	Caulen_12_1
Caulen_g9277.t1	Caulen_13_1
Caulen_g9278.t1	Caulen_14_1
Caulen_g9279.t1	Caulen_14_2
Caulen_g9280.t1	Caulen_15_1
Caulen_g9281.t1	Caulen_15_2
Caulen_g9282.t1	Caulen_16_1
Caulen_g9283.t1	Caulen_17_1
Caulen_g4375.t1	Caulen_18_1
Caulen_g4376.t1	Caulen_18_2
Caulen_g4377.t1	Caulen_18_3
Caulen_g4378.t1	Caulen_18_4
Caulen_g4379.t1	Caulen_18_5
Caulen_g4380.t1	Caulen_18_6
Caulen_g4381.t1	Caulen_18_7
Caulen_g4382.t1	Caulen_18_8
Caulen_g4383.t1	Caulen_18_9
Caulen_g4384.t1	Caulen_18_10
Caulen_g4385.t1	Caulen_18_11
Caulen_g4386.t1	Caulen_18_12
Caulen_g4387.t3	Caulen_18_13
Caulen_g4388.t1	Caulen_18_14
Caulen_g4389.t1	Caulen_18_15
Caulen_g4390.t1	Caulen_18_16
Caulen_g4391.t1	Caulen_18_17
Caulen_g4392.t1	Caulen_18_18
Caulen_g4393.t1	Caulen_18_19
Caulen_g4394.t1	Caulen_18_20
Caulen_g4395.t1	Caulen_18_21
Caulen_g4396.t1	Caulen_18_22
Caulen_g4397.t1	Caulen_18_23
Caulen_g4398.t1	Caulen_18_24
Caulen_g4399.t1	Caulen_18_25
Caulen_g4400.t1	Caulen_18_26
Caulen_g4401.t1	Caulen_18_27
Caulen_g4402.t1	Caulen_18_28
Caulen_g4403.t1	Caulen_18_29
Caulen_g4404.t1	Caulen_18_30
Caulen_g4405.t1	Caulen_18_31
Caulen_g4406.t1	Caulen_18_32
Caulen_g4407.t1	Caulen_18_33
Caulen_g4408.t1	Caulen_18_34
Caulen_g4409.t1	Caulen_18_35
Caulen_g4410.t1	Caulen_18_36
Caulen_g4411.t1	Caulen_18_37
Caulen_g4412.t1	Caulen_18_38
Caulen_g4413.t1	Caulen_18_39
Caulen_g4414.t1	Caulen_18_40
Caulen_g4415.t1	Caulen_18_41
Caulen_g4416.t1	Caulen_18_42
Caulen_g4417.t1	Caulen_18_43
Caulen_g4418.t1	Caulen_18_44
Caulen_g4419.t1	Caulen_18_45
Caulen_g4420.t1	Caulen_18_46
Caulen_g4421.t1	Caulen_18_47
Caulen_g4422.t1	Caulen_18_48
Caulen_g4423.t2	Caulen_18_49
Caulen_g4424.t1	Caulen_18_50
Caulen_g4425.t1	Caulen_18_51
Caulen_g4426.t1	Caulen_18_52
Caulen_g4427.t1	Caulen_18_53
Caulen_g4428.t1	Caulen_18_54
Caulen_g4429.t1	Caulen_18_55
Caulen_g4430.t1	Caulen_18_56
Caulen_g4431.t1	Caulen_18_57
Caulen_g4432.t1	Caulen_18_58
Caulen_g4433.t1	Caulen_18_59
Caulen_g4434.t1	Caulen_18_60
Caulen_g4435.t1	Caulen_18_61
Caulen_g4436.t1	Caulen_18_62
Caulen_g4437.t1	Caulen_18_63
Caulen_g4438.t1	Caulen_18_64
Caulen_g4439.t1	Caulen_18_65
Caulen_g4440.t1	Caulen_18_66
Caulen_g4441.t1	Caulen_18_67
Caulen_g4442.t1	Caulen_18_68
Caulen_g4443.t1	Caulen_18_69
Caulen_g4444.t1	Caulen_18_70
Caulen_g4445.t1	Caulen_18_71
Caulen_g4446.t1	Caulen_18_72
Caulen_g4447.t1	Caulen_18_73
Caulen_g4448.t1	Caulen_18_74
Caulen_g4449.t1	Caulen_18_75
Caulen_g4450.t1	Caulen_18_76
Caulen_g4451.t1	Caulen_18_77
Caulen_g4452.t1	Caulen_18_78
Caulen_g4453.t1	Caulen_18_79
Caulen_g4454.t1	Caulen_18_80
Caulen_g4455.t1	Caulen_18_81
Caulen_g4456.t1	Caulen_18_82
Caulen_g4457.t1	Caulen_18_83
Caulen_g4458.t1	Caulen_18_84
Caulen_g4459.t1	Caulen_18_85
Caulen_g4460.t1	Caulen_18_86
Caulen_g4461.t1	Caulen_18_87
Caulen_g4462.t1	Caulen_18_88
Caulen_g4463.t1	Caulen_18_89
Caulen_g4464.t1	Caulen_18_90
Caulen_g4465.t1	Caulen_18_91
Caulen_g4466.t1	Caulen_18_92
Caulen_g4467.t1	Caulen_18_93
Caulen_g4468.t1	Caulen_18_94
Caulen_g4469.t1	Caulen_18_95
Caulen_g4470.t1	Caulen_18_96
Caulen_g4471.t1	Caulen_18_97
Caulen_g4472.t1	Caulen_18_98
Caulen_g4473.t1	Caulen_18_99
Caulen_g4474.t1	Caulen_18_100
Caulen_g4475.t1	Caulen_18_101
Caulen_g4476.t1	Caulen_18_102
Caulen_g4477.t2	Caulen_18_103
Caulen_g4478.t1	Caulen_18_104
Caulen_g4479.t1	Caulen_18_105
Caulen_g4480.t1	Caulen_18_106
Caulen_g4481.t1	Caulen_18_107
Caulen_g4482.t1	Caulen_18_108
Caulen_g4483.t1	Caulen_18_109
Caulen_g4484.t1	Caulen_18_110
Caulen_g4485.t1	Caulen_18_111
Caulen_g4486.t1	Caulen_18_112
Caulen_g4487.t1	Caulen_18_113
Caulen_g4488.t1	Caulen_18_114
Caulen_g4489.t1	Caulen_18_115
Caulen_g4490.t1	Caulen_18_116
Caulen_g4491.t1	Caulen_18_117
Caulen_g4492.t1	Caulen_18_118
Caulen_g4493.t1	Caulen_18_119
Caulen_g4494.t1	Caulen_18_120
Caulen_g4495.t1	Caulen_18_121
Caulen_g4496.t1	Caulen_18_122
Caulen_g4497.t1	Caulen_18_123
Caulen_g4498.t1	Caulen_18_124
Caulen_g4499.t1	Caulen_18_125
Caulen_g4500.t1	Caulen_18_126
Caulen_g4501.t1	Caulen_18_127
Caulen_g4502.t1	Caulen_18_128
Caulen_g4503.t1	Caulen_18_129
Caulen_g4504.t1	Caulen_18_130
Caulen_g4505.t1	Caulen_18_131
Caulen_g4506.t1	Caulen_18_132
Caulen_g4507.t1	Caulen_18_133
Caulen_g4509.t1	Caulen_18_134
Caulen_g4508.t1	Caulen_18_135
Caulen_g4510.t1	Caulen_18_136
Caulen_g4511.t1	Caulen_18_137
Caulen_g4512.t1	Caulen_18_138
Caulen_g4513.t1	Caulen_18_139
Caulen_g4514.t1	Caulen_18_140
Caulen_g4515.t1	Caulen_18_141
Caulen_g4516.t1	Caulen_18_142
Caulen_g4517.t1	Caulen_18_143
Caulen_g4518.t1	Caulen_18_144
Caulen_g4519.t1	Caulen_18_145
Caulen_g4520.t1	Caulen_18_146
Caulen_g4521.t1	Caulen_18_147
Caulen_g4522.t1	Caulen_18_148
Caulen_g4523.t1	Caulen_18_149
Caulen_g4524.t1	Caulen_18_150
Caulen_g4525.t1	Caulen_18_151
Caulen_g4526.t1	Caulen_18_152
Caulen_g4527.t1	Caulen_18_153
Caulen_g4528.t1	Caulen_18_154
Caulen_g4529.t1	Caulen_18_155
Caulen_g4530.t1	Caulen_18_156
Caulen_g4531.t1	Caulen_18_157
Caulen_g4532.t1	Caulen_18_158
Caulen_g4533.t1	Caulen_18_159
Caulen_g4534.t1	Caulen_18_160
Caulen_g4535.t1	Caulen_18_161
Caulen_g4536.t1	Caulen_18_162
Caulen_g4537.t1	Caulen_18_163
Caulen_g4538.t1	Caulen_18_164
Caulen_g4539.t1	Caulen_18_165
Caulen_g4540.t1	Caulen_18_166
Caulen_g4541.t1	Caulen_18_167
Caulen_g4542.t1	Caulen_18_168
Caulen_g4543.t1	Caulen_18_169
Caulen_g4544.t1	Caulen_18_170
Caulen_g4545.t1	Caulen_18_171
Caulen_g4546.t1	Caulen_18_172
Caulen_g4547.t1	Caulen_18_173
Caulen_g4548.t1	Caulen_18_174
Caulen_g4549.t1	Caulen_18_175
Caulen_g4550.t1	Caulen_18_176
Caulen_g4551.t1	Caulen_18_177
Caulen_g4552.t1	Caulen_18_178
Caulen_g4553.t1	Caulen_18_179
Caulen_g4554.t1	Caulen_18_180
Caulen_g4555.t1	Caulen_18_181
Caulen_g4556.t1	Caulen_18_182
Caulen_g4557.t1	Caulen_18_183
Caulen_g4558.t1	Caulen_18_184
Caulen_g4559.t1	Caulen_18_185
Caulen_g4560.t1	Caulen_18_186
Caulen_g4561.t1	Caulen_18_187
Caulen_g4562.t1	Caulen_18_188
Caulen_g4563.t1	Caulen_18_189
Caulen_g4564.t1	Caulen_18_190
Caulen_g4565.t1	Caulen_18_191
Caulen_g4566.t1	Caulen_18_192
Caulen_g4567.t1	Caulen_18_193
Caulen_g4568.t1	Caulen_18_194
Caulen_g4569.t1	Caulen_18_195
Caulen_g4570.t1	Caulen_18_196
Caulen_g4571.t1	Caulen_18_197
Caulen_g4572.t1	Caulen_18_198
Caulen_g4573.t1	Caulen_18_199
Caulen_g4574.t1	Caulen_18_200
Caulen_g4575.t1	Caulen_18_201
Caulen_g4576.t1	Caulen_18_202
Caulen_g4577.t1	Caulen_18_203
Caulen_g4578.t1	Caulen_18_204
Caulen_g4579.t1	Caulen_18_205
Caulen_g4580.t1	Caulen_18_206
Caulen_g4581.t1	Caulen_18_207
Caulen_g4582.t1	Caulen_18_208
Caulen_g4583.t1	Caulen_18_209
Caulen_g4584.t1	Caulen_18_210
Caulen_g4585.t1	Caulen_18_211
Caulen_g4586.t1	Caulen_18_212
Caulen_g4587.t1	Caulen_18_213
Caulen_g4588.t1	Caulen_18_214
Caulen_g4589.t1	Caulen_18_215
Caulen_g4590.t1	Caulen_18_216
Caulen_g4591.t1	Caulen_18_217
Caulen_g4592.t1	Caulen_18_218
Caulen_g4593.t1	Caulen_18_219
Caulen_g4594.t1	Caulen_18_220
Caulen_g4595.t1	Caulen_18_221
Caulen_g4596.t1	Caulen_18_222
Caulen_g4597.t1	Caulen_18_223
Caulen_g4598.t1	Caulen_18_224
Caulen_g4599.t1	Caulen_18_225
Caulen_g4600.t1	Caulen_18_226
Caulen_g4601.t1	Caulen_18_227
Caulen_g4602.t1	Caulen_18_228
Caulen_g4603.t1	Caulen_18_229
Caulen_g4604.t1	Caulen_18_230
Caulen_g4605.t1	Caulen_18_231
Caulen_g4606.t1	Caulen_18_232
Caulen_g4607.t1	Caulen_18_233
Caulen_g4608.t1	Caulen_18_234
Caulen_g4609.t1	Caulen_18_235
Caulen_g4610.t1	Caulen_18_236
Caulen_g4611.t1	Caulen_18_237
Caulen_g4612.t1	Caulen_18_238
Caulen_g4613.t1	Caulen_18_239
Caulen_g4614.t1	Caulen_18_240
