Adig_gene-ND5	Adig_1_1
Adig_XM_015899415.1	Adig_5_154
Adig_XM_015899423.1	Adig_5_155
Adig_XM_015901173.1	Adig_5_156
Adig_XM_015901215.1	Adig_5_157
Adig_XM_015901202.1	Adig_5_158
Adig_XM_015899432.1	Adig_5_159
Adig_XM_015899444.1	Adig_5_160
Adig_XM_015899454.1	Adig_5_161
Adig_XM_015901835.1	Adig_6_1
Adig_XM_015901236.1	Adig_6_2
Adig_XM_015901242.1	Adig_6_3
Adig_XM_015901896.1	Adig_6_4
Adig_XM_015901252.1	Adig_6_5
Adig_XM_015901907.1	Adig_6_6
Adig_XM_015901846.1	Adig_6_7
Adig_XM_015901942.1	Adig_6_8
Adig_XM_015901973.1	Adig_6_9
Adig_XM_015901985.1	Adig_6_10
Adig_XM_015901996.1	Adig_6_11
Adig_XM_015902010.1	Adig_6_12
Adig_XM_015902091.1	Adig_6_13
Adig_XM_015902057.1	Adig_6_14
Adig_XM_015902030.1	Adig_6_15
Adig_XM_015902080.1	Adig_6_16
Adig_XM_015901263.1	Adig_6_17
Adig_XM_015902103.1	Adig_6_18
Adig_XM_015901857.1	Adig_6_19
Adig_XM_015901273.1	Adig_6_20
Adig_XM_015902114.1	Adig_6_21
Adig_XM_015902125.1	Adig_6_22
Adig_XM_015901284.1	Adig_6_23
Adig_XM_015902186.1	Adig_6_24
Adig_XM_015902146.1	Adig_6_25
Adig_XM_015902175.1	Adig_6_26
Adig_XM_015902134.1	Adig_6_27
Adig_XM_015902164.1	Adig_6_28
Adig_XM_015902214.1	Adig_6_29
Adig_XM_015902203.1	Adig_6_30
Adig_XM_015901298.1	Adig_6_31
Adig_XM_015901307.1	Adig_6_32
Adig_XM_015901319.1	Adig_6_33
Adig_XM_015902230.1	Adig_6_34
Adig_XM_015902241.1	Adig_6_35
Adig_XM_015901330.1	Adig_6_36
Adig_XM_015902264.1	Adig_6_37
Adig_XM_015901342.1	Adig_6_38
Adig_XM_015902280.1	Adig_6_39
Adig_XM_015901348.1	Adig_6_40
Adig_XM_015901867.1	Adig_6_41
Adig_XM_015901358.1	Adig_6_42
Adig_XM_015902296.1	Adig_6_43
Adig_XM_015901366.1	Adig_6_44
Adig_XM_015901380.1	Adig_6_45
Adig_XM_015901390.1	Adig_6_46
Adig_XM_015902307.1	Adig_6_47
Adig_XM_015901402.1	Adig_6_48
Adig_XM_015902332.1	Adig_6_49
Adig_XM_015902324.1	Adig_6_50
Adig_XM_015901412.1	Adig_6_51
Adig_XM_015901422.1	Adig_6_52
Adig_XM_015901432.1	Adig_6_53
Adig_XM_015902339.1	Adig_6_54
Adig_XM_015901440.1	Adig_6_55
Adig_XM_015901451.1	Adig_6_56
Adig_XM_015902402.1	Adig_6_57
Adig_XM_015902420.1	Adig_6_58
Adig_XM_015902433.1	Adig_6_59
Adig_XM_015901461.1	Adig_6_60
Adig_XM_015902441.1	Adig_6_61
Adig_XM_015901878.1	Adig_6_62
Adig_XM_015902451.1	Adig_6_63
Adig_XM_015901470.1	Adig_6_64
Adig_XM_015901480.1	Adig_6_65
Adig_XM_015902468.1	Adig_6_66
Adig_XM_015901488.1	Adig_6_67
Adig_XM_015902479.1	Adig_6_68
Adig_XM_015901497.1	Adig_6_69
Adig_XM_015902487.1	Adig_6_70
Adig_XM_015901504.1	Adig_6_71
Adig_XM_015902497.1	Adig_6_72
Adig_XM_015901514.1	Adig_6_73
Adig_XM_015902518.1	Adig_6_74
Adig_XM_015901526.1	Adig_6_75
Adig_XM_015902534.1	Adig_6_76
Adig_XM_015902546.1	Adig_6_77
Adig_XM_015901538.1	Adig_6_78
Adig_XM_015901544.1	Adig_6_79
Adig_XM_015902584.1	Adig_6_80
Adig_XM_015902595.1	Adig_6_81
Adig_XM_015902564.1	Adig_6_82
Adig_XM_015902604.1	Adig_6_83
Adig_XM_015901554.1	Adig_6_84
Adig_XM_015901563.1	Adig_6_85
Adig_XM_015901574.1	Adig_6_86
Adig_XM_015901582.1	Adig_6_87
Adig_XM_015901593.1	Adig_6_88
Adig_XM_015901603.1	Adig_6_89
Adig_XM_015901612.1	Adig_6_90
Adig_XM_015901622.1	Adig_6_91
Adig_XM_015901629.1	Adig_6_92
Adig_XM_015901639.1	Adig_6_93
Adig_XM_015902654.1	Adig_6_94
Adig_XM_015902614.1	Adig_6_95
Adig_XM_015901649.1	Adig_6_96
Adig_XM_015901658.1	Adig_6_97
Adig_XM_015901668.1	Adig_6_98
Adig_XM_015902669.1	Adig_6_99
Adig_XM_015902632.1	Adig_6_100
Adig_XM_015901677.1	Adig_6_101
Adig_XM_015902681.1	Adig_6_102
Adig_XM_015901689.1	Adig_6_103
Adig_XM_015901699.1	Adig_6_104
Adig_XM_015902739.1	Adig_6_105
Adig_XM_015901709.1	Adig_6_106
Adig_XM_015902774.1	Adig_6_107
Adig_XM_015901720.1	Adig_6_108
Adig_XM_015901731.1	Adig_6_109
Adig_XM_015902749.1	Adig_6_110
Adig_XM_015902793.1	Adig_6_111
Adig_XM_015901739.1	Adig_6_112
Adig_XM_015902822.1	Adig_6_113
Adig_XM_015902842.1	Adig_6_114
Adig_XM_015902810.1	Adig_6_115
Adig_XM_015901749.1	Adig_6_116
Adig_XM_015901759.1	Adig_6_117
Adig_XM_015901769.1	Adig_6_118
Adig_XM_015901778.1	Adig_6_119
Adig_XM_015901788.1	Adig_6_120
Adig_XM_015901796.1	Adig_6_121
Adig_XM_015902892.1	Adig_6_122
Adig_XM_015902908.1	Adig_6_123
Adig_XM_015902930.1	Adig_6_124
Adig_XM_015902963.1	Adig_6_125
Adig_XM_015902974.1	Adig_6_126
Adig_XM_015903059.1	Adig_6_127
Adig_XM_015901807.1	Adig_6_128
Adig_XM_015902991.1	Adig_6_129
Adig_XM_015903051.1	Adig_6_130
Adig_XM_015903017.1	Adig_6_131
Adig_XM_015901815.1	Adig_6_132
Adig_XM_015903109.1	Adig_6_133
Adig_XM_015903088.1	Adig_6_134
Adig_XM_015901826.1	Adig_6_135
Adig_XM_015903099.1	Adig_6_136
Adig_XM_015903119.1	Adig_6_137
Adig_XM_015903129.1	Adig_6_138
Adig_XM_015903160.1	Adig_7_1
Adig_XM_015903570.1	Adig_7_2
Adig_XM_015903170.1	Adig_7_3
Adig_XM_015903559.1	Adig_7_4
Adig_XM_015903580.1	Adig_7_5
Adig_XM_015903603.1	Adig_7_6
Adig_XM_015903614.1	Adig_7_7
Adig_XM_015903625.1	Adig_7_8
Adig_XM_015903660.1	Adig_7_9
Adig_XM_015903670.1	Adig_7_10
Adig_XM_015903178.1	Adig_7_11
Adig_XM_015903191.1	Adig_7_12
Adig_XM_015903762.1	Adig_7_13
Adig_XM_015903720.1	Adig_7_14
Adig_XM_015903728.1	Adig_7_15
Adig_XM_015903754.1	Adig_7_16
Adig_XM_015903201.1	Adig_7_17
Adig_XM_015903780.1	Adig_7_18
Adig_XM_015903798.1	Adig_7_19
Adig_XM_015903831.1	Adig_7_20
Adig_XM_015903824.1	Adig_7_21
Adig_XM_015903856.1	Adig_7_22
Adig_XM_015903876.1	Adig_7_23
Adig_XM_015903867.1	Adig_7_24
Adig_XM_015903909.1	Adig_7_25
Adig_XM_015903894.1	Adig_7_26
Adig_XM_015903960.1	Adig_7_27
Adig_XM_015904000.1	Adig_7_28
Adig_XM_015904020.1	Adig_7_29
Adig_XM_015904011.1	Adig_7_30
Adig_XM_015903980.1	Adig_7_31
Adig_XM_015903991.1	Adig_7_32
Adig_XM_015903918.1	Adig_7_33
Adig_XM_015904035.1	Adig_7_34
Adig_XM_015904079.1	Adig_7_35
Adig_XM_015903212.1	Adig_7_36
Adig_XM_015904120.1	Adig_7_37
Adig_XM_015904140.1	Adig_7_38
Adig_XM_015903222.1	Adig_7_39
Adig_XM_015904088.1	Adig_7_40
Adig_XM_015903235.1	Adig_7_41
Adig_XM_015904100.1	Adig_7_42
Adig_XM_015904110.1	Adig_7_43
Adig_XM_015904058.1	Adig_7_44
Adig_XM_015903244.1	Adig_7_45
Adig_XM_015904048.1	Adig_7_46
Adig_XM_015904069.1	Adig_7_47
Adig_XM_015904150.1	Adig_7_48
Adig_XM_015904159.1	Adig_7_49
Adig_XM_015903252.1	Adig_7_50
Adig_XM_015904166.1	Adig_7_51
Adig_XM_015904177.1	Adig_7_52
Adig_XM_015903264.1	Adig_7_53
Adig_XM_015904248.1	Adig_7_54
Adig_XM_015904266.1	Adig_7_55
Adig_XM_015904201.1	Adig_7_56
Adig_XM_015904194.1	Adig_7_57
Adig_XM_015903272.1	Adig_7_58
Adig_XM_015904278.1	Adig_7_59
Adig_XM_015904293.1	Adig_7_60
Adig_XM_015904316.1	Adig_7_61
Adig_XM_015904304.1	Adig_7_62
Adig_XM_015904325.1	Adig_7_63
Adig_XM_015903283.1	Adig_7_64
Adig_XM_015904373.1	Adig_7_65
Adig_XM_015903295.1	Adig_7_66
Adig_XM_015904354.1	Adig_7_67
Adig_XM_015903303.1	Adig_7_68
Adig_XM_015903313.1	Adig_7_69
Adig_XM_015903321.1	Adig_7_70
Adig_XM_015903330.1	Adig_7_71
Adig_XM_015903340.1	Adig_7_72
Adig_XM_015904420.1	Adig_7_73
Adig_XM_015903350.1	Adig_7_74
Adig_XM_015903360.1	Adig_7_75
Adig_XM_015903369.1	Adig_7_76
Adig_XM_015903379.1	Adig_7_77
Adig_XM_015904433.1	Adig_7_78
Adig_XM_015904474.1	Adig_7_79
Adig_XM_015904485.1	Adig_7_80
Adig_XM_015903391.1	Adig_7_81
Adig_XM_015903402.1	Adig_7_82
Adig_XM_015903413.1	Adig_7_83
Adig_XM_015904496.1	Adig_7_84
Adig_XM_015904505.1	Adig_7_85
Adig_XM_015904527.1	Adig_7_86
Adig_XM_015904547.1	Adig_7_87
Adig_XM_015904537.1	Adig_7_88
Adig_XM_015904517.1	Adig_7_89
Adig_XM_015903421.1	Adig_7_90
Adig_XM_015904566.1	Adig_7_91
Adig_XM_015904558.1	Adig_7_92
Adig_XM_015903431.1	Adig_7_93
Adig_XM_015904578.1	Adig_7_94
Adig_XM_015903440.1	Adig_7_95
Adig_XM_015903453.1	Adig_7_96
Adig_XM_015904596.1	Adig_7_97
Adig_XM_015904634.1	Adig_7_98
Adig_XM_015904623.1	Adig_7_99
Adig_XM_015904645.1	Adig_7_100
Adig_XM_015904672.1	Adig_7_101
Adig_XM_015903462.1	Adig_7_102
Adig_XM_015904687.1	Adig_7_103
Adig_XM_015904715.1	Adig_7_104
Adig_XM_015903472.1	Adig_7_105
Adig_XM_015904696.1	Adig_7_106
Adig_XM_015904802.1	Adig_7_107
Adig_XM_015904747.1	Adig_7_108
Adig_XM_015904782.1	Adig_7_109
Adig_XM_015904812.1	Adig_7_110
Adig_XM_015903479.1	Adig_7_111
Adig_XM_015904851.1	Adig_7_112
Adig_XM_015903487.1	Adig_7_113
Adig_XM_015903495.1	Adig_7_114
Adig_XM_015904901.1	Adig_7_115
Adig_XM_015904948.1	Adig_7_116
Adig_XM_015904908.1	Adig_7_117
Adig_XM_015904937.1	Adig_7_118
Adig_XM_015903506.1	Adig_7_119
Adig_XM_015904890.1	Adig_7_120
Adig_XM_015904968.1	Adig_7_121
Adig_XM_015904981.1	Adig_7_122
Adig_XM_015905014.1	Adig_7_123
Adig_XM_015905004.1	Adig_7_124
Adig_XM_015905023.1	Adig_7_125
Adig_XM_015905051.1	Adig_7_126
Adig_XM_015903515.1	Adig_7_127
Adig_XM_015905063.1	Adig_7_128
Adig_XM_015903535.1	Adig_7_129
Adig_XM_015905562.1	Adig_8_1
Adig_XM_015905101.1	Adig_8_2
Adig_XM_015905598.1	Adig_8_3
Adig_XM_015905125.1	Adig_8_4
Adig_XM_015905140.1	Adig_8_5
Adig_XM_015905153.1	Adig_8_6
Adig_XM_015905650.1	Adig_8_7
Adig_XM_015905163.1	Adig_8_8
Adig_XM_015905174.1	Adig_8_9
Adig_XM_015905184.1	Adig_8_10
Adig_XM_015905195.1	Adig_8_11
Adig_XM_015905641.1	Adig_8_12
Adig_XM_015905680.1	Adig_8_13
Adig_XM_015905668.1	Adig_8_14
Adig_XM_015905623.1	Adig_8_15
Adig_XM_015905201.1	Adig_8_16
Adig_XM_015905211.1	Adig_8_17
Adig_XM_015905222.1	Adig_8_18
Adig_XM_015905246.1	Adig_8_19
Adig_XM_015905255.1	Adig_8_20
Adig_XM_015905798.1	Adig_8_21
Adig_XM_015905787.1	Adig_8_22
Adig_XM_015905266.1	Adig_8_23
Adig_XM_015905276.1	Adig_8_24
Adig_XM_015905815.1	Adig_8_25
Adig_XM_015905825.1	Adig_8_26
Adig_XM_015905836.1	Adig_8_27
Adig_XM_015905844.1	Adig_8_28
Adig_XM_015905289.1	Adig_8_29
Adig_XM_015905301.1	Adig_8_30
Adig_XM_015905311.1	Adig_8_31
Adig_XM_015905328.1	Adig_8_32
Adig_XM_015905866.1	Adig_8_33
Adig_XM_015905532.1	Adig_8_34
Adig_XM_015905886.1	Adig_8_35
Adig_XM_015905875.1	Adig_8_36
Adig_XM_015905338.1	Adig_8_37
Adig_XM_015905347.1	Adig_8_38
Adig_XM_015905355.1	Adig_8_39
Adig_XM_015905912.1	Adig_8_40
Adig_XM_015905932.1	Adig_8_41
Adig_XM_015905365.1	Adig_8_42
Adig_XM_015905942.1	Adig_8_43
Adig_XM_015905955.1	Adig_8_44
Adig_XM_015905981.1	Adig_8_45
Adig_XM_015905964.1	Adig_8_46
Adig_XM_015905375.1	Adig_8_47
Adig_XM_015906013.1	Adig_8_48
Adig_XM_015905383.1	Adig_8_49
Adig_XM_015906031.1	Adig_8_50
Adig_XM_015905542.1	Adig_8_51
Adig_XM_015906041.1	Adig_8_52
Adig_XM_015906084.1	Adig_8_53
Adig_XM_015905389.1	Adig_8_54
Adig_XM_015905399.1	Adig_8_55
Adig_XM_015906076.1	Adig_8_56
Adig_XM_015905419.1	Adig_8_57
Adig_XM_015905430.1	Adig_8_58
Adig_XM_015905438.1	Adig_8_59
Adig_XM_015906102.1	Adig_8_60
Adig_XM_015905450.1	Adig_8_61
Adig_XM_015905460.1	Adig_8_62
Adig_XM_015905471.1	Adig_8_63
Adig_XM_015906117.1	Adig_8_64
Adig_XM_015906137.1	Adig_8_65
Adig_XM_015906141.1	Adig_8_66
Adig_XM_015905479.1	Adig_8_67
Adig_XM_015906150.1	Adig_8_68
Adig_XM_015906168.1	Adig_8_69
Adig_XM_015906156.1	Adig_8_70
Adig_XM_015905489.1	Adig_8_71
Adig_XM_015905501.1	Adig_8_72
Adig_XM_015905509.1	Adig_8_73
Adig_XM_015906215.1	Adig_9_1
Adig_XM_015906226.1	Adig_9_2
Adig_XM_015906238.1	Adig_9_3
Adig_XM_015906649.1	Adig_9_4
Adig_XM_015906635.1	Adig_9_5
Adig_XM_015906626.1	Adig_9_6
Adig_XM_015906250.1	Adig_9_7
Adig_XM_015906644.1	Adig_9_8
Adig_XM_015906259.1	Adig_9_9
Adig_XM_015906269.1	Adig_9_10
Adig_XM_015906658.1	Adig_9_11
Adig_XM_015906279.1	Adig_9_12
Adig_XM_015906289.1	Adig_9_13
Adig_XM_015906668.1	Adig_9_14
Adig_XM_015906686.1	Adig_9_15
Adig_XM_015906704.1	Adig_9_16
Adig_XM_015906761.1	Adig_9_17
Adig_XM_015906721.1	Adig_9_18
Adig_XM_015906751.1	Adig_9_19
Adig_XM_015906301.1	Adig_9_20
Adig_XM_015906311.1	Adig_9_21
Adig_XM_015906768.1	Adig_9_22
Adig_XM_015906774.1	Adig_9_23
Adig_XM_015906319.1	Adig_9_24
Adig_XM_015906802.1	Adig_9_25
Adig_XM_015906791.1	Adig_9_26
Adig_XM_015906327.1	Adig_9_27
Adig_XM_015906837.1	Adig_9_28
Adig_XM_015906337.1	Adig_9_29
Adig_XM_015906350.1	Adig_9_30
Adig_XM_015906357.1	Adig_9_31
Adig_XM_015906846.1	Adig_9_32
Adig_XM_015906569.1	Adig_9_33
Adig_XM_015906873.1	Adig_9_34
Adig_XM_015906895.1	Adig_9_35
Adig_XM_015906884.1	Adig_9_36
Adig_XM_015906907.1	Adig_9_37
Adig_XM_015907009.1	Adig_9_38
Adig_XM_015906379.1	Adig_9_39
Adig_XM_015907020.1	Adig_9_40
Adig_XM_015906990.1	Adig_9_41
Adig_XM_015906941.1	Adig_9_42
Adig_XM_015907031.1	Adig_9_43
Adig_XM_015906924.1	Adig_9_44
Adig_XM_015906392.1	Adig_9_45
Adig_XM_015907080.1	Adig_9_46
Adig_XM_015907055.1	Adig_9_47
Adig_XM_015906401.1	Adig_9_48
Adig_XM_015906411.1	Adig_9_49
Adig_XM_015907109.1	Adig_9_50
Adig_XM_015906424.1	Adig_9_51
Adig_XM_015906437.1	Adig_9_52
Adig_XM_015906448.1	Adig_9_53
Adig_XM_015907140.1	Adig_9_54
Adig_XM_015906471.1	Adig_9_55
Adig_XM_015906485.1	Adig_9_56
Adig_XM_015906586.1	Adig_9_57
Adig_XM_015906495.1	Adig_9_58
Adig_XM_015906596.1	Adig_9_59
Adig_XM_015906507.1	Adig_9_60
Adig_XM_015906518.1	Adig_9_61
Adig_XM_015906524.1	Adig_9_62
Adig_XM_015907177.1	Adig_9_63
Adig_XM_015907167.1	Adig_9_64
Adig_XM_015907222.1	Adig_9_65
Adig_XM_015907201.1	Adig_9_66
Adig_XM_015907240.1	Adig_9_67
Adig_XM_015907250.1	Adig_9_68
Adig_XM_015906543.1	Adig_9_69
Adig_XM_015907269.1	Adig_10_1
Adig_XM_015907729.1	Adig_10_2
Adig_XM_015907279.1	Adig_10_3
Adig_XM_015907293.1	Adig_10_4
Adig_XM_015907757.1	Adig_10_5
Adig_XM_015907767.1	Adig_10_6
Adig_XM_015907303.1	Adig_10_7
Adig_XM_015907314.1	Adig_10_8
Adig_XM_015907775.1	Adig_10_9
Adig_XM_015907326.1	Adig_10_10
Adig_XM_015907336.1	Adig_10_11
Adig_XM_015907890.1	Adig_10_12
Adig_XM_015907903.1	Adig_10_13
Adig_XM_015907822.1	Adig_10_14
Adig_XM_015907914.1	Adig_10_15
Adig_XM_015907346.1	Adig_10_16
Adig_XM_015907924.1	Adig_10_17
Adig_XM_015907939.1	Adig_10_18
Adig_XM_015907953.1	Adig_10_19
Adig_XM_015907355.1	Adig_10_20
Adig_XM_015907740.1	Adig_10_21
Adig_XM_015907362.1	Adig_10_22
Adig_XM_015908092.1	Adig_10_23
Adig_XM_015907974.1	Adig_10_24
Adig_XM_015908045.1	Adig_10_25
Adig_XM_015907955.1	Adig_10_26
Adig_XM_015908008.1	Adig_10_27
Adig_XM_015908064.1	Adig_10_28
Adig_XM_015907370.1	Adig_10_29
Adig_XM_015907378.1	Adig_10_30
Adig_XM_015908083.1	Adig_10_31
Adig_XM_015908037.1	Adig_10_32
Adig_XM_015907387.1	Adig_10_33
Adig_XM_015908027.1	Adig_10_34
Adig_XM_015907400.1	Adig_10_35
Adig_XM_015907412.1	Adig_10_36
Adig_XM_015907421.1	Adig_10_37
Adig_XM_015908072.1	Adig_10_38
Adig_XM_015908104.1	Adig_10_39
Adig_XM_015907431.1	Adig_10_40
Adig_XM_015908169.1	Adig_10_41
Adig_XM_015908177.1	Adig_10_42
Adig_XM_015908128.1	Adig_10_43
Adig_XM_015908150.1	Adig_10_44
Adig_XM_015907440.1	Adig_10_45
Adig_XM_015908205.1	Adig_10_46
Adig_XM_015907450.1	Adig_10_47
Adig_XM_015908223.1	Adig_10_48
Adig_XM_015908241.1	Adig_10_49
Adig_XM_015908263.1	Adig_10_50
Adig_XM_015908253.1	Adig_10_51
Adig_XM_015908285.1	Adig_10_52
Adig_XM_015908293.1	Adig_10_53
Adig_XM_015907460.1	Adig_10_54
Adig_XM_015908313.1	Adig_10_55
Adig_XM_015908323.1	Adig_10_56
Adig_XM_015908424.1	Adig_10_57
Adig_XM_015908373.1	Adig_10_58
Adig_XM_015908399.1	Adig_10_59
Adig_XM_015907469.1	Adig_10_60
Adig_XM_015907479.1	Adig_10_61
Adig_XM_015907488.1	Adig_10_62
Adig_XM_015908362.1	Adig_10_63
Adig_XM_015907496.1	Adig_10_64
Adig_XM_015908344.1	Adig_10_65
Adig_XM_015908333.1	Adig_10_66
Adig_XM_015907507.1	Adig_10_67
Adig_XM_015908432.1	Adig_10_68
Adig_XM_015908439.1	Adig_10_69
Adig_XM_015908461.1	Adig_10_70
Adig_XM_015907517.1	Adig_10_71
Adig_XM_015907526.1	Adig_10_72
Adig_XM_015907536.1	Adig_10_73
Adig_XM_015907544.1	Adig_10_74
Adig_XM_015908472.1	Adig_10_75
Adig_XM_015907556.1	Adig_10_76
Adig_XM_015907559.1	Adig_10_77
Adig_XM_015908521.1	Adig_10_78
Adig_XM_015908504.1	Adig_10_79
Adig_XM_015908542.1	Adig_10_80
Adig_XM_015907570.1	Adig_10_81
Adig_XM_015908550.1	Adig_10_82
Adig_XM_015908590.1	Adig_10_83
Adig_XM_015907580.1	Adig_10_84
Adig_XM_015908602.1	Adig_10_85
Adig_XM_015908640.1	Adig_10_86
Adig_XM_015908652.1	Adig_10_87
Adig_XM_015908627.1	Adig_10_88
Adig_XM_015908666.1	Adig_10_89
Adig_XM_015908677.1	Adig_10_90
Adig_XM_015908719.1	Adig_10_91
Adig_XM_015908748.1	Adig_10_92
Adig_XM_015908758.1	Adig_10_93
Adig_XM_015908774.1	Adig_10_94
Adig_XM_015908788.1	Adig_10_95
Adig_XM_015907594.1	Adig_10_96
Adig_XM_015908802.1	Adig_10_97
Adig_XM_015908828.1	Adig_10_98
Adig_XM_015908818.1	Adig_10_99
Adig_XM_015907603.1	Adig_10_100
Adig_XM_015907613.1	Adig_10_101
Adig_XM_015908849.1	Adig_10_102
Adig_XM_015908857.1	Adig_10_103
Adig_XM_015907624.1	Adig_10_104
Adig_XM_015908870.1	Adig_10_105
Adig_XM_015908878.1	Adig_10_106
Adig_XM_015908889.1	Adig_10_107
Adig_XM_015907637.1	Adig_10_108
Adig_XM_015908911.1	Adig_10_109
Adig_XM_015908902.1	Adig_10_110
Adig_XM_015907649.1	Adig_10_111
Adig_XM_015908929.1	Adig_10_112
Adig_XM_015907660.1	Adig_10_113
Adig_XM_015907671.1	Adig_10_114
Adig_XM_015907682.1	Adig_10_115
Adig_XM_015907693.1	Adig_10_116
Adig_XM_015907703.1	Adig_10_117
Adig_XM_015908959.1	Adig_10_118
Adig_XM_015908993.1	Adig_10_119
Adig_XM_015907716.1	Adig_10_120
Adig_XM_015908982.1	Adig_10_121
Adig_XM_015909008.1	Adig_10_122
Adig_XM_015909018.1	Adig_10_123
Adig_XM_015909029.1	Adig_10_124
Adig_XM_015909082.1	Adig_10_125
Adig_XM_015909095.1	Adig_10_126
Adig_XM_015909653.1	Adig_11_1
Adig_XM_015909116.1	Adig_11_2
Adig_XM_015909659.1	Adig_11_3
Adig_XM_015909126.1	Adig_11_4
Adig_XM_015909683.1	Adig_11_5
Adig_XM_015909140.1	Adig_11_6
Adig_XM_015909152.1	Adig_11_7
Adig_XM_015909693.1	Adig_11_8
Adig_XM_015909161.1	Adig_11_9
Adig_XM_015909169.1	Adig_11_10
Adig_XM_015909710.1	Adig_11_11
Adig_XM_015909177.1	Adig_11_12
Adig_XM_015909721.1	Adig_11_13
Adig_XM_015909734.1	Adig_11_14
Adig_XM_015909183.1	Adig_11_15
Adig_XM_015909766.1	Adig_11_16
Adig_XM_015909754.1	Adig_11_17
Adig_XM_015909743.1	Adig_11_18
Adig_XM_015909194.1	Adig_11_19
Adig_XM_015909786.1	Adig_11_20
Adig_XM_015909204.1	Adig_11_21
Adig_XM_015909216.1	Adig_11_22
Adig_XM_015909818.1	Adig_11_23
Adig_XM_015909807.1	Adig_11_24
Adig_XM_015909860.1	Adig_11_25
Adig_XM_015909926.1	Adig_11_26
Adig_XM_015909226.1	Adig_11_27
Adig_XM_015909235.1	Adig_11_28
Adig_XM_015909904.1	Adig_11_29
Adig_XM_015909868.1	Adig_11_30
Adig_XM_015909936.1	Adig_11_31
Adig_XM_015909946.1	Adig_11_32
Adig_XM_015909950.1	Adig_11_33
Adig_XM_015909245.1	Adig_11_34
Adig_XM_015909959.1	Adig_11_35
Adig_XM_015909981.1	Adig_11_36
Adig_XM_015909254.1	Adig_11_37
Adig_XM_015909971.1	Adig_11_38
Adig_XM_015909989.1	Adig_11_39
Adig_XM_015909274.1	Adig_11_40
Adig_XM_015910015.1	Adig_11_41
Adig_XM_015909285.1	Adig_11_42
Adig_XM_015909294.1	Adig_11_43
Adig_XM_015909633.1	Adig_11_44
Adig_XM_015909303.1	Adig_11_45
Adig_XM_015909315.1	Adig_11_46
Adig_XM_015910040.1	Adig_11_47
Adig_XM_015909329.1	Adig_11_48
Adig_XM_015910029.1	Adig_11_49
Adig_XM_015910050.1	Adig_11_50
Adig_XM_015909337.1	Adig_11_51
Adig_XM_015909348.1	Adig_11_52
Adig_XM_015909361.1	Adig_11_53
Adig_XM_015910115.1	Adig_11_54
Adig_XM_015910096.1	Adig_11_55
Adig_XM_015910066.1	Adig_11_56
Adig_XM_015909369.1	Adig_11_57
Adig_XM_015910206.1	Adig_11_58
Adig_XM_015909380.1	Adig_11_59
Adig_XM_015910178.1	Adig_11_60
Adig_XM_015910188.1	Adig_11_61
Adig_XM_015910197.1	Adig_11_62
Adig_XM_015910149.1	Adig_11_63
Adig_XM_015910125.1	Adig_11_64
Adig_XM_015909387.1	Adig_11_65
Adig_XM_015910223.1	Adig_11_66
Adig_XM_015910239.1	Adig_11_67
Adig_XM_015909397.1	Adig_11_68
Adig_XM_015910264.1	Adig_11_69
Adig_XM_015910298.1	Adig_11_70
Adig_XM_015909405.1	Adig_11_71
Adig_XM_015910284.1	Adig_11_72
Adig_XM_015909417.1	Adig_11_73
Adig_XM_015909427.1	Adig_11_74
Adig_XM_015910323.1	Adig_11_75
Adig_XM_015910351.1	Adig_11_76
Adig_XM_015910335.1	Adig_11_77
Adig_XM_015909436.1	Adig_11_78
Adig_XM_015909446.1	Adig_11_79
Adig_XM_015909457.1	Adig_11_80
Adig_XM_015909469.1	Adig_11_81
Adig_XM_015910380.1	Adig_11_82
Adig_XM_015910398.1	Adig_11_83
Adig_XM_015910368.1	Adig_11_84
Adig_XM_015910406.1	Adig_11_85
Adig_XM_015909478.1	Adig_11_86
Adig_XM_015910415.1	Adig_11_87
Adig_XM_015909488.1	Adig_11_88
Adig_XM_015910428.1	Adig_11_89
Adig_XM_015910433.1	Adig_11_90
Adig_XM_015910443.1	Adig_11_91
Adig_XM_015909499.1	Adig_11_92
Adig_XM_015910473.1	Adig_11_93
Adig_XM_015910462.1	Adig_11_94
Adig_XM_015909509.1	Adig_11_95
Adig_XM_015910482.1	Adig_11_96
Adig_XM_015909520.1	Adig_11_97
Adig_XM_015909533.1	Adig_11_98
Adig_XM_015909543.1	Adig_11_99
Adig_XM_015910498.1	Adig_11_100
Adig_XM_015910532.1	Adig_11_101
Adig_XM_015909563.1	Adig_11_102
Adig_XM_015909573.1	Adig_11_103
Adig_XM_015909585.1	Adig_11_104
Adig_XM_015910557.1	Adig_11_105
Adig_XM_015909595.1	Adig_11_106
Adig_XM_015909613.1	Adig_11_107
Adig_XM_015910579.1	Adig_11_108
Adig_XM_015910589.1	Adig_11_109
Adig_XM_015911059.1	Adig_12_1
Adig_XM_015911070.1	Adig_12_2
Adig_XM_015911087.1	Adig_12_3
Adig_XM_015911107.1	Adig_12_4
Adig_XM_015911129.1	Adig_12_5
Adig_XM_015911118.1	Adig_12_6
Adig_XM_015911148.1	Adig_12_7
Adig_XM_015911170.1	Adig_12_8
Adig_XM_015911179.1	Adig_12_9
Adig_XM_015911187.1	Adig_12_10
Adig_XM_015911197.1	Adig_12_11
Adig_XM_015911209.1	Adig_12_12
Adig_XM_015911216.1	Adig_12_13
