Ttra_KNC45887	Ttra_1_1
Ttra_KNC50553	Ttra_3_113
Ttra_KNC50554	Ttra_3_114
Ttra_KNC50555	Ttra_3_115
Ttra_KNC50556	Ttra_3_116
Ttra_KNC50557	Ttra_3_117
Ttra_KNC50558	Ttra_3_118
Ttra_KNC50559	Ttra_3_119
Ttra_KNC50560	Ttra_3_120
Ttra_KNC50561	Ttra_3_121
Ttra_KNC50562	Ttra_3_122
Ttra_KNC50563	Ttra_3_123
Ttra_KNC50564	Ttra_3_124
Ttra_KNC50565	Ttra_3_125
Ttra_KNC50566	Ttra_3_126
Ttra_KNC50567	Ttra_3_127
Ttra_KNC50568	Ttra_3_128
Ttra_KNC50569	Ttra_3_129
Ttra_KNC50570	Ttra_3_130
Ttra_KNC50571	Ttra_3_131
Ttra_KNC50572	Ttra_3_132
Ttra_KNC50573	Ttra_3_133
Ttra_KNC50574	Ttra_3_134
Ttra_KNC50575	Ttra_3_135
Ttra_KNC50576	Ttra_3_136
Ttra_KNC50577	Ttra_3_137
Ttra_KNC50578	Ttra_3_138
Ttra_KNC50579	Ttra_3_139
Ttra_KNC50580	Ttra_3_140
Ttra_KNC50581	Ttra_3_141
Ttra_KNC50582	Ttra_3_142
Ttra_KNC50583	Ttra_3_143
Ttra_KNC50584	Ttra_3_144
Ttra_KNC50585	Ttra_3_145
Ttra_KNC50586	Ttra_3_146
Ttra_KNC50587	Ttra_3_147
Ttra_KNC50589	Ttra_3_148
Ttra_KNC50590	Ttra_3_149
Ttra_KNC50591	Ttra_3_150
Ttra_KNC50592	Ttra_3_151
Ttra_KNC50593	Ttra_3_152
Ttra_KNC50594	Ttra_3_153
Ttra_KNC50595	Ttra_3_154
Ttra_KNC50596	Ttra_3_155
Ttra_KNC50597	Ttra_3_156
Ttra_KNC50598	Ttra_3_157
Ttra_KNC50599	Ttra_3_158
Ttra_KNC50600	Ttra_3_159
Ttra_KNC50601	Ttra_3_160
Ttra_KNC50602	Ttra_3_161
Ttra_KNC50603	Ttra_3_162
Ttra_KNC50604	Ttra_3_163
Ttra_KNC50605	Ttra_3_164
Ttra_KNC50606	Ttra_3_165
Ttra_KNC50607	Ttra_3_166
Ttra_KNC50608	Ttra_3_167
Ttra_KNC50609	Ttra_3_168
Ttra_KNC50610	Ttra_3_169
Ttra_KNC50611	Ttra_3_170
Ttra_KNC50612	Ttra_3_171
Ttra_KNC50613	Ttra_3_172
Ttra_KNC50614	Ttra_3_173
Ttra_KNC50615	Ttra_3_174
Ttra_KNC50616	Ttra_3_175
Ttra_KNC50617	Ttra_3_176
Ttra_KNC50618	Ttra_3_177
Ttra_KNC50619	Ttra_3_178
Ttra_KNC50620	Ttra_3_179
Ttra_KNC50621	Ttra_3_180
Ttra_KNC50622	Ttra_3_181
Ttra_KNC50623	Ttra_3_182
Ttra_KNC50624	Ttra_3_183
Ttra_KNC50625	Ttra_3_184
Ttra_KNC50626	Ttra_3_185
Ttra_KNC50627	Ttra_3_186
Ttra_KNC50628	Ttra_3_187
Ttra_KNC50629	Ttra_3_188
Ttra_KNC50630	Ttra_3_189
Ttra_KNC50631	Ttra_3_190
Ttra_KNC50632	Ttra_3_191
Ttra_KNC50633	Ttra_3_192
Ttra_KNC50634	Ttra_3_193
Ttra_KNC50635	Ttra_3_194
Ttra_KNC50636	Ttra_3_195
Ttra_KNC50637	Ttra_3_196
Ttra_KNC50638	Ttra_3_197
Ttra_KNC50639	Ttra_3_198
Ttra_KNC50640	Ttra_3_199
Ttra_KNC50641	Ttra_3_200
Ttra_KNC50642	Ttra_3_201
Ttra_KNC50643	Ttra_3_202
Ttra_KNC50644	Ttra_3_203
Ttra_KNC50645	Ttra_3_204
Ttra_KNC50646	Ttra_3_205
Ttra_KNC50647	Ttra_3_206
Ttra_KNC50648	Ttra_3_207
Ttra_KNC50649	Ttra_3_208
Ttra_KNC50650	Ttra_3_209
Ttra_KNC50651	Ttra_3_210
Ttra_KNC50652	Ttra_3_211
Ttra_KNC50653	Ttra_3_212
Ttra_KNC50654	Ttra_3_213
Ttra_KNC50655	Ttra_3_214
Ttra_KNC50656	Ttra_3_215
Ttra_KNC50657	Ttra_3_216
Ttra_KNC50658	Ttra_3_217
Ttra_KNC50659	Ttra_3_218
Ttra_KNC50660	Ttra_3_219
Ttra_KNC50661	Ttra_3_220
Ttra_KNC50662	Ttra_3_221
Ttra_KNC50663	Ttra_3_222
Ttra_KNC50664	Ttra_3_223
Ttra_KNC50665	Ttra_3_224
Ttra_KNC50666	Ttra_3_225
Ttra_KNC50667	Ttra_3_226
Ttra_KNC50668	Ttra_3_227
Ttra_KNC50669	Ttra_3_228
Ttra_KNC50670	Ttra_3_229
Ttra_KNC50671	Ttra_3_230
Ttra_KNC50672	Ttra_3_231
Ttra_KNC50673	Ttra_3_232
Ttra_KNC50674	Ttra_3_233
Ttra_KNC50675	Ttra_3_234
Ttra_KNC50676	Ttra_3_235
Ttra_KNC50677	Ttra_3_236
Ttra_KNC50678	Ttra_3_237
Ttra_KNC50679	Ttra_3_238
Ttra_KNC50680	Ttra_3_239
Ttra_KNC50681	Ttra_3_240
Ttra_KNC50682	Ttra_3_241
Ttra_KNC50683	Ttra_3_242
Ttra_KNC50684	Ttra_3_243
Ttra_KNC50685	Ttra_3_244
Ttra_KNC50686	Ttra_3_245
Ttra_KNC50687	Ttra_3_246
Ttra_KNC50688	Ttra_3_247
Ttra_KNC50689	Ttra_3_248
Ttra_KNC50690	Ttra_3_249
Ttra_KNC50691	Ttra_3_250
Ttra_KNC50692	Ttra_3_251
Ttra_KNC50693	Ttra_3_252
Ttra_KNC50694	Ttra_3_253
Ttra_KNC50695	Ttra_3_254
Ttra_KNC50696	Ttra_3_255
Ttra_KNC50697	Ttra_3_256
Ttra_KNC50698	Ttra_3_257
Ttra_KNC50699	Ttra_3_258
Ttra_KNC50700	Ttra_3_259
Ttra_KNC50701	Ttra_3_260
Ttra_KNC50702	Ttra_3_261
Ttra_KNC50703	Ttra_3_262
Ttra_KNC50704	Ttra_3_263
Ttra_KNC50705	Ttra_3_264
Ttra_KNC50706	Ttra_3_265
Ttra_KNC50707	Ttra_3_266
Ttra_KNC50708	Ttra_3_267
Ttra_KNC50709	Ttra_3_268
Ttra_KNC50710	Ttra_3_269
Ttra_KNC50711	Ttra_3_270
Ttra_KNC52041	Ttra_4_1
Ttra_KNC52042	Ttra_4_2
Ttra_KNC52043	Ttra_4_3
Ttra_KNC52044	Ttra_4_4
Ttra_KNC52045	Ttra_4_5
Ttra_KNC52046	Ttra_4_6
Ttra_KNC52047	Ttra_4_7
Ttra_KNC52048	Ttra_4_8
Ttra_KNC52049	Ttra_4_9
Ttra_KNC52050	Ttra_4_10
Ttra_KNC52051	Ttra_4_11
Ttra_KNC52052	Ttra_4_12
Ttra_KNC52053	Ttra_4_13
Ttra_KNC52054	Ttra_4_14
Ttra_KNC52055	Ttra_4_15
Ttra_KNC52056	Ttra_4_16
Ttra_KNC52057	Ttra_4_17
Ttra_KNC52058	Ttra_4_18
Ttra_KNC52059	Ttra_4_19
Ttra_KNC52060	Ttra_4_20
Ttra_KNC52061	Ttra_4_21
Ttra_KNC52062	Ttra_4_22
Ttra_KNC52063	Ttra_4_23
Ttra_KNC52064	Ttra_4_24
Ttra_KNC52065	Ttra_4_25
Ttra_KNC52066	Ttra_4_26
Ttra_KNC52067	Ttra_4_27
Ttra_KNC52068	Ttra_4_28
Ttra_KNC52069	Ttra_4_29
Ttra_KNC52070	Ttra_4_30
Ttra_KNC52071	Ttra_4_31
Ttra_KNC52072	Ttra_4_32
Ttra_KNC52073	Ttra_4_33
Ttra_KNC52074	Ttra_4_34
Ttra_KNC52075	Ttra_4_35
Ttra_KNC52076	Ttra_4_36
Ttra_KNC52077	Ttra_4_37
Ttra_KNC52078	Ttra_4_38
Ttra_KNC52079	Ttra_4_39
Ttra_KNC52080	Ttra_4_40
Ttra_KNC52081	Ttra_4_41
Ttra_KNC52082	Ttra_4_42
Ttra_KNC52083	Ttra_4_43
Ttra_KNC52084	Ttra_4_44
Ttra_KNC52085	Ttra_4_45
Ttra_KNC52086	Ttra_4_46
Ttra_KNC52087	Ttra_4_47
Ttra_KNC52088	Ttra_4_48
Ttra_KNC52089	Ttra_4_49
Ttra_KNC52090	Ttra_4_50
Ttra_KNC52091	Ttra_4_51
Ttra_KNC52092	Ttra_4_52
Ttra_KNC52093	Ttra_4_53
Ttra_KNC52094	Ttra_4_54
Ttra_KNC52095	Ttra_4_55
Ttra_KNC52096	Ttra_4_56
Ttra_KNC52097	Ttra_4_57
Ttra_KNC52098	Ttra_4_58
Ttra_KNC52099	Ttra_4_59
Ttra_KNC52100	Ttra_4_60
Ttra_KNC52101	Ttra_4_61
Ttra_KNC52102	Ttra_4_62
Ttra_KNC52103	Ttra_4_63
Ttra_KNC52104	Ttra_4_64
Ttra_KNC52105	Ttra_4_65
Ttra_KNC52106	Ttra_4_66
Ttra_KNC52107	Ttra_4_67
Ttra_KNC52108	Ttra_4_68
Ttra_KNC52109	Ttra_4_69
Ttra_KNC52110	Ttra_4_70
Ttra_KNC52111	Ttra_4_71
Ttra_KNC52112	Ttra_4_72
Ttra_KNC52113	Ttra_4_73
Ttra_KNC52114	Ttra_4_74
Ttra_KNC52115	Ttra_4_75
Ttra_KNC52116	Ttra_4_76
Ttra_KNC52117	Ttra_4_77
Ttra_KNC52118	Ttra_4_78
Ttra_KNC52119	Ttra_4_79
Ttra_KNC52120	Ttra_4_80
Ttra_KNC52121	Ttra_4_81
Ttra_KNC52122	Ttra_4_82
Ttra_KNC52124	Ttra_4_83
Ttra_KNC52125	Ttra_4_84
Ttra_KNC52126	Ttra_4_85
Ttra_KNC52127	Ttra_4_86
Ttra_KNC52128	Ttra_4_87
Ttra_KNC52129	Ttra_4_88
Ttra_KNC52130	Ttra_4_89
Ttra_KNC52131	Ttra_4_90
Ttra_KNC52132	Ttra_4_91
Ttra_KNC52133	Ttra_4_92
Ttra_KNC52134	Ttra_4_93
Ttra_KNC52135	Ttra_4_94
Ttra_KNC52136	Ttra_4_95
Ttra_KNC52137	Ttra_4_96
Ttra_KNC52138	Ttra_4_97
Ttra_KNC52139	Ttra_4_98
Ttra_KNC52140	Ttra_4_99
Ttra_KNC52141	Ttra_4_100
Ttra_KNC52142	Ttra_4_101
Ttra_KNC52143	Ttra_4_102
Ttra_KNC52144	Ttra_4_103
Ttra_KNC52145	Ttra_4_104
Ttra_KNC52146	Ttra_4_105
Ttra_KNC52147	Ttra_4_106
Ttra_KNC52148	Ttra_4_107
Ttra_KNC52149	Ttra_4_108
Ttra_KNC52150	Ttra_4_109
Ttra_KNC52151	Ttra_4_110
Ttra_KNC52152	Ttra_4_111
Ttra_KNC52153	Ttra_4_112
Ttra_KNC52154	Ttra_4_113
Ttra_KNC52155	Ttra_4_114
Ttra_KNC52156	Ttra_4_115
Ttra_KNC52157	Ttra_4_116
Ttra_KNC52158	Ttra_4_117
Ttra_KNC52159	Ttra_4_118
Ttra_KNC52160	Ttra_4_119
Ttra_KNC52161	Ttra_4_120
Ttra_KNC52162	Ttra_4_121
Ttra_KNC52163	Ttra_4_122
Ttra_KNC52164	Ttra_4_123
Ttra_KNC52165	Ttra_4_124
Ttra_KNC52166	Ttra_4_125
Ttra_KNC52167	Ttra_4_126
Ttra_KNC52168	Ttra_4_127
Ttra_KNC52169	Ttra_4_128
Ttra_KNC52170	Ttra_4_129
Ttra_KNC52171	Ttra_4_130
Ttra_KNC52172	Ttra_4_131
Ttra_KNC52173	Ttra_4_132
Ttra_KNC52174	Ttra_4_133
Ttra_KNC52175	Ttra_4_134
Ttra_KNC52176	Ttra_4_135
Ttra_KNC52177	Ttra_4_136
Ttra_KNC52178	Ttra_4_137
Ttra_KNC52179	Ttra_4_138
Ttra_KNC52180	Ttra_4_139
Ttra_KNC52181	Ttra_4_140
Ttra_KNC52182	Ttra_4_141
Ttra_KNC52183	Ttra_4_142
Ttra_KNC52184	Ttra_4_143
Ttra_KNC52185	Ttra_4_144
Ttra_KNC52186	Ttra_4_145
Ttra_KNC52187	Ttra_4_146
Ttra_KNC52188	Ttra_4_147
Ttra_KNC52189	Ttra_4_148
Ttra_KNC52190	Ttra_4_149
Ttra_KNC52191	Ttra_4_150
Ttra_KNC52192	Ttra_4_151
Ttra_KNC52193	Ttra_4_152
Ttra_KNC52194	Ttra_4_153
Ttra_KNC52195	Ttra_4_154
Ttra_KNC52196	Ttra_4_155
Ttra_KNC52197	Ttra_4_156
Ttra_KNC52198	Ttra_4_157
Ttra_KNC52199	Ttra_4_158
Ttra_KNC52200	Ttra_4_159
Ttra_KNC52201	Ttra_4_160
Ttra_KNC52202	Ttra_4_161
Ttra_KNC52203	Ttra_4_162
Ttra_KNC52204	Ttra_4_163
Ttra_KNC52205	Ttra_4_164
Ttra_KNC52206	Ttra_4_165
Ttra_KNC52207	Ttra_4_166
Ttra_KNC52208	Ttra_4_167
Ttra_KNC52209	Ttra_4_168
Ttra_KNC52210	Ttra_4_169
Ttra_KNC52211	Ttra_4_170
Ttra_KNC52212	Ttra_4_171
Ttra_KNC52213	Ttra_4_172
Ttra_KNC52214	Ttra_4_173
Ttra_KNC52215	Ttra_4_174
Ttra_KNC52216	Ttra_4_175
Ttra_KNC52217	Ttra_4_176
Ttra_KNC52218	Ttra_4_177
Ttra_KNC52219	Ttra_4_178
Ttra_KNC52220	Ttra_4_179
Ttra_KNC52221	Ttra_4_180
Ttra_KNC52222	Ttra_4_181
Ttra_KNC52223	Ttra_4_182
Ttra_KNC52224	Ttra_4_183
Ttra_KNC52225	Ttra_4_184
Ttra_KNC52226	Ttra_4_185
Ttra_KNC52227	Ttra_4_186
Ttra_KNC52228	Ttra_4_187
Ttra_KNC52229	Ttra_4_188
Ttra_KNC52230	Ttra_4_189
Ttra_KNC52231	Ttra_4_190
Ttra_KNC52232	Ttra_4_191
Ttra_KNC52233	Ttra_4_192
Ttra_KNC52234	Ttra_4_193
Ttra_KNC52235	Ttra_4_194
Ttra_KNC52236	Ttra_4_195
Ttra_KNC52237	Ttra_4_196
Ttra_KNC52238	Ttra_4_197
Ttra_KNC52239	Ttra_4_198
Ttra_KNC52240	Ttra_4_199
Ttra_KNC52241	Ttra_4_200
Ttra_KNC52242	Ttra_4_201
Ttra_KNC52243	Ttra_4_202
Ttra_KNC52244	Ttra_4_203
Ttra_KNC52245	Ttra_4_204
Ttra_KNC52246	Ttra_4_205
Ttra_KNC52247	Ttra_4_206
Ttra_KNC52248	Ttra_4_207
Ttra_KNC52249	Ttra_4_208
Ttra_KNC52250	Ttra_4_209
Ttra_KNC52251	Ttra_4_210
Ttra_KNC52252	Ttra_4_211
Ttra_KNC52253	Ttra_4_212
Ttra_KNC52254	Ttra_4_213
Ttra_KNC52255	Ttra_4_214
Ttra_KNC52256	Ttra_4_215
Ttra_KNC52257	Ttra_4_216
Ttra_KNC52258	Ttra_4_217
Ttra_KNC52259	Ttra_4_218
Ttra_KNC52260	Ttra_4_219
Ttra_KNC52261	Ttra_4_220
Ttra_KNC52262	Ttra_4_221
Ttra_KNC52263	Ttra_4_222
Ttra_KNC52264	Ttra_4_223
Ttra_KNC52265	Ttra_4_224
Ttra_KNC52266	Ttra_4_225
Ttra_KNC52267	Ttra_4_226
Ttra_KNC52268	Ttra_4_227
Ttra_KNC52269	Ttra_4_228
Ttra_KNC52270	Ttra_4_229
Ttra_KNC52271	Ttra_4_230
Ttra_KNC52272	Ttra_4_231
Ttra_KNC52273	Ttra_4_232
Ttra_KNC52274	Ttra_4_233
Ttra_KNC52275	Ttra_4_234
Ttra_KNC52276	Ttra_4_235
Ttra_KNC52277	Ttra_4_236
Ttra_KNC52278	Ttra_4_237
Ttra_KNC52279	Ttra_4_238
Ttra_KNC52280	Ttra_4_239
Ttra_KNC52281	Ttra_4_240
Ttra_KNC52282	Ttra_4_241
Ttra_KNC52283	Ttra_4_242
Ttra_KNC52284	Ttra_4_243
Ttra_KNC52285	Ttra_4_244
Ttra_KNC52286	Ttra_4_245
Ttra_KNC52287	Ttra_4_246
Ttra_KNC52288	Ttra_4_247
Ttra_KNC52289	Ttra_4_248
Ttra_KNC52290	Ttra_4_249
Ttra_KNC52291	Ttra_4_250
Ttra_KNC52292	Ttra_4_251
Ttra_KNC52293	Ttra_4_252
Ttra_KNC52294	Ttra_4_253
Ttra_KNC52295	Ttra_4_254
Ttra_KNC52296	Ttra_4_255
Ttra_KNC52297	Ttra_4_256
Ttra_KNC52298	Ttra_4_257
Ttra_KNC52299	Ttra_4_258
Ttra_KNC52300	Ttra_4_259
Ttra_KNC52301	Ttra_4_260
Ttra_KNC52302	Ttra_4_261
Ttra_KNC52303	Ttra_4_262
Ttra_KNC52304	Ttra_4_263
Ttra_KNC52305	Ttra_4_264
Ttra_KNC52306	Ttra_4_265
Ttra_KNC52307	Ttra_4_266
Ttra_KNC52308	Ttra_4_267
Ttra_KNC52309	Ttra_4_268
Ttra_KNC52310	Ttra_4_269
Ttra_KNC52311	Ttra_4_270
Ttra_KNC52312	Ttra_4_271
Ttra_KNC52313	Ttra_4_272
Ttra_KNC52314	Ttra_4_273
Ttra_KNC52315	Ttra_4_274
Ttra_KNC52316	Ttra_4_275
Ttra_KNC52317	Ttra_4_276
Ttra_KNC52318	Ttra_4_277
Ttra_KNC52319	Ttra_4_278
Ttra_KNC52320	Ttra_4_279
Ttra_KNC52321	Ttra_4_280
Ttra_KNC52322	Ttra_4_281
Ttra_KNC52323	Ttra_4_282
Ttra_KNC52324	Ttra_4_283
Ttra_KNC52325	Ttra_4_284
Ttra_KNC52326	Ttra_4_285
Ttra_KNC52327	Ttra_4_286
Ttra_KNC52328	Ttra_4_287
Ttra_KNC53448	Ttra_5_1
Ttra_KNC53449	Ttra_5_2
Ttra_KNC53450	Ttra_5_3
Ttra_KNC53451	Ttra_5_4
Ttra_KNC53452	Ttra_5_5
Ttra_KNC53453	Ttra_5_6
Ttra_KNC53454	Ttra_5_7
Ttra_KNC53455	Ttra_5_8
Ttra_KNC53456	Ttra_5_9
Ttra_KNC53457	Ttra_5_10
Ttra_KNC53458	Ttra_5_11
Ttra_KNC53459	Ttra_5_12
Ttra_KNC53460	Ttra_5_13
Ttra_KNC53461	Ttra_5_14
Ttra_KNC53462	Ttra_5_15
Ttra_KNC53463	Ttra_5_16
Ttra_KNC53464	Ttra_5_17
Ttra_KNC53465	Ttra_5_18
Ttra_KNC53466	Ttra_5_19
Ttra_KNC53467	Ttra_5_20
Ttra_KNC53468	Ttra_5_21
Ttra_KNC53469	Ttra_5_22
Ttra_KNC53470	Ttra_5_23
Ttra_KNC53471	Ttra_5_24
Ttra_KNC53472	Ttra_5_25
Ttra_KNC53473	Ttra_5_26
Ttra_KNC53474	Ttra_5_27
Ttra_KNC53475	Ttra_5_28
Ttra_KNC53476	Ttra_5_29
Ttra_KNC53477	Ttra_5_30
Ttra_KNC53478	Ttra_5_31
Ttra_KNC53479	Ttra_5_32
Ttra_KNC53480	Ttra_5_33
Ttra_KNC53482	Ttra_5_34
Ttra_KNC53483	Ttra_5_35
Ttra_KNC53484	Ttra_5_36
Ttra_KNC53485	Ttra_5_37
Ttra_KNC53486	Ttra_5_38
Ttra_KNC53487	Ttra_5_39
Ttra_KNC53488	Ttra_5_40
Ttra_KNC53489	Ttra_5_41
Ttra_KNC53490	Ttra_5_42
Ttra_KNC53491	Ttra_5_43
Ttra_KNC53492	Ttra_5_44
Ttra_KNC53493	Ttra_5_45
Ttra_KNC53494	Ttra_5_46
Ttra_KNC53495	Ttra_5_47
Ttra_KNC53496	Ttra_5_48
Ttra_KNC53497	Ttra_5_49
Ttra_KNC53498	Ttra_5_50
Ttra_KNC53499	Ttra_5_51
Ttra_KNC53500	Ttra_5_52
Ttra_KNC53501	Ttra_5_53
Ttra_KNC53502	Ttra_5_54
Ttra_KNC53503	Ttra_5_55
Ttra_KNC53504	Ttra_5_56
Ttra_KNC53505	Ttra_5_57
Ttra_KNC53506	Ttra_5_58
Ttra_KNC53507	Ttra_5_59
Ttra_KNC53508	Ttra_5_60
Ttra_KNC53509	Ttra_5_61
Ttra_KNC53510	Ttra_5_62
Ttra_KNC53511	Ttra_5_63
Ttra_KNC53512	Ttra_5_64
Ttra_KNC53513	Ttra_5_65
Ttra_KNC53514	Ttra_5_66
Ttra_KNC53515	Ttra_5_67
Ttra_KNC53516	Ttra_5_68
Ttra_KNC53517	Ttra_5_69
Ttra_KNC53518	Ttra_5_70
Ttra_KNC53519	Ttra_5_71
Ttra_KNC53520	Ttra_5_72
Ttra_KNC53521	Ttra_5_73
Ttra_KNC53522	Ttra_5_74
Ttra_KNC53523	Ttra_5_75
Ttra_KNC53524	Ttra_5_76
Ttra_KNC53525	Ttra_5_77
Ttra_KNC53526	Ttra_5_78
Ttra_KNC53527	Ttra_5_79
Ttra_KNC53528	Ttra_5_80
Ttra_KNC53529	Ttra_5_81
Ttra_KNC53530	Ttra_5_82
Ttra_KNC53531	Ttra_5_83
Ttra_KNC53532	Ttra_5_84
Ttra_KNC53533	Ttra_5_85
Ttra_KNC53534	Ttra_5_86
Ttra_KNC53535	Ttra_5_87
Ttra_KNC53536	Ttra_5_88
Ttra_KNC53537	Ttra_5_89
Ttra_KNC53538	Ttra_5_90
Ttra_KNC53539	Ttra_5_91
Ttra_KNC53542	Ttra_5_92
Ttra_KNC53543	Ttra_5_93
Ttra_KNC53544	Ttra_5_94
Ttra_KNC53545	Ttra_5_95
Ttra_KNC53546	Ttra_5_96
Ttra_KNC53547	Ttra_5_97
Ttra_KNC53548	Ttra_5_98
Ttra_KNC53549	Ttra_5_99
Ttra_KNC53550	Ttra_5_100
Ttra_KNC53551	Ttra_5_101
Ttra_KNC53552	Ttra_5_102
Ttra_KNC53553	Ttra_5_103
Ttra_KNC53554	Ttra_5_104
Ttra_KNC53555	Ttra_5_105
Ttra_KNC53556	Ttra_5_106
Ttra_KNC53557	Ttra_5_107
Ttra_KNC53558	Ttra_5_108
Ttra_KNC53559	Ttra_5_109
Ttra_KNC53560	Ttra_5_110
Ttra_KNC53561	Ttra_5_111
Ttra_KNC53562	Ttra_5_112
Ttra_KNC53563	Ttra_5_113
Ttra_KNC53564	Ttra_5_114
Ttra_KNC53565	Ttra_5_115
Ttra_KNC53566	Ttra_5_116
Ttra_KNC53567	Ttra_5_117
Ttra_KNC53568	Ttra_5_118
Ttra_KNC53569	Ttra_5_119
Ttra_KNC53570	Ttra_5_120
Ttra_KNC53571	Ttra_5_121
Ttra_KNC53572	Ttra_5_122
Ttra_KNC53573	Ttra_5_123
Ttra_KNC53574	Ttra_5_124
Ttra_KNC53575	Ttra_5_125
Ttra_KNC53576	Ttra_5_126
Ttra_KNC53577	Ttra_5_127
Ttra_KNC53578	Ttra_5_128
Ttra_KNC53579	Ttra_5_129
Ttra_KNC53580	Ttra_5_130
Ttra_KNC53581	Ttra_5_131
Ttra_KNC53582	Ttra_5_132
Ttra_KNC53583	Ttra_5_133
Ttra_KNC53584	Ttra_5_134
Ttra_KNC53585	Ttra_5_135
Ttra_KNC53586	Ttra_5_136
Ttra_KNC53587	Ttra_5_137
Ttra_KNC53588	Ttra_5_138
Ttra_KNC53589	Ttra_5_139
Ttra_KNC53590	Ttra_5_140
Ttra_KNC53591	Ttra_5_141
Ttra_KNC53592	Ttra_5_142
Ttra_KNC53593	Ttra_5_143
Ttra_KNC53594	Ttra_5_144
Ttra_KNC53595	Ttra_5_145
Ttra_KNC53596	Ttra_5_146
Ttra_KNC53597	Ttra_5_147
Ttra_KNC53598	Ttra_5_148
Ttra_KNC53599	Ttra_5_149
Ttra_KNC53600	Ttra_5_150
Ttra_KNC53601	Ttra_5_151
Ttra_KNC53602	Ttra_5_152
Ttra_KNC53603	Ttra_5_153
Ttra_KNC53604	Ttra_5_154
Ttra_KNC53605	Ttra_5_155
Ttra_KNC53606	Ttra_5_156
Ttra_KNC53607	Ttra_5_157
Ttra_KNC53608	Ttra_5_158
Ttra_KNC53609	Ttra_5_159
Ttra_KNC53610	Ttra_5_160
Ttra_KNC53611	Ttra_5_161
Ttra_KNC53612	Ttra_5_162
Ttra_KNC53613	Ttra_5_163
Ttra_KNC53614	Ttra_5_164
Ttra_KNC53615	Ttra_5_165
Ttra_KNC53616	Ttra_5_166
Ttra_KNC53617	Ttra_5_167
Ttra_KNC53618	Ttra_5_168
Ttra_KNC53620	Ttra_5_169
Ttra_KNC53621	Ttra_5_170
Ttra_KNC53622	Ttra_5_171
Ttra_KNC53623	Ttra_5_172
Ttra_KNC53624	Ttra_5_173
Ttra_KNC53625	Ttra_5_174
Ttra_KNC53626	Ttra_5_175
Ttra_KNC53627	Ttra_5_176
Ttra_KNC53628	Ttra_5_177
Ttra_KNC53629	Ttra_5_178
Ttra_KNC53630	Ttra_5_179
Ttra_KNC53631	Ttra_5_180
Ttra_KNC53632	Ttra_5_181
Ttra_KNC53633	Ttra_5_182
Ttra_KNC53634	Ttra_5_183
Ttra_KNC53635	Ttra_5_184
Ttra_KNC53636	Ttra_5_185
Ttra_KNC53637	Ttra_5_186
Ttra_KNC53638	Ttra_5_187
Ttra_KNC53639	Ttra_5_188
Ttra_KNC53640	Ttra_5_189
Ttra_KNC53641	Ttra_5_190
Ttra_KNC53642	Ttra_5_191
Ttra_KNC53643	Ttra_5_192
Ttra_KNC53644	Ttra_5_193
Ttra_KNC53645	Ttra_5_194
Ttra_KNC53646	Ttra_5_195
Ttra_KNC53647	Ttra_5_196
Ttra_KNC53648	Ttra_5_197
Ttra_KNC53649	Ttra_5_198
Ttra_KNC53650	Ttra_5_199
Ttra_KNC53651	Ttra_5_200
Ttra_KNC53652	Ttra_5_201
Ttra_KNC53653	Ttra_5_202
Ttra_KNC53654	Ttra_5_203
Ttra_KNC53655	Ttra_5_204
Ttra_KNC53656	Ttra_5_205
Ttra_KNC53657	Ttra_5_206
Ttra_KNC53658	Ttra_5_207
Ttra_KNC53659	Ttra_5_208
Ttra_KNC53660	Ttra_5_209
Ttra_KNC53661	Ttra_5_210
Ttra_KNC53662	Ttra_5_211
Ttra_KNC53663	Ttra_5_212
Ttra_KNC53664	Ttra_5_213
Ttra_KNC53665	Ttra_5_214
Ttra_KNC53666	Ttra_5_215
Ttra_KNC53667	Ttra_5_216
Ttra_KNC53668	Ttra_5_217
Ttra_KNC53669	Ttra_5_218
Ttra_KNC53670	Ttra_5_219
Ttra_KNC53671	Ttra_5_220
Ttra_KNC53672	Ttra_5_221
Ttra_KNC53673	Ttra_5_222
Ttra_KNC53674	Ttra_5_223
Ttra_KNC53675	Ttra_5_224
Ttra_KNC53676	Ttra_5_225
Ttra_KNC53677	Ttra_5_226
Ttra_KNC53678	Ttra_5_227
Ttra_KNC53679	Ttra_5_228
Ttra_KNC53680	Ttra_5_229
Ttra_KNC53681	Ttra_5_230
Ttra_KNC53682	Ttra_5_231
Ttra_KNC53683	Ttra_5_232
Ttra_KNC53684	Ttra_5_233
Ttra_KNC53685	Ttra_5_234
Ttra_KNC53686	Ttra_5_235
Ttra_KNC53687	Ttra_5_236
Ttra_KNC53688	Ttra_5_237
Ttra_KNC53689	Ttra_5_238
Ttra_KNC53690	Ttra_5_239
Ttra_KNC53691	Ttra_5_240
Ttra_KNC53692	Ttra_5_241
Ttra_KNC53693	Ttra_5_242
Ttra_KNC53694	Ttra_5_243
Ttra_KNC53695	Ttra_5_244
Ttra_KNC53696	Ttra_5_245
Ttra_KNC53697	Ttra_5_246
Ttra_KNC53698	Ttra_5_247
Ttra_KNC53699	Ttra_5_248
Ttra_KNC53700	Ttra_5_249
Ttra_KNC53701	Ttra_5_250
Ttra_KNC53702	Ttra_5_251
Ttra_KNC53703	Ttra_5_252
Ttra_KNC53704	Ttra_5_253
Ttra_KNC53705	Ttra_5_254
