Rirr_XM_025323691.1	Rirr_1_1
Rirr_XM_025312446.1	Rirr_3_207
Rirr_XM_025312447.1	Rirr_3_208
Rirr_XM_025312448.1	Rirr_3_209
Rirr_XM_025312449.1	Rirr_3_210
Rirr_XM_025312450.1	Rirr_3_211
Rirr_XM_025312451.1	Rirr_3_212
Rirr_XM_025333799.1	Rirr_3_213
Rirr_XM_025331314.1	Rirr_3_214
Rirr_XM_025309772.1	Rirr_3_215
Rirr_XM_025312452.1	Rirr_3_216
Rirr_XM_025312453.1	Rirr_3_217
Rirr_XM_025312454.1	Rirr_3_218
Rirr_XM_025329888.1	Rirr_3_219
Rirr_XM_025312455.1	Rirr_3_220
Rirr_XM_025323814.1	Rirr_3_221
Rirr_XM_025312456.1	Rirr_3_222
Rirr_XM_025312457.1	Rirr_3_223
Rirr_XM_025312458.1	Rirr_3_224
Rirr_XM_025323815.1	Rirr_3_225
Rirr_XM_025312459.1	Rirr_3_226
Rirr_XM_025312460.1	Rirr_3_227
Rirr_XM_025309773.1	Rirr_3_228
Rirr_XM_025323816.1	Rirr_3_229
Rirr_XM_025323817.1	Rirr_3_230
Rirr_XM_025323818.1	Rirr_3_231
Rirr_XM_025323819.1	Rirr_3_232
Rirr_XM_025312461.1	Rirr_3_233
Rirr_XM_025323820.1	Rirr_3_234
Rirr_XM_025329436.1	Rirr_3_235
Rirr_XM_025331315.1	Rirr_3_236
Rirr_XM_025323821.1	Rirr_3_237
Rirr_XM_025312462.1	Rirr_3_238
Rirr_XM_025331316.1	Rirr_4_1
Rirr_XM_025312463.1	Rirr_4_2
Rirr_XM_025312464.1	Rirr_4_3
Rirr_XM_025312465.1	Rirr_4_4
Rirr_XM_025329552.1	Rirr_4_5
Rirr_XM_025312466.1	Rirr_4_6
Rirr_XM_025312467.1	Rirr_4_7
Rirr_XM_025323822.1	Rirr_4_8
Rirr_XM_025309774.1	Rirr_4_9
Rirr_XM_025323823.1	Rirr_4_10
Rirr_XM_025329553.1	Rirr_4_11
Rirr_XM_025323824.1	Rirr_4_12
Rirr_XM_025312468.1	Rirr_4_13
Rirr_XM_025312469.1	Rirr_4_14
Rirr_XM_025312470.1	Rirr_4_15
Rirr_XM_025312471.1	Rirr_4_16
Rirr_XM_025329554.1	Rirr_4_17
Rirr_XM_025312472.1	Rirr_4_18
Rirr_XM_025312473.1	Rirr_4_19
Rirr_XM_025323825.1	Rirr_4_20
Rirr_XM_025309775.1	Rirr_4_21
Rirr_XM_025323826.1	Rirr_4_22
Rirr_XM_025309776.1	Rirr_4_23
Rirr_XM_025323827.1	Rirr_4_24
Rirr_XM_025308949.1	Rirr_4_25
Rirr_XM_025312474.1	Rirr_4_26
Rirr_XM_025334025.1	Rirr_4_27
Rirr_XM_025312475.1	Rirr_4_28
Rirr_XM_025334024.1	Rirr_4_29
Rirr_XM_025312476.1	Rirr_4_30
Rirr_XM_025312477.1	Rirr_4_31
Rirr_XM_025312478.1	Rirr_4_32
Rirr_XM_025312479.1	Rirr_4_33
Rirr_XM_025312480.1	Rirr_4_34
Rirr_XM_025312481.1	Rirr_4_35
Rirr_XM_025312482.1	Rirr_4_36
Rirr_XM_025312483.1	Rirr_4_37
Rirr_XM_025312484.1	Rirr_4_38
Rirr_XM_025312485.1	Rirr_4_39
Rirr_XM_025331317.1	Rirr_4_40
Rirr_XM_025312486.1	Rirr_4_41
Rirr_XM_025312487.1	Rirr_4_42
Rirr_XM_025312488.1	Rirr_4_43
Rirr_XM_025308919.1	Rirr_4_44
Rirr_XM_025312489.1	Rirr_4_45
Rirr_XM_025312490.1	Rirr_4_46
Rirr_XM_025323828.1	Rirr_4_47
Rirr_XM_025312491.1	Rirr_4_48
Rirr_XM_025312492.1	Rirr_4_49
Rirr_XM_025323829.1	Rirr_4_50
Rirr_XM_025323830.1	Rirr_4_51
Rirr_XM_025312493.1	Rirr_4_52
Rirr_XM_025334026.1	Rirr_4_53
Rirr_XM_025312494.1	Rirr_4_54
Rirr_XM_025312495.1	Rirr_4_55
Rirr_XM_025312496.1	Rirr_4_56
Rirr_XM_025312497.1	Rirr_4_57
Rirr_XM_025312498.1	Rirr_4_58
Rirr_XM_025334027.1	Rirr_4_59
Rirr_XM_025312499.1	Rirr_4_60
Rirr_XM_025323831.1	Rirr_4_61
Rirr_XM_025312500.1	Rirr_4_62
Rirr_XM_025323225.1	Rirr_4_63
Rirr_XM_025312501.1	Rirr_4_64
Rirr_XM_025331318.1	Rirr_4_65
Rirr_XM_025312502.1	Rirr_4_66
Rirr_XM_025312503.1	Rirr_4_67
Rirr_XM_025312504.1	Rirr_4_68
Rirr_XM_025312505.1	Rirr_4_69
Rirr_XM_025323832.1	Rirr_4_70
Rirr_XM_025312506.1	Rirr_4_71
Rirr_XM_025312507.1	Rirr_4_72
Rirr_XM_025331319.1	Rirr_4_73
Rirr_XM_025312508.1	Rirr_4_74
Rirr_XM_025308945.1	Rirr_4_75
Rirr_XM_025312509.1	Rirr_4_76
Rirr_XM_025312510.1	Rirr_4_77
Rirr_XM_025312511.1	Rirr_4_78
Rirr_XM_025312512.1	Rirr_4_79
Rirr_XM_025309777.1	Rirr_4_80
Rirr_XM_025312513.1	Rirr_4_81
Rirr_XM_025312514.1	Rirr_4_82
Rirr_XM_025312515.1	Rirr_4_83
Rirr_XM_025312516.1	Rirr_4_84
Rirr_XM_025312517.1	Rirr_4_85
Rirr_XM_025329846.1	Rirr_4_86
Rirr_XM_025309778.1	Rirr_4_87
Rirr_XM_025312518.1	Rirr_4_88
Rirr_XM_025312519.1	Rirr_4_89
Rirr_XM_025308948.1	Rirr_4_90
Rirr_XM_025309779.1	Rirr_4_91
Rirr_XM_025312520.1	Rirr_4_92
Rirr_XM_025312521.1	Rirr_4_93
Rirr_XM_025323833.1	Rirr_4_94
Rirr_XM_025331320.1	Rirr_4_95
Rirr_XM_025334028.1	Rirr_4_96
Rirr_XM_025312522.1	Rirr_4_97
Rirr_XM_025312523.1	Rirr_4_98
Rirr_XM_025312524.1	Rirr_4_99
Rirr_XM_025312525.1	Rirr_4_100
Rirr_XM_025312526.1	Rirr_4_101
Rirr_XM_025309780.1	Rirr_4_102
Rirr_XM_025309781.1	Rirr_4_103
Rirr_XM_025312527.1	Rirr_4_104
Rirr_XM_025312528.1	Rirr_4_105
Rirr_XM_025334029.1	Rirr_4_106
Rirr_XM_025334030.1	Rirr_4_107
Rirr_XM_025312529.1	Rirr_4_108
Rirr_XM_025312530.1	Rirr_4_109
Rirr_XM_025329555.1	Rirr_4_110
Rirr_XM_025312531.1	Rirr_4_111
Rirr_XM_025323834.1	Rirr_4_112
Rirr_XM_025334032.1	Rirr_4_113
Rirr_XM_025334031.1	Rirr_4_114
Rirr_XM_025312532.1	Rirr_4_115
Rirr_XM_025323835.1	Rirr_4_116
Rirr_XM_025309782.1	Rirr_4_117
Rirr_XM_025312533.1	Rirr_4_118
Rirr_XM_025309783.1	Rirr_4_119
Rirr_XM_025331321.1	Rirr_4_120
Rirr_XM_025331322.1	Rirr_4_121
Rirr_XM_025329889.1	Rirr_4_122
Rirr_XM_025308944.1	Rirr_4_123
Rirr_XM_025312534.1	Rirr_4_124
Rirr_XM_025312535.1	Rirr_4_125
Rirr_XM_025334033.1	Rirr_4_126
Rirr_XM_025323836.1	Rirr_4_127
Rirr_XM_025323837.1	Rirr_4_128
Rirr_XM_025331025.1	Rirr_4_129
Rirr_XM_025323354.1	Rirr_4_130
Rirr_XM_025329556.1	Rirr_4_131
Rirr_XM_025308915.1	Rirr_4_132
Rirr_XM_025312536.1	Rirr_4_133
Rirr_XM_025312537.1	Rirr_4_134
Rirr_XM_025323838.1	Rirr_4_135
Rirr_XM_025312538.1	Rirr_4_136
Rirr_XM_025312539.1	Rirr_4_137
Rirr_XM_025312540.1	Rirr_4_138
Rirr_XM_025312541.1	Rirr_4_139
Rirr_XM_025308947.1	Rirr_4_140
Rirr_XM_025312542.1	Rirr_4_141
Rirr_XM_025312543.1	Rirr_4_142
Rirr_XM_025312544.1	Rirr_4_143
Rirr_XM_025309784.1	Rirr_4_144
Rirr_XM_025312545.1	Rirr_4_145
Rirr_XM_025334034.1	Rirr_4_146
Rirr_XM_025323839.1	Rirr_4_147
Rirr_XM_025331323.1	Rirr_4_148
Rirr_XM_025312546.1	Rirr_4_149
Rirr_XM_025312547.1	Rirr_4_150
Rirr_XM_025312548.1	Rirr_4_151
Rirr_XM_025323840.1	Rirr_4_152
Rirr_XM_025312549.1	Rirr_4_153
Rirr_XM_025331324.1	Rirr_4_154
Rirr_XM_025331325.1	Rirr_4_155
Rirr_XM_025312550.1	Rirr_4_156
Rirr_XM_025331326.1	Rirr_4_157
Rirr_XM_025312551.1	Rirr_4_158
Rirr_XM_025312552.1	Rirr_4_159
Rirr_XM_025312553.1	Rirr_4_160
Rirr_XM_025312554.1	Rirr_4_161
Rirr_XM_025312555.1	Rirr_4_162
Rirr_XM_025312556.1	Rirr_4_163
Rirr_XM_025312557.1	Rirr_4_164
Rirr_XM_025312558.1	Rirr_4_165
Rirr_XM_025312559.1	Rirr_4_166
Rirr_XM_025312560.1	Rirr_4_167
Rirr_XM_025312561.1	Rirr_4_168
Rirr_XM_025331327.1	Rirr_4_169
Rirr_XM_025312562.1	Rirr_4_170
Rirr_XM_025331026.1	Rirr_4_171
Rirr_XM_025308950.1	Rirr_4_172
Rirr_XM_025312563.1	Rirr_4_173
Rirr_XM_025312564.1	Rirr_4_174
Rirr_XM_025312565.1	Rirr_4_175
Rirr_XM_025312566.1	Rirr_4_176
Rirr_XM_025323841.1	Rirr_4_177
Rirr_XM_025312567.1	Rirr_4_178
Rirr_XM_025312568.1	Rirr_4_179
Rirr_XM_025312569.1	Rirr_4_180
Rirr_XM_025309785.1	Rirr_4_181
Rirr_XM_025312570.1	Rirr_4_182
Rirr_XM_025329890.1	Rirr_4_183
Rirr_XM_025312571.1	Rirr_4_184
Rirr_XM_025312572.1	Rirr_4_185
Rirr_XM_025323842.1	Rirr_4_186
Rirr_XM_025323843.1	Rirr_4_187
Rirr_XM_025323844.1	Rirr_4_188
Rirr_XM_025323845.1	Rirr_4_189
Rirr_XM_025312573.1	Rirr_4_190
Rirr_XM_025312574.1	Rirr_4_191
Rirr_XM_025323846.1	Rirr_4_192
Rirr_XM_025323847.1	Rirr_4_193
Rirr_XM_025312575.1	Rirr_4_194
Rirr_XM_025323848.1	Rirr_4_195
Rirr_XM_025309786.1	Rirr_4_196
Rirr_XM_025331328.1	Rirr_4_197
Rirr_XM_025323849.1	Rirr_4_198
Rirr_XM_025312576.1	Rirr_4_199
Rirr_XM_025312577.1	Rirr_4_200
Rirr_XM_025312578.1	Rirr_4_201
Rirr_XM_025312579.1	Rirr_4_202
Rirr_XM_025312580.1	Rirr_4_203
Rirr_XM_025308951.1	Rirr_4_204
Rirr_XM_025312581.1	Rirr_4_205
Rirr_XM_025312582.1	Rirr_4_206
Rirr_XM_025312583.1	Rirr_4_207
Rirr_XM_025334036.1	Rirr_4_208
Rirr_XM_025331329.1	Rirr_4_209
Rirr_XM_025308908.1	Rirr_4_210
Rirr_XM_025312584.1	Rirr_4_211
Rirr_XM_025312585.1	Rirr_4_212
Rirr_XM_025309787.1	Rirr_4_213
Rirr_XM_025323850.1	Rirr_4_214
Rirr_XM_025312586.1	Rirr_4_215
Rirr_XM_025312587.1	Rirr_4_216
Rirr_XM_025312588.1	Rirr_4_217
Rirr_XM_025312589.1	Rirr_4_218
Rirr_XM_025312590.1	Rirr_4_219
Rirr_XM_025308946.1	Rirr_4_220
Rirr_XM_025312591.1	Rirr_4_221
Rirr_XM_025312592.1	Rirr_4_222
Rirr_XM_025312593.1	Rirr_4_223
Rirr_XM_025312594.1	Rirr_4_224
Rirr_XM_025323851.1	Rirr_4_225
Rirr_XM_025323852.1	Rirr_4_226
Rirr_XM_025329891.1	Rirr_5_1
Rirr_XM_025331330.1	Rirr_5_2
Rirr_XM_025308954.1	Rirr_5_3
Rirr_XM_025323853.1	Rirr_5_4
Rirr_XM_025323854.1	Rirr_5_5
Rirr_XM_025334227.1	Rirr_5_6
Rirr_XM_025329892.1	Rirr_5_7
Rirr_XM_025312595.1	Rirr_5_8
Rirr_XM_025308608.1	Rirr_5_9
Rirr_XM_025329632.1	Rirr_5_10
Rirr_XM_025312596.1	Rirr_5_11
Rirr_XM_025312597.1	Rirr_5_12
Rirr_XM_025312598.1	Rirr_5_13
Rirr_XM_025312599.1	Rirr_5_14
Rirr_XM_025312600.1	Rirr_5_15
Rirr_XM_025312601.1	Rirr_5_16
Rirr_XM_025312602.1	Rirr_5_17
Rirr_XM_025334228.1	Rirr_5_18
Rirr_XM_025312603.1	Rirr_5_19
Rirr_XM_025312604.1	Rirr_5_20
Rirr_XM_025312605.1	Rirr_5_21
Rirr_XM_025329893.1	Rirr_5_22
Rirr_XM_025331027.1	Rirr_5_23
Rirr_XM_025334229.1	Rirr_5_24
Rirr_XM_025323855.1	Rirr_5_25
Rirr_XM_025329894.1	Rirr_5_26
Rirr_XM_025323856.1	Rirr_5_27
Rirr_XM_025329895.1	Rirr_5_28
Rirr_XM_025312606.1	Rirr_5_29
Rirr_XM_025323857.1	Rirr_5_30
Rirr_XM_025312607.1	Rirr_5_31
Rirr_XM_025312608.1	Rirr_5_32
Rirr_XM_025312609.1	Rirr_5_33
Rirr_XM_025331028.1	Rirr_5_34
Rirr_XM_025309788.1	Rirr_5_35
Rirr_XM_025323858.1	Rirr_5_36
Rirr_XM_025312610.1	Rirr_5_37
Rirr_XM_025323859.1	Rirr_5_38
Rirr_XM_025309789.1	Rirr_5_39
Rirr_XM_025312611.1	Rirr_5_40
Rirr_XM_025312612.1	Rirr_5_41
Rirr_XM_025323860.1	Rirr_5_42
Rirr_XM_025312613.1	Rirr_5_43
Rirr_XM_025329633.1	Rirr_5_44
Rirr_XM_025312614.1	Rirr_5_45
Rirr_XM_025312615.1	Rirr_5_46
Rirr_XM_025312616.1	Rirr_5_47
Rirr_XM_025308637.1	Rirr_5_48
Rirr_XM_025334230.1	Rirr_5_49
Rirr_XM_025331331.1	Rirr_5_50
Rirr_XM_025323861.1	Rirr_5_51
Rirr_XM_025309790.1	Rirr_5_52
Rirr_XM_025323862.1	Rirr_5_53
Rirr_XM_025312617.1	Rirr_5_54
Rirr_XM_025312618.1	Rirr_5_55
Rirr_XM_025308953.1	Rirr_5_56
Rirr_XM_025323863.1	Rirr_5_57
Rirr_XM_025323864.1	Rirr_5_58
Rirr_XM_025312619.1	Rirr_5_59
Rirr_XM_025334231.1	Rirr_5_60
Rirr_XM_025308956.1	Rirr_5_61
Rirr_XM_025309791.1	Rirr_5_62
Rirr_XM_025312620.1	Rirr_5_63
Rirr_XM_025309792.1	Rirr_5_64
Rirr_XM_025334232.1	Rirr_5_65
Rirr_XM_025329896.1	Rirr_5_66
Rirr_XM_025312621.1	Rirr_5_67
Rirr_XM_025329634.1	Rirr_5_68
Rirr_XM_025312622.1	Rirr_5_69
Rirr_XM_025331332.1	Rirr_5_70
Rirr_XM_025334233.1	Rirr_5_71
Rirr_XM_025312623.1	Rirr_5_72
Rirr_XM_025329897.1	Rirr_5_73
Rirr_XM_025329635.1	Rirr_5_74
Rirr_XM_025308955.1	Rirr_5_75
Rirr_XM_025331333.1	Rirr_5_76
Rirr_XM_025323865.1	Rirr_5_77
Rirr_XM_025331334.1	Rirr_5_78
Rirr_XM_025323866.1	Rirr_5_79
Rirr_XM_025312624.1	Rirr_5_80
Rirr_XM_025308834.1	Rirr_5_81
Rirr_XM_025312625.1	Rirr_5_82
Rirr_XM_025329898.1	Rirr_5_83
Rirr_XM_025331335.1	Rirr_5_84
Rirr_XM_025312626.1	Rirr_5_85
Rirr_XM_025331336.1	Rirr_5_86
Rirr_XM_025312627.1	Rirr_5_87
Rirr_XM_025309793.1	Rirr_5_88
Rirr_XM_025323867.1	Rirr_5_89
Rirr_XM_025329636.1	Rirr_5_90
Rirr_XM_025323868.1	Rirr_5_91
Rirr_XM_025323869.1	Rirr_5_92
Rirr_XM_025309794.1	Rirr_5_93
Rirr_XM_025312628.1	Rirr_5_94
Rirr_XM_025323870.1	Rirr_5_95
Rirr_XM_025329899.1	Rirr_5_96
Rirr_XM_025309795.1	Rirr_5_97
Rirr_XM_025312629.1	Rirr_5_98
Rirr_XM_025312630.1	Rirr_5_99
Rirr_XM_025331337.1	Rirr_5_100
Rirr_XM_025312631.1	Rirr_5_101
Rirr_XM_025312632.1	Rirr_5_102
Rirr_XM_025323871.1	Rirr_5_103
Rirr_XM_025312633.1	Rirr_5_104
Rirr_XM_025312634.1	Rirr_5_105
Rirr_XM_025312635.1	Rirr_5_106
Rirr_XM_025323872.1	Rirr_5_107
Rirr_XM_025312636.1	Rirr_5_108
Rirr_XM_025331338.1	Rirr_5_109
Rirr_XM_025334234.1	Rirr_5_110
Rirr_XM_025331339.1	Rirr_5_111
Rirr_XM_025309796.1	Rirr_5_112
Rirr_XM_025312637.1	Rirr_5_113
Rirr_XM_025312638.1	Rirr_5_114
Rirr_XM_025312639.1	Rirr_5_115
Rirr_XM_025331340.1	Rirr_5_116
Rirr_XM_025312640.1	Rirr_5_117
Rirr_XM_025312641.1	Rirr_5_118
Rirr_XM_025312642.1	Rirr_5_119
Rirr_XM_025323873.1	Rirr_5_120
Rirr_XM_025323874.1	Rirr_5_121
Rirr_XM_025329900.1	Rirr_5_122
Rirr_XM_025323875.1	Rirr_5_123
Rirr_XM_025323876.1	Rirr_5_124
Rirr_XM_025323877.1	Rirr_5_125
Rirr_XM_025308952.1	Rirr_5_126
Rirr_XM_025331341.1	Rirr_5_127
Rirr_XM_025323878.1	Rirr_5_128
Rirr_XM_025334235.1	Rirr_5_129
Rirr_XM_025312643.1	Rirr_5_130
Rirr_XM_025323879.1	Rirr_5_131
Rirr_XM_025323880.1	Rirr_5_132
Rirr_XM_025331342.1	Rirr_5_133
Rirr_XM_025334236.1	Rirr_5_134
Rirr_XM_025331343.1	Rirr_5_135
Rirr_XM_025312644.1	Rirr_5_136
Rirr_XM_025331344.1	Rirr_5_137
Rirr_XM_025323881.1	Rirr_5_138
Rirr_XM_025323882.1	Rirr_5_139
Rirr_XM_025331345.1	Rirr_5_140
Rirr_XM_025308814.1	Rirr_5_141
Rirr_XM_025334237.1	Rirr_5_142
Rirr_XM_025331029.1	Rirr_5_143
Rirr_XM_025323883.1	Rirr_5_144
Rirr_XM_025309797.1	Rirr_5_145
Rirr_XM_025323884.1	Rirr_5_146
Rirr_XM_025323355.1	Rirr_5_147
Rirr_XM_025323356.1	Rirr_5_148
Rirr_XM_025312645.1	Rirr_5_149
Rirr_XM_025312646.1	Rirr_5_150
Rirr_XM_025334238.1	Rirr_5_151
Rirr_XM_025312647.1	Rirr_5_152
Rirr_XM_025312648.1	Rirr_5_153
Rirr_XM_025323226.1	Rirr_5_154
Rirr_XM_025312649.1	Rirr_5_155
Rirr_XM_025312650.1	Rirr_5_156
Rirr_XM_025312651.1	Rirr_5_157
Rirr_XM_025312652.1	Rirr_5_158
Rirr_XM_025309798.1	Rirr_5_159
Rirr_XM_025312653.1	Rirr_5_160
Rirr_XM_025312654.1	Rirr_5_161
Rirr_XM_025329901.1	Rirr_5_162
Rirr_XM_025331346.1	Rirr_5_163
Rirr_XM_025309799.1	Rirr_5_164
Rirr_XM_025309800.1	Rirr_5_165
Rirr_XM_025331030.1	Rirr_5_166
Rirr_XM_025331347.1	Rirr_5_167
Rirr_XM_025312655.1	Rirr_5_168
Rirr_XM_025312656.1	Rirr_5_169
Rirr_XM_025312657.1	Rirr_6_1
Rirr_XM_025323885.1	Rirr_6_2
Rirr_XM_025323886.1	Rirr_6_3
Rirr_XM_025308628.1	Rirr_6_4
Rirr_XM_025312658.1	Rirr_6_5
Rirr_XM_025323357.1	Rirr_6_6
Rirr_XM_025308819.1	Rirr_6_7
Rirr_XM_025309801.1	Rirr_6_8
Rirr_XM_025323887.1	Rirr_6_9
Rirr_XM_025312659.1	Rirr_6_10
Rirr_XM_025312660.1	Rirr_6_11
Rirr_XM_025312661.1	Rirr_6_12
Rirr_XM_025331348.1	Rirr_6_13
Rirr_XM_025323888.1	Rirr_6_14
Rirr_XM_025312662.1	Rirr_6_15
Rirr_XM_025312663.1	Rirr_6_16
Rirr_XM_025312664.1	Rirr_6_17
Rirr_XM_025312665.1	Rirr_6_18
Rirr_XM_025329902.1	Rirr_6_19
Rirr_XM_025308961.1	Rirr_6_20
Rirr_XM_025312666.1	Rirr_6_21
Rirr_XM_025323889.1	Rirr_6_22
Rirr_XM_025312667.1	Rirr_6_23
Rirr_XM_025329903.1	Rirr_6_24
Rirr_XM_025331349.1	Rirr_6_25
Rirr_XM_025312668.1	Rirr_6_26
Rirr_XM_025312669.1	Rirr_6_27
Rirr_XM_025312670.1	Rirr_6_28
Rirr_XM_025312671.1	Rirr_6_29
Rirr_XM_025334348.1	Rirr_6_30
Rirr_XM_025331350.1	Rirr_6_31
Rirr_XM_025331351.1	Rirr_6_32
Rirr_XM_025309802.1	Rirr_6_33
Rirr_XM_025323890.1	Rirr_6_34
Rirr_XM_025312672.1	Rirr_6_35
Rirr_XM_025331031.1	Rirr_6_36
Rirr_XM_025309803.1	Rirr_6_37
Rirr_XM_025309804.1	Rirr_6_38
Rirr_XM_025312673.1	Rirr_6_39
Rirr_XM_025312674.1	Rirr_6_40
Rirr_XM_025312675.1	Rirr_6_41
Rirr_XM_025312676.1	Rirr_6_42
Rirr_XM_025323891.1	Rirr_6_43
Rirr_XM_025331032.1	Rirr_6_44
Rirr_XM_025312677.1	Rirr_6_45
Rirr_XM_025323892.1	Rirr_6_46
Rirr_XM_025312678.1	Rirr_6_47
Rirr_XM_025309805.1	Rirr_6_48
Rirr_XM_025312679.1	Rirr_6_49
Rirr_XM_025334349.1	Rirr_6_50
Rirr_XM_025329704.1	Rirr_6_51
Rirr_XM_025323893.1	Rirr_6_52
Rirr_XM_025312680.1	Rirr_6_53
Rirr_XM_025323894.1	Rirr_6_54
Rirr_XM_025334350.1	Rirr_6_55
Rirr_XM_025334351.1	Rirr_6_56
Rirr_XM_025323895.1	Rirr_6_57
Rirr_XM_025329904.1	Rirr_6_58
Rirr_XM_025312681.1	Rirr_6_59
Rirr_XM_025323896.1	Rirr_6_60
Rirr_XM_025309806.1	Rirr_6_61
Rirr_XM_025309807.1	Rirr_6_62
Rirr_XM_025329905.1	Rirr_6_63
Rirr_XM_025312682.1	Rirr_6_64
Rirr_XM_025323897.1	Rirr_6_65
Rirr_XM_025312683.1	Rirr_6_66
Rirr_XM_025312684.1	Rirr_6_67
Rirr_XM_025334352.1	Rirr_6_68
Rirr_XM_025331352.1	Rirr_6_69
Rirr_XM_025331353.1	Rirr_6_70
Rirr_XM_025329906.1	Rirr_6_71
Rirr_XM_025312685.1	Rirr_6_72
Rirr_XM_025312686.1	Rirr_6_73
Rirr_XM_025309808.1	Rirr_6_74
Rirr_XM_025323898.1	Rirr_6_75
Rirr_XM_025312687.1	Rirr_6_76
Rirr_XM_025329907.1	Rirr_6_77
Rirr_XM_025312688.1	Rirr_6_78
Rirr_XM_025312689.1	Rirr_6_79
Rirr_XM_025323899.1	Rirr_6_80
Rirr_XM_025309809.1	Rirr_6_81
Rirr_XM_025312690.1	Rirr_6_82
Rirr_XM_025331354.1	Rirr_6_83
Rirr_XM_025323900.1	Rirr_6_84
Rirr_XM_025312691.1	Rirr_6_85
Rirr_XM_025312692.1	Rirr_6_86
Rirr_XM_025309810.1	Rirr_6_87
Rirr_XM_025323358.1	Rirr_6_88
Rirr_XM_025331355.1	Rirr_6_89
Rirr_XM_025312693.1	Rirr_6_90
Rirr_XM_025323901.1	Rirr_6_91
Rirr_XM_025312694.1	Rirr_6_92
Rirr_XM_025329908.1	Rirr_6_93
Rirr_XM_025323902.1	Rirr_6_94
Rirr_XM_025312695.1	Rirr_6_95
Rirr_XM_025312696.1	Rirr_6_96
Rirr_XM_025309811.1	Rirr_6_97
Rirr_XM_025312697.1	Rirr_6_98
Rirr_XM_025312698.1	Rirr_6_99
Rirr_XM_025309812.1	Rirr_6_100
Rirr_XM_025312699.1	Rirr_6_101
Rirr_XM_025312700.1	Rirr_6_102
Rirr_XM_025312701.1	Rirr_6_103
Rirr_XM_025331033.1	Rirr_6_104
Rirr_XM_025312702.1	Rirr_6_105
Rirr_XM_025323903.1	Rirr_6_106
Rirr_XM_025331356.1	Rirr_6_107
Rirr_XM_025312703.1	Rirr_6_108
Rirr_XM_025323904.1	Rirr_6_109
Rirr_XM_025309813.1	Rirr_6_110
Rirr_XM_025308960.1	Rirr_6_111
Rirr_XM_025312704.1	Rirr_6_112
Rirr_XM_025312705.1	Rirr_6_113
Rirr_XM_025312706.1	Rirr_6_114
Rirr_XM_025312707.1	Rirr_6_115
Rirr_XM_025312708.1	Rirr_6_116
Rirr_XM_025323905.1	Rirr_6_117
Rirr_XM_025312709.1	Rirr_6_118
Rirr_XM_025309814.1	Rirr_6_119
Rirr_XM_025331357.1	Rirr_6_120
Rirr_XM_025312710.1	Rirr_6_121
Rirr_XM_025312711.1	Rirr_6_122
Rirr_XM_025312712.1	Rirr_6_123
Rirr_XM_025312713.1	Rirr_6_124
Rirr_XM_025334353.1	Rirr_6_125
Rirr_XM_025312714.1	Rirr_6_126
Rirr_XM_025312715.1	Rirr_6_127
Rirr_XM_025323906.1	Rirr_6_128
Rirr_XM_025312716.1	Rirr_6_129
Rirr_XM_025323907.1	Rirr_6_130
Rirr_XM_025312717.1	Rirr_6_131
Rirr_XM_025312718.1	Rirr_6_132
Rirr_XM_025312719.1	Rirr_6_133
Rirr_XM_025323908.1	Rirr_6_134
Rirr_XM_025309815.1	Rirr_6_135
Rirr_XM_025323909.1	Rirr_6_136
Rirr_XM_025309816.1	Rirr_6_137
Rirr_XM_025312720.1	Rirr_6_138
Rirr_XM_025309817.1	Rirr_6_139
Rirr_XM_025323910.1	Rirr_6_140
Rirr_XM_025312721.1	Rirr_6_141
Rirr_XM_025309818.1	Rirr_6_142
Rirr_XM_025312722.1	Rirr_6_143
Rirr_XM_025329705.1	Rirr_6_144
Rirr_XM_025331358.1	Rirr_6_145
Rirr_XM_025312723.1	Rirr_6_146
Rirr_XM_025312724.1	Rirr_6_147
Rirr_XM_025312725.1	Rirr_6_148
Rirr_XM_025312726.1	Rirr_6_149
Rirr_XM_025312727.1	Rirr_6_150
Rirr_XM_025312728.1	Rirr_6_151
Rirr_XM_025309819.1	Rirr_6_152
Rirr_XM_025308959.1	Rirr_6_153
Rirr_XM_025312729.1	Rirr_6_154
Rirr_XM_025308958.1	Rirr_6_155
Rirr_XM_025323911.1	Rirr_6_156
Rirr_XM_025312730.1	Rirr_6_157
Rirr_XM_025312731.1	Rirr_6_158
Rirr_XM_025334354.1	Rirr_6_159
Rirr_XM_025312732.1	Rirr_6_160
Rirr_XM_025312733.1	Rirr_6_161
Rirr_XM_025312734.1	Rirr_6_162
Rirr_XM_025312735.1	Rirr_6_163
Rirr_XM_025312736.1	Rirr_6_164
Rirr_XM_025312737.1	Rirr_6_165
Rirr_XM_025331034.1	Rirr_6_166
Rirr_XM_025323227.1	Rirr_6_167
Rirr_XM_025323912.1	Rirr_6_168
Rirr_XM_025323913.1	Rirr_6_169
Rirr_XM_025323914.1	Rirr_6_170
Rirr_XM_025323915.1	Rirr_6_171
Rirr_XM_025309820.1	Rirr_6_172
Rirr_XM_025309821.1	Rirr_6_173
Rirr_XM_025309822.1	Rirr_6_174
Rirr_XM_025312738.1	Rirr_6_175
Rirr_XM_025312739.1	Rirr_6_176
Rirr_XM_025309823.1	Rirr_6_177
Rirr_XM_025334355.1	Rirr_6_178
Rirr_XM_025334356.1	Rirr_6_179
Rirr_XM_025334357.1	Rirr_6_180
