Phatri_Phatr3_J31400.t1	Phatri_1_1
Phatri_Phatr3_J42793.t1	Phatri_1_514
Phatri_Phatr3_J42794.t1	Phatri_1_515
Phatri_Phatr3_EG01860.t1	Phatri_1_516
Phatri_Phatr3_J31870.t1	Phatri_1_517
Phatri_Phatr3_J17519.t1	Phatri_1_518
Phatri_Phatr3_EG01864.t1	Phatri_1_519
Phatri_Phatr3_J17523.t1	Phatri_1_520
Phatri_Phatr3_J9233.t1	Phatri_1_521
Phatri_Phatr3_EG01867.t1	Phatri_1_522
Phatri_Phatr3_J31874.t1	Phatri_1_523
Phatri_Phatr3_J31875.t1	Phatri_1_524
Phatri_Phatr3_EG01748.t1	Phatri_1_525
Phatri_Phatr3_J31876.t1	Phatri_1_526
Phatri_Phatr3_J31877.t1	Phatri_1_527
Phatri_Phatr3_J31878.t1	Phatri_1_528
Phatri_Phatr3_J31879.t1	Phatri_1_529
Phatri_Phatr3_EG01824.t1	Phatri_1_530
Phatri_Phatr3_J42799.t1	Phatri_1_531
Phatri_Phatr3_J31881.t1	Phatri_1_532
Phatri_Phatr3_J8691.t1	Phatri_1_533
Phatri_Phatr3_J42800.t1	Phatri_1_534
Phatri_Phatr3_J17531.t1	Phatri_1_535
Phatri_Phatr3_J8747.t1	Phatri_1_536
Phatri_Phatr3_J9246.t1	Phatri_1_537
Phatri_Phatr3_J9601.t1	Phatri_1_538
Phatri_Phatr3_J31888.t1	Phatri_1_539
Phatri_Phatr3_EG01767.t1	Phatri_1_540
Phatri_Phatr3_J8859.t1	Phatri_1_541
Phatri_Phatr3_J9554.t1	Phatri_1_542
Phatri_Phatr3_J17545.t1	Phatri_1_543
Phatri_Phatr3_EG01886.t1	Phatri_1_544
Phatri_Phatr3_J42807.t1	Phatri_1_545
Phatri_Phatr3_J42808.t1	Phatri_1_546
Phatri_Phatr3_EG01816.t1	Phatri_1_547
Phatri_Phatr3_J42809.t1	Phatri_1_548
Phatri_Phatr3_J9020.t1	Phatri_1_549
Phatri_Phatr3_EG02411.t1	Phatri_1_550
Phatri_Phatr3_EG01839.t1	Phatri_1_551
Phatri_Phatr3_J31898.t1	Phatri_1_552
Phatri_Phatr3_EG01813.t1	Phatri_1_553
Phatri_Phatr3_J8996.t1	Phatri_1_554
Phatri_Phatr3_J31900.t1	Phatri_1_555
Phatri_Phatr3_EG01760.t1	Phatri_1_556
Phatri_Phatr3_J42815.t1	Phatri_1_557
Phatri_Phatr3_J42816.t1	Phatri_1_558
Phatri_Phatr3_EG01881.t1	Phatri_1_559
Phatri_Phatr3_J42817.t1	Phatri_1_560
Phatri_Phatr3_J42818.t1	Phatri_1_561
Phatri_Phatr3_J31906.t1	Phatri_1_562
Phatri_Phatr3_J42820.t1	Phatri_1_563
Phatri_Phatr3_J17555.t1	Phatri_1_564
Phatri_Phatr3_J42822.t1	Phatri_1_565
Phatri_Phatr3_EG02177.t1	Phatri_1_566
Phatri_Phatr3_EG02179.t1	Phatri_1_567
Phatri_Phatr3_EG01849.t1	Phatri_1_568
Phatri_Phatr3_EG01840.t1	Phatri_1_569
Phatri_Phatr3_EG01844.t1	Phatri_1_570
Phatri_Phatr3_J42824.t1	Phatri_1_571
Phatri_Phatr3_EG01823.t1	Phatri_1_572
Phatri_Phatr3_J31912.t1	Phatri_1_573
Phatri_Phatr3_EG01856.t1	Phatri_1_574
Phatri_Phatr3_J42825.t1	Phatri_1_575
Phatri_Phatr3_J42826.t1	Phatri_1_576
Phatri_Phatr3_J42827.t1	Phatri_1_577
Phatri_Phatr3_J42828.t1	Phatri_1_578
Phatri_Phatr3_J9320.t1	Phatri_1_579
Phatri_Phatr3_EG01863.t1	Phatri_1_580
Phatri_Phatr3_J31918.t1	Phatri_1_581
Phatri_Phatr3_J31919.t1	Phatri_1_582
Phatri_Phatr3_J42830.t1	Phatri_1_583
Phatri_Phatr3_J42831.t1	Phatri_1_584
Phatri_Phatr3_J42832.t1	Phatri_1_585
Phatri_Phatr3_J9478.t1	Phatri_1_586
Phatri_Phatr3_J42834.t1	Phatri_1_587
Phatri_Phatr3_J31925.t1	Phatri_1_588
Phatri_Phatr3_J42835.t1	Phatri_1_589
Phatri_Phatr3_J31927.t1	Phatri_1_590
Phatri_Phatr3_J42836.t1	Phatri_1_591
Phatri_Phatr3_J41686.t1	Phatri_1_592
Phatri_Phatr3_J42838.t1	Phatri_1_593
Phatri_Phatr3_J8659.t1	Phatri_1_594
Phatri_Phatr3_J9035.t1	Phatri_1_595
Phatri_Phatr3_EG02457.t1	Phatri_1_596
Phatri_Phatr3_EG02458.t1	Phatri_1_597
Phatri_Phatr3_J42841.t1	Phatri_1_598
Phatri_Phatr3_EG01765.t1	Phatri_1_599
Phatri_Phatr3_J42843.t1	Phatri_1_600
Phatri_Phatr3_J42844.t1	Phatri_1_601
Phatri_Phatr3_J42845.t1	Phatri_1_602
Phatri_Phatr3_J31939.t1	Phatri_1_603
Phatri_Phatr3_EG01871.t1	Phatri_1_604
Phatri_Phatr3_J42846.t1	Phatri_1_605
Phatri_Phatr3_J8840.t1	Phatri_1_606
Phatri_Phatr3_J31942.t1	Phatri_1_607
Phatri_Phatr3_J42848.t1	Phatri_1_608
Phatri_Phatr3_J9509.t1	Phatri_1_609
Phatri_Phatr3_J42850.t1	Phatri_1_610
Phatri_Phatr3_J6288.t1	Phatri_1_611
Phatri_Phatr3_J42851.t1	Phatri_1_612
Phatri_Phatr3_J31948.t1	Phatri_1_613
Phatri_Phatr3_J9491.t1	Phatri_1_614
Phatri_Phatr3_J9649.t1	Phatri_1_615
Phatri_Phatr3_J9312.t1	Phatri_1_616
Phatri_Phatr3_EG02188.t1	Phatri_1_617
Phatri_Phatr3_EG02199.t1	Phatri_1_618
Phatri_Phatr3_J9400.t1	Phatri_1_619
Phatri_Phatr3_EG02201.t1	Phatri_1_620
Phatri_Phatr3_EG02187.t1	Phatri_1_621
Phatri_Phatr3_J51404.t1	Phatri_1_622
Phatri_Phatr3_J42858.t1	Phatri_1_623
Phatri_Phatr3_J51406.t1	Phatri_1_624
Phatri_Phatr3_J42861.t1	Phatri_1_625
Phatri_Phatr3_EG01772.t1	Phatri_1_626
Phatri_Phatr3_J51407.t1	Phatri_1_627
Phatri_Phatr3_J42864.t1	Phatri_1_628
Phatri_Phatr3_J9070.t1	Phatri_1_629
Phatri_Phatr3_J31963.t1	Phatri_1_630
Phatri_Phatr3_J24739.t1	Phatri_1_631
Phatri_Phatr3_EG01846.t1	Phatri_1_632
Phatri_Phatr3_EG02190.t1	Phatri_1_633
Phatri_Phatr3_EG02186.t1	Phatri_1_634
Phatri_Phatr3_J42867.t1	Phatri_1_635
Phatri_Phatr3_J42868.t1	Phatri_1_636
Phatri_Phatr3_J31968.t1	Phatri_1_637
Phatri_Phatr3_J8963.t1	Phatri_1_638
Phatri_Phatr3_J42870.t1	Phatri_1_639
Phatri_Phatr3_J42871.t1	Phatri_1_640
Phatri_Phatr3_J42872.t1	Phatri_1_641
Phatri_Phatr3_EG01828.t1	Phatri_1_642
Phatri_Phatr3_J31973.t1	Phatri_1_643
Phatri_Phatr3_J42874.t1	Phatri_1_644
Phatri_Phatr3_J31975.t1	Phatri_1_645
Phatri_Phatr3_J42876.t1	Phatri_1_646
Phatri_Phatr3_J8876.t1	Phatri_1_647
Phatri_Phatr3_J24748.t1	Phatri_1_648
Phatri_Phatr3_J31979.t1	Phatri_1_649
Phatri_Phatr3_J31980.t1	Phatri_1_650
Phatri_Phatr3_J31981.t1	Phatri_1_651
Phatri_Phatr3_J31982.t1	Phatri_1_652
Phatri_Phatr3_J42879.t1	Phatri_1_653
Phatri_Phatr3_J31984.t1	Phatri_1_654
Phatri_Phatr3_J42880.t1	Phatri_1_655
Phatri_Phatr3_J31986.t1	Phatri_1_656
Phatri_Phatr3_J31987.t1	Phatri_1_657
Phatri_Phatr3_J42881.t1	Phatri_1_658
Phatri_Phatr3_EG01878.t1	Phatri_1_659
Phatri_Phatr3_J42882.t1	Phatri_1_660
Phatri_Phatr3_J42883.t1	Phatri_1_661
Phatri_Phatr3_J31991.t1	Phatri_1_662
Phatri_Phatr3_J42884.t1	Phatri_1_663
Phatri_Phatr3_J8842.t1	Phatri_1_664
Phatri_Phatr3_EG01874.t1	Phatri_1_665
Phatri_Phatr3_J31994.t1	Phatri_1_666
Phatri_Phatr3_J42887.t1	Phatri_1_667
Phatri_Phatr3_J42888.t1	Phatri_1_668
Phatri_Phatr3_J31997.t1	Phatri_1_669
Phatri_Phatr3_J17628.t1	Phatri_1_670
Phatri_Phatr3_J31999.t1	Phatri_1_671
Phatri_Phatr3_J9115.t1	Phatri_1_672
Phatri_Phatr3_J42891.t1	Phatri_1_673
Phatri_Phatr3_J42892.t1	Phatri_1_674
Phatri_Phatr3_J42893.t1	Phatri_1_675
Phatri_Phatr3_J9446.t1	Phatri_1_676
Phatri_Phatr3_J42895.t1	Phatri_1_677
Phatri_Phatr3_J42896.t1	Phatri_1_678
Phatri_Phatr3_EG01798.t1	Phatri_1_679
Phatri_Phatr3_J42897.t1	Phatri_1_680
Phatri_Phatr3_EG01768.t1	Phatri_1_681
Phatri_Phatr3_J51412.t1	Phatri_1_682
Phatri_Phatr3_J17633.t1	Phatri_1_683
Phatri_Phatr3_J42900.t1	Phatri_1_684
Phatri_Phatr3_EG01803.t1	Phatri_1_685
Phatri_Phatr3_EG02189.t1	Phatri_1_686
Phatri_Phatr3_EG02198.t1	Phatri_1_687
Phatri_Phatr3_J42903.t1	Phatri_1_688
Phatri_Phatr3_J32014.t1	Phatri_1_689
Phatri_Phatr3_J42904.t1	Phatri_1_690
Phatri_Phatr3_J7108.t1	Phatri_1_691
Phatri_Phatr3_EG01789.t1	Phatri_1_692
Phatri_Phatr3_EG01751.t1	Phatri_1_693
Phatri_Phatr3_J42906.t1	Phatri_1_694
Phatri_Phatr3_J42907.t1	Phatri_1_695
Phatri_Phatr3_J9654.t1	Phatri_1_696
Phatri_Phatr3_J24772.t1	Phatri_1_697
Phatri_Phatr3_J42910.t1	Phatri_1_698
Phatri_Phatr3_J42911.t1	Phatri_1_699
Phatri_Phatr3_J42912.t1	Phatri_1_700
Phatri_Phatr3_J42913.t1	Phatri_1_701
Phatri_Phatr3_J42914.t1	Phatri_1_702
Phatri_Phatr3_J9619.t1	Phatri_1_703
Phatri_Phatr3_J32027.t1	Phatri_1_704
Phatri_Phatr3_J24775.t1	Phatri_1_705
Phatri_Phatr3_J42917.t1	Phatri_1_706
Phatri_Phatr3_J42918.t1	Phatri_1_707
Phatri_Phatr3_J32031.t1	Phatri_1_708
Phatri_Phatr3_J9606.t1	Phatri_1_709
Phatri_Phatr3_J8975.t1	Phatri_1_710
Phatri_Phatr3_J42920.t1	Phatri_1_711
Phatri_Phatr3_J8891.t1	Phatri_1_712
Phatri_Phatr3_J32036.t1	Phatri_1_713
Phatri_Phatr3_J24783.t1	Phatri_1_714
Phatri_Phatr3_J32038.t1	Phatri_1_715
Phatri_Phatr3_J8737.t1	Phatri_1_716
Phatri_Phatr3_J42926.t1	Phatri_1_717
Phatri_Phatr3_J32041.t1	Phatri_1_718
Phatri_Phatr3_J42927.t1	Phatri_1_719
Phatri_Phatr3_J42928.t1	Phatri_1_720
Phatri_Phatr3_J42929.t1	Phatri_1_721
Phatri_Phatr3_EG02406.t1	Phatri_1_722
Phatri_Phatr3_J8990.t1	Phatri_1_723
Phatri_Phatr3_J9634.t1	Phatri_1_724
Phatri_Phatr3_EG01805.t1	Phatri_1_725
Phatri_Phatr3_J42932.t1	Phatri_1_726
Phatri_Phatr3_EG01883.t1	Phatri_1_727
Phatri_Phatr3_J42934.t1	Phatri_1_728
Phatri_Phatr3_J42935.t1	Phatri_1_729
Phatri_Phatr3_EG01808.t1	Phatri_1_730
Phatri_Phatr3_J24792.t1	Phatri_1_731
Phatri_Phatr3_J9267.t1	Phatri_1_732
Phatri_Phatr3_J51422.t1	Phatri_1_733
Phatri_Phatr3_J32057.t1	Phatri_1_734
Phatri_Phatr3_EG01758.t1	Phatri_1_735
Phatri_Phatr3_EG01800.t1	Phatri_1_736
Phatri_Phatr3_J42940.t1	Phatri_1_737
Phatri_Phatr3_J42941.t1	Phatri_1_738
Phatri_Phatr3_J42942.t1	Phatri_1_739
Phatri_Phatr3_EG01847.t1	Phatri_1_740
Phatri_Phatr3_J42944.t1	Phatri_1_741
Phatri_Phatr3_EG02410.t1	Phatri_1_742
Phatri_Phatr3_J42946.t1	Phatri_1_743
Phatri_Phatr3_J32065.t1	Phatri_1_744
Phatri_Phatr3_J8678.t1	Phatri_1_745
Phatri_Phatr3_EG01810.t1	Phatri_1_746
Phatri_Phatr3_J42948.t1	Phatri_1_747
Phatri_Phatr3_J42949.t1	Phatri_1_748
Phatri_Phatr3_J42950.t1	Phatri_1_749
Phatri_Phatr3_J42951.t1	Phatri_1_750
Phatri_Phatr3_J32071.t1	Phatri_1_751
Phatri_Phatr3_J17671.t1	Phatri_1_752
Phatri_Phatr3_J42953.t1	Phatri_1_753
Phatri_Phatr3_EG01804.t1	Phatri_1_754
Phatri_Phatr3_J8918.t1	Phatri_1_755
Phatri_Phatr3_J42955.t1	Phatri_1_756
Phatri_Phatr3_J42956.t1	Phatri_1_757
Phatri_Phatr3_J42957.t1	Phatri_1_758
Phatri_Phatr3_J42958.t1	Phatri_1_759
Phatri_Phatr3_J42959.t1	Phatri_1_760
Phatri_Phatr3_J42960.t1	Phatri_1_761
Phatri_Phatr3_EG01771.t1	Phatri_1_762
Phatri_Phatr3_J42962.t1	Phatri_1_763
Phatri_Phatr3_EG01799.t1	Phatri_1_764
Phatri_Phatr3_J32083.t1	Phatri_1_765
Phatri_Phatr3_J42963.t1	Phatri_1_766
Phatri_Phatr3_EG02196.t1	Phatri_1_767
Phatri_Phatr3_EG02184.t1	Phatri_1_768
Phatri_Phatr3_J2761.t1	Phatri_1_769
Phatri_Phatr3_J32087.t1	Phatri_1_770
Phatri_Phatr3_EG01870.t1	Phatri_1_771
Phatri_Phatr3_J17683.t1	Phatri_1_772
Phatri_Phatr3_J42968.t1	Phatri_1_773
Phatri_Phatr3_J54015.t1	Phatri_1_774
Phatri_Phatr3_J42970.t1	Phatri_1_775
Phatri_Phatr3_J42971.t1	Phatri_1_776
Phatri_Phatr3_J42972.t1	Phatri_1_777
Phatri_Phatr3_J32094.t1	Phatri_1_778
Phatri_Phatr3_J32095.t1	Phatri_1_779
Phatri_Phatr3_J24820.t1	Phatri_1_780
Phatri_Phatr3_J32097.t1	Phatri_1_781
Phatri_Phatr3_J42975.t1	Phatri_1_782
Phatri_Phatr3_J32099.t1	Phatri_1_783
Phatri_Phatr3_J8987.t1	Phatri_1_784
Phatri_Phatr3_EG01829.t1	Phatri_1_785
Phatri_Phatr3_J42977.t1	Phatri_1_786
Phatri_Phatr3_J42978.t1	Phatri_1_787
Phatri_Phatr3_J54017.t1	Phatri_1_788
Phatri_Phatr3_J42980.t1	Phatri_1_789
Phatri_Phatr3_J42981.t1	Phatri_1_790
Phatri_Phatr3_J42982.t1	Phatri_1_791
Phatri_Phatr3_J51430.t1	Phatri_1_792
Phatri_Phatr3_EG01755.t1	Phatri_1_793
Phatri_Phatr3_J54019.t1	Phatri_1_794
Phatri_Phatr3_J7114.t1	Phatri_1_795
Phatri_Phatr3_J24838.t1	Phatri_1_796
Phatri_Phatr3_EG01763.t1	Phatri_1_797
Phatri_Phatr3_EG02405.t1	Phatri_1_798
Phatri_Phatr3_J8970.t1	Phatri_1_799
Phatri_Phatr3_J32113.t1	Phatri_1_800
Phatri_Phatr3_J42989.t1	Phatri_1_801
Phatri_Phatr3_J42990.t1	Phatri_1_802
Phatri_Phatr3_J17720.t1	Phatri_1_803
Phatri_Phatr3_J8815.t1	Phatri_1_804
Phatri_Phatr3_J32118.t1	Phatri_1_805
Phatri_Phatr3_EG01830.t1	Phatri_1_806
Phatri_Phatr3_EG01850.t1	Phatri_1_807
Phatri_Phatr3_EG01834.t1	Phatri_1_808
Phatri_Phatr3_J32119.t1	Phatri_1_809
Phatri_Phatr3_J32120.t1	Phatri_1_810
Phatri_Phatr3_EG01859.t1	Phatri_1_811
Phatri_Phatr3_J42993.t1	Phatri_1_812
Phatri_Phatr3_J9143.t1	Phatri_1_813
Phatri_Phatr3_J42995.t1	Phatri_1_814
Phatri_Phatr3_J42996.t1	Phatri_1_815
Phatri_Phatr3_J42997.t1	Phatri_1_816
Phatri_Phatr3_J42998.t1	Phatri_1_817
Phatri_Phatr3_J5588.t1	Phatri_1_818
Phatri_Phatr3_J17728.t1	Phatri_1_819
Phatri_Phatr3_J9161.t1	Phatri_1_820
Phatri_Phatr3_J32129.t1	Phatri_1_821
Phatri_Phatr3_J8810.t1	Phatri_1_822
Phatri_Phatr3_J24865.t1	Phatri_1_823
Phatri_Phatr3_J32132.t1	Phatri_1_824
Phatri_Phatr3_J8827.t1	Phatri_1_825
Phatri_Phatr3_J54026.t1	Phatri_1_826
Phatri_Phatr3_J9388.t1	Phatri_1_827
Phatri_Phatr3_J9625.t1	Phatri_1_828
Phatri_Phatr3_J43008.t1	Phatri_1_829
Phatri_Phatr3_J107.t1	Phatri_1_830
Phatri_Phatr3_J32139.t1	Phatri_1_831
Phatri_Phatr3_J43010.t1	Phatri_1_832
Phatri_Phatr3_J9231.t1	Phatri_1_833
Phatri_Phatr3_J9157.t1	Phatri_1_834
Phatri_Phatr3_J43013.t1	Phatri_1_835
Phatri_Phatr3_J32144.t1	Phatri_1_836
Phatri_Phatr3_J8802.t1	Phatri_1_837
Phatri_Phatr3_J9529.t1	Phatri_1_838
Phatri_Phatr3_J43016.t1	Phatri_1_839
Phatri_Phatr3_EG01750.t1	Phatri_1_840
Phatri_Phatr3_J43018.t1	Phatri_1_841
Phatri_Phatr3_J43019.t1	Phatri_1_842
Phatri_Phatr3_J43021.t1	Phatri_1_843
Phatri_Phatr3_EG01757.t1	Phatri_1_844
Phatri_Phatr3_J43022.t1	Phatri_1_845
Phatri_Phatr3_EG01780.t1	Phatri_1_846
Phatri_Phatr3_EG01754.t1	Phatri_1_847
Phatri_Phatr3_EG01795.t1	Phatri_1_848
Phatri_Phatr3_J43023.t1	Phatri_1_849
Phatri_Phatr3_J43024.t1	Phatri_1_850
Phatri_Phatr3_J43025.t1	Phatri_1_851
Phatri_Phatr3_J43026.t1	Phatri_1_852
Phatri_Phatr3_EG01812.t1	Phatri_1_853
Phatri_Phatr3_J43027.t1	Phatri_1_854
Phatri_Phatr3_J24886.t1	Phatri_1_855
Phatri_Phatr3_EG01837.t1	Phatri_1_856
Phatri_Phatr3_J32160.t1	Phatri_1_857
Phatri_Phatr3_J43029.t1	Phatri_1_858
Phatri_Phatr3_J9235.t1	Phatri_1_859
Phatri_Phatr3_J54027.t1	Phatri_1_860
Phatri_Phatr3_J17766.t1	Phatri_1_861
Phatri_Phatr3_J9476.t1	Phatri_1_862
Phatri_Phatr3_EG02193.t1	Phatri_1_863
Phatri_Phatr3_EG02181.t1	Phatri_1_864
Phatri_Phatr3_J43034.t1	Phatri_1_865
Phatri_Phatr3_J17772.t1	Phatri_1_866
Phatri_Phatr3_J54028.t1	Phatri_1_867
Phatri_Phatr3_EG02167.t1	Phatri_1_868
Phatri_Phatr3_EG01831.t1	Phatri_1_869
Phatri_Phatr3_EG02166.t1	Phatri_1_870
Phatri_Phatr3_J43038.t1	Phatri_1_871
Phatri_Phatr3_J8773.t1	Phatri_1_872
Phatri_Phatr3_J32173.t1	Phatri_1_873
Phatri_Phatr3_EG01788.t1	Phatri_1_874
Phatri_Phatr3_J43040.t1	Phatri_1_875
Phatri_Phatr3_J43041.t1	Phatri_1_876
Phatri_Phatr3_J32176.t1	Phatri_1_877
Phatri_Phatr3_J43043.t1	Phatri_1_878
Phatri_Phatr3_J32178.t1	Phatri_1_879
Phatri_Phatr3_J43044.t1	Phatri_1_880
Phatri_Phatr3_J9210.t1	Phatri_1_881
Phatri_Phatr3_J43046.t1	Phatri_1_882
Phatri_Phatr3_J43047.t1	Phatri_1_883
Phatri_Phatr3_J32183.t1	Phatri_1_884
Phatri_Phatr3_J17779.t1	Phatri_1_885
Phatri_Phatr3_J9137.t1	Phatri_1_886
Phatri_Phatr3_J24915.t1	Phatri_1_887
Phatri_Phatr3_J43051.t1	Phatri_1_888
Phatri_Phatr3_J43052.t1	Phatri_1_889
Phatri_Phatr3_J9372.t1	Phatri_1_890
Phatri_Phatr3_J9017.t1	Phatri_1_891
Phatri_Phatr3_J32191.t1	Phatri_1_892
Phatri_Phatr3_J24922.t1	Phatri_1_893
Phatri_Phatr3_J43055.t1	Phatri_1_894
Phatri_Phatr3_J43056.t1	Phatri_1_895
Phatri_Phatr3_J32195.t1	Phatri_1_896
Phatri_Phatr3_EG01842.t1	Phatri_1_897
Phatri_Phatr3_J43057.t1	Phatri_1_898
Phatri_Phatr3_J43058.t1	Phatri_1_899
Phatri_Phatr3_J32198.t1	Phatri_1_900
Phatri_Phatr3_J17794.t1	Phatri_1_901
Phatri_Phatr3_J43060.t1	Phatri_1_902
Phatri_Phatr3_J43061.t1	Phatri_1_903
Phatri_Phatr3_J32202.t1	Phatri_1_904
Phatri_Phatr3_J41701.t1	Phatri_1_905
Phatri_Phatr3_J43063.t1	Phatri_1_906
Phatri_Phatr3_J41702.t1	Phatri_1_907
Phatri_Phatr3_J43065.t1	Phatri_1_908
Phatri_Phatr3_EG01796.t1	Phatri_1_909
Phatri_Phatr3_J43067.t1	Phatri_1_910
Phatri_Phatr3_J43068.t1	Phatri_1_911
Phatri_Phatr3_J43069.t1	Phatri_1_912
Phatri_Phatr3_J43070.t1	Phatri_1_913
Phatri_Phatr3_J43071.t1	Phatri_1_914
Phatri_Phatr3_J43072.t1	Phatri_1_915
Phatri_Phatr3_J43073.t1	Phatri_1_916
Phatri_Phatr3_J43074.t1	Phatri_1_917
Phatri_Phatr3_J24935.t1	Phatri_1_918
Phatri_Phatr3_J43076.t1	Phatri_1_919
Phatri_Phatr3_J32218.t1	Phatri_1_920
Phatri_Phatr3_J32219.t1	Phatri_1_921
Phatri_Phatr3_EG02402.t1	Phatri_1_922
Phatri_Phatr3_EG01862.t1	Phatri_1_923
Phatri_Phatr3_J43079.t1	Phatri_1_924
Phatri_Phatr3_J1690.t1	Phatri_1_925
Phatri_Phatr3_EG01802.t1	Phatri_1_926
Phatri_Phatr3_J43081.t1	Phatri_1_927
Phatri_Phatr3_J9316.t1	Phatri_1_928
Phatri_Phatr3_J43083.t1	Phatri_1_929
Phatri_Phatr3_J43084.t1	Phatri_1_930
Phatri_Phatr3_J43085.t1	Phatri_1_931
Phatri_Phatr3_J43086.t1	Phatri_1_932
Phatri_Phatr3_J43087.t1	Phatri_1_933
Phatri_Phatr3_J43088.t1	Phatri_1_934
Phatri_Phatr3_J43089.t1	Phatri_1_935
Phatri_Phatr3_J43090.t1	Phatri_1_936
Phatri_Phatr3_J54038.t1	Phatri_1_937
Phatri_Phatr3_J43092.t1	Phatri_1_938
Phatri_Phatr3_J43093.t1	Phatri_1_939
Phatri_Phatr3_J9005.t1	Phatri_1_940
Phatri_Phatr3_J32237.t1	Phatri_1_941
Phatri_Phatr3_EG02450.t1	Phatri_1_942
Phatri_Phatr3_J9158.t1	Phatri_1_943
Phatri_Phatr3_J43097.t1	Phatri_1_944
Phatri_Phatr3_J43098.t1	Phatri_1_945
Phatri_Phatr3_J43099.t1	Phatri_1_946
Phatri_Phatr3_J9259.t1	Phatri_1_947
Phatri_Phatr3_EG01827.t1	Phatri_1_948
Phatri_Phatr3_EG01873.t1	Phatri_1_949
Phatri_Phatr3_J43101.t1	Phatri_1_950
Phatri_Phatr3_EG01777.t1	Phatri_1_951
Phatri_Phatr3_J43103.t1	Phatri_1_952
Phatri_Phatr3_J32247.t1	Phatri_1_953
Phatri_Phatr3_J6300.t1	Phatri_1_954
Phatri_Phatr3_J43104.t1	Phatri_1_955
Phatri_Phatr3_J43105.t1	Phatri_1_956
Phatri_Phatr3_J32251.t1	Phatri_1_957
Phatri_Phatr3_J43106.t1	Phatri_1_958
Phatri_Phatr3_J32253.t1	Phatri_1_959
Phatri_Phatr3_J9576.t1	Phatri_1_960
Phatri_Phatr3_J32255.t1	Phatri_1_961
Phatri_Phatr3_J43109.t1	Phatri_1_962
Phatri_Phatr3_J43110.t1	Phatri_1_963
Phatri_Phatr3_J6025.t1	Phatri_1_964
Phatri_Phatr3_J43112.t1	Phatri_1_965
Phatri_Phatr3_J32260.t1	Phatri_1_966
Phatri_Phatr3_J32261.t1	Phatri_1_967
Phatri_Phatr3_J8821.t1	Phatri_1_968
Phatri_Phatr3_J43115.t1	Phatri_1_969
Phatri_Phatr3_J43116.t1	Phatri_1_970
Phatri_Phatr3_J43117.t1	Phatri_1_971
Phatri_Phatr3_EG01885.t1	Phatri_1_972
Phatri_Phatr3_J51454.t1	Phatri_1_973
Phatri_Phatr3_J9409.t1	Phatri_1_974
Phatri_Phatr3_J43118.t1	Phatri_1_975
Phatri_Phatr3_J9617.t1	Phatri_1_976
Phatri_Phatr3_J43120.t1	Phatri_1_977
Phatri_Phatr3_J43121.t1	Phatri_1_978
Phatri_Phatr3_J32272.t1	Phatri_1_979
Phatri_Phatr3_J43122.t1	Phatri_1_980
Phatri_Phatr3_J32274.t1	Phatri_1_981
Phatri_Phatr3_J43123.t1	Phatri_1_982
Phatri_Phatr3_EG01880.t1	Phatri_1_983
Phatri_Phatr3_J43124.t1	Phatri_1_984
Phatri_Phatr3_J17846.t1	Phatri_1_985
Phatri_Phatr3_J43126.t1	Phatri_1_986
Phatri_Phatr3_J43127.t1	Phatri_1_987
Phatri_Phatr3_J43128.t1	Phatri_1_988
Phatri_Phatr3_EG01865.t1	Phatri_1_989
Phatri_Phatr3_EG01759.t1	Phatri_1_990
Phatri_Phatr3_J24978.t1	Phatri_1_991
Phatri_Phatr3_J43131.t1	Phatri_1_992
Phatri_Phatr3_J43132.t1	Phatri_1_993
Phatri_Phatr3_J32285.t1	Phatri_1_994
Phatri_Phatr3_J32286.t1	Phatri_1_995
Phatri_Phatr3_J43133.t1	Phatri_1_996
Phatri_Phatr3_J43134.t1	Phatri_1_997
Phatri_Phatr3_J43135.t1	Phatri_1_998
Phatri_Phatr3_J32290.t1	Phatri_1_999
Phatri_Phatr3_J43136.t1	Phatri_1_1000
Phatri_Phatr3_J32292.t1	Phatri_1_1001
Phatri_Phatr3_J43138.t1	Phatri_1_1002
Phatri_Phatr3_J32294.t1	Phatri_1_1003
Phatri_Phatr3_J8763.t1	Phatri_1_1004
Phatri_Phatr3_J43140.t1	Phatri_1_1005
Phatri_Phatr3_J1785.t1	Phatri_1_1006
Phatri_Phatr3_J17860.t1	Phatri_1_1007
Phatri_Phatr3_J43143.t1	Phatri_1_1008
Phatri_Phatr3_J43144.t1	Phatri_1_1009
Phatri_Phatr3_J51460.t1	Phatri_1_1010
Phatri_Phatr3_EG01801.t1	Phatri_1_1011
Phatri_Phatr3_EG01779.t1	Phatri_1_1012
Phatri_Phatr3_J43146.t1	Phatri_1_1013
Phatri_Phatr3_J17862.t1	Phatri_1_1014
Phatri_Phatr3_J43148.t1	Phatri_1_1015
Phatri_Phatr3_J24996.t1	Phatri_1_1016
Phatri_Phatr3_J43150.t1	Phatri_1_1017
Phatri_Phatr3_J54048.t1	Phatri_1_1018
Phatri_Phatr3_J43152.t1	Phatri_1_1019
Phatri_Phatr3_J25000.t1	Phatri_1_1020
Phatri_Phatr3_J43154.t1	Phatri_1_1021
Phatri_Phatr3_J32311.t1	Phatri_1_1022
Phatri_Phatr3_J43155.t1	Phatri_1_1023
Phatri_Phatr3_J54049.t1	Phatri_1_1024
Phatri_Phatr3_EG01848.t1	Phatri_1_1025
Phatri_Phatr3_J32314.t1	Phatri_1_1026
