Skow_gene-ATP6	Skow_1_1
Skow_XM_006811514.1	Skow_152_25
Skow_XM_002730702.2	Skow_152_26
Skow_XM_006811505.1	Skow_152_27
Skow_NM_001164941.1	Skow_153_1
Skow_XM_006811515.1	Skow_153_2
Skow_XM_002730729.1	Skow_153_3
Skow_NM_001164908.1	Skow_153_4
Skow_NM_001164939.1	Skow_153_5
Skow_NM_001164938.1	Skow_153_6
Skow_NM_001164913.1	Skow_153_7
Skow_NM_001164907.1	Skow_153_8
Skow_NM_001164924.1	Skow_154_1
Skow_XM_006811518.1	Skow_154_2
Skow_XM_002730733.1	Skow_154_3
Skow_XM_002730730.2	Skow_154_4
Skow_XM_006811519.1	Skow_154_5
Skow_XM_002730731.1	Skow_154_6
Skow_XM_002730732.2	Skow_154_7
Skow_XM_006811516.1	Skow_154_8
Skow_XM_006811520.1	Skow_154_9
Skow_XM_006811517.1	Skow_154_10
Skow_XM_006811521.1	Skow_154_11
Skow_XM_006811522.1	Skow_154_12
Skow_XM_002730735.2	Skow_155_1
Skow_XM_006811525.1	Skow_155_2
Skow_XM_006811523.1	Skow_155_3
Skow_XM_006811524.1	Skow_155_4
Skow_XM_006811531.1	Skow_156_1
Skow_XM_006811526.1	Skow_156_2
Skow_XM_002730738.2	Skow_156_3
Skow_XM_002730739.2	Skow_156_4
Skow_XM_006811532.1	Skow_156_5
Skow_XM_002730745.1	Skow_156_6
Skow_XM_006811528.1	Skow_156_7
Skow_XM_006811533.1	Skow_156_8
Skow_XM_006811534.1	Skow_156_9
Skow_XM_002730740.2	Skow_156_10
Skow_XM_002730741.2	Skow_156_11
Skow_XM_006811535.1	Skow_156_12
Skow_XM_006811536.1	Skow_156_13
Skow_XM_002730750.2	Skow_156_14
Skow_XM_006811529.1	Skow_156_15
Skow_XM_006811537.1	Skow_156_16
Skow_XM_002730743.2	Skow_156_17
Skow_XM_006811538.1	Skow_156_18
Skow_XM_002730752.2	Skow_156_19
Skow_XM_002730744.2	Skow_156_20
Skow_XM_006811530.1	Skow_156_21
Skow_XM_006811543.1	Skow_157_1
Skow_XM_002730754.2	Skow_157_2
Skow_XM_006811540.1	Skow_157_3
Skow_XM_002730757.2	Skow_157_4
Skow_XM_002730756.2	Skow_157_5
Skow_XM_002730758.2	Skow_157_6
Skow_XM_006811544.1	Skow_157_7
Skow_XM_006811545.1	Skow_157_8
Skow_XM_006811541.1	Skow_157_9
Skow_XM_006811546.1	Skow_157_10
Skow_XM_002730760.2	Skow_157_11
Skow_XM_006811542.1	Skow_157_12
Skow_XM_006811547.1	Skow_157_13
Skow_XM_002730761.2	Skow_158_1
Skow_XM_006811549.1	Skow_158_2
Skow_XM_006811548.1	Skow_158_3
Skow_XM_006811550.1	Skow_158_4
Skow_XM_006811551.1	Skow_158_5
Skow_XM_002730762.2	Skow_158_6
Skow_XM_002730763.1	Skow_159_1
Skow_XM_006811552.1	Skow_160_1
Skow_XM_006811553.1	Skow_160_2
Skow_XM_006811554.1	Skow_160_3
Skow_XM_002730766.2	Skow_160_4
Skow_XM_006811555.1	Skow_160_5
Skow_XM_006811556.1	Skow_160_6
Skow_XM_006811557.1	Skow_160_7
Skow_XM_006811558.1	Skow_160_8
Skow_XM_006811559.1	Skow_161_1
Skow_XM_006811560.1	Skow_161_2
Skow_XM_006811561.1	Skow_161_3
Skow_XM_006811562.1	Skow_162_1
Skow_XM_006811563.1	Skow_163_1
Skow_XM_006811564.1	Skow_163_2
Skow_XM_006811565.1	Skow_163_3
Skow_XM_006811566.1	Skow_164_1
Skow_XM_006811568.1	Skow_165_1
Skow_XM_006811567.1	Skow_165_2
Skow_XM_006811569.1	Skow_166_1
Skow_XM_006811570.1	Skow_167_1
Skow_XM_006811571.1	Skow_168_1
Skow_XM_002730768.2	Skow_168_2
Skow_XM_002730769.2	Skow_168_3
Skow_XM_006811572.1	Skow_169_1
Skow_XM_002730771.2	Skow_170_1
Skow_XM_006811573.1	Skow_170_2
Skow_XM_006811574.1	Skow_171_1
Skow_XM_006811575.1	Skow_172_1
Skow_XM_006811576.1	Skow_173_1
Skow_XM_006811577.1	Skow_174_1
Skow_XM_006811578.1	Skow_175_1
Skow_XM_006811579.1	Skow_176_1
Skow_XM_006811580.1	Skow_177_1
Skow_XM_006811581.1	Skow_178_1
Skow_XM_006811582.1	Skow_179_1
Skow_XM_006811583.1	Skow_180_1
Skow_XM_006811584.1	Skow_181_1
Skow_XM_002730776.2	Skow_182_1
Skow_XM_006811585.1	Skow_183_1
Skow_XM_006811586.1	Skow_184_1
Skow_XM_006811587.1	Skow_185_1
Skow_XM_006811588.1	Skow_186_1
Skow_XM_006811589.1	Skow_187_1
Skow_XM_006811590.1	Skow_188_1
Skow_XM_006811592.1	Skow_189_1
Skow_XM_002730792.2	Skow_189_2
Skow_XM_002730793.2	Skow_189_3
Skow_XM_006811593.1	Skow_189_4
Skow_XM_006811598.1	Skow_189_5
Skow_XM_006811594.1	Skow_189_6
Skow_XM_006811595.1	Skow_189_7
Skow_XM_006811599.1	Skow_189_8
Skow_XM_006811600.1	Skow_189_9
Skow_XM_006811601.1	Skow_189_10
Skow_XM_002730796.1	Skow_189_11
Skow_XM_006811602.1	Skow_189_12
Skow_XM_006811596.1	Skow_189_13
Skow_XM_006811603.1	Skow_189_14
Skow_XM_002730779.2	Skow_189_15
Skow_XM_006811597.1	Skow_189_16
Skow_XM_006811604.1	Skow_189_17
Skow_XM_006811605.1	Skow_189_18
Skow_XM_006811606.1	Skow_189_19
Skow_XM_002730781.1	Skow_189_20
Skow_XM_006811607.1	Skow_189_21
Skow_XM_002730799.1	Skow_189_22
Skow_XM_002730800.1	Skow_189_23
Skow_XM_006811608.1	Skow_189_24
Skow_XM_006811609.1	Skow_189_25
Skow_XM_002730801.2	Skow_189_26
Skow_XM_006811610.1	Skow_189_27
Skow_XM_006811611.1	Skow_189_28
Skow_XM_006811612.1	Skow_189_29
Skow_XM_002730803.2	Skow_189_30
Skow_XM_002730804.2	Skow_189_31
Skow_XM_002730782.2	Skow_189_32
Skow_XM_002730805.2	Skow_189_33
Skow_XM_006811613.1	Skow_189_34
Skow_XM_002730806.1	Skow_189_35
Skow_XM_006811614.1	Skow_189_36
Skow_XM_002730807.2	Skow_189_37
Skow_XM_002730808.1	Skow_189_38
Skow_XM_002730809.2	Skow_189_39
Skow_XM_002730783.2	Skow_189_40
Skow_XM_002730784.2	Skow_189_41
Skow_XM_006811615.1	Skow_189_42
Skow_XM_006811616.1	Skow_189_43
Skow_XM_006811617.1	Skow_189_44
Skow_XM_002730812.2	Skow_189_45
Skow_XM_006811591.1	Skow_189_46
Skow_XM_006811618.1	Skow_189_47
Skow_XM_006811619.1	Skow_189_48
Skow_XM_006811620.1	Skow_189_49
Skow_XM_006811621.1	Skow_189_50
Skow_XM_006811622.1	Skow_189_51
Skow_XM_002730785.2	Skow_189_52
Skow_XM_002730814.2	Skow_189_53
Skow_XM_002730815.1	Skow_189_54
Skow_XM_002730788.1	Skow_189_55
Skow_XM_002730787.2	Skow_189_56
Skow_XM_002730816.2	Skow_189_57
Skow_XM_002730789.2	Skow_189_58
Skow_XM_006811623.1	Skow_189_59
Skow_XM_006811624.1	Skow_189_60
Skow_XM_006811625.1	Skow_189_61
Skow_XM_002730819.1	Skow_189_62
Skow_XM_002730820.2	Skow_189_63
Skow_XM_006811626.1	Skow_189_64
Skow_XM_006811627.1	Skow_189_65
Skow_XM_006811628.1	Skow_189_66
Skow_XM_006811629.1	Skow_189_67
Skow_NM_001184934.1	Skow_189_68
Skow_XM_002730790.2	Skow_189_69
Skow_XM_002730825.2	Skow_189_70
Skow_XM_006811631.1	Skow_190_1
Skow_XM_006811632.1	Skow_190_2
Skow_XM_002730829.1	Skow_190_3
Skow_XM_002730830.1	Skow_190_4
Skow_XM_002730831.1	Skow_190_5
Skow_XM_002730832.2	Skow_190_6
Skow_XM_002730833.2	Skow_190_7
Skow_XM_006811633.1	Skow_190_8
Skow_XM_002730834.2	Skow_190_9
Skow_XM_002730835.2	Skow_190_10
Skow_NM_001171240.1	Skow_190_11
Skow_XM_006811634.1	Skow_190_12
Skow_XM_002730827.2	Skow_190_13
Skow_XM_002730837.2	Skow_190_14
Skow_XM_006811635.1	Skow_190_15
Skow_XM_006811636.1	Skow_190_16
Skow_XM_006811637.1	Skow_190_17
Skow_XM_006811638.1	Skow_190_18
Skow_XM_006811639.1	Skow_190_19
Skow_XM_006811630.1	Skow_190_20
Skow_XM_002730842.2	Skow_190_21
Skow_XM_006811640.1	Skow_190_22
Skow_XM_006811641.1	Skow_190_23
Skow_XM_006811642.1	Skow_190_24
Skow_XM_006811653.1	Skow_191_1
Skow_XM_006811649.1	Skow_191_2
Skow_XM_006811654.1	Skow_191_3
Skow_XM_002730844.2	Skow_191_4
Skow_XM_006811645.1	Skow_191_5
Skow_XM_002730845.2	Skow_191_6
Skow_XM_006811650.1	Skow_191_7
Skow_XM_002730846.2	Skow_191_8
Skow_XM_006811651.1	Skow_191_9
Skow_XM_002730848.1	Skow_191_10
Skow_XM_006811655.1	Skow_191_11
Skow_XM_006811656.1	Skow_191_12
Skow_XM_006811660.1	Skow_192_1
Skow_XM_006811661.1	Skow_192_2
Skow_XM_006811662.1	Skow_192_3
Skow_XM_006811663.1	Skow_192_4
Skow_XM_006811664.1	Skow_192_5
Skow_XM_006811665.1	Skow_192_6
Skow_XM_006811657.1	Skow_192_7
Skow_XM_002730854.1	Skow_192_8
Skow_XM_006811666.1	Skow_192_9
Skow_XM_006811658.1	Skow_192_10
Skow_XM_006811659.1	Skow_192_11
Skow_XM_006811667.1	Skow_192_12
Skow_XM_006811668.1	Skow_192_13
Skow_XM_006811669.1	Skow_192_14
Skow_XM_006811672.1	Skow_193_1
Skow_XM_002730862.2	Skow_193_2
Skow_XM_002730863.2	Skow_193_3
Skow_XM_006811673.1	Skow_193_4
Skow_XM_006811670.1	Skow_193_5
Skow_XM_006811674.1	Skow_193_6
Skow_XM_006811675.1	Skow_193_7
Skow_XM_002730865.1	Skow_193_8
Skow_XM_006811676.1	Skow_193_9
Skow_XM_006811677.1	Skow_193_10
Skow_XM_002730868.2	Skow_193_11
Skow_XM_002730860.2	Skow_193_12
Skow_XM_002730869.2	Skow_193_13
Skow_XM_006811678.1	Skow_193_14
Skow_XM_006811679.1	Skow_193_15
Skow_XM_006811680.1	Skow_193_16
Skow_XM_002730870.2	Skow_193_17
Skow_XM_006811671.1	Skow_193_18
Skow_XM_006811681.1	Skow_193_19
Skow_XM_002730873.1	Skow_193_20
Skow_XM_006811683.1	Skow_194_1
Skow_XM_002730874.2	Skow_194_2
Skow_XM_002730877.1	Skow_194_3
Skow_XM_006811684.1	Skow_194_4
Skow_XM_006811685.1	Skow_194_5
Skow_XM_002730878.2	Skow_194_6
Skow_XM_002730879.2	Skow_194_7
Skow_XM_006811682.1	Skow_194_8
Skow_XM_002730875.2	Skow_194_9
Skow_XM_002730876.2	Skow_194_10
Skow_XM_006811686.1	Skow_194_11
Skow_XM_002730880.2	Skow_194_12
Skow_XM_006811687.1	Skow_195_1
Skow_XM_006811693.1	Skow_195_2
Skow_XM_006811694.1	Skow_195_3
Skow_XM_006811695.1	Skow_195_4
Skow_XM_006811696.1	Skow_195_5
Skow_NM_001168028.1	Skow_195_6
Skow_XM_006811689.1	Skow_195_7
Skow_XM_006811697.1	Skow_195_8
Skow_XM_002730885.2	Skow_195_9
Skow_XM_002730886.2	Skow_195_10
Skow_XM_006811698.1	Skow_195_11
Skow_XM_006811699.1	Skow_195_12
Skow_XM_006811690.1	Skow_195_13
Skow_XM_006811692.1	Skow_195_14
Skow_XM_002730888.1	Skow_196_1
Skow_XM_006811700.1	Skow_196_2
Skow_NM_001164928.1	Skow_196_3
Skow_XM_002730889.2	Skow_196_4
Skow_XM_002730890.1	Skow_196_5
Skow_XM_006811701.1	Skow_196_6
Skow_XM_002730892.1	Skow_196_7
Skow_XM_002730893.2	Skow_196_8
Skow_XM_002730894.2	Skow_196_9
Skow_XM_006811702.1	Skow_196_10
Skow_XM_002730897.1	Skow_197_1
Skow_XM_006811707.1	Skow_197_2
Skow_XM_006811708.1	Skow_197_3
Skow_XM_006811709.1	Skow_197_4
Skow_XM_002730900.2	Skow_197_5
Skow_XM_006811704.1	Skow_197_6
Skow_NM_001168035.1	Skow_197_7
Skow_XM_006811705.1	Skow_197_8
Skow_XM_002730902.2	Skow_197_9
Skow_XM_006811706.1	Skow_197_10
Skow_XM_006811710.1	Skow_197_11
Skow_XM_006811712.1	Skow_198_1
Skow_XM_006811711.1	Skow_198_2
Skow_XM_006811713.1	Skow_198_3
Skow_XM_006811714.1	Skow_198_4
Skow_XM_006811715.1	Skow_198_5
Skow_XM_006811716.1	Skow_198_6
Skow_XM_002730903.2	Skow_198_7
Skow_XM_006811717.1	Skow_198_8
Skow_XM_006811718.1	Skow_198_9
Skow_XM_006811724.1	Skow_199_1
Skow_XM_002730908.2	Skow_199_2
Skow_XM_002730909.2	Skow_199_3
Skow_XM_006811725.1	Skow_199_4
Skow_XM_006811720.1	Skow_199_5
Skow_XM_006811719.1	Skow_199_6
Skow_XM_006811722.1	Skow_199_7
Skow_XM_006811726.1	Skow_199_8
Skow_XM_002730910.2	Skow_199_9
Skow_XM_006811727.1	Skow_199_10
Skow_XM_002730907.2	Skow_199_11
Skow_XM_006811728.1	Skow_199_12
Skow_XM_006811729.1	Skow_199_13
Skow_XM_006811730.1	Skow_199_14
Skow_XM_006811735.1	Skow_200_1
Skow_XM_006811736.1	Skow_200_2
Skow_XM_006811737.1	Skow_200_3
Skow_XM_006811738.1	Skow_200_4
Skow_XM_006811739.1	Skow_200_5
Skow_XM_006811731.1	Skow_200_6
Skow_XM_006811740.1	Skow_200_7
Skow_XM_006811732.1	Skow_200_8
Skow_XM_006811733.1	Skow_200_9
Skow_XM_002730912.2	Skow_200_10
Skow_XM_002730919.2	Skow_200_11
Skow_XM_006811741.1	Skow_200_12
Skow_XM_006811742.1	Skow_201_1
Skow_XM_006811743.1	Skow_201_2
Skow_XM_002730920.2	Skow_201_3
Skow_XM_006811744.1	Skow_201_4
Skow_XM_002730922.1	Skow_201_5
Skow_XM_006811745.1	Skow_201_6
Skow_XM_006811747.1	Skow_202_1
Skow_XM_002730931.2	Skow_202_2
Skow_XM_006811746.1	Skow_202_3
Skow_XM_002730924.1	Skow_202_4
Skow_XM_006811748.1	Skow_202_5
Skow_XM_006811749.1	Skow_202_6
Skow_XM_006811750.1	Skow_202_7
Skow_XM_002730927.2	Skow_202_8
Skow_XM_002730930.2	Skow_202_9
Skow_XM_006811751.1	Skow_202_10
Skow_XM_002730929.2	Skow_202_11
Skow_XM_006811754.1	Skow_203_1
Skow_XM_002730933.2	Skow_203_2
Skow_XM_006811755.1	Skow_203_3
Skow_XM_002730932.2	Skow_203_4
Skow_XM_006811753.1	Skow_203_5
Skow_XM_006811756.1	Skow_203_6
Skow_XM_006811758.1	Skow_204_1
Skow_XM_006811759.1	Skow_204_2
Skow_XM_006811757.1	Skow_204_3
Skow_XM_006811760.1	Skow_204_4
Skow_XM_006811762.1	Skow_205_1
Skow_XM_006811763.1	Skow_205_2
Skow_XM_006811764.1	Skow_205_3
Skow_XM_002730938.2	Skow_205_4
Skow_XM_002730939.2	Skow_205_5
Skow_NM_001168141.1	Skow_205_6
Skow_XM_006811761.1	Skow_205_7
Skow_XM_006811765.1	Skow_205_8
Skow_XM_006811766.1	Skow_205_9
Skow_XM_006811767.1	Skow_205_10
Skow_XM_002730942.2	Skow_205_11
Skow_XM_006811768.1	Skow_205_12
Skow_XM_002730936.2	Skow_205_13
Skow_XM_006811769.1	Skow_205_14
Skow_XM_006811770.1	Skow_206_1
Skow_XM_002730943.2	Skow_206_2
Skow_XM_002730945.1	Skow_206_3
Skow_XM_006811771.1	Skow_206_4
Skow_XM_006811772.1	Skow_206_5
Skow_XM_002730946.2	Skow_207_1
Skow_XM_006811773.1	Skow_207_2
Skow_XM_002730948.1	Skow_207_3
Skow_XM_002730949.2	Skow_207_4
Skow_XM_002730950.2	Skow_207_5
Skow_XM_006811774.1	Skow_208_1
Skow_XM_006811775.1	Skow_208_2
Skow_XM_006811776.1	Skow_208_3
Skow_NM_001164992.1	Skow_209_1
Skow_XM_006811779.1	Skow_209_2
Skow_XM_002730953.2	Skow_209_3
Skow_XM_002730955.2	Skow_210_1
Skow_XM_006811780.1	Skow_210_2
Skow_XM_002730957.1	Skow_211_1
Skow_XM_002730958.1	Skow_211_2
Skow_XM_002730959.2	Skow_211_3
Skow_XM_006811781.1	Skow_212_1
Skow_XM_002730960.2	Skow_212_2
Skow_XM_002730961.2	Skow_213_1
Skow_XM_006811782.1	Skow_214_1
Skow_XM_006811783.1	Skow_215_1
Skow_XM_006811784.1	Skow_216_1
Skow_XM_006811785.1	Skow_217_1
Skow_XM_006811786.1	Skow_217_2
Skow_XM_006811787.1	Skow_218_1
Skow_XM_006811788.1	Skow_219_1
Skow_XM_006811789.1	Skow_220_1
Skow_XM_006811790.1	Skow_221_1
Skow_XM_006811791.1	Skow_222_1
Skow_XM_006811792.1	Skow_223_1
Skow_XM_006811793.1	Skow_224_1
Skow_XM_006811794.1	Skow_225_1
Skow_XM_002730968.1	Skow_226_1
Skow_XM_006811795.1	Skow_227_1
Skow_NM_001184852.1	Skow_228_1
Skow_XM_006811796.1	Skow_229_1
Skow_XM_006811797.1	Skow_230_1
Skow_XM_006811798.1	Skow_230_2
Skow_XM_006811799.1	Skow_231_1
Skow_XM_006811800.1	Skow_232_1
Skow_XM_002730970.2	Skow_233_1
Skow_XM_006811805.1	Skow_233_2
Skow_XM_006811806.1	Skow_233_3
Skow_XM_006811807.1	Skow_233_4
Skow_XM_002730973.1	Skow_233_5
Skow_XM_006811801.1	Skow_233_6
Skow_XM_002730974.2	Skow_233_7
Skow_XM_006811808.1	Skow_233_8
Skow_XM_006811802.1	Skow_233_9
Skow_XM_006811809.1	Skow_233_10
Skow_XM_006811803.1	Skow_233_11
Skow_XM_002730976.1	Skow_233_12
Skow_XM_002730977.1	Skow_233_13
Skow_XM_002730971.2	Skow_233_14
Skow_XM_002730978.2	Skow_233_15
Skow_XM_006811804.1	Skow_233_16
Skow_XM_006811814.1	Skow_234_1
Skow_XM_006811815.1	Skow_234_2
Skow_XM_002730980.2	Skow_234_3
Skow_XM_006811810.1	Skow_234_4
Skow_XM_006811816.1	Skow_234_5
Skow_XM_006811817.1	Skow_234_6
Skow_XM_006811818.1	Skow_234_7
Skow_XM_006811811.1	Skow_234_8
Skow_XM_006811819.1	Skow_234_9
Skow_XM_002730981.2	Skow_234_10
Skow_XM_002730983.1	Skow_234_11
Skow_XM_002730984.2	Skow_234_12
Skow_XM_006811812.1	Skow_234_13
Skow_XM_006811813.1	Skow_234_14
Skow_XM_006811820.1	Skow_235_1
Skow_XM_006811821.1	Skow_235_2
Skow_XM_006811823.1	Skow_235_3
Skow_XM_006811822.1	Skow_235_4
Skow_XM_006811824.1	Skow_235_5
Skow_XM_006811825.1	Skow_235_6
Skow_XM_006811826.1	Skow_235_7
Skow_XM_006811827.1	Skow_235_8
Skow_XM_002730996.2	Skow_235_9
Skow_XM_006811828.1	Skow_235_10
Skow_XM_006811829.1	Skow_235_11
Skow_XM_006811830.1	Skow_235_12
Skow_XM_006811831.1	Skow_235_13
Skow_XM_006811832.1	Skow_235_14
Skow_XM_006811833.1	Skow_235_15
Skow_XM_002730998.2	Skow_236_1
Skow_XM_006811837.1	Skow_236_2
Skow_XM_002730997.1	Skow_236_3
Skow_XM_006811838.1	Skow_236_4
Skow_XM_006811839.1	Skow_236_5
Skow_XM_006811834.1	Skow_236_6
Skow_XM_006811835.1	Skow_236_7
Skow_XM_006811836.1	Skow_236_8
Skow_XM_006811840.1	Skow_237_1
Skow_XM_002731001.1	Skow_237_2
Skow_XM_006811841.1	Skow_237_3
Skow_XM_006811844.1	Skow_237_4
Skow_XM_006811845.1	Skow_237_5
Skow_XM_006811842.1	Skow_237_6
Skow_XM_006811843.1	Skow_237_7
Skow_XM_006811846.1	Skow_237_8
Skow_XM_006811847.1	Skow_237_9
Skow_XM_002731005.2	Skow_238_1
Skow_XM_006811849.1	Skow_238_2
Skow_XM_006811848.1	Skow_238_3
Skow_XM_002731007.2	Skow_238_4
Skow_XM_006811850.1	Skow_238_5
Skow_XM_002731010.2	Skow_239_1
Skow_XM_006811852.1	Skow_239_2
Skow_XM_002731012.1	Skow_239_3
Skow_XM_006811853.1	Skow_239_4
Skow_XM_006811854.1	Skow_239_5
Skow_XM_002731014.1	Skow_239_6
Skow_XM_006811855.1	Skow_239_7
Skow_XM_002731017.1	Skow_239_8
Skow_XM_002731008.2	Skow_239_9
Skow_XM_002731018.1	Skow_239_10
Skow_XM_002731019.1	Skow_239_11
Skow_XM_002731020.2	Skow_239_12
Skow_XM_006811856.1	Skow_239_13
Skow_XM_006811851.1	Skow_239_14
Skow_XM_006811859.1	Skow_240_1
Skow_XM_002731024.2	Skow_240_2
Skow_XM_006811860.1	Skow_240_3
Skow_XM_006811861.1	Skow_240_4
Skow_XM_002731025.2	Skow_240_5
Skow_XM_006811862.1	Skow_240_6
Skow_XM_006811857.1	Skow_240_7
Skow_XM_006811858.1	Skow_240_8
Skow_XM_002731027.2	Skow_241_1
Skow_XM_006811864.1	Skow_241_2
Skow_XM_006811863.1	Skow_241_3
Skow_NM_001171229.1	Skow_241_4
Skow_XM_002731029.2	Skow_241_5
Skow_XM_002731030.1	Skow_242_1
Skow_XM_006811865.1	Skow_242_2
Skow_XM_006811866.1	Skow_242_3
Skow_XM_002731033.1	Skow_242_4
Skow_XM_002731034.1	Skow_242_5
Skow_XM_006811867.1	Skow_242_6
Skow_XM_006811868.1	Skow_242_7
Skow_XM_006811869.1	Skow_242_8
Skow_XM_006811870.1	Skow_242_9
Skow_XM_002731037.1	Skow_243_1
Skow_XM_002731038.2	Skow_243_2
Skow_XM_006811871.1	Skow_243_3
Skow_XM_002731040.2	Skow_243_4
Skow_XM_002731041.1	Skow_244_1
Skow_XM_002731042.1	Skow_244_2
Skow_XM_006811872.1	Skow_244_3
Skow_XM_006811873.1	Skow_244_4
Skow_XM_006811874.1	Skow_245_1
Skow_XM_006811875.1	Skow_245_2
Skow_NM_001165011.1	Skow_246_1
Skow_XM_006811877.1	Skow_246_2
Skow_XM_006811878.1	Skow_247_1
Skow_XM_006811880.1	Skow_247_2
Skow_XM_002731046.2	Skow_247_3
Skow_XM_002731050.2	Skow_247_4
Skow_XM_002731047.2	Skow_247_5
Skow_XM_006811881.1	Skow_248_1
Skow_XM_002731051.1	Skow_248_2
Skow_XM_006811882.1	Skow_248_3
Skow_XM_006811883.1	Skow_248_4
Skow_XM_002731053.2	Skow_248_5
Skow_XM_006811884.1	Skow_248_6
Skow_XM_006811885.1	Skow_248_7
Skow_XM_002731056.2	Skow_248_8
Skow_XM_006811886.1	Skow_249_1
Skow_XM_002731059.2	Skow_249_2
Skow_XM_002731060.1	Skow_249_3
Skow_XM_002731061.2	Skow_249_4
Skow_XM_002731064.2	Skow_250_1
Skow_XM_002731065.1	Skow_250_2
Skow_XM_002731066.2	Skow_250_3
Skow_XM_006811887.1	Skow_250_4
Skow_XM_006811888.1	Skow_250_5
Skow_XM_002731062.2	Skow_250_6
Skow_XM_002731063.2	Skow_250_7
Skow_XM_002731067.2	Skow_251_1
Skow_XM_006811889.1	Skow_251_2
Skow_XM_006811890.1	Skow_252_1
Skow_XM_006811891.1	Skow_252_2
Skow_XM_006811892.1	Skow_252_3
Skow_XM_006811893.1	Skow_253_1
Skow_XM_006811894.1	Skow_253_2
Skow_XM_006811895.1	Skow_254_1
Skow_XM_006811896.1	Skow_254_2
Skow_XM_006811898.1	Skow_255_1
Skow_XM_006811897.1	Skow_255_2
Skow_XM_002731069.2	Skow_255_3
Skow_XM_002731073.2	Skow_255_4
Skow_XM_002731070.2	Skow_255_5
Skow_NM_001184933.1	Skow_255_6
Skow_XM_006811899.1	Skow_255_7
Skow_XM_006811900.1	Skow_255_8
Skow_XM_002731075.2	Skow_255_9
Skow_XM_002731079.2	Skow_256_1
Skow_XM_006811902.1	Skow_256_2
Skow_XM_006811903.1	Skow_256_3
Skow_XM_006811901.1	Skow_256_4
Skow_XM_006811904.1	Skow_256_5
Skow_XM_006811905.1	Skow_256_6
Skow_XM_006811906.1	Skow_256_7
Skow_XM_006811907.1	Skow_257_1
Skow_XM_006811908.1	Skow_257_2
Skow_XM_006811909.1	Skow_258_1
Skow_XM_002731081.1	Skow_258_2
Skow_XM_006811910.1	Skow_259_1
Skow_XM_002731082.2	Skow_259_2
Skow_XM_006811911.1	Skow_259_3
Skow_XM_002731083.2	Skow_259_4
Skow_XM_006811912.1	Skow_259_5
Skow_XM_006811913.1	Skow_260_1
Skow_XM_006811914.1	Skow_261_1
Skow_XM_006811915.1	Skow_261_2
Skow_XM_006811916.1	Skow_262_1
Skow_XM_006811917.1	Skow_263_1
Skow_XM_006811918.1	Skow_264_1
Skow_XM_002731085.2	Skow_265_1
Skow_XM_006811921.1	Skow_266_1
Skow_XM_006811922.1	Skow_266_2
Skow_XM_006811923.1	Skow_266_3
Skow_XM_006811919.1	Skow_266_4
Skow_XM_006811924.1	Skow_267_1
Skow_XM_006811925.1	Skow_268_1
Skow_XM_006811926.1	Skow_269_1
Skow_XM_006811927.1	Skow_270_1
Skow_XM_002731088.2	Skow_271_1
Skow_XM_006811928.1	Skow_271_2
Skow_XM_006811929.1	Skow_272_1
Skow_XM_002731089.2	Skow_273_1
Skow_XM_006811930.1	Skow_274_1
Skow_XM_006811931.1	Skow_275_1
Skow_XM_006811932.1	Skow_276_1
Skow_XM_006811933.1	Skow_277_1
Skow_XM_006811934.1	Skow_278_1
Skow_XM_006811935.1	Skow_279_1
Skow_XM_006811936.1	Skow_280_1
Skow_XM_006811937.1	Skow_281_1
Skow_XM_006811938.1	Skow_282_1
Skow_XM_006811939.1	Skow_283_1
Skow_XM_006811940.1	Skow_284_1
Skow_XM_006811941.1	Skow_284_2
Skow_XM_006811942.1	Skow_285_1
Skow_XM_006811943.1	Skow_286_1
Skow_XM_002731091.2	Skow_287_1
Skow_XM_002731093.1	Skow_288_1
Skow_XM_006811944.1	Skow_289_1
Skow_XM_002731094.2	Skow_289_2
Skow_XM_002731098.2	Skow_289_3
Skow_XM_006811954.1	Skow_289_4
Skow_XM_006811955.1	Skow_289_5
Skow_XM_006811956.1	Skow_289_6
Skow_XM_006811957.1	Skow_289_7
Skow_XM_006811947.1	Skow_289_8
Skow_XM_006811958.1	Skow_289_9
Skow_XM_002731102.1	Skow_289_10
Skow_XM_006811948.1	Skow_289_11
Skow_XM_006811949.1	Skow_289_12
Skow_XM_002731104.2	Skow_289_13
Skow_XM_006811959.1	Skow_289_14
Skow_XM_006811960.1	Skow_289_15
Skow_XM_006811961.1	Skow_289_16
Skow_XM_006811962.1	Skow_289_17
Skow_XM_006811951.1	Skow_289_18
Skow_XM_006811963.1	Skow_289_19
Skow_XM_002731110.1	Skow_289_20
Skow_XM_002731095.2	Skow_289_21
Skow_XM_006811964.1	Skow_289_22
Skow_XM_002731111.2	Skow_289_23
Skow_XM_006811965.1	Skow_289_24
Skow_XM_006811966.1	Skow_289_25
Skow_XM_006811967.1	Skow_289_26
Skow_NM_001164948.1	Skow_289_27
Skow_XM_002731112.1	Skow_289_28
Skow_XM_006811968.1	Skow_289_29
Skow_XM_006811952.1	Skow_289_30
Skow_XM_006811953.1	Skow_289_31
Skow_XM_006811969.1	Skow_289_32
Skow_XM_006811970.1	Skow_289_33
Skow_XM_006811971.1	Skow_289_34
Skow_XM_006811972.1	Skow_289_35
Skow_XM_002731116.2	Skow_289_36
Skow_XM_002731096.2	Skow_289_37
