Otau_gene-OstapCp01	Otau_1_1
Otau_XM_022985467.1	Otau_3_557
Otau_XM_022985468.1	Otau_3_558
Otau_XM_003074561.1	Otau_3_559
Otau_XM_003074562.2	Otau_3_560
Otau_XM_022985469.1	Otau_3_561
Otau_XM_003074563.2	Otau_3_562
Otau_XM_022985470.1	Otau_3_563
Otau_XM_003074565.1	Otau_3_564
Otau_XM_003074566.2	Otau_3_565
Otau_XM_022985471.1	Otau_3_566
Otau_XM_003074568.1	Otau_3_567
Otau_XM_022985472.1	Otau_3_568
Otau_XM_022985473.1	Otau_3_569
Otau_XM_003074571.2	Otau_3_570
Otau_XM_022985475.1	Otau_3_571
Otau_XM_003074573.2	Otau_3_572
Otau_XM_003074574.2	Otau_3_573
Otau_XM_022985476.1	Otau_3_574
Otau_XM_003074576.1	Otau_3_575
Otau_XM_022985477.1	Otau_3_576
Otau_XM_003074578.2	Otau_3_577
Otau_XM_003074579.1	Otau_3_578
Otau_XM_022985478.1	Otau_3_579
Otau_XM_022985479.1	Otau_3_580
Otau_XM_003074581.2	Otau_3_581
Otau_XM_022985481.1	Otau_3_582
Otau_XM_003074583.1	Otau_3_583
Otau_XM_022985482.1	Otau_3_584
Otau_XM_003074586.1	Otau_3_585
Otau_XM_003074587.2	Otau_3_586
Otau_XM_003074588.1	Otau_3_587
Otau_XM_022985483.1	Otau_3_588
Otau_XM_003074590.1	Otau_3_589
Otau_XM_022985484.1	Otau_3_590
Otau_XM_022985485.1	Otau_3_591
Otau_XM_022985486.1	Otau_3_592
Otau_XM_022985487.1	Otau_3_593
Otau_XM_003074594.2	Otau_3_594
Otau_XM_022985488.1	Otau_3_595
Otau_XM_003074595.2	Otau_3_596
Otau_XM_022985489.1	Otau_3_597
Otau_XM_003074597.1	Otau_3_598
Otau_XM_003074598.1	Otau_3_599
Otau_XM_003074599.1	Otau_3_600
Otau_XM_003074600.1	Otau_3_601
Otau_XM_003074601.2	Otau_3_602
Otau_XM_003074602.2	Otau_3_603
Otau_XM_022985490.1	Otau_3_604
Otau_XM_003074605.1	Otau_3_605
Otau_XM_022985491.1	Otau_3_606
Otau_XM_003074607.2	Otau_3_607
Otau_XM_022985492.1	Otau_3_608
Otau_XM_003074609.2	Otau_3_609
Otau_XM_003074611.2	Otau_3_610
Otau_XM_022985494.1	Otau_3_611
Otau_XM_022985495.1	Otau_3_612
Otau_XM_003074615.2	Otau_3_613
Otau_XM_003074616.2	Otau_3_614
Otau_XM_022985496.1	Otau_3_615
Otau_XM_022985497.1	Otau_3_616
Otau_XM_003074618.2	Otau_3_617
Otau_XM_003074619.1	Otau_3_618
Otau_XM_022985498.1	Otau_3_619
Otau_XM_022985499.1	Otau_3_620
Otau_XM_003074622.1	Otau_3_621
Otau_XM_003074623.1	Otau_3_622
Otau_XM_022985500.1	Otau_3_623
Otau_XM_022985501.1	Otau_3_624
Otau_XM_022985502.1	Otau_3_625
Otau_XM_003074626.2	Otau_3_626
Otau_XM_022985503.1	Otau_3_627
Otau_XM_022985504.1	Otau_3_628
Otau_XM_022985505.1	Otau_3_629
Otau_XM_022985506.1	Otau_3_630
Otau_XM_003074629.1	Otau_3_631
Otau_XM_003074630.2	Otau_3_632
Otau_XM_003074631.2	Otau_3_633
Otau_XM_003074634.2	Otau_3_634
Otau_XM_003074635.1	Otau_3_635
Otau_XM_003074636.1	Otau_3_636
Otau_XM_022985508.1	Otau_3_637
Otau_XM_022985509.1	Otau_3_638
Otau_XM_022985510.1	Otau_3_639
Otau_XM_003074639.1	Otau_3_640
Otau_XM_003074640.2	Otau_3_641
Otau_XM_003074641.1	Otau_3_642
Otau_XM_022985512.1	Otau_3_643
Otau_XM_003074644.2	Otau_3_644
Otau_XM_003074645.2	Otau_3_645
Otau_XM_022985513.1	Otau_3_646
Otau_XM_022985514.1	Otau_3_647
Otau_XM_003074647.1	Otau_3_648
Otau_XM_003074648.2	Otau_3_649
Otau_XM_022985515.1	Otau_3_650
Otau_XM_003074649.2	Otau_3_651
Otau_XM_003074651.1	Otau_3_652
Otau_XM_003074652.1	Otau_3_653
Otau_XM_003074653.1	Otau_3_654
Otau_XM_003074654.1	Otau_3_655
Otau_XM_003074655.1	Otau_3_656
Otau_XM_003074656.2	Otau_3_657
Otau_XM_022985516.1	Otau_3_658
Otau_XM_003074658.1	Otau_3_659
Otau_XM_022985517.1	Otau_3_660
Otau_XM_003074661.1	Otau_3_661
Otau_XM_003074662.1	Otau_3_662
Otau_XM_003074663.1	Otau_3_663
Otau_XM_022985519.1	Otau_3_664
Otau_XM_003074665.2	Otau_3_665
Otau_XM_022985520.1	Otau_3_666
Otau_XM_003074668.1	Otau_3_667
Otau_XM_003074669.2	Otau_3_668
Otau_XM_022985521.1	Otau_3_669
Otau_XM_003074671.2	Otau_3_670
Otau_XM_003074672.1	Otau_3_671
Otau_XM_022985523.1	Otau_3_672
Otau_XM_022985524.1	Otau_3_673
Otau_XM_022984953.1	Otau_4_1
Otau_XM_003074676.2	Otau_4_2
Otau_XM_022984955.1	Otau_4_3
Otau_XM_022984956.1	Otau_4_4
Otau_XM_022984957.1	Otau_4_5
Otau_XM_003074684.2	Otau_4_6
Otau_XM_003074686.2	Otau_4_7
Otau_XM_022984958.1	Otau_4_8
Otau_XM_022984959.1	Otau_4_9
Otau_XM_003074688.2	Otau_4_10
Otau_XM_003074690.1	Otau_4_11
Otau_XM_022984960.1	Otau_4_12
Otau_XM_022984962.1	Otau_4_13
Otau_XM_003074694.1	Otau_4_14
Otau_XM_022984963.1	Otau_4_15
Otau_XM_022984964.1	Otau_4_16
Otau_XM_003074699.1	Otau_4_17
Otau_XM_022984965.1	Otau_4_18
Otau_XM_003074702.1	Otau_4_19
Otau_XM_003074703.2	Otau_4_20
Otau_XM_003074704.2	Otau_4_21
Otau_XM_022984966.1	Otau_4_22
Otau_XM_003074705.2	Otau_4_23
Otau_XM_003074706.1	Otau_4_24
Otau_XM_022984967.1	Otau_4_25
Otau_XM_003074710.2	Otau_4_26
Otau_XM_022984968.1	Otau_4_27
Otau_XM_003074713.2	Otau_4_28
Otau_XM_003074714.1	Otau_4_29
Otau_XM_003074715.1	Otau_4_30
Otau_XM_003074716.2	Otau_4_31
Otau_XM_003074717.1	Otau_4_32
Otau_XM_003074718.1	Otau_4_33
Otau_XM_003074719.1	Otau_4_34
Otau_XM_022984970.1	Otau_4_35
Otau_XM_003074721.1	Otau_4_36
Otau_XM_022984971.1	Otau_4_37
Otau_XM_003074723.1	Otau_4_38
Otau_XM_022984972.1	Otau_4_39
Otau_XM_003074728.1	Otau_4_40
Otau_XM_003074731.1	Otau_4_41
Otau_XM_003074735.1	Otau_4_42
Otau_XM_022984974.1	Otau_4_43
Otau_XM_022984975.1	Otau_4_44
Otau_XM_003074738.1	Otau_4_45
Otau_XM_003074739.1	Otau_4_46
Otau_XM_022984976.1	Otau_4_47
Otau_XM_022984977.1	Otau_4_48
Otau_XM_003074743.1	Otau_4_49
Otau_XM_022984978.1	Otau_4_50
Otau_XM_022984979.1	Otau_4_51
Otau_XM_003074748.2	Otau_4_52
Otau_XM_022984981.1	Otau_4_53
Otau_XM_003074750.1	Otau_4_54
Otau_XM_003074751.1	Otau_4_55
Otau_XM_022984982.1	Otau_4_56
Otau_XM_003074757.1	Otau_4_57
Otau_XM_003074758.1	Otau_4_58
Otau_XM_003074759.1	Otau_4_59
Otau_XM_022984983.1	Otau_4_60
Otau_XM_022984984.1	Otau_4_61
Otau_XM_022984985.1	Otau_4_62
Otau_XM_003074765.1	Otau_4_63
Otau_XM_003074768.2	Otau_4_64
Otau_XM_003074769.1	Otau_4_65
Otau_XM_022984986.1	Otau_4_66
Otau_XM_022984987.1	Otau_4_67
Otau_XM_003074772.2	Otau_4_68
Otau_XM_003074773.2	Otau_4_69
Otau_XM_022984988.1	Otau_4_70
Otau_XM_022984989.1	Otau_4_71
Otau_XM_003074775.2	Otau_4_72
Otau_XM_022984990.1	Otau_4_73
Otau_XM_022984991.1	Otau_4_74
Otau_XM_022984992.1	Otau_4_75
Otau_XM_003074783.1	Otau_4_76
Otau_XM_003074784.1	Otau_4_77
Otau_XM_003074786.1	Otau_4_78
Otau_XM_003074787.2	Otau_4_79
Otau_XM_022984993.1	Otau_4_80
Otau_XM_003074790.1	Otau_4_81
Otau_XM_003074791.1	Otau_4_82
Otau_XM_003074795.1	Otau_4_83
Otau_XM_003074796.1	Otau_4_84
Otau_XM_022984994.1	Otau_4_85
Otau_XM_003074800.1	Otau_4_86
Otau_XM_003074801.1	Otau_4_87
Otau_XM_022984995.1	Otau_4_88
Otau_XM_022984996.1	Otau_4_89
Otau_XM_022984997.1	Otau_4_90
Otau_XM_022984998.1	Otau_4_91
Otau_XM_022984999.1	Otau_4_92
Otau_XM_022985000.1	Otau_4_93
Otau_XM_003074812.1	Otau_4_94
Otau_XM_003074813.2	Otau_4_95
Otau_XM_003074814.2	Otau_4_96
Otau_XM_003074817.1	Otau_4_97
Otau_XM_022985001.1	Otau_4_98
Otau_XM_022985002.1	Otau_4_99
Otau_XM_003074822.1	Otau_4_100
Otau_XM_003074825.2	Otau_4_101
Otau_XM_003074827.1	Otau_4_102
Otau_XM_003074830.2	Otau_4_103
Otau_XM_022985004.1	Otau_4_104
Otau_XM_022985005.1	Otau_4_105
Otau_XM_022985006.1	Otau_4_106
Otau_XM_022985007.1	Otau_4_107
Otau_XM_022985008.1	Otau_4_108
Otau_XM_022985009.1	Otau_4_109
Otau_XM_022985010.1	Otau_4_110
Otau_XM_022985011.1	Otau_4_111
Otau_XM_022985012.1	Otau_4_112
Otau_XM_003074847.2	Otau_4_113
Otau_XM_003074848.2	Otau_4_114
Otau_XM_022985013.1	Otau_4_115
Otau_XM_022985014.1	Otau_4_116
Otau_XM_003074851.1	Otau_4_117
Otau_XM_003074853.1	Otau_4_118
Otau_XM_003074855.1	Otau_4_119
Otau_XM_003074859.1	Otau_4_120
Otau_XM_022985015.1	Otau_4_121
Otau_XM_022985016.1	Otau_4_122
Otau_XM_022985018.1	Otau_4_123
Otau_XM_022985019.1	Otau_4_124
Otau_XM_022985020.1	Otau_4_125
Otau_XM_003074867.1	Otau_4_126
Otau_XM_022985021.1	Otau_4_127
Otau_XM_022985022.1	Otau_4_128
Otau_XM_003074873.2	Otau_4_129
Otau_XM_022985023.1	Otau_4_130
Otau_XM_022985024.1	Otau_4_131
Otau_XM_022985025.1	Otau_4_132
Otau_XM_022985026.1	Otau_4_133
Otau_XM_003074883.1	Otau_4_134
Otau_XM_003074884.1	Otau_4_135
Otau_XM_003074886.1	Otau_4_136
Otau_XM_003074889.1	Otau_4_137
Otau_XM_022985027.1	Otau_4_138
Otau_XM_022985028.1	Otau_4_139
Otau_XM_003074898.1	Otau_4_140
Otau_XM_022985029.1	Otau_4_141
Otau_XM_022985030.1	Otau_4_142
Otau_XM_003074907.2	Otau_4_143
Otau_XM_003074908.1	Otau_4_144
Otau_XM_022985032.1	Otau_4_145
Otau_XM_003074929.1	Otau_4_146
Otau_XM_003074931.2	Otau_4_147
Otau_XM_022985033.1	Otau_4_148
Otau_XM_003074934.1	Otau_4_149
Otau_XM_022985034.1	Otau_4_150
Otau_XM_003074936.1	Otau_4_151
Otau_XM_022985035.1	Otau_4_152
Otau_XM_022985036.1	Otau_4_153
Otau_XM_022985037.1	Otau_4_154
Otau_XM_003074943.1	Otau_4_155
Otau_XM_003074944.1	Otau_4_156
Otau_XM_003074945.2	Otau_4_157
Otau_XM_022985038.1	Otau_4_158
Otau_XM_003074946.1	Otau_4_159
Otau_XM_003074947.1	Otau_4_160
Otau_XM_022985039.1	Otau_4_161
Otau_XM_022985040.1	Otau_4_162
Otau_XM_003074950.2	Otau_4_163
Otau_XM_003074951.1	Otau_4_164
Otau_XM_022985041.1	Otau_4_165
Otau_XM_003074955.2	Otau_4_166
Otau_XM_022985042.1	Otau_4_167
Otau_XM_003074956.2	Otau_4_168
Otau_XM_022985043.1	Otau_4_169
Otau_XM_003074911.2	Otau_4_170
Otau_XM_003074913.2	Otau_4_171
Otau_XM_022985044.1	Otau_4_172
Otau_XM_022985046.1	Otau_4_173
Otau_XM_003074919.1	Otau_4_174
Otau_XM_003074920.1	Otau_4_175
Otau_XM_022985047.1	Otau_4_176
Otau_XM_003074922.1	Otau_4_177
Otau_XM_022985048.1	Otau_4_178
Otau_XM_022985049.1	Otau_4_179
Otau_XM_003074958.2	Otau_4_180
Otau_XM_003074960.1	Otau_4_181
Otau_XM_022985050.1	Otau_4_182
Otau_XM_003074961.2	Otau_4_183
Otau_XM_022985051.1	Otau_4_184
Otau_XM_022985052.1	Otau_4_185
Otau_XM_022985053.1	Otau_4_186
Otau_XM_022985054.1	Otau_4_187
Otau_XM_003074966.2	Otau_4_188
Otau_XM_022985055.1	Otau_4_189
Otau_XM_003074967.2	Otau_4_190
Otau_XM_022985056.1	Otau_4_191
Otau_XM_022985057.1	Otau_4_192
Otau_XM_022985059.1	Otau_4_193
Otau_XM_003074971.2	Otau_4_194
Otau_XM_022985060.1	Otau_4_195
Otau_XM_022985061.1	Otau_4_196
Otau_XM_003074980.1	Otau_4_197
Otau_XM_022985062.1	Otau_4_198
Otau_XM_003074982.1	Otau_4_199
Otau_XM_003074985.1	Otau_4_200
Otau_XM_003074987.2	Otau_4_201
Otau_XM_022985063.1	Otau_4_202
Otau_XM_003074989.2	Otau_4_203
Otau_XM_003074990.1	Otau_4_204
Otau_XM_003074992.2	Otau_4_205
Otau_XM_003074993.1	Otau_4_206
Otau_XM_003074994.1	Otau_4_207
Otau_XM_022985064.1	Otau_4_208
Otau_XM_003074997.1	Otau_4_209
Otau_XM_003074998.2	Otau_4_210
Otau_XM_022985065.1	Otau_4_211
Otau_XM_022985066.1	Otau_4_212
Otau_XM_003075001.2	Otau_4_213
Otau_XM_022985067.1	Otau_4_214
Otau_XM_003075007.1	Otau_4_215
Otau_XM_003075008.1	Otau_4_216
Otau_XM_003075009.2	Otau_4_217
Otau_XM_003075012.1	Otau_4_218
Otau_XM_003075013.2	Otau_4_219
Otau_XM_022985068.1	Otau_4_220
Otau_XM_022985069.1	Otau_4_221
Otau_XM_003075015.1	Otau_4_222
Otau_XM_003075017.2	Otau_4_223
Otau_XM_022985070.1	Otau_4_224
Otau_XM_022985071.1	Otau_4_225
Otau_XM_003075021.1	Otau_4_226
Otau_XM_022985072.1	Otau_4_227
Otau_XM_003075023.2	Otau_4_228
Otau_XM_003075024.1	Otau_4_229
Otau_XM_022985073.1	Otau_4_230
Otau_XM_022985074.1	Otau_4_231
Otau_XM_022985075.1	Otau_4_232
Otau_XM_022985076.1	Otau_4_233
Otau_XM_022985077.1	Otau_4_234
Otau_XM_022985078.1	Otau_4_235
Otau_XM_003075033.1	Otau_4_236
Otau_XM_003075034.1	Otau_4_237
Otau_XM_003075035.1	Otau_4_238
Otau_XM_022985079.1	Otau_4_239
Otau_XM_022985080.1	Otau_4_240
Otau_XM_022985081.1	Otau_4_241
Otau_XM_022985082.1	Otau_4_242
Otau_XM_003075063.1	Otau_4_243
Otau_XM_003075064.2	Otau_4_244
Otau_XM_022985084.1	Otau_4_245
Otau_XM_003075067.2	Otau_4_246
Otau_XM_022985085.1	Otau_4_247
Otau_XM_003075069.2	Otau_4_248
Otau_XM_003075070.2	Otau_4_249
Otau_XM_003075071.2	Otau_4_250
Otau_XM_022985086.1	Otau_4_251
Otau_XM_022985087.1	Otau_4_252
Otau_XM_022985089.1	Otau_4_253
Otau_XM_003075074.1	Otau_4_254
Otau_XM_003075075.2	Otau_4_255
Otau_XM_003075076.2	Otau_4_256
Otau_XM_003075077.1	Otau_4_257
Otau_XM_022985090.1	Otau_4_258
Otau_XM_003075079.1	Otau_4_259
Otau_XM_003075080.2	Otau_4_260
Otau_XM_003075081.1	Otau_4_261
Otau_XM_003075082.2	Otau_4_262
Otau_XM_003075084.2	Otau_4_263
Otau_XM_022985091.1	Otau_4_264
Otau_XM_003075086.2	Otau_4_265
Otau_XM_003075088.2	Otau_4_266
Otau_XM_022985092.1	Otau_4_267
Otau_XM_003075091.2	Otau_4_268
Otau_XM_003075092.2	Otau_4_269
Otau_XM_022985093.1	Otau_4_270
Otau_XM_022985094.1	Otau_4_271
Otau_XM_022985095.1	Otau_4_272
Otau_XM_003075097.1	Otau_4_273
Otau_XM_003075098.2	Otau_4_274
Otau_XM_022985096.1	Otau_4_275
Otau_XM_003075101.2	Otau_4_276
Otau_XM_022985097.1	Otau_4_277
Otau_XM_003075103.2	Otau_4_278
Otau_XM_022985098.1	Otau_4_279
Otau_XM_003075105.2	Otau_4_280
Otau_XM_003075106.2	Otau_4_281
Otau_XM_003075107.2	Otau_4_282
Otau_XM_003075108.1	Otau_4_283
Otau_XM_003075109.1	Otau_4_284
Otau_XM_003075110.2	Otau_4_285
Otau_XM_022985099.1	Otau_4_286
Otau_XM_003075112.2	Otau_4_287
Otau_XM_022985100.1	Otau_4_288
Otau_XM_003075114.2	Otau_4_289
Otau_XM_003075115.2	Otau_4_290
Otau_XM_022985101.1	Otau_4_291
Otau_XM_003075117.2	Otau_4_292
Otau_XM_022985102.1	Otau_4_293
Otau_XM_022985103.1	Otau_4_294
Otau_XM_022985104.1	Otau_4_295
Otau_XM_003075121.2	Otau_4_296
Otau_XM_003075122.2	Otau_4_297
Otau_XM_022985105.1	Otau_4_298
Otau_XM_022985106.1	Otau_4_299
Otau_XM_003075125.2	Otau_4_300
Otau_XM_022985107.1	Otau_4_301
Otau_XM_003075127.1	Otau_4_302
Otau_XM_003075128.2	Otau_4_303
Otau_XM_022985109.1	Otau_4_304
Otau_XM_022985110.1	Otau_4_305
Otau_XM_003075130.2	Otau_4_306
Otau_XM_003075131.2	Otau_4_307
Otau_XM_022985111.1	Otau_4_308
Otau_XM_003075133.2	Otau_4_309
Otau_XM_003075134.1	Otau_4_310
Otau_XM_003075137.2	Otau_4_311
Otau_XM_003075138.2	Otau_4_312
Otau_XM_003075139.2	Otau_4_313
Otau_XM_022985113.1	Otau_4_314
Otau_XM_003075145.1	Otau_4_315
Otau_XM_003075146.2	Otau_4_316
Otau_XM_003075140.2	Otau_4_317
Otau_XM_003075141.1	Otau_4_318
Otau_XM_003075142.1	Otau_4_319
Otau_XM_022985114.1	Otau_4_320
Otau_XM_022985115.1	Otau_4_321
Otau_XM_022985116.1	Otau_4_322
Otau_XM_003083365.2	Otau_4_323
Otau_XM_022985117.1	Otau_4_324
Otau_XM_022985118.1	Otau_4_325
Otau_XM_003075149.2	Otau_4_326
Otau_XM_022985119.1	Otau_4_327
Otau_XM_003075150.1	Otau_4_328
Otau_XM_003075151.2	Otau_4_329
Otau_XM_022985120.1	Otau_4_330
Otau_XM_022985121.1	Otau_4_331
Otau_XM_003075154.1	Otau_4_332
Otau_XM_003075155.2	Otau_4_333
Otau_XM_003075156.1	Otau_4_334
Otau_XM_003075157.2	Otau_4_335
Otau_XM_003075158.2	Otau_4_336
Otau_XM_003075159.2	Otau_4_337
Otau_XM_003075160.2	Otau_4_338
Otau_XM_003075161.2	Otau_4_339
Otau_XM_003075162.1	Otau_4_340
Otau_XM_003075163.2	Otau_4_341
Otau_XM_022985123.1	Otau_4_342
Otau_XM_022985126.1	Otau_4_343
Otau_XM_003075166.2	Otau_4_344
Otau_XM_003075167.2	Otau_4_345
Otau_XM_003075168.1	Otau_4_346
Otau_XM_003075169.1	Otau_4_347
Otau_XM_003075170.2	Otau_4_348
Otau_XM_022985127.1	Otau_4_349
Otau_XM_022985128.1	Otau_4_350
Otau_XM_003075173.2	Otau_4_351
Otau_XM_022985129.1	Otau_4_352
Otau_XM_022985131.1	Otau_4_353
Otau_XM_003075176.2	Otau_4_354
Otau_XM_022985132.1	Otau_4_355
Otau_XM_022985133.1	Otau_4_356
Otau_XM_003075180.1	Otau_4_357
Otau_XM_022985134.1	Otau_4_358
Otau_XM_003075182.2	Otau_4_359
Otau_XM_003075183.2	Otau_4_360
Otau_XM_022985135.1	Otau_4_361
Otau_XM_022985136.1	Otau_4_362
Otau_XM_003075185.2	Otau_4_363
Otau_XM_003075187.2	Otau_4_364
Otau_XM_003075188.2	Otau_4_365
Otau_XM_022985137.1	Otau_4_366
Otau_XM_022985138.1	Otau_4_367
Otau_XM_003075189.1	Otau_4_368
Otau_XM_022985139.1	Otau_4_369
Otau_XM_003075191.2	Otau_4_370
Otau_XM_003075192.1	Otau_4_371
Otau_XM_003075193.1	Otau_4_372
Otau_XM_003075194.2	Otau_4_373
Otau_XM_022985141.1	Otau_4_374
Otau_XM_003075198.2	Otau_4_375
Otau_XM_003075199.2	Otau_4_376
Otau_XM_003075200.2	Otau_4_377
Otau_XM_003075201.2	Otau_4_378
Otau_XM_003075202.2	Otau_4_379
Otau_XM_003075203.2	Otau_4_380
Otau_XM_022985142.1	Otau_4_381
Otau_XM_003075205.2	Otau_4_382
Otau_XM_003075206.2	Otau_4_383
Otau_XM_003075207.2	Otau_4_384
Otau_XM_003075208.2	Otau_4_385
Otau_XM_003075209.1	Otau_4_386
Otau_XM_003075210.1	Otau_4_387
Otau_XM_003075211.2	Otau_4_388
Otau_XM_022985143.1	Otau_4_389
Otau_XM_022985144.1	Otau_4_390
Otau_XM_003075214.2	Otau_4_391
Otau_XM_003075215.2	Otau_4_392
Otau_XM_022985145.1	Otau_4_393
Otau_XM_022985146.1	Otau_4_394
Otau_XM_022985147.1	Otau_4_395
Otau_XM_022985148.1	Otau_4_396
Otau_XM_022985149.1	Otau_4_397
Otau_XM_003075224.2	Otau_4_398
Otau_XM_003075225.1	Otau_4_399
Otau_XM_022985150.1	Otau_4_400
Otau_XM_022985151.1	Otau_4_401
Otau_XM_003075228.1	Otau_4_402
Otau_XM_022985152.1	Otau_4_403
Otau_XM_022985153.1	Otau_4_404
Otau_XM_003075231.2	Otau_4_405
Otau_XM_003075232.2	Otau_4_406
Otau_XM_003075233.2	Otau_4_407
Otau_XM_003075234.2	Otau_4_408
Otau_XM_022985154.1	Otau_4_409
Otau_XM_003075235.1	Otau_4_410
Otau_XM_022985155.1	Otau_4_411
Otau_XM_003075237.2	Otau_4_412
Otau_XM_022985156.1	Otau_4_413
Otau_XM_003075240.2	Otau_4_414
Otau_XM_022985157.1	Otau_4_415
Otau_XM_022985158.1	Otau_4_416
Otau_XM_022985159.1	Otau_4_417
Otau_XM_022985160.1	Otau_4_418
Otau_XM_022985161.1	Otau_4_419
Otau_XM_022985162.1	Otau_4_420
Otau_XM_022985163.1	Otau_4_421
Otau_XM_022985164.1	Otau_4_422
Otau_XM_022985165.1	Otau_4_423
Otau_XM_003075249.2	Otau_4_424
Otau_XM_022985166.1	Otau_4_425
Otau_XM_022985167.1	Otau_4_426
Otau_XM_003075251.2	Otau_4_427
Otau_XM_022985168.1	Otau_4_428
Otau_XM_022985169.1	Otau_4_429
Otau_XM_022985170.1	Otau_4_430
Otau_XM_022985171.1	Otau_4_431
Otau_XM_003075256.2	Otau_4_432
Otau_XM_003075257.2	Otau_4_433
Otau_XM_022985172.1	Otau_4_434
Otau_XM_003075259.1	Otau_4_435
Otau_XM_003075260.2	Otau_4_436
Otau_XM_022985174.1	Otau_4_437
Otau_XM_022985175.1	Otau_4_438
Otau_XM_022985176.1	Otau_4_439
Otau_XM_003075264.2	Otau_4_440
Otau_XM_022985177.1	Otau_4_441
Otau_XM_003075266.2	Otau_4_442
Otau_XM_003075267.2	Otau_4_443
Otau_XM_003075268.2	Otau_4_444
Otau_XM_022985178.1	Otau_4_445
Otau_XM_003075270.2	Otau_4_446
Otau_XM_003075271.2	Otau_4_447
Otau_XM_003075272.2	Otau_4_448
Otau_XM_003075273.2	Otau_4_449
Otau_XM_003075274.1	Otau_4_450
Otau_XM_003079999.2	Otau_4_451
Otau_XM_003080000.2	Otau_4_452
Otau_XM_003080001.2	Otau_4_453
Otau_XM_022985180.1	Otau_4_454
Otau_XM_022985181.1	Otau_4_455
Otau_XM_022985182.1	Otau_4_456
Otau_XM_003080004.2	Otau_4_457
Otau_XM_003080005.2	Otau_4_458
Otau_XM_003080006.2	Otau_4_459
Otau_XM_003080007.2	Otau_4_460
Otau_XM_003080008.1	Otau_4_461
Otau_XM_003080009.2	Otau_4_462
Otau_XM_022985184.1	Otau_4_463
Otau_XM_022985185.1	Otau_4_464
Otau_XM_003080012.1	Otau_4_465
Otau_XM_003080013.1	Otau_4_466
Otau_XM_003080014.2	Otau_4_467
Otau_XM_022985186.1	Otau_4_468
Otau_XM_003080015.1	Otau_4_469
Otau_XM_003080016.1	Otau_4_470
Otau_XM_003080017.1	Otau_4_471
Otau_XM_003080018.2	Otau_4_472
Otau_XM_022985188.1	Otau_4_473
Otau_XM_003080021.1	Otau_4_474
Otau_XM_022985189.1	Otau_4_475
Otau_XM_003080024.1	Otau_4_476
Otau_XM_003075276.2	Otau_4_477
Otau_XM_003075277.2	Otau_4_478
Otau_XM_022985190.1	Otau_4_479
Otau_XM_003075278.2	Otau_4_480
Otau_XM_003075279.2	Otau_4_481
Otau_XM_003075280.2	Otau_4_482
Otau_XM_003075282.2	Otau_4_483
Otau_XM_022985191.1	Otau_4_484
Otau_XM_022985192.1	Otau_4_485
Otau_XM_022985193.1	Otau_4_486
Otau_XM_003075285.2	Otau_4_487
Otau_XM_003075286.2	Otau_4_488
Otau_XM_003075287.2	Otau_4_489
Otau_XM_003075288.1	Otau_4_490
Otau_XM_003075289.1	Otau_4_491
Otau_XM_003075290.1	Otau_4_492
Otau_XM_003075291.2	Otau_4_493
Otau_XM_003075292.2	Otau_4_494
Otau_XM_022985194.1	Otau_4_495
Otau_XM_003075295.2	Otau_4_496
Otau_XM_003075296.2	Otau_4_497
Otau_XM_003075297.1	Otau_4_498
Otau_XM_003075298.1	Otau_4_499
Otau_XM_003075299.2	Otau_4_500
Otau_XM_022985195.1	Otau_4_501
Otau_XM_003075301.2	Otau_4_502
Otau_XM_022985197.1	Otau_4_503
Otau_XM_003075303.2	Otau_4_504
Otau_XM_003075304.2	Otau_4_505
Otau_XM_003075305.2	Otau_4_506
Otau_XM_022985198.1	Otau_4_507
Otau_XM_022985199.1	Otau_4_508
Otau_XM_003075306.2	Otau_4_509
Otau_XM_022985200.1	Otau_4_510
Otau_XM_022985201.1	Otau_4_511
Otau_XM_003075309.1	Otau_4_512
Otau_XM_003075310.2	Otau_4_513
Otau_XM_003075311.2	Otau_4_514
Otau_XM_003075312.2	Otau_4_515
Otau_XM_003075313.2	Otau_4_516
Otau_XM_003075314.2	Otau_4_517
Otau_XM_003075315.2	Otau_4_518
Otau_XM_022985202.1	Otau_4_519
Otau_XM_022985203.1	Otau_4_520
Otau_XM_003075317.2	Otau_4_521
Otau_XM_022985204.1	Otau_4_522
Otau_XM_003075319.2	Otau_4_523
Otau_XM_022985205.1	Otau_4_524
Otau_XM_022985206.1	Otau_4_525
Otau_XM_003075324.2	Otau_4_526
Otau_XM_003075326.1	Otau_4_527
Otau_XM_003075327.2	Otau_4_528
Otau_XM_003075328.1	Otau_4_529
Otau_XM_003075329.1	Otau_4_530
Otau_XM_022985207.1	Otau_4_531
Otau_XM_022984645.1	Otau_5_1
Otau_XM_022984646.1	Otau_5_2
Otau_XM_022984648.1	Otau_5_3
Otau_XM_022984649.1	Otau_5_4
Otau_XM_003077868.1	Otau_5_5
Otau_XM_022984650.1	Otau_5_6
Otau_XM_022984651.1	Otau_5_7
Otau_XM_003077870.2	Otau_5_8
Otau_XM_003077871.1	Otau_5_9
Otau_XM_022984652.1	Otau_5_10
Otau_XM_003077873.2	Otau_5_11
Otau_XM_003077874.2	Otau_5_12
Otau_XM_003077875.1	Otau_5_13
Otau_XM_003077876.1	Otau_5_14
Otau_XM_003077877.2	Otau_5_15
Otau_XM_003077879.2	Otau_5_16
Otau_XM_003077880.1	Otau_5_17
