Spur_gene-ND1	Spur_1_1
Spur_XM_030982925.1	Spur_167_17
Spur_XM_030982936.1	Spur_167_18
Spur_XM_030982940.1	Spur_167_19
Spur_XM_030982951.1	Spur_167_20
Spur_XM_030982957.1	Spur_167_21
Spur_XM_030982970.1	Spur_167_22
Spur_XM_011677095.2	Spur_167_23
Spur_XM_030983003.1	Spur_167_24
Spur_XM_030983010.1	Spur_167_25
Spur_XM_030982768.1	Spur_167_26
Spur_XM_011677089.2	Spur_167_27
Spur_XM_030983036.1	Spur_167_28
Spur_XM_030983042.1	Spur_167_29
Spur_XM_030983069.1	Spur_167_30
Spur_XM_030983078.1	Spur_167_31
Spur_XM_030983096.1	Spur_167_32
Spur_XM_030983116.1	Spur_168_1
Spur_XM_030983273.1	Spur_168_2
Spur_XM_003731203.3	Spur_168_3
Spur_XM_030983127.1	Spur_168_4
Spur_XM_030983133.1	Spur_168_5
Spur_XM_001175481.4	Spur_168_6
Spur_XM_030983155.1	Spur_168_7
Spur_XM_030983164.1	Spur_168_8
Spur_XM_030983182.1	Spur_168_9
Spur_XM_030983199.1	Spur_168_10
Spur_XM_030983190.1	Spur_168_11
Spur_XM_030983208.1	Spur_168_12
Spur_XM_030983289.1	Spur_168_13
Spur_XM_030983251.1	Spur_168_14
Spur_XM_030983299.1	Spur_168_15
Spur_XM_030983263.1	Spur_168_16
Spur_XM_030983648.1	Spur_169_1
Spur_XM_787273.4	Spur_169_2
Spur_XM_030983389.1	Spur_169_3
Spur_XM_030983424.1	Spur_169_4
Spur_XM_030983333.1	Spur_169_5
Spur_XM_030983436.1	Spur_169_6
Spur_XM_030983433.1	Spur_169_7
Spur_XM_030983446.1	Spur_169_8
Spur_XM_030983467.1	Spur_169_9
Spur_XM_782722.2	Spur_169_10
Spur_XM_030983474.1	Spur_169_11
Spur_XM_030983495.1	Spur_169_12
Spur_XM_030983350.1	Spur_169_13
Spur_XM_030983505.1	Spur_169_14
Spur_XM_030983522.1	Spur_169_15
Spur_XM_030983359.1	Spur_169_16
Spur_NM_214643.2	Spur_169_17
Spur_XM_030983532.1	Spur_169_18
Spur_XM_030983561.1	Spur_169_19
Spur_XM_794759.5	Spur_169_20
Spur_XM_030983582.1	Spur_169_21
Spur_XM_030983591.1	Spur_169_22
Spur_XM_794777.5	Spur_169_23
Spur_XM_030983612.1	Spur_169_24
Spur_XM_030983624.1	Spur_169_25
Spur_XM_001201157.2	Spur_169_26
Spur_XM_030983633.1	Spur_169_27
Spur_XM_777515.5	Spur_169_28
Spur_XM_030983380.1	Spur_169_29
Spur_XM_011677192.2	Spur_170_1
Spur_XM_030983736.1	Spur_170_2
Spur_XM_003723724.3	Spur_170_3
Spur_XM_030983723.1	Spur_170_4
Spur_XM_030983756.1	Spur_171_1
Spur_XM_030983750.1	Spur_171_2
Spur_XM_782900.5	Spur_171_3
Spur_XM_030983744.1	Spur_171_4
Spur_XM_030983768.1	Spur_171_5
Spur_XM_030983775.1	Spur_171_6
Spur_XM_011670244.2	Spur_171_7
Spur_XM_788947.5	Spur_171_8
Spur_XM_030983795.1	Spur_171_9
Spur_XM_030983808.1	Spur_171_10
Spur_XM_030983814.1	Spur_171_11
Spur_XM_030983823.1	Spur_171_12
Spur_XM_030983830.1	Spur_171_13
Spur_XM_030983841.1	Spur_171_14
Spur_XM_030983865.1	Spur_171_15
Spur_XM_030983877.1	Spur_172_1
Spur_XM_030983878.1	Spur_172_2
Spur_XM_030983880.1	Spur_172_3
Spur_XM_030983885.1	Spur_172_4
Spur_XM_011675241.2	Spur_172_5
Spur_XM_030983898.1	Spur_172_6
Spur_XM_030983907.1	Spur_172_7
Spur_XM_795683.5	Spur_172_8
Spur_XM_030983931.1	Spur_172_9
Spur_XM_030984003.1	Spur_172_10
Spur_XM_011670678.2	Spur_172_11
Spur_XM_030983939.1	Spur_172_12
Spur_XM_030983956.1	Spur_172_13
Spur_XM_030983962.1	Spur_172_14
Spur_NM_001242703.1	Spur_172_15
Spur_XM_001176086.4	Spur_172_16
Spur_XM_030984031.1	Spur_172_17
Spur_XM_011666632.2	Spur_172_18
Spur_XM_011666630.2	Spur_172_19
Spur_XM_030984249.1	Spur_173_1
Spur_XM_030984554.1	Spur_173_2
Spur_XM_030984257.1	Spur_173_3
Spur_XM_030984268.1	Spur_173_4
Spur_XM_030984275.1	Spur_173_5
Spur_NM_001281760.1	Spur_173_6
Spur_XM_030984282.1	Spur_173_7
Spur_XM_030984073.1	Spur_173_8
Spur_XM_030984080.1	Spur_173_9
Spur_XM_030984289.1	Spur_173_10
Spur_XM_030984088.1	Spur_173_11
Spur_XM_030984099.1	Spur_173_12
Spur_XM_003730876.3	Spur_173_13
Spur_XM_030984065.1	Spur_173_14
Spur_XM_030984316.1	Spur_173_15
Spur_XM_030984332.1	Spur_173_16
Spur_XM_030984112.1	Spur_173_17
Spur_XM_003723914.1	Spur_173_18
Spur_XM_030984124.1	Spur_173_19
Spur_XM_030984131.1	Spur_173_20
Spur_XM_030984140.1	Spur_173_21
Spur_XM_030984148.1	Spur_173_22
Spur_XM_030984156.1	Spur_173_23
Spur_XM_030984354.1	Spur_173_24
Spur_XM_030984345.1	Spur_173_25
Spur_XM_011666801.2	Spur_173_26
Spur_XM_030984175.1	Spur_173_27
Spur_XM_030984197.1	Spur_173_28
Spur_XM_030984206.1	Spur_173_29
Spur_XM_030984212.1	Spur_173_30
Spur_XM_030984361.1	Spur_173_31
Spur_XM_030984366.1	Spur_173_32
Spur_XM_030984381.1	Spur_173_33
Spur_XM_030984391.1	Spur_173_34
Spur_XM_030984220.1	Spur_173_35
Spur_XM_011666611.2	Spur_173_36
Spur_XM_030984418.1	Spur_173_37
Spur_XM_030984430.1	Spur_173_38
Spur_XM_030984456.1	Spur_173_39
Spur_XM_030984465.1	Spur_173_40
Spur_XM_030984229.1	Spur_173_41
Spur_XM_030984482.1	Spur_173_42
Spur_XM_795067.5	Spur_173_43
Spur_XM_030984497.1	Spur_173_44
Spur_XM_030984504.1	Spur_173_45
Spur_XM_030984511.1	Spur_173_46
Spur_XM_030984518.1	Spur_173_47
Spur_XM_030984530.1	Spur_173_48
Spur_XM_030984542.1	Spur_173_49
Spur_XM_030984579.1	Spur_174_1
Spur_XM_030984584.1	Spur_174_2
Spur_XM_030984629.1	Spur_174_3
Spur_XM_030984637.1	Spur_174_4
Spur_XM_030984648.1	Spur_174_5
Spur_XM_030984655.1	Spur_174_6
Spur_XM_030984664.1	Spur_174_7
Spur_XM_011673159.2	Spur_174_8
Spur_XM_030984704.1	Spur_174_9
Spur_XM_030984716.1	Spur_174_10
Spur_XM_030984724.1	Spur_174_11
Spur_XM_011673626.2	Spur_174_12
Spur_XM_783768.4	Spur_174_13
Spur_XM_030984761.1	Spur_174_14
Spur_XM_030984788.1	Spur_174_15
Spur_XM_030984804.1	Spur_174_16
Spur_XM_030984838.1	Spur_174_17
Spur_XM_030984831.1	Spur_174_18
Spur_XM_030984846.1	Spur_174_19
Spur_XM_003727193.3	Spur_174_20
Spur_XM_030984864.1	Spur_174_21
Spur_XM_030984871.1	Spur_174_22
Spur_XM_030984597.1	Spur_174_23
Spur_XM_030984608.1	Spur_174_24
Spur_XM_030984880.1	Spur_174_25
Spur_XM_030984613.1	Spur_174_26
Spur_XM_003725262.3	Spur_174_27
Spur_XM_030984890.1	Spur_174_28
Spur_XM_030984897.1	Spur_174_29
Spur_XM_030984902.1	Spur_174_30
Spur_XM_030984911.1	Spur_174_31
Spur_XM_030984921.1	Spur_174_32
Spur_XM_030984928.1	Spur_174_33
Spur_XM_030985105.1	Spur_175_1
Spur_XM_030985115.1	Spur_175_2
Spur_XM_030985122.1	Spur_175_3
Spur_XM_030985131.1	Spur_175_4
Spur_XM_030984975.1	Spur_175_5
Spur_XM_030984983.1	Spur_175_6
Spur_XM_030984991.1	Spur_175_7
Spur_XM_030985138.1	Spur_175_8
Spur_XM_030985146.1	Spur_175_9
Spur_XM_030985152.1	Spur_175_10
Spur_XM_030985168.1	Spur_175_11
Spur_XM_030985177.1	Spur_175_12
Spur_XM_003729135.3	Spur_175_13
Spur_XM_030985001.1	Spur_175_14
Spur_XM_030984948.1	Spur_175_15
Spur_XM_030985006.1	Spur_175_16
Spur_XM_030985013.1	Spur_175_17
Spur_XM_011666862.2	Spur_175_18
Spur_XM_030985192.1	Spur_175_19
Spur_XM_030985202.1	Spur_175_20
Spur_XM_030985027.1	Spur_175_21
Spur_XM_030985211.1	Spur_175_22
Spur_XM_030985039.1	Spur_175_23
Spur_XM_030984957.1	Spur_175_24
Spur_XM_030985226.1	Spur_175_25
Spur_XM_030985235.1	Spur_175_26
Spur_XM_030985244.1	Spur_175_27
Spur_XM_030985048.1	Spur_175_28
Spur_XM_030985055.1	Spur_175_29
Spur_XM_030985256.1	Spur_175_30
Spur_XM_779723.2	Spur_175_31
Spur_XM_030985275.1	Spur_175_32
Spur_XM_030985276.1	Spur_175_33
Spur_XM_030985065.1	Spur_175_34
Spur_XM_030985070.1	Spur_175_35
Spur_XM_030985077.1	Spur_175_36
Spur_XM_030985086.1	Spur_175_37
Spur_XM_030985277.1	Spur_175_38
Spur_XM_030985095.1	Spur_175_39
Spur_XM_030985822.1	Spur_176_1
Spur_XM_001175635.4	Spur_176_2
Spur_XM_788477.4	Spur_176_3
Spur_XM_030985373.1	Spur_176_4
Spur_XM_030985383.1	Spur_176_5
Spur_XM_030985399.1	Spur_176_6
Spur_XM_030985406.1	Spur_176_7
Spur_XM_030985414.1	Spur_176_8
Spur_XM_030985425.1	Spur_176_9
Spur_XM_030985316.1	Spur_176_10
Spur_XM_030985439.1	Spur_176_11
Spur_XM_030985447.1	Spur_176_12
Spur_XM_030985454.1	Spur_176_13
Spur_XM_030985471.1	Spur_176_14
Spur_XM_030985492.1	Spur_176_15
Spur_XM_030985530.1	Spur_176_16
Spur_XM_030985320.1	Spur_176_17
Spur_XM_030985551.1	Spur_176_18
Spur_XM_030985556.1	Spur_176_19
Spur_XM_030985578.1	Spur_176_20
Spur_XM_030985596.1	Spur_176_21
Spur_XM_030985608.1	Spur_176_22
Spur_XM_030985619.1	Spur_176_23
Spur_XM_030985629.1	Spur_176_24
Spur_XM_030985639.1	Spur_176_25
Spur_XM_030985651.1	Spur_176_26
Spur_XM_030985308.1	Spur_176_27
Spur_XM_030985655.1	Spur_176_28
Spur_XM_030985660.1	Spur_176_29
Spur_XM_011682921.2	Spur_176_30
Spur_XM_030985682.1	Spur_176_31
Spur_XM_030985668.1	Spur_176_32
Spur_XM_003730148.2	Spur_176_33
Spur_XM_030985719.1	Spur_176_34
Spur_XM_030985330.1	Spur_176_35
Spur_XM_781505.4	Spur_176_36
Spur_XM_030985732.1	Spur_176_37
Spur_XM_030985741.1	Spur_176_38
Spur_XM_030985802.1	Spur_176_39
Spur_XM_030985815.1	Spur_176_40
Spur_XM_030986480.1	Spur_177_1
Spur_XM_030985917.1	Spur_177_2
Spur_XM_030985924.1	Spur_177_3
Spur_XM_776026.4	Spur_177_4
Spur_XM_030986134.1	Spur_177_5
Spur_XM_030986148.1	Spur_177_6
Spur_XM_011664110.2	Spur_177_7
Spur_XM_030986166.1	Spur_177_8
Spur_XM_011664601.2	Spur_177_9
Spur_XM_030986182.1	Spur_177_10
Spur_XM_030985951.1	Spur_177_11
Spur_XM_030985961.1	Spur_177_12
Spur_XM_030985862.1	Spur_177_13
Spur_XM_030986201.1	Spur_177_14
Spur_XM_030986217.1	Spur_177_15
Spur_XM_011665924.2	Spur_177_16
Spur_XM_030986232.1	Spur_177_17
Spur_XM_030986245.1	Spur_177_18
Spur_XM_030985970.1	Spur_177_19
Spur_XM_030985976.1	Spur_177_20
Spur_XM_030985981.1	Spur_177_21
Spur_XM_030985989.1	Spur_177_22
Spur_XM_030986256.1	Spur_177_23
Spur_XM_030985999.1	Spur_177_24
Spur_XM_030986274.1	Spur_177_25
Spur_XM_782661.5	Spur_177_26
Spur_XM_030986285.1	Spur_177_27
Spur_XM_779344.5	Spur_177_28
Spur_XM_030986314.1	Spur_177_29
Spur_XM_030986307.1	Spur_177_30
Spur_XM_030986320.1	Spur_177_31
Spur_XM_030986329.1	Spur_177_32
Spur_XM_030986025.1	Spur_177_33
Spur_XM_030985873.1	Spur_177_34
Spur_XM_030986342.1	Spur_177_35
Spur_XM_030986349.1	Spur_177_36
Spur_XM_030986360.1	Spur_177_37
Spur_XM_030986367.1	Spur_177_38
Spur_XM_030986373.1	Spur_177_39
Spur_XM_011675472.2	Spur_177_40
Spur_XM_789374.4	Spur_177_41
Spur_XM_789397.5	Spur_177_42
Spur_XM_011675471.2	Spur_177_43
Spur_XM_001183453.4	Spur_177_44
Spur_XM_789484.5	Spur_177_45
Spur_XM_789505.5	Spur_177_46
Spur_XM_776971.5	Spur_177_47
Spur_XM_030986410.1	Spur_177_48
Spur_XM_030986420.1	Spur_177_49
Spur_XM_030986043.1	Spur_177_50
Spur_XM_030986053.1	Spur_177_51
Spur_XM_030985883.1	Spur_177_52
Spur_XM_030986062.1	Spur_177_53
Spur_XM_030986070.1	Spur_177_54
Spur_XM_030986079.1	Spur_177_55
Spur_XM_030986424.1	Spur_177_56
Spur_XM_778250.5	Spur_177_57
Spur_XM_030985888.1	Spur_177_58
Spur_XM_011677169.2	Spur_177_59
Spur_XM_011677170.2	Spur_177_60
Spur_XM_011677172.2	Spur_177_61
Spur_NM_001001476.1	Spur_177_62
Spur_XM_011677174.2	Spur_177_63
Spur_XM_030986463.1	Spur_177_64
Spur_XM_030986473.1	Spur_177_65
Spur_XM_030986095.1	Spur_177_66
Spur_XM_030986478.1	Spur_177_67
Spur_XM_030986600.1	Spur_178_1
Spur_XM_001197211.3	Spur_178_2
Spur_XM_030986609.1	Spur_178_3
Spur_XM_030986506.1	Spur_178_4
Spur_XM_011679435.2	Spur_178_5
Spur_XM_030986654.1	Spur_178_6
Spur_XM_030986517.1	Spur_178_7
Spur_XM_011670246.2	Spur_178_8
Spur_XM_030986525.1	Spur_178_9
Spur_NM_001012703.1	Spur_178_10
Spur_XM_003723963.3	Spur_178_11
Spur_XM_011662651.2	Spur_178_12
Spur_XM_030986679.1	Spur_178_13
Spur_XM_011680503.2	Spur_178_14
Spur_XM_030986530.1	Spur_178_15
Spur_XM_030986703.1	Spur_178_16
Spur_NM_001242679.1	Spur_178_17
Spur_XM_001176813.4	Spur_178_18
Spur_XM_030986737.1	Spur_178_19
Spur_XM_030986775.1	Spur_178_20
Spur_XM_011680527.2	Spur_178_21
Spur_XM_030986481.1	Spur_178_22
Spur_XM_030986796.1	Spur_178_23
Spur_XM_030986807.1	Spur_178_24
Spur_XM_030986545.1	Spur_178_25
Spur_XM_030986551.1	Spur_178_26
Spur_XM_030986817.1	Spur_178_27
Spur_XM_011680530.2	Spur_178_28
Spur_XM_030986834.1	Spur_178_29
Spur_XM_794967.4	Spur_178_30
Spur_XM_785646.5	Spur_178_31
Spur_XM_030986489.1	Spur_178_32
Spur_XM_003723970.3	Spur_178_33
Spur_XM_030986560.1	Spur_178_34
Spur_XM_030986863.1	Spur_178_35
Spur_XM_030986870.1	Spur_178_36
Spur_XM_776249.5	Spur_178_37
Spur_XM_785851.5	Spur_178_38
Spur_XM_790312.5	Spur_178_39
Spur_XM_030986926.1	Spur_178_40
Spur_XM_030986564.1	Spur_178_41
Spur_XM_030986935.1	Spur_178_42
Spur_XM_011679073.2	Spur_178_43
Spur_XM_011663564.2	Spur_178_44
Spur_XM_030986962.1	Spur_178_45
Spur_XM_030986985.1	Spur_178_46
Spur_XM_030986573.1	Spur_178_47
Spur_XM_030987008.1	Spur_178_48
Spur_XM_001191000.4	Spur_178_49
Spur_XM_030987035.1	Spur_178_50
Spur_XM_781360.5	Spur_178_51
Spur_XM_779942.5	Spur_178_52
Spur_XM_030987079.1	Spur_178_53
Spur_XM_011663558.2	Spur_178_54
Spur_XM_001191221.4	Spur_178_55
Spur_XM_030987097.1	Spur_178_56
Spur_XM_003731390.3	Spur_178_57
Spur_XM_030986592.1	Spur_178_58
Spur_XM_030987130.1	Spur_178_59
Spur_XM_030988068.1	Spur_179_1
Spur_XM_030987310.1	Spur_179_2
Spur_XM_030987432.1	Spur_179_3
Spur_XM_030987320.1	Spur_179_4
Spur_XM_030987330.1	Spur_179_5
Spur_XM_030987440.1	Spur_179_6
Spur_XM_030987335.1	Spur_179_7
Spur_XM_030987341.1	Spur_179_8
Spur_XM_003725582.3	Spur_179_9
Spur_XM_003725581.3	Spur_179_10
Spur_XM_030987464.1	Spur_179_11
Spur_XM_030987483.1	Spur_179_12
Spur_XM_030987497.1	Spur_179_13
Spur_XM_011666343.2	Spur_179_14
Spur_XM_011666365.2	Spur_179_15
Spur_XM_030987508.1	Spur_179_16
Spur_XM_030987519.1	Spur_179_17
Spur_XM_030987526.1	Spur_179_18
Spur_XM_030987533.1	Spur_179_19
Spur_XM_030987556.1	Spur_179_20
Spur_XM_030987579.1	Spur_179_21
Spur_XM_030987586.1	Spur_179_22
Spur_XM_030987590.1	Spur_179_23
Spur_XM_030987347.1	Spur_179_24
Spur_XM_030987606.1	Spur_179_25
Spur_XM_030987622.1	Spur_179_26
Spur_XM_011666625.2	Spur_179_27
Spur_XM_030987645.1	Spur_179_28
Spur_XM_001199326.4	Spur_179_29
Spur_XM_011666361.2	Spur_179_30
Spur_XM_030987677.1	Spur_179_31
Spur_XM_030987695.1	Spur_179_32
Spur_XM_030987685.1	Spur_179_33
Spur_XM_030987704.1	Spur_179_34
Spur_NM_001079548.1	Spur_179_35
Spur_XM_030987714.1	Spur_179_36
Spur_XM_030987358.1	Spur_179_37
Spur_XM_003727418.3	Spur_179_38
Spur_XM_030987723.1	Spur_179_39
Spur_XM_030987366.1	Spur_179_40
Spur_XM_003723228.3	Spur_179_41
Spur_XM_001197762.4	Spur_179_42
Spur_XM_780611.5	Spur_179_43
Spur_XM_030987724.1	Spur_179_44
Spur_XM_030987750.1	Spur_179_45
Spur_XM_030987374.1	Spur_179_46
Spur_XM_030987758.1	Spur_179_47
Spur_XM_782244.5	Spur_179_48
Spur_XM_782281.5	Spur_179_49
Spur_XM_030987784.1	Spur_179_50
Spur_XM_795554.5	Spur_179_51
Spur_XM_030987808.1	Spur_179_52
Spur_XM_030987821.1	Spur_179_53
Spur_XM_030987288.1	Spur_179_54
Spur_XM_030987833.1	Spur_179_55
Spur_XM_011666397.2	Spur_179_56
Spur_XM_030987888.1	Spur_179_57
Spur_XM_030987898.1	Spur_179_58
Spur_XM_030987298.1	Spur_179_59
Spur_XM_030987386.1	Spur_179_60
Spur_XM_011670210.2	Spur_179_61
Spur_XM_030987405.1	Spur_179_62
Spur_XM_030987924.1	Spur_179_63
Spur_XM_030987933.1	Spur_179_64
Spur_XM_777592.5	Spur_179_65
Spur_XM_030987941.1	Spur_179_66
Spur_XM_030987967.1	Spur_179_67
Spur_XM_030987984.1	Spur_179_68
Spur_XM_030987998.1	Spur_179_69
Spur_XM_030988010.1	Spur_179_70
Spur_XM_030987412.1	Spur_179_71
Spur_XM_011669400.2	Spur_179_72
Spur_XM_030988034.1	Spur_179_73
Spur_XM_030988043.1	Spur_179_74
Spur_XM_030987417.1	Spur_179_75
Spur_XM_003729482.1	Spur_180_1
Spur_XM_030988119.1	Spur_180_2
Spur_XM_030988127.1	Spur_180_3
Spur_XM_011665025.2	Spur_180_4
Spur_XM_787366.5	Spur_180_5
Spur_XM_003729424.2	Spur_180_6
Spur_XM_003725965.3	Spur_180_7
Spur_XM_030988392.1	Spur_180_8
Spur_XM_030988407.1	Spur_180_9
Spur_XM_030988417.1	Spur_180_10
Spur_XM_030988434.1	Spur_180_11
Spur_XM_030988445.1	Spur_180_12
Spur_XM_030988454.1	Spur_180_13
Spur_XM_030988464.1	Spur_180_14
Spur_XM_030988470.1	Spur_180_15
Spur_XM_030988155.1	Spur_180_16
Spur_XM_030988478.1	Spur_180_17
Spur_XM_030988552.1	Spur_180_18
Spur_XM_030988564.1	Spur_180_19
Spur_XM_011683177.2	Spur_180_20
Spur_XM_030988162.1	Spur_180_21
Spur_XM_030988169.1	Spur_180_22
Spur_XM_030988084.1	Spur_180_23
Spur_XM_030988178.1	Spur_180_24
Spur_XM_030988189.1	Spur_180_25
Spur_XM_030988194.1	Spur_180_26
Spur_XM_030988595.1	Spur_180_27
Spur_XM_030988202.1	Spur_180_28
Spur_XM_030988600.1	Spur_180_29
Spur_XM_030988210.1	Spur_180_30
Spur_XM_030988613.1	Spur_180_31
Spur_XM_030988216.1	Spur_180_32
Spur_XM_030988224.1	Spur_180_33
Spur_XM_030988234.1	Spur_180_34
Spur_XM_030988242.1	Spur_180_35
Spur_XM_030988624.1	Spur_180_36
Spur_XM_030988093.1	Spur_180_37
Spur_XM_030988254.1	Spur_180_38
Spur_XM_030988631.1	Spur_180_39
Spur_XM_030988643.1	Spur_180_40
Spur_XM_030988267.1	Spur_180_41
Spur_XM_030988651.1	Spur_180_42
Spur_XM_030988656.1	Spur_180_43
Spur_XM_001192756.4	Spur_180_44
Spur_XM_030988680.1	Spur_180_45
Spur_XM_030988685.1	Spur_180_46
Spur_XM_030988724.1	Spur_180_47
Spur_XM_030988739.1	Spur_180_48
Spur_XM_030988752.1	Spur_180_49
Spur_XM_030988762.1	Spur_180_50
Spur_XM_003726956.3	Spur_180_51
Spur_XM_030988285.1	Spur_180_52
Spur_XM_030988292.1	Spur_180_53
Spur_XM_030988802.1	Spur_180_54
Spur_XM_030988814.1	Spur_180_55
Spur_XM_030988821.1	Spur_180_56
Spur_XM_030988828.1	Spur_180_57
Spur_XM_030988843.1	Spur_180_58
Spur_XM_030988852.1	Spur_180_59
Spur_XM_030988865.1	Spur_180_60
Spur_XM_030988300.1	Spur_180_61
Spur_XM_030988310.1	Spur_180_62
Spur_XM_030988873.1	Spur_180_63
Spur_XM_030988319.1	Spur_180_64
Spur_XM_030988883.1	Spur_180_65
Spur_XM_030988890.1	Spur_180_66
Spur_XM_030988326.1	Spur_180_67
Spur_XM_030988333.1	Spur_180_68
Spur_XM_030988343.1	Spur_180_69
Spur_XM_030988930.1	Spur_181_1
Spur_XM_003729048.3	Spur_181_2
Spur_XM_001185643.4	Spur_181_3
Spur_XM_786208.5	Spur_181_4
Spur_XM_030988964.1	Spur_181_5
Spur_XM_030988969.1	Spur_181_6
Spur_XM_030988980.1	Spur_181_7
Spur_XM_030989116.1	Spur_181_8
Spur_XM_781568.5	Spur_181_9
Spur_XM_030988996.1	Spur_181_10
Spur_XM_030989001.1	Spur_181_11
Spur_XM_030989005.1	Spur_181_12
Spur_XM_030989126.1	Spur_181_13
Spur_XM_030989134.1	Spur_181_14
Spur_XM_030989138.1	Spur_181_15
Spur_XM_003727860.3	Spur_181_16
Spur_XM_030989149.1	Spur_181_17
Spur_XM_030989016.1	Spur_181_18
Spur_XM_030989158.1	Spur_181_19
Spur_XM_030989166.1	Spur_181_20
Spur_XM_001197909.2	Spur_181_21
Spur_XM_030989035.1	Spur_181_22
Spur_XM_030989045.1	Spur_181_23
Spur_XM_030989064.1	Spur_181_24
Spur_XM_030989059.1	Spur_181_25
Spur_XM_030989074.1	Spur_181_26
Spur_XM_030989099.1	Spur_181_27
Spur_XM_030989184.1	Spur_181_28
Spur_XM_030989195.1	Spur_181_29
Spur_XM_030989338.1	Spur_182_1
Spur_XM_030989354.1	Spur_182_2
Spur_XM_030989366.1	Spur_182_3
Spur_XM_030989384.1	Spur_182_4
Spur_XM_030989396.1	Spur_182_5
Spur_XM_030989406.1	Spur_182_6
Spur_XM_030989766.1	Spur_182_7
Spur_XM_030989214.1	Spur_182_8
Spur_XM_030989225.1	Spur_182_9
Spur_XM_030989419.1	Spur_182_10
Spur_XM_030989430.1	Spur_182_11
Spur_XM_011683899.2	Spur_182_12
Spur_XM_030989236.1	Spur_182_13
Spur_XM_030989246.1	Spur_182_14
Spur_XM_030989253.1	Spur_182_15
Spur_XM_030989262.1	Spur_182_16
Spur_XM_030989270.1	Spur_182_17
Spur_XM_030989506.1	Spur_182_18
Spur_XM_030989532.1	Spur_182_19
Spur_XM_030989540.1	Spur_182_20
Spur_XM_030989551.1	Spur_182_21
Spur_XM_011669136.2	Spur_182_22
Spur_XM_030989607.1	Spur_182_23
Spur_XM_030989623.1	Spur_182_24
Spur_XM_030989611.1	Spur_182_25
Spur_XM_030989631.1	Spur_182_26
Spur_XM_030989280.1	Spur_182_27
Spur_XM_030989290.1	Spur_182_28
Spur_XM_011681451.2	Spur_182_29
Spur_XM_030989647.1	Spur_182_30
Spur_XM_030989659.1	Spur_182_31
Spur_XM_030989207.1	Spur_182_32
Spur_XM_030989311.1	Spur_182_33
Spur_XM_030989666.1	Spur_182_34
Spur_XM_030989677.1	Spur_182_35
Spur_XM_030989687.1	Spur_182_36
Spur_XM_030989321.1	Spur_182_37
Spur_XM_030989692.1	Spur_182_38
Spur_XM_030989703.1	Spur_182_39
Spur_XM_030989697.1	Spur_182_40
Spur_XM_030989736.1	Spur_182_41
Spur_XM_030989746.1	Spur_182_42
Spur_XM_030989331.1	Spur_182_43
Spur_XM_030989758.1	Spur_182_44
Spur_XM_030989890.1	Spur_183_1
Spur_XM_030990140.1	Spur_183_2
Spur_XM_030989768.1	Spur_183_3
Spur_XM_030989769.1	Spur_183_4
Spur_XM_030989903.1	Spur_183_5
Spur_XM_030989770.1	Spur_183_6
Spur_XM_030989917.1	Spur_183_7
Spur_XM_030989771.1	Spur_183_8
Spur_XM_030989772.1	Spur_183_9
Spur_XM_030989773.1	Spur_183_10
Spur_XM_030989939.1	Spur_183_11
Spur_XM_030989774.1	Spur_183_12
Spur_XM_030989775.1	Spur_183_13
Spur_XM_030989776.1	Spur_183_14
Spur_XM_030989777.1	Spur_183_15
Spur_XM_003725553.3	Spur_183_16
Spur_XM_787189.5	Spur_183_17
Spur_XM_030989957.1	Spur_183_18
Spur_XM_030989964.1	Spur_183_19
Spur_XM_030989985.1	Spur_183_20
Spur_XM_011666276.2	Spur_183_21
Spur_XM_011673120.2	Spur_183_22
Spur_XM_030990040.1	Spur_183_23
Spur_XM_011673123.2	Spur_183_24
Spur_XM_030989781.1	Spur_183_25
Spur_XM_030989786.1	Spur_183_26
Spur_XM_030990059.1	Spur_183_27
Spur_XM_030989797.1	Spur_183_28
Spur_XM_030990073.1	Spur_183_29
Spur_XM_011673127.2	Spur_183_30
Spur_XM_030990101.1	Spur_183_31
Spur_XM_030989803.1	Spur_183_32
Spur_XM_030989812.1	Spur_183_33
Spur_XM_030989820.1	Spur_183_34
Spur_XM_030989767.1	Spur_183_35
Spur_XM_030989831.1	Spur_183_36
Spur_XM_030990108.1	Spur_183_37
Spur_XM_030989847.1	Spur_183_38
Spur_XM_030990116.1	Spur_183_39
Spur_XM_030989857.1	Spur_183_40
Spur_XM_030989866.1	Spur_183_41
Spur_XM_030989876.1	Spur_183_42
Spur_XM_030990124.1	Spur_183_43
Spur_XM_030991049.1	Spur_184_1
Spur_XM_003726395.3	Spur_184_2
Spur_NM_001079541.1	Spur_184_3
Spur_XM_030990597.1	Spur_184_4
Spur_XM_030990602.1	Spur_184_5
Spur_XM_030990617.1	Spur_184_6
Spur_XM_030990625.1	Spur_184_7
Spur_XM_030990230.1	Spur_184_8
Spur_XM_030990637.1	Spur_184_9
Spur_XM_030990245.1	Spur_184_10
Spur_XM_030990643.1	Spur_184_11
Spur_XM_003729568.3	Spur_184_12
Spur_XM_785264.4	Spur_184_13
Spur_XM_030991057.1	Spur_184_14
Spur_XM_003729569.3	Spur_184_15
Spur_XM_001183487.4	Spur_184_16
Spur_XM_030990681.1	Spur_184_17
Spur_XM_030990697.1	Spur_184_18
Spur_XM_030990711.1	Spur_184_19
Spur_XM_030990718.1	Spur_184_20
Spur_XM_795146.5	Spur_184_21
