Phoaus_g1.t1	Phoaus_1_1
Phoaus_g6243.t1	Phoaus_44_36
Phoaus_g6244.t1	Phoaus_44_37
Phoaus_g6245.t1	Phoaus_44_38
Phoaus_g6246.t1	Phoaus_44_39
Phoaus_g6247.t1	Phoaus_44_40
Phoaus_g6248.t1	Phoaus_44_41
Phoaus_g6249.t1	Phoaus_44_42
Phoaus_g6250.t1	Phoaus_44_43
Phoaus_g6251.t1	Phoaus_44_44
Phoaus_g6252.t1	Phoaus_44_45
Phoaus_g6253.t1	Phoaus_44_46
Phoaus_g6254.t1	Phoaus_44_47
Phoaus_g6255.t1	Phoaus_44_48
Phoaus_g6256.t1	Phoaus_44_49
Phoaus_g6257.t1	Phoaus_44_50
Phoaus_g6258.t1	Phoaus_44_51
Phoaus_g6259.t1	Phoaus_44_52
Phoaus_g6260.t1	Phoaus_44_53
Phoaus_g6261.t1	Phoaus_44_54
Phoaus_g18898.t1	Phoaus_45_1
Phoaus_g18899.t1	Phoaus_45_2
Phoaus_g18900.t1	Phoaus_45_3
Phoaus_g18901.t1	Phoaus_45_4
Phoaus_g18902.t1	Phoaus_45_5
Phoaus_g18903.t1	Phoaus_46_1
Phoaus_g18904.t1	Phoaus_46_2
Phoaus_g18905.t1	Phoaus_47_1
Phoaus_g18906.t1	Phoaus_48_1
Phoaus_g18907.t1	Phoaus_48_2
Phoaus_g18908.t1	Phoaus_48_3
Phoaus_g18909.t1	Phoaus_48_4
Phoaus_g18910.t1	Phoaus_49_1
Phoaus_g18911.t1	Phoaus_49_2
Phoaus_g18912.t1	Phoaus_50_1
Phoaus_g18913.t1	Phoaus_50_2
Phoaus_g18914.t1	Phoaus_51_1
Phoaus_g18915.t1	Phoaus_51_2
Phoaus_g18916.t1	Phoaus_51_3
Phoaus_g18917.t1	Phoaus_51_4
Phoaus_g18918.t1	Phoaus_51_5
Phoaus_g18919.t1	Phoaus_51_6
Phoaus_g18920.t1	Phoaus_52_1
Phoaus_g18921.t1	Phoaus_52_2
Phoaus_g18922.t1	Phoaus_53_1
Phoaus_g18923.t1	Phoaus_53_2
Phoaus_g6262.t1	Phoaus_54_1
Phoaus_g6263.t1	Phoaus_54_2
Phoaus_g6264.t1	Phoaus_54_3
Phoaus_g6265.t1	Phoaus_54_4
Phoaus_g6266.t1	Phoaus_54_5
Phoaus_g6267.t1	Phoaus_54_6
Phoaus_g6268.t1	Phoaus_54_7
Phoaus_g6269.t1	Phoaus_54_8
Phoaus_g6270.t1	Phoaus_54_9
Phoaus_g6271.t1	Phoaus_54_10
Phoaus_g6272.t1	Phoaus_54_11
Phoaus_g6273.t1	Phoaus_54_12
Phoaus_g6274.t1	Phoaus_54_13
Phoaus_g6275.t1	Phoaus_54_14
Phoaus_g6276.t1	Phoaus_54_15
Phoaus_g6277.t1	Phoaus_54_16
Phoaus_g6278.t1	Phoaus_54_17
Phoaus_g6279.t1	Phoaus_54_18
Phoaus_g6280.t1	Phoaus_54_19
Phoaus_g6281.t1	Phoaus_54_20
Phoaus_g6282.t1	Phoaus_54_21
Phoaus_g6283.t1	Phoaus_54_22
Phoaus_g6284.t1	Phoaus_54_23
Phoaus_g6285.t1	Phoaus_54_24
Phoaus_g6286.t1	Phoaus_54_25
Phoaus_g6287.t1	Phoaus_54_26
Phoaus_g6288.t1	Phoaus_54_27
Phoaus_g6289.t1	Phoaus_54_28
Phoaus_g6290.t1	Phoaus_54_29
Phoaus_g6291.t1	Phoaus_54_30
Phoaus_g6292.t1	Phoaus_54_31
Phoaus_g6293.t1	Phoaus_54_32
Phoaus_g6294.t1	Phoaus_54_33
Phoaus_g6295.t1	Phoaus_54_34
Phoaus_g6296.t1	Phoaus_54_35
Phoaus_g18924.t1	Phoaus_55_1
Phoaus_g18925.t1	Phoaus_55_2
Phoaus_g18926.t1	Phoaus_55_3
Phoaus_g18927.t1	Phoaus_56_1
Phoaus_g18928.t1	Phoaus_56_2
Phoaus_g18929.t1	Phoaus_57_1
Phoaus_g18930.t1	Phoaus_57_2
Phoaus_g18931.t1	Phoaus_57_3
Phoaus_g18932.t1	Phoaus_57_4
Phoaus_g18933.t1	Phoaus_58_1
Phoaus_g18934.t1	Phoaus_59_1
Phoaus_g18935.t1	Phoaus_60_1
Phoaus_g18936.t1	Phoaus_60_2
Phoaus_g18937.t1	Phoaus_60_3
Phoaus_g18938.t1	Phoaus_60_4
Phoaus_g18939.t1	Phoaus_61_1
Phoaus_g18940.t1	Phoaus_62_1
Phoaus_g6297.t1	Phoaus_63_1
Phoaus_g6298.t1	Phoaus_63_2
Phoaus_g6299.t1	Phoaus_63_3
Phoaus_g6300.t1	Phoaus_63_4
Phoaus_g6301.t1	Phoaus_63_5
Phoaus_g6302.t1	Phoaus_63_6
Phoaus_g6303.t1	Phoaus_63_7
Phoaus_g6304.t1	Phoaus_63_8
Phoaus_g6305.t1	Phoaus_63_9
Phoaus_g6306.t1	Phoaus_63_10
Phoaus_g6307.t1	Phoaus_63_11
Phoaus_g6308.t1	Phoaus_63_12
Phoaus_g6309.t1	Phoaus_63_13
Phoaus_g6310.t1	Phoaus_63_14
Phoaus_g6311.t1	Phoaus_63_15
Phoaus_g6312.t1	Phoaus_63_16
Phoaus_g6313.t1	Phoaus_63_17
Phoaus_g6314.t1	Phoaus_63_18
Phoaus_g6315.t1	Phoaus_63_19
Phoaus_g6316.t1	Phoaus_63_20
Phoaus_g6317.t1	Phoaus_63_21
Phoaus_g6318.t1	Phoaus_63_22
Phoaus_g6319.t1	Phoaus_63_23
Phoaus_g6320.t1	Phoaus_63_24
Phoaus_g6321.t1	Phoaus_63_25
Phoaus_g6322.t1	Phoaus_63_26
Phoaus_g6323.t1	Phoaus_63_27
Phoaus_g6324.t1	Phoaus_63_28
Phoaus_g6325.t1	Phoaus_63_29
Phoaus_g6326.t1	Phoaus_63_30
Phoaus_g6327.t1	Phoaus_63_31
Phoaus_g6328.t1	Phoaus_63_32
Phoaus_g6329.t1	Phoaus_63_33
Phoaus_g6330.t1	Phoaus_63_34
Phoaus_g6331.t1	Phoaus_63_35
Phoaus_g6332.t1	Phoaus_63_36
Phoaus_g6333.t1	Phoaus_63_37
Phoaus_g6334.t1	Phoaus_63_38
Phoaus_g6335.t1	Phoaus_63_39
Phoaus_g6336.t1	Phoaus_63_40
Phoaus_g6337.t1	Phoaus_63_41
Phoaus_g6338.t1	Phoaus_63_42
Phoaus_g6339.t1	Phoaus_63_43
Phoaus_g6340.t1	Phoaus_63_44
Phoaus_g6341.t1	Phoaus_63_45
Phoaus_g6342.t1	Phoaus_63_46
Phoaus_g6343.t1	Phoaus_63_47
Phoaus_g6344.t1	Phoaus_63_48
Phoaus_g6345.t1	Phoaus_63_49
Phoaus_g6346.t1	Phoaus_63_50
Phoaus_g6347.t1	Phoaus_63_51
Phoaus_g18941.t1	Phoaus_64_1
Phoaus_g18942.t1	Phoaus_64_2
Phoaus_g18943.t1	Phoaus_64_3
Phoaus_g18944.t1	Phoaus_65_1
Phoaus_g18945.t1	Phoaus_65_2
Phoaus_g18946.t1	Phoaus_65_3
Phoaus_g18947.t1	Phoaus_65_4
Phoaus_g18948.t1	Phoaus_66_1
Phoaus_g18949.t1	Phoaus_66_2
Phoaus_g18950.t1	Phoaus_66_3
Phoaus_g18951.t1	Phoaus_66_4
Phoaus_g18952.t1	Phoaus_66_5
Phoaus_g18953.t1	Phoaus_66_6
Phoaus_g18954.t1	Phoaus_66_7
Phoaus_g18955.t1	Phoaus_66_8
Phoaus_g18956.t1	Phoaus_67_1
Phoaus_g18957.t1	Phoaus_67_2
Phoaus_g18958.t1	Phoaus_67_3
Phoaus_g18959.t1	Phoaus_67_4
Phoaus_g18960.t1	Phoaus_67_5
Phoaus_g18961.t1	Phoaus_67_6
Phoaus_g18962.t1	Phoaus_67_7
Phoaus_g18963.t1	Phoaus_67_8
Phoaus_g18964.t1	Phoaus_67_9
Phoaus_g18965.t1	Phoaus_68_1
Phoaus_g18966.t1	Phoaus_68_2
Phoaus_g18967.t1	Phoaus_68_3
Phoaus_g18968.t1	Phoaus_69_1
Phoaus_g18969.t1	Phoaus_69_2
Phoaus_g18970.t1	Phoaus_69_3
Phoaus_g18971.t1	Phoaus_69_4
Phoaus_g18972.t1	Phoaus_70_1
Phoaus_g18973.t1	Phoaus_71_1
Phoaus_g18974.t1	Phoaus_71_2
Phoaus_g18975.t1	Phoaus_71_3
Phoaus_g18976.t1	Phoaus_71_4
Phoaus_g18977.t1	Phoaus_71_5
Phoaus_g18978.t1	Phoaus_72_1
Phoaus_g18979.t1	Phoaus_72_2
Phoaus_g18980.t1	Phoaus_72_3
Phoaus_g18981.t1	Phoaus_73_1
Phoaus_g18982.t1	Phoaus_73_2
Phoaus_g6348.t1	Phoaus_74_1
Phoaus_g6349.t1	Phoaus_74_2
Phoaus_g6350.t1	Phoaus_74_3
Phoaus_g6351.t1	Phoaus_74_4
Phoaus_g6352.t1	Phoaus_74_5
Phoaus_g6353.t1	Phoaus_74_6
Phoaus_g6354.t1	Phoaus_74_7
Phoaus_g6355.t1	Phoaus_74_8
Phoaus_g6356.t1	Phoaus_74_9
Phoaus_g6357.t1	Phoaus_74_10
Phoaus_g6358.t1	Phoaus_74_11
Phoaus_g6359.t1	Phoaus_74_12
Phoaus_g6360.t1	Phoaus_74_13
Phoaus_g6361.t1	Phoaus_74_14
Phoaus_g6362.t1	Phoaus_74_15
Phoaus_g6363.t1	Phoaus_74_16
Phoaus_g6364.t1	Phoaus_74_17
Phoaus_g6365.t1	Phoaus_74_18
Phoaus_g6366.t1	Phoaus_74_19
Phoaus_g6367.t1	Phoaus_74_20
Phoaus_g6368.t1	Phoaus_74_21
Phoaus_g6369.t1	Phoaus_74_22
Phoaus_g6370.t1	Phoaus_74_23
Phoaus_g6371.t1	Phoaus_74_24
Phoaus_g6372.t1	Phoaus_74_25
Phoaus_g6373.t1	Phoaus_74_26
Phoaus_g6374.t1	Phoaus_74_27
Phoaus_g6375.t1	Phoaus_74_28
Phoaus_g6376.t1	Phoaus_74_29
Phoaus_g6377.t1	Phoaus_74_30
Phoaus_g6378.t1	Phoaus_74_31
Phoaus_g6379.t1	Phoaus_74_32
Phoaus_g6380.t1	Phoaus_74_33
Phoaus_g6381.t1	Phoaus_74_34
Phoaus_g6382.t1	Phoaus_74_35
Phoaus_g6383.t1	Phoaus_74_36
Phoaus_g6384.t1	Phoaus_74_37
Phoaus_g6385.t1	Phoaus_74_38
Phoaus_g6386.t1	Phoaus_74_39
Phoaus_g18983.t1	Phoaus_75_1
Phoaus_g18984.t1	Phoaus_76_1
Phoaus_g18985.t1	Phoaus_77_1
Phoaus_g18986.t1	Phoaus_78_1
Phoaus_g18987.t1	Phoaus_78_2
Phoaus_g18988.t1	Phoaus_79_1
Phoaus_g18989.t1	Phoaus_80_1
Phoaus_g6387.t1	Phoaus_81_1
Phoaus_g6388.t1	Phoaus_81_2
Phoaus_g6389.t1	Phoaus_81_3
Phoaus_g6390.t1	Phoaus_81_4
Phoaus_g6391.t1	Phoaus_81_5
Phoaus_g6392.t1	Phoaus_81_6
Phoaus_g6393.t1	Phoaus_81_7
Phoaus_g6394.t1	Phoaus_81_8
Phoaus_g6395.t1	Phoaus_81_9
Phoaus_g6396.t1	Phoaus_81_10
Phoaus_g6397.t1	Phoaus_81_11
Phoaus_g6398.t1	Phoaus_81_12
Phoaus_g6399.t1	Phoaus_81_13
Phoaus_g6400.t1	Phoaus_81_14
Phoaus_g6401.t1	Phoaus_81_15
Phoaus_g6402.t1	Phoaus_81_16
Phoaus_g6403.t1	Phoaus_81_17
Phoaus_g6404.t1	Phoaus_81_18
Phoaus_g6405.t1	Phoaus_81_19
Phoaus_g6406.t1	Phoaus_81_20
Phoaus_g6407.t1	Phoaus_81_21
Phoaus_g6408.t1	Phoaus_81_22
Phoaus_g6409.t1	Phoaus_81_23
Phoaus_g6410.t1	Phoaus_81_24
Phoaus_g6411.t1	Phoaus_81_25
Phoaus_g6412.t1	Phoaus_81_26
Phoaus_g6413.t1	Phoaus_81_27
Phoaus_g6414.t1	Phoaus_81_28
Phoaus_g6415.t1	Phoaus_81_29
Phoaus_g6416.t1	Phoaus_81_30
Phoaus_g6417.t1	Phoaus_81_31
Phoaus_g6418.t1	Phoaus_81_32
Phoaus_g6419.t1	Phoaus_81_33
Phoaus_g6420.t1	Phoaus_81_34
Phoaus_g18990.t1	Phoaus_82_1
Phoaus_g18991.t1	Phoaus_82_2
Phoaus_g18992.t1	Phoaus_83_1
Phoaus_g18993.t1	Phoaus_83_2
Phoaus_g18994.t1	Phoaus_84_1
Phoaus_g18995.t1	Phoaus_84_2
Phoaus_g18996.t1	Phoaus_84_3
Phoaus_g18997.t1	Phoaus_85_1
Phoaus_g18998.t1	Phoaus_85_2
Phoaus_g18999.t1	Phoaus_85_3
Phoaus_g19000.t1	Phoaus_85_4
Phoaus_g19001.t1	Phoaus_86_1
Phoaus_g19002.t1	Phoaus_86_2
Phoaus_g19003.t1	Phoaus_86_3
Phoaus_g19004.t1	Phoaus_86_4
Phoaus_g19005.t1	Phoaus_87_1
Phoaus_g19006.t1	Phoaus_87_2
Phoaus_g19007.t1	Phoaus_88_1
Phoaus_g19008.t1	Phoaus_89_1
Phoaus_g19009.t1	Phoaus_90_1
Phoaus_g19010.t1	Phoaus_91_1
Phoaus_g19011.t1	Phoaus_91_2
Phoaus_g19012.t1	Phoaus_91_3
Phoaus_g19013.t1	Phoaus_91_4
Phoaus_g19014.t1	Phoaus_91_5
Phoaus_g19015.t1	Phoaus_91_6
Phoaus_g6421.t1	Phoaus_92_1
Phoaus_g6422.t1	Phoaus_92_2
Phoaus_g6423.t1	Phoaus_92_3
Phoaus_g6424.t1	Phoaus_92_4
Phoaus_g6425.t1	Phoaus_92_5
Phoaus_g6426.t1	Phoaus_92_6
Phoaus_g6427.t1	Phoaus_92_7
Phoaus_g6428.t1	Phoaus_92_8
Phoaus_g6429.t1	Phoaus_92_9
Phoaus_g6430.t1	Phoaus_92_10
Phoaus_g6431.t1	Phoaus_92_11
Phoaus_g6432.t1	Phoaus_92_12
Phoaus_g6433.t1	Phoaus_92_13
Phoaus_g6434.t1	Phoaus_92_14
Phoaus_g6435.t1	Phoaus_92_15
Phoaus_g6436.t1	Phoaus_92_16
Phoaus_g6437.t1	Phoaus_92_17
Phoaus_g6438.t1	Phoaus_92_18
Phoaus_g6439.t1	Phoaus_92_19
Phoaus_g19016.t1	Phoaus_93_1
Phoaus_g19017.t1	Phoaus_93_2
Phoaus_g19018.t1	Phoaus_93_3
Phoaus_g19019.t1	Phoaus_94_1
Phoaus_g19020.t1	Phoaus_94_2
Phoaus_g19021.t1	Phoaus_94_3
Phoaus_g19022.t1	Phoaus_95_1
Phoaus_g19023.t1	Phoaus_95_2
Phoaus_g19024.t1	Phoaus_96_1
Phoaus_g19025.t1	Phoaus_97_1
Phoaus_g19026.t1	Phoaus_97_2
Phoaus_g19027.t1	Phoaus_97_3
Phoaus_g19028.t1	Phoaus_98_1
Phoaus_g19029.t1	Phoaus_98_2
Phoaus_g19030.t1	Phoaus_99_1
Phoaus_g19031.t1	Phoaus_100_1
Phoaus_g19032.t1	Phoaus_101_1
Phoaus_g19033.t1	Phoaus_101_2
Phoaus_g19034.t1	Phoaus_101_3
Phoaus_g19035.t1	Phoaus_102_1
Phoaus_g19036.t1	Phoaus_102_2
Phoaus_g1193.t1	Phoaus_103_1
Phoaus_g1194.t1	Phoaus_103_2
Phoaus_g1195.t1	Phoaus_103_3
Phoaus_g1196.t1	Phoaus_103_4
Phoaus_g1197.t1	Phoaus_103_5
Phoaus_g1198.t1	Phoaus_103_6
Phoaus_g1199.t1	Phoaus_103_7
Phoaus_g1200.t1	Phoaus_103_8
Phoaus_g1201.t1	Phoaus_103_9
Phoaus_g1202.t1	Phoaus_103_10
Phoaus_g1203.t1	Phoaus_103_11
Phoaus_g1204.t1	Phoaus_103_12
Phoaus_g1205.t1	Phoaus_103_13
Phoaus_g1206.t1	Phoaus_103_14
Phoaus_g1207.t1	Phoaus_103_15
Phoaus_g1208.t1	Phoaus_103_16
Phoaus_g1209.t1	Phoaus_103_17
Phoaus_g1210.t1	Phoaus_103_18
Phoaus_g1211.t1	Phoaus_103_19
Phoaus_g1212.t1	Phoaus_103_20
Phoaus_g1213.t1	Phoaus_103_21
Phoaus_g1214.t1	Phoaus_103_22
Phoaus_g1215.t1	Phoaus_103_23
Phoaus_g1216.t1	Phoaus_103_24
Phoaus_g1217.t1	Phoaus_103_25
Phoaus_g1218.t1	Phoaus_103_26
Phoaus_g1219.t1	Phoaus_103_27
Phoaus_g1220.t1	Phoaus_103_28
Phoaus_g1221.t1	Phoaus_103_29
Phoaus_g1222.t1	Phoaus_103_30
Phoaus_g1223.t1	Phoaus_103_31
Phoaus_g1224.t1	Phoaus_103_32
Phoaus_g1225.t1	Phoaus_103_33
Phoaus_g1226.t1	Phoaus_103_34
Phoaus_g1227.t1	Phoaus_103_35
Phoaus_g1228.t1	Phoaus_103_36
Phoaus_g1229.t1	Phoaus_103_37
Phoaus_g1230.t1	Phoaus_103_38
Phoaus_g1231.t1	Phoaus_103_39
Phoaus_g1232.t1	Phoaus_103_40
Phoaus_g1233.t1	Phoaus_103_41
Phoaus_g1234.t1	Phoaus_103_42
Phoaus_g1235.t1	Phoaus_103_43
Phoaus_g1236.t1	Phoaus_103_44
Phoaus_g1237.t1	Phoaus_103_45
Phoaus_g1238.t1	Phoaus_103_46
Phoaus_g1239.t1	Phoaus_103_47
Phoaus_g1240.t1	Phoaus_103_48
Phoaus_g1241.t1	Phoaus_103_49
Phoaus_g1242.t1	Phoaus_103_50
Phoaus_g1243.t1	Phoaus_103_51
Phoaus_g1244.t1	Phoaus_103_52
Phoaus_g1245.t1	Phoaus_103_53
Phoaus_g1246.t1	Phoaus_103_54
Phoaus_g1247.t1	Phoaus_103_55
Phoaus_g1248.t1	Phoaus_103_56
Phoaus_g1249.t1	Phoaus_103_57
Phoaus_g1250.t1	Phoaus_103_58
Phoaus_g1251.t1	Phoaus_103_59
Phoaus_g1252.t1	Phoaus_103_60
Phoaus_g1253.t1	Phoaus_103_61
Phoaus_g1254.t1	Phoaus_103_62
Phoaus_g1255.t1	Phoaus_103_63
Phoaus_g1256.t1	Phoaus_103_64
Phoaus_g1257.t1	Phoaus_103_65
Phoaus_g1258.t1	Phoaus_103_66
Phoaus_g1259.t1	Phoaus_103_67
Phoaus_g1260.t1	Phoaus_103_68
Phoaus_g1261.t1	Phoaus_103_69
Phoaus_g1262.t1	Phoaus_103_70
Phoaus_g1263.t1	Phoaus_103_71
Phoaus_g1264.t1	Phoaus_103_72
Phoaus_g1265.t1	Phoaus_103_73
Phoaus_g1266.t1	Phoaus_103_74
Phoaus_g1267.t1	Phoaus_103_75
Phoaus_g1268.t1	Phoaus_103_76
Phoaus_g1269.t1	Phoaus_103_77
Phoaus_g6440.t1	Phoaus_104_1
Phoaus_g6441.t1	Phoaus_104_2
Phoaus_g6442.t1	Phoaus_104_3
Phoaus_g6443.t1	Phoaus_104_4
Phoaus_g6444.t1	Phoaus_104_5
Phoaus_g6445.t1	Phoaus_104_6
Phoaus_g6446.t1	Phoaus_104_7
Phoaus_g6447.t1	Phoaus_104_8
Phoaus_g6448.t1	Phoaus_104_9
Phoaus_g6449.t1	Phoaus_104_10
Phoaus_g6450.t1	Phoaus_104_11
Phoaus_g6451.t1	Phoaus_104_12
Phoaus_g6452.t1	Phoaus_104_13
Phoaus_g6453.t1	Phoaus_104_14
Phoaus_g6454.t1	Phoaus_104_15
Phoaus_g6455.t1	Phoaus_104_16
Phoaus_g6456.t1	Phoaus_104_17
Phoaus_g6457.t1	Phoaus_104_18
Phoaus_g6458.t1	Phoaus_104_19
Phoaus_g6459.t1	Phoaus_104_20
Phoaus_g6460.t1	Phoaus_104_21
Phoaus_g6461.t1	Phoaus_104_22
Phoaus_g6462.t1	Phoaus_104_23
Phoaus_g6463.t1	Phoaus_104_24
Phoaus_g6464.t1	Phoaus_104_25
Phoaus_g6465.t1	Phoaus_104_26
Phoaus_g6466.t1	Phoaus_104_27
Phoaus_g6467.t1	Phoaus_104_28
Phoaus_g6468.t1	Phoaus_104_29
Phoaus_g6469.t1	Phoaus_104_30
Phoaus_g6470.t1	Phoaus_104_31
Phoaus_g6471.t1	Phoaus_104_32
Phoaus_g6472.t1	Phoaus_104_33
Phoaus_g6473.t1	Phoaus_104_34
Phoaus_g6474.t1	Phoaus_104_35
Phoaus_g6475.t1	Phoaus_104_36
Phoaus_g6476.t1	Phoaus_104_37
Phoaus_g6477.t1	Phoaus_104_38
Phoaus_g6478.t1	Phoaus_104_39
Phoaus_g6479.t1	Phoaus_104_40
Phoaus_g6480.t1	Phoaus_104_41
Phoaus_g6481.t1	Phoaus_104_42
Phoaus_g6482.t1	Phoaus_104_43
Phoaus_g6483.t1	Phoaus_104_44
Phoaus_g6484.t1	Phoaus_104_45
Phoaus_g6485.t1	Phoaus_104_46
Phoaus_g6486.t1	Phoaus_104_47
Phoaus_g6487.t1	Phoaus_104_48
Phoaus_g19037.t1	Phoaus_105_1
Phoaus_g19038.t1	Phoaus_105_2
Phoaus_g19039.t1	Phoaus_106_1
Phoaus_g19040.t1	Phoaus_107_1
Phoaus_g19041.t1	Phoaus_107_2
Phoaus_g19042.t1	Phoaus_107_3
Phoaus_g19043.t1	Phoaus_108_1
Phoaus_g19044.t1	Phoaus_108_2
Phoaus_g19045.t1	Phoaus_109_1
Phoaus_g19046.t1	Phoaus_109_2
Phoaus_g19047.t1	Phoaus_110_1
Phoaus_g19048.t1	Phoaus_110_2
Phoaus_g19049.t1	Phoaus_111_1
Phoaus_g19050.t1	Phoaus_111_2
Phoaus_g19051.t1	Phoaus_111_3
Phoaus_g19052.t1	Phoaus_111_4
Phoaus_g19053.t1	Phoaus_112_1
Phoaus_g19054.t1	Phoaus_112_2
Phoaus_g19055.t1	Phoaus_112_3
Phoaus_g6488.t1	Phoaus_113_1
Phoaus_g6489.t1	Phoaus_113_2
Phoaus_g6490.t1	Phoaus_113_3
Phoaus_g6491.t1	Phoaus_113_4
Phoaus_g6492.t1	Phoaus_113_5
Phoaus_g6493.t1	Phoaus_113_6
Phoaus_g6494.t1	Phoaus_113_7
Phoaus_g6495.t1	Phoaus_113_8
Phoaus_g6496.t1	Phoaus_113_9
Phoaus_g6497.t1	Phoaus_113_10
Phoaus_g6498.t1	Phoaus_113_11
Phoaus_g6499.t1	Phoaus_113_12
Phoaus_g6500.t1	Phoaus_113_13
Phoaus_g6501.t1	Phoaus_113_14
Phoaus_g6502.t1	Phoaus_113_15
Phoaus_g6503.t1	Phoaus_113_16
Phoaus_g6504.t1	Phoaus_113_17
Phoaus_g6505.t1	Phoaus_113_18
Phoaus_g6506.t1	Phoaus_113_19
Phoaus_g6507.t1	Phoaus_113_20
Phoaus_g6508.t1	Phoaus_113_21
Phoaus_g6509.t1	Phoaus_113_22
Phoaus_g6510.t1	Phoaus_113_23
Phoaus_g6511.t1	Phoaus_113_24
Phoaus_g6512.t1	Phoaus_113_25
Phoaus_g6513.t1	Phoaus_113_26
Phoaus_g6514.t1	Phoaus_113_27
Phoaus_g6515.t1	Phoaus_113_28
Phoaus_g6516.t1	Phoaus_113_29
Phoaus_g6517.t1	Phoaus_113_30
Phoaus_g6518.t1	Phoaus_113_31
Phoaus_g6519.t1	Phoaus_113_32
Phoaus_g6520.t1	Phoaus_113_33
Phoaus_g6521.t1	Phoaus_113_34
Phoaus_g6522.t1	Phoaus_113_35
Phoaus_g6523.t1	Phoaus_113_36
Phoaus_g6524.t1	Phoaus_113_37
Phoaus_g6525.t1	Phoaus_113_38
Phoaus_g6526.t1	Phoaus_113_39
Phoaus_g6527.t1	Phoaus_113_40
Phoaus_g6528.t1	Phoaus_113_41
Phoaus_g6529.t1	Phoaus_113_42
Phoaus_g6530.t1	Phoaus_113_43
Phoaus_g6531.t1	Phoaus_113_44
Phoaus_g19056.t1	Phoaus_114_1
Phoaus_g19057.t1	Phoaus_114_2
Phoaus_g19058.t1	Phoaus_114_3
Phoaus_g19059.t1	Phoaus_115_1
Phoaus_g19060.t1	Phoaus_116_1
Phoaus_g19061.t1	Phoaus_117_1
Phoaus_g19062.t1	Phoaus_118_1
Phoaus_g19063.t1	Phoaus_118_2
Phoaus_g19064.t1	Phoaus_119_1
Phoaus_g19065.t1	Phoaus_120_1
Phoaus_g19066.t1	Phoaus_121_1
Phoaus_g19067.t1	Phoaus_121_2
Phoaus_g19068.t1	Phoaus_121_3
Phoaus_g19069.t1	Phoaus_122_1
Phoaus_g19070.t1	Phoaus_122_2
Phoaus_g6532.t1	Phoaus_123_1
Phoaus_g6533.t1	Phoaus_123_2
Phoaus_g6534.t1	Phoaus_123_3
Phoaus_g6535.t1	Phoaus_123_4
Phoaus_g6536.t1	Phoaus_123_5
Phoaus_g6537.t1	Phoaus_123_6
Phoaus_g6538.t1	Phoaus_123_7
Phoaus_g6539.t1	Phoaus_123_8
Phoaus_g6540.t1	Phoaus_123_9
Phoaus_g6541.t1	Phoaus_123_10
Phoaus_g6542.t1	Phoaus_123_11
Phoaus_g6543.t1	Phoaus_123_12
Phoaus_g6544.t1	Phoaus_123_13
Phoaus_g6545.t1	Phoaus_123_14
Phoaus_g6546.t1	Phoaus_123_15
Phoaus_g6547.t1	Phoaus_123_16
Phoaus_g6548.t1	Phoaus_123_17
Phoaus_g6549.t1	Phoaus_123_18
Phoaus_g6550.t1	Phoaus_123_19
Phoaus_g6551.t1	Phoaus_123_20
Phoaus_g6552.t1	Phoaus_123_21
Phoaus_g6553.t1	Phoaus_123_22
Phoaus_g6554.t1	Phoaus_123_23
Phoaus_g6555.t1	Phoaus_123_24
Phoaus_g6556.t1	Phoaus_123_25
Phoaus_g6557.t1	Phoaus_123_26
Phoaus_g6558.t1	Phoaus_123_27
Phoaus_g6559.t1	Phoaus_123_28
Phoaus_g6560.t1	Phoaus_123_29
Phoaus_g6561.t1	Phoaus_123_30
Phoaus_g6562.t1	Phoaus_123_31
Phoaus_g6563.t1	Phoaus_123_32
Phoaus_g6564.t1	Phoaus_123_33
Phoaus_g6565.t1	Phoaus_123_34
Phoaus_g6566.t1	Phoaus_123_35
Phoaus_g6567.t1	Phoaus_123_36
Phoaus_g6568.t1	Phoaus_123_37
Phoaus_g6569.t1	Phoaus_123_38
Phoaus_g6570.t1	Phoaus_123_39
Phoaus_g6571.t1	Phoaus_123_40
Phoaus_g6572.t1	Phoaus_123_41
Phoaus_g6573.t1	Phoaus_123_42
Phoaus_g6574.t1	Phoaus_123_43
Phoaus_g19071.t1	Phoaus_124_1
Phoaus_g19072.t1	Phoaus_124_2
Phoaus_g19073.t1	Phoaus_124_3
Phoaus_g19074.t1	Phoaus_124_4
Phoaus_g19075.t1	Phoaus_125_1
Phoaus_g19076.t1	Phoaus_125_2
Phoaus_g19077.t1	Phoaus_126_1
Phoaus_g19078.t1	Phoaus_127_1
Phoaus_g19079.t1	Phoaus_127_2
Phoaus_g19080.t1	Phoaus_127_3
Phoaus_g19081.t1	Phoaus_127_4
Phoaus_g19082.t1	Phoaus_128_1
Phoaus_g19083.t1	Phoaus_128_2
Phoaus_g19084.t1	Phoaus_129_1
Phoaus_g19085.t1	Phoaus_129_2
Phoaus_g19086.t1	Phoaus_129_3
Phoaus_g19087.t1	Phoaus_129_4
Phoaus_g19088.t1	Phoaus_130_1
Phoaus_g19089.t1	Phoaus_130_2
Phoaus_g19090.t1	Phoaus_131_1
Phoaus_g19091.t1	Phoaus_131_2
Phoaus_g19092.t1	Phoaus_132_1
Phoaus_g19093.t1	Phoaus_132_2
Phoaus_g19094.t1	Phoaus_132_3
Phoaus_g19095.t1	Phoaus_133_1
