Aano_EGB05519	PHD SNF2_N Helicase_C
Lcom_lcpid10472	PHD
Lcom_lcpid106420	PHD
Lcom_lcpid126861	PHD_2
Lcom_lcpid127119	PHD
Lcom_lcpid127136	zf-RING_2 PHD
Lcom_lcpid146505	PHD
Lcom_lcpid15068	WAC_Acf1_DNA_bd DDT WSD PHD PHD Bromodomain
Lcom_lcpid153745	PHD
Lcom_lcpid154048	PHD
Lcom_lcpid15751	PHD zf-MYND
Lcom_lcpid15781	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Lcom_lcpid16493	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Lcom_lcpid16538	JmjN ARID PHD JmjC zf-C5HC2 PLU-1
Lcom_lcpid17010	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Lcom_lcpid17231	JmjN ARID PHD JmjC zf-C5HC2 PLU-1
Lcom_lcpid18805	Linker_histone PHD zf-C2HC zf-MYST MOZ_SAS
Lcom_lcpid193533	PHD
Lcom_lcpid199171	PHD
Lcom_lcpid218602	PHD PHD
Lcom_lcpid21970	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2 Tudor_2
Lcom_lcpid236379	PHD PHD
Lcom_lcpid24050	ubiquitin TTD PHD SAD_SRA
Lcom_lcpid25373	PHD PHF12_MRG_bd PHD
Lcom_lcpid26611	PHD
Lcom_lcpid27743	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD
Lcom_lcpid29049	PHD PHF12_MRG_bd PHD
Lcom_lcpid30391	PHD zf-HC5HC2H_2 PHD PHD
Lcom_lcpid35784	PHD
Lcom_lcpid37539	DDT PHD
Lcom_lcpid43787	PHD PHD
Lcom_lcpid44444	WSD PHD PHD Bromodomain
Lcom_lcpid46707	PHD_2 zf-HC5HC2H_2
Lcom_lcpid48482	PHD Cupin_8 JHD
Lcom_lcpid5024	zf-CXXC PHD zf-HC5HC2H FYRN FYRC SET
Lcom_lcpid52752	PHD_2 zf-HC5HC2H_2
Lcom_lcpid53132	PHD
Lcom_lcpid56111	PHD
Lcom_lcpid58276	PHD JHD
Lcom_lcpid58659	PHD
Lcom_lcpid64439	PHD
Lcom_lcpid64641	Requiem_N PHD
Lcom_lcpid64887	PHD_4 PHD zf-MYST MOZ_SAS
Lcom_lcpid72152	PHD zf-CXXC zf-CpG_bind_C
Lcom_lcpid76790	PHD
Lcom_lcpid81744	PHD
Lcom_lcpid85839	zf-HC5HC2H PHD
Lcom_lcpid88103	PHD
Lcom_lcpid96076	PHD
Lcom_lcpid9690	PHD BRK TFIIS_M SPOC
Lcom_lcpid96915	Tudor_2 PHD
Lcom_lcpid97259	JmjN ARID PHD
Lgig_LotgiP106754	PHD PHD Bromodomain
Lgig_LotgiP106842	DDT WHIM1 PHD
Lgig_LotgiP110219	PHD zf-MYST MOZ_SAS
Lgig_LotgiP116799	PHD
Lgig_LotgiP118531	PHD
Lgig_LotgiP120410	PHD SAM_1
Lgig_LotgiP120412	PHD SAM_1
Lgig_LotgiP121489	PHD Bromodomain
Lgig_LotgiP122730	PHD
Lgig_LotgiP125429	PHD
Lgig_LotgiP125461	PHD Cupin_8 JHD
Lgig_LotgiP127265	PHD
Lgig_LotgiP130246	Requiem_N PHD
Lgig_LotgiP138903	PHD_2 zf-HC5HC2H_2
Lgig_LotgiP157441	ASXH PHD_3
Lgig_LotgiP159848	WAC_Acf1_DNA_bd DDT WHIM1 WSD PHD Bromodomain
Lgig_LotgiP165279	CHDNT PHD PHD Chromo SNF2_N
Lgig_LotgiP174941	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Lgig_LotgiP176500	PHD
Lgig_LotgiP205701	JmjN ARID PHD JmjC zf-C5HC2 PLU-1
Lgig_LotgiP206317	ubiquitin TTD PHD SAD_SRA
Lgig_LotgiP216950	PHD_2 zf-HC5HC2H_2 Tudor_2 Tudor_2
Lgig_LotgiP223348	PHD zf-CXXC zf-CpG_bind_C
Lgig_LotgiP224538	Tudor_2 PHD
Lgig_LotgiP228371	WAC_Acf1_DNA_bd WHIM1 WSD PHD PHD Bromodomain
Lgig_LotgiP228836	PHD PHD
Lgig_LotgiP232407	PHD zf-HC5HC2H_2 PHD PHD
Lgig_LotgiP233351	PHD
Lgig_LotgiP237504	zf-RING_2 PHD
Lgig_LotgiP238397	PHD PHF12_MRG_bd
Lgig_LotgiP238832	PHD TFIIS_M SPOC
Lgig_LotgiP52553	JHD zf-CXXC PHD_4
Lgig_LotgiP53010	PHD_2 zf-HC5HC2H_2
Lgig_LotgiP59489	PHD
Lgig_LotgiP59649	PHD
Lgig_LotgiP83183	PHD Bromodomain PWWP
Lgig_LotgiP88690	PHD
Linana_g10399.t1	PHD_2 zf-HC5HC2H
Linana_g10842.t1	PHD
Linana_g11319.t1	7tm_1 zf-CXXC PHD zf-HC5HC2H FYRN FYRC SET
Linana_g11497.t1	PHD
Linana_g11720.t1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Linana_g13648.t1	7tm_1 zf-CXXC PHD zf-HC5HC2H FYRN FYRC SET RhoGEF PH_13
Linana_g14294.t1	zf-B_box zf-B_box PHD Bromodomain
Linana_g14442.t1	CHDNT PHD PHD Chromo
Linana_g14452.t1	DDT PHD WSD
Linana_g14453.t1	PHD PHD Bromodomain
Linana_g14721.t1	zf-B_box zf-B_box PHD Bromodomain
Linana_g15064.t1	PHD
Linana_g15292.t1	Bromo_TP PHD
Linana_g16325.t1	PHD
Linana_g16395.t1	PHD EMC3_TMCO1
Linana_g17186.t1	PHD SAM_1
Linana_g17439.t1	PHD BRK TFIIS_M SPOC
Linana_g17590.t1	zf-HC5HC2H PHD PHD HMG_box
Linana_g17700.t1	PWWP PHD PWWP AWS SET C5HCH
Linana_g17819.t1	zf-RING_2 PHD
Linana_g17973.t1	ARID PHD JmjC zf-C5HC2 PLU-1 PHD PHD
Linana_g2085.t1	PHD SET
Linana_g21639.t1	PIF1 PHD
Linana_g22459.t1	PHD PHF12_MRG_bd PHD
Linana_g2276.t1	PHD_2 zf-HC5HC2H_2
Linana_g23368.t1	YqaJ PHD
Linana_g23448.t1	PHD
Linana_g2347.t1	WAC_Acf1_DNA_bd WHIM1 WSD PHD PHD PHD Bromodomain
Linana_g24948.t1	Bromo_TP PHD Caveolin
Linana_g2568.t1	PHD HMG_box
Linana_g25710.t1	CHDNT PHD PHD Chromo Chromo SNF2_N Helicase_C Helicase_C DUF1087 DUF1086 CHDCT2
Linana_g26004.t1	Tudor_2 PHD Mtf2_C
Linana_g2700.t1	PHD
Linana_g27955.t1	YqaJ PHD
Linana_g31349.t1	DDT WSD WSD PHD PHD Bromodomain
Linana_g31734.t1	Requiem_N PHD
Linana_g32245.t1	PHD BRK TFIIS_M SPOC
Linana_g32493.t1	zf-RING_2 PHD
Linana_g33325.t1	JmjN ARID PHD
Linana_g33635.t1	YqaJ PHD
Linana_g3815.t1	ubiquitin TTD TTD PHD SAD_SRA
Linana_g4677.t1	PHD zf-CXXC zf-CpG_bind_C zf-CpG_bind_C
Linana_g4964.t1	Requiem_N PHD
Linana_g5106.t1	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2 Tudor_2
Linana_g5117.t1	PHD
Linana_g5857.t1	PHD PHD PHD
Linana_g6091.t1	PHD
Linana_g6742.t1	WAC_Acf1_DNA_bd WAC_Acf1_DNA_bd WHIM1 WSD PHD WSD
Linana_g6743.t1	PHD
Linana_g7007.t1	Cupin_8 JHD zf-CXXC PHD_4 F-box
Linana_g7315.t1	PHD SAM_1
Linana_g7489.t1	HARE-HTH ASXH PHD_3
Linana_g7588.t1	PHD
Linana_g7746.t1	Linker_histone PHD zf-C2HC zf-MYST MOZ_SAS
Linana_g8127.t1	MBD DDT WSD PHD PHD Bromodomain
Linana_g9792.t1	PHD
Lpol_XP_013772974.1	PHD
Lpol_XP_013774078.1	MBD DDT WSD WSD PHD PHD Bromodomain
Lpol_XP_013774873.1	EPL1 PHD_2 zf-HC5HC2H_2
Lpol_XP_013776695.1	HARE-HTH ASXH PHD_3
Lpol_XP_013777934.1	ING PHD
Lpol_XP_013778988.1	Cupin_8 zf-CXXC PHD_4 F-box-like
Lpol_XP_013779249.1	PHD
Lpol_XP_013782049.1	PHD BRK TFIIS_M SPOC
Lpol_XP_013782713.2	WAC_Acf1_DNA_bd DDT WSD PHD PHD Bromodomain
Lpol_XP_013783186.1	PHD zf-C2HC zf-MYST MOZ_SAS
Lpol_XP_013783854.1	PHD zf-MYST MOZ_SAS
Lpol_XP_013784204.2	PHD SAM_1
Lpol_XP_013785195.1	PHD
Lpol_XP_013786627.1	EPL1 PHD_2 zf-HC5HC2H_2
Lpol_XP_013787088.1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD PHD
Lpol_XP_013787186.1	PHD
Lpol_XP_013788697.1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Lpol_XP_013788715.1	PHD
Lpol_XP_013788744.1	PHD
Lpol_XP_013789159.2	PHD zf-CXXC
Lpol_XP_013789484.2	PHD_4 F-box-like
Lpol_XP_013789724.2	zf-B_box PHD Bromodomain
Lpol_XP_013789764.2	zf-HC5HC2H PHD
Lpol_XP_013789872.2	ubiquitin TTD PHD SAD_SRA
Lpol_XP_013791354.1	PHD PHD Bromodomain
Lpol_XP_013791773.1	PHD PHD Chromo SNF2_N
Lpol_XP_013792164.1	MBT PHD
Lpol_XP_013794386.1	PHD_2 zf-HC5HC2H_2
Lpol_XP_022234946.1	EPL1 PHD_2 zf-HC5HC2H_2
Lpol_XP_022237720.1	Requiem_N PHD
Lpol_XP_022237722.1	Requiem_N PHD
Lpol_XP_022237727.1	Requiem_N PHD
Lpol_XP_022238240.1	PHD zf-HC5HC2H_2
Lpol_XP_022238310.1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD PHD
Lpol_XP_022239891.1	PHD
Lpol_XP_022239893.1	PHD
Lpol_XP_022240054.1	Linker_histone PHD zf-MYST MOZ_SAS
Lpol_XP_022240154.1	DDT WHIM1 WSD PHD Bromodomain
Lpol_XP_022241358.1	PHD
Lpol_XP_022241394.1	Requiem_N PHD
Lpol_XP_022242531.1	PHD JmjC JHD
Lpol_XP_022243922.1	Cupin_8 zf-CXXC PHD_4 F-box-like
Lpol_XP_022243924.1	Cupin_8 zf-CXXC PHD_4 F-box-like
Lpol_XP_022244084.1	HARE-HTH ASXH PHD_3
Lpol_XP_022244085.1	HARE-HTH ASXH PHD_3
Lpol_XP_022244087.1	ASXH PHD_3
Lpol_XP_022244088.1	HARE-HTH ASXH PHD_3
Lpol_XP_022244740.1	Requiem_N PHD
Lpol_XP_022244743.1	Requiem_N PHD
Lpol_XP_022245044.1	PHD zf-MYST MOZ_SAS
Lpol_XP_022245522.1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PLU-1 PHD
Lpol_XP_022245554.1	PHD SAM_1
Lpol_XP_022245678.1	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Lpol_XP_022245679.1	PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Lpol_XP_022245714.1	PHD PHD zf-MYST MOZ_SAS
Lpol_XP_022246086.1	PHD zf-MYST MOZ_SAS
Lpol_XP_022246590.1	PHD zf-MYST MOZ_SAS
Lpol_XP_022247065.1	DDT WHIM1 PHD WSD PHD Bromodomain
Lpol_XP_022247244.1	Bromo_TP PHD
Lpol_XP_022247470.1	zf-HC5HC2H PHD PHD PHD
Lpol_XP_022248416.1	PHD PHF12_MRG_bd
Lpol_XP_022249431.1	Tudor_2 PHD Mtf2_C
Lpol_XP_022249432.1	Tudor_2 PHD Mtf2_C
Lpol_XP_022250010.1	AT_hook AT_hook AT_hook PHD BRK TFIIS_M SPOC
Lpol_XP_022250696.1	Tudor_2 PHD Mtf2_C
Lpol_XP_022251025.1	PHD SAM_1
Lpol_XP_022251268.1	PHD zf-C2HC zf-MYST MOZ_SAS
Lpol_XP_022252592.1	PHD
Lpol_XP_022254512.1	ubiquitin TTD PHD SAD_SRA
Lpol_XP_022255375.1	PHD
Lpol_XP_022255436.1	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2 Tudor_2
Lpol_XP_022255632.1	EPL1 PHD_2 zf-HC5HC2H_2
Lpol_XP_022256711.1	zf-RING_2 PHD
Lpol_XP_022256830.1	PHD PHF12_MRG_bd PHD
Lpol_XP_022256867.1	PHD
Lpol_XP_022257614.1	AT_hook AT_hook PHD
Lpol_XP_022258103.1	PHD PHD Bromodomain
Malcal_MALCA_00550.mRNA.1	PHD
Malcal_MALCA_02799.mRNA.1	PHD_2 zf-HC5HC2H_2
Malcal_MALCA_04054.mRNA.1	PHD
Malcal_MALCA_05089.mRNA.1	PHD
Malcal_MALCA_06413.mRNA.1	PHD Cohesin_HEAT Nipped-B_C
Malcal_MALCA_06600.mRNA.1	PHD
Malcal_MALCA_06776.mRNA.1	ING PHD
Malcal_MALCA_06805.mRNA.1	PHD
Malcal_MALCA_06922.mRNA.1	PHD
Malcal_MALCA_07029.mRNA.1	PHD zf-HC5HC2H_2
Malcal_MALCA_07374.mRNA.1	EPL1 PHD_2 zf-HC5HC2H_2
Malcal_MALCA_09884.mRNA.1	PHD
Malcal_MALCA_12654.mRNA.1	PHD
Maljak_MALJA_01028.mRNA.1	PHD
Maljak_MALJA_02331.mRNA.1	PHD
Maljak_MALJA_03489.mRNA.1	PWWP PHD Bromodomain
Maljak_MALJA_03645.mRNA.1	EPL1 zf-HC5HC2H_2 Bromodomain
Maljak_MALJA_04314.mRNA.1	EPL1 PHD_2 zf-HC5HC2H_2
Maljak_MALJA_08496.mRNA.1	Bromodomain PHD
Maljak_MALJA_10156.mRNA.1	Bromodomain PHD
Maljak_MALJA_11073.mRNA.1	PHD SNF2_N Helicase_C RCC1_2 RCC1 RCC1 RCC1 PHD HMG_box_2 PHD
Maljak_MALJA_13310.mRNA.1	PHD FHA
Maljak_MALJA_13432.mRNA.1	PHD
Maljak_MALJA_15265.mRNA.1	PHD Cohesin_HEAT Nipped-B_C
Maljak_MALJA_16538.mRNA.1	EPL1 PHD_2 zf-HC5HC2H_2
Maljak_MALJA_17245.mRNA.1	PHD
Maljak_MALJA_17586.mRNA.1	PHD SET
Maljak_MALJA_18392.mRNA.1	PHD
Maljak_MALJA_19079.mRNA.1	PHD PHD PHD
Maljak_MALJA_19571.mRNA.1	PHD PHD PHD
Maljak_MALJA_19627.mRNA.1	PHD Cohesin_HEAT Nipped-B_C
Maljak_MALJA_20576.mRNA.1	SNF2_N Helicase_C RCC1_2 RCC1 RCC1 RCC1 PHD HMG_box_2 PHD
Maljak_MALJA_21076.mRNA.1	PWWP PHD Bromodomain
Maljak_MALJA_22136.mRNA.1	PHD
Maljak_MALJA_24344.mRNA.1	PHD PHD
Manpla_Gene.28363	PHD
Manpla_Gene.39557	PHD_2 zf-HC5HC2H_2
Manpla_Gene.39559	PHD_2 zf-HC5HC2H_2
Manpla_Gene.40199	PHD_2
Marpol_PTQ26201	PHD
Marpol_PTQ26365	PHD
Marpol_PTQ26444	PHD
Marpol_PTQ27438	PHD
Marpol_PTQ28491	PWWP PHD PHD Chromo SNF2_N Helicase_C DUF1087
Marpol_PTQ28759	PHD
Marpol_PTQ29863	PHD
Marpol_PTQ30865	PHD
Marpol_PTQ31301	PHD
Marpol_PTQ32359	PHD
Marpol_PTQ32426	ING PHD
Marpol_PTQ33188	Agenet Jas PHD
Marpol_PTQ33314	PWWP PHD PHD_2 zf-HC5HC2H_2 SET
Marpol_PTQ33465	PHD
Marpol_PTQ33869	PHD BAH
Marpol_PTQ34170	PHD
Marpol_PTQ34479	PHD Homeodomain
Marpol_PTQ34569	PHD
Marpol_PTQ34732	PHD
Marpol_PTQ35160	PHD
Marpol_PTQ35847	PHD
Marpol_PTQ35902	PHD
Marpol_PTQ36373	PHD MBD PHD WHIM1 WSD
Marpol_PTQ36979	PHD zf-MIZ
Marpol_PTQ37715	PHD
Marpol_PTQ37880	PHD
Marpol_PTQ38381	PWWP FYRN FYRC PHD_2 zf-HC5HC2H_2 SET
Marpol_PTQ39139	PHD
Marpol_PTQ39293	PHD ELM2
Marpol_PTQ39709	DDT WHIM1 PHD
Marpol_PTQ39924	PHD
Marpol_PTQ40237	PHD BAH AAA AAA_lid_10
Marpol_PTQ40277	BAH PHD
Marpol_PTQ40278	BAH PHD
Marpol_PTQ41318	BAH PHD
Marpol_PTQ42118	Jas Jas PHD
Marpol_PTQ42402	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PLU-1 PLU-1 PHD
Marpol_PTQ42437	PHD
Marpol_PTQ42523	PHD
Marpol_PTQ42550	Alfin PHD
Marpol_PTQ42557	PHD
Marpol_PTQ42724	PHD
Marpol_PTQ44442	PHD
Marpol_PTQ44803	PHD
Marpol_PTQ44817	PHD
Marpol_PTQ45120	PHD
Marpol_PTQ45622	PHD
Marpol_PTQ46362	PHD Cohesin_HEAT Nipped-B_C
Marpol_PTQ46597	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Marpol_PTQ46771	BRCT PTCB-BRCT PHD
Marpol_PTQ47558	PHD
Marpol_PTQ48231	PHD
Marpol_PTQ48489	PHD zf-C3HC4_3 SAD_SRA zf-RING_UBOX
Marpol_PTQ49736	Jas PHD_2 zf-HC5HC2H_2 SET
Marpol_PTQ49913	PHD
Marpol_PTQ50074	zf-RING_2 PHD
Marpol_PTQ50117	PHD
Marpol_PTQ50251	PHD
Masbal_CACRSC010000003.1.p848	PHD
Masbal_CACRSC010000015.1.p1872	PHD
Masbal_CACRSC010000019.1.p8	PHD
Masbal_CACRSC010000020.1.p128	PHD
Masbal_CACRSC010000021.1.p53	WSD PHD
Masbal_CACRSC010001923.1.p6	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 TPR_11
Mbre_EDQ84938	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Mbre_EDQ85217	PHD
Mbre_EDQ85973	PHD_2 zf-HC5HC2H_2
Mbre_EDQ87106	JmjN JmjC PHD_2 zf-HC5HC2H_2 Tudor_2
Mbre_EDQ87394	Bromodomain PHD SET
Mbre_EDQ87513	PHD zf-MYST MOZ_SAS
Mbre_EDQ87845	HMG_box PHD PWWP AWS SET
Mbre_EDQ90910	PHD
Mbre_EDQ91358	PHD LRR_6 LRR_6
Mbre_EDQ91504	PHD
Mbre_EDQ91844	PHD JmjC JHD
Mbre_EDQ92244	WAC_Acf1_DNA_bd WSD PHD Bromodomain
Mcir_OAC98135	BAH PHD
Mcir_OAC99110	PHD
Mcir_OAC99634	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Mcir_OAD00125	PHD
Mcir_OAD02158	PHD
Mcir_OAD02528	PHD
Mcir_OAD03307	PHD
Mcir_OAD03829	PHD SET
Mcir_OAD04080	PHD PHD
Mcir_OAD04804	PHD
Mcir_OAD05588	PHD_2 zf-HC5HC2H_2
Mcir_OAD05589	BAH PHD
Mcir_OAD06724	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD
Mcir_OAD07662	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Mcir_OAD08664	PHD
Mcir_OAD09197	PHD SET
Meteor_CRO19MET_NODE_1213.p1	GATA PHD
Meteor_CRO19MET_NODE_1240.p1	EPL1 PHD_2 zf-HC5HC2H
Meteor_CRO19MET_NODE_1438.p1	PHD_2 zf-HC5HC2H_2
Meteor_CRO19MET_NODE_2125.p1	PHD PHD PHD
Meteor_CRO19MET_NODE_3075.p1	PHD
Meteor_CRO19MET_NODE_313.p1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Meteor_CRO19MET_NODE_3695.p1	Chromo PHD PHD Prim_Zn_Ribbon
Meteor_CRO19MET_NODE_372.p1	PHD Cohesin_HEAT Nipped-B_C
Meteor_CRO19MET_NODE_3963.p2	PHD zf-CpG_bind_C
Meteor_CRO19MET_NODE_714.p2	PHD
Meteor_CRO19MET_NODE_8560.p3	PHD
Meteor_CRO19MET_NODE_8628.p2	ING PHD
Meteor_CRO19MET_NODE_9456.p1	PHD
Meteor_CRO19MET_NODE_951.p1	AAA AAA_lid_3 Bromodomain PHD
Meteor_CRO19MET_NODE_961.p2	PHD_2 zf-HC5HC2H_2
Mgut_XP_012828682.1	PHD ELM2
Mgut_XP_012828787.1	PHD Homeodomain
Mgut_XP_012830091.1	Alfin PHD
Mgut_XP_012830118.1	zf-TAZ PHD HAT_KAT11 ZZ zf-TAZ
Mgut_XP_012830119.1	zf-TAZ PHD HAT_KAT11 ZZ zf-TAZ
Mgut_XP_012830922.1	zf-TAZ PHD HAT_KAT11 zf-TAZ
Mgut_XP_012830924.1	zf-TAZ PHD HAT_KAT11 zf-TAZ
Mgut_XP_012831000.1	BAH PHD
Mgut_XP_012831886.1	Jas PHD
Mgut_XP_012832183.1	Alfin PHD
Mgut_XP_012832441.1	Jas
Mgut_XP_012833274.1	PHD Chromo Chromo SNF2_N Helicase_C DUF1087
Mgut_XP_012834256.1	PHD
Mgut_XP_012835597.1	PWWP PHD PHD_2 zf-HC5HC2H_2 SET
Mgut_XP_012835651.1	PHD BAH AAA AAA_lid_10
Mgut_XP_012836214.1	PHD
Mgut_XP_012836283.1	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD
Mgut_XP_012836333.1	PTCB-BRCT BRCT PHD
Mgut_XP_012836573.1	zf-RING_2 PHD
Mgut_XP_012836886.1	PHD Homeodomain
Mgut_XP_012837079.1	BAH PHD
Mgut_XP_012837684.1	zf-RING_2 PHD
Mgut_XP_012838423.1	DDT PHD
Mgut_XP_012838566.1	DDT WHIM1 PHD
Mgut_XP_012838567.1	DDT WHIM1 PHD
Mgut_XP_012838568.1	DDT WHIM1 PHD
Mgut_XP_012838583.1	Jas Jas PHD
Mgut_XP_012839293.1	Agenet Jas PHD Acetyltransf_1
Mgut_XP_012841229.1	ING PHD
Mgut_XP_012841474.1	BAH PHD
Mgut_XP_012841476.1	BAH PHD
Mgut_XP_012841560.1	Jas PHD
Mgut_XP_012841970.1	BAH PHD
Mgut_XP_012842306.1	Alfin PHD
Mgut_XP_012842374.1	Alfin PHD
Mgut_XP_012842999.1	PWWP FYRN FYRC PHD_2 zf-HC5HC2H_2 SET
Mgut_XP_012843269.1	PHD PHD
Mgut_XP_012844806.1	MBD Bromodomain PHD WHIM1 WSD
Mgut_XP_012845294.1	PHD
Mgut_XP_012845768.1	PHD
Mgut_XP_012846253.1	PHD
Mgut_XP_012848089.1	Alfin PHD
Mgut_XP_012848156.1	zf-C3HC4_4 SAD_SRA zf-RING_UBOX
Mgut_XP_012848611.1	BAH PHD
Mgut_XP_012848854.1	PHD
Mgut_XP_012849351.1	PHD WHIM1
Mgut_XP_012849378.1	PHD WHIM1
Mgut_XP_012850361.1	Alfin PHD
Mgut_XP_012850586.1	PHD zf-HC5HC2H_2
Mgut_XP_012850772.1	PHD WHIM1
Mgut_XP_012851302.1	Alfin PHD
Mgut_XP_012851954.1	PWWP PHD PHD_2 zf-HC5HC2H_2 SET
Mgut_XP_012852024.1	PHD SET
Mgut_XP_012852474.1	PHD HAT_KAT11 ZZ zf-TAZ
Mgut_XP_012853733.1	PHD SET
Mgut_XP_012854818.1	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2
Mgut_XP_012854820.1	PHD_2 zf-HC5HC2H_2 PHD_2 zf-HC5HC2H_2
Mgut_XP_012856714.1	Jas PHD
Mgut_XP_012856785.1	Alfin PHD
Mgut_XP_012857780.1	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Mgut_XP_012857786.1	DDT PHD
Mlei_ML0044_g20_t1	PHD zf-HC5HC2H_2 PHD Hist_deacetyl
Mlei_ML0109_g6_t1	PHD CD36
Mlei_ML0127_g11_t1	PHD
Mlei_ML0128_g3_t1	EPL1 PHD_2 zf-HC5HC2H_2
Mlei_ML0141_g2_t1	PHD
Mlei_ML0157_g10_t1	PHD
Mlei_ML0157_g24_t1	PHD Mtf2_C
Mlei_ML0191_g1_t1	PHD
Mlei_ML0200_g9_t1	PHD
Mlei_ML0224_g11_t1	PHD
Mlei_ML0273_g1_t1	PHD
Mlei_ML0275_g1_t1	PHD PHD Bromodomain
Mlei_ML0421_g10_t1	PHD
Mlei_ML0427_g6_t1	JmjN ARID PHD JmjC PLU-1
Mlei_ML0427_g8_t1	PHD
Mlei_ML0434_g7_t1	PHD zf-MYST MOZ_SAS
Mlei_ML0473_g8_t1	MBT PHD
Mlei_ML0479_g11_t1	PHD_2 zf-HC5HC2H_2
Mlei_ML0513_g8_t1	WAC_Acf1_DNA_bd WSD PHD Bromodomain
Mlei_ML0702_g61_t1	WSD PHD PHD PHD
Mlei_ML0708_g14_t1	PHD_2 zf-HC5HC2H_2
Mlei_ML0732_g59_t1	Requiem_N PHD
Mlei_ML0763_g13_t1	PHD
Mlei_ML0844_g6_t1	PHD
Mlei_ML0920_g2_t1	PHD
Mlei_ML1029_g2_t1	PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Mlei_ML1046_g30_t1	Linker_histone PHD zf-MYST MOZ_SAS
Mlei_ML1155_g6_t1	PHD
Mlei_ML1159_g15_t1	PHD PHD Bromodomain
Mlei_ML2100_g3_t1	PHD
Mlei_ML2152_g5_t1	EPL1 PHD_2 zf-HC5HC2H_2
Mlei_ML2207_g3_t1	PHD
Mlei_ML2244_g1_t1	PHD
Mlei_ML2417_g3_t1	PHD
Mlei_ML2582_g24_t1	PHD
Mlei_ML2825_g14_t1	PHD
Mlei_ML4343_g8_t1	ubiquitin TTD PHD SAD_SRA zf-C3HC4
Morelo_OAQ21945	PHD
Morelo_OAQ23776	PHD
Morelo_OAQ24057	PHD
Morelo_OAQ24561	PHD Linker_histone
Morelo_OAQ25487	PHD
Morelo_OAQ25550	PHD JmjC JHD
Morelo_OAQ25716	PHD
Morelo_OAQ27107	PHD
Morelo_OAQ27999	RCC1 RCC1 RCC1 RCC1 PHD
Morelo_OAQ28345	BAH Myb_DNA-binding PHD_2 zf-HC5HC2H_2
Morelo_OAQ29541	PHD
Morelo_OAQ30854	JmjN ARID PHD JmjC zf-C5HC2 PLU-1 PHD
Morelo_OAQ30896	DDT PHD
Morelo_OAQ31009	PHD
Morelo_OAQ31171	CRC_subunit PHD
Morelo_OAQ31549	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain
Morelo_OAQ31617	JmjN ARID PHD JmjC zf-C5HC2
Morelo_OAQ31729	PHD_2 zf-HC5HC2H_2 PHD
Morelo_OAQ33496	PHD_2 zf-HC5HC2H_2
Morelo_OAQ35686	Bromo_TP PHD
Morelo_OAQ36292	PHD SPRY
Morvir_scaffold10.g67.t1	RVT_1 PHD COX6A
Morvir_scaffold122.g10.t1	RVT_1 PHD
Morvir_scaffold135.g37.t2	PHD Peptidase_C97
Morvir_scaffold139.g44.t1	PHD SAM_1
Morvir_scaffold141.g56.t1	EPL1 PHD_2 zf-HC5HC2H_2 Bromodomain PWWP
Morvir_scaffold141.g5.t1	PHD JmjC JHD
Morvir_scaffold141.g5.t2	PHD
Morvir_scaffold144.g16.t1	PHD zf-C2HC zf-MYST MOZ_SAS MOZ_SAS
Morvir_scaffold154.g16.t2	RVT_1 PHD PMC2NT DNA_pol_A_exo1 HRDC
Morvir_scaffold161.g16.t2	PHD zf-CXXC zf-CpG_bind_C
Morvir_scaffold16.g96.t1	PHD PHD
Morvir_scaffold174.g1.t1	PHD
Morvir_scaffold177.g17.t1	RVT_1 PHD WD40
Morvir_scaffold17.g143.t1	PHD PHD Chromo SNF2_N
Morvir_scaffold17.g143.t2	PHD PHD Chromo SNF2_N
