orthogroup	presence	gain	loss	n_gains	n_losses	n_presences
Acetyltransf_1.HG10.3:like:NAA40:likeclu:0	Aplker,Ehux,Gonavo,Gthe,Mpus,Schagg	Diaphoratickes	Alveolata,Aurlim,Chrtob,Cpar,Gyrista,Honfer,Otau,Pavlsp,Rhizaria,Rhodophyta,Streptophyta,Tetraphytina	1	12	22
Acetyltransf_1.HG11.0:NA	Cneo,Coka,Spom	Eukaryota	Alveolata,Amoebozoa,Ancyromonadida,ArchaeCry,Blastocladiomycota,CRuMs,Ccin,Chytridiomycota,DiatPelag,Discoba,Esil,Falb,Haptista,Hemimastigophora,Holozoa,Labyrinthulea,Malawimonadidae,Metamonada,Meteor,Mucoromycota,Ngad,Oomycota,Pygbif,Rall,Rhizaria,Ttra,Umay,Zoopagomycota,saccharomyceta	1	29	28
Acetyltransf_1.HG11.1:NA	Acas,Acoe,Alblai,Amac,Amobb2,Ancsig,Andgod,Apla,Atha,Auraur,Aurlim,Bden,Bdis,Bnat,Cang,Ccin,Cfra,Clyhem,Coka,Ctel,Cvar,Cvel,Ddis,Ehux,Fabtro,Gefoke,Gonavo,Gpro,Hduj,Hemkuk,Hetalb,Manpla,Masbal,Meteor,Mgut,Morelo,Ncra,Ngad,Ngru,Nk52,Nutlon,Pinf,Pisp,Plabra,Plafun,Plamic,Ppat,Ptet,Rigram,Rirr,Sacu,Sappar,Sarc,Sbic,Smoe,Sphfal,Spis,Spun,Styinc,Tielac,Tthe,Ttra,Umbram,Vitbra	Eukaryota	Actinaria,Adig,Apicomplexa,Aplker,Arthropoda,Atri,Azfi,Cavfas,Charophyta,ChlorUlvophy,Choanoflagellata,Chordata,Chrtob,Clim,Cneo,Cocsub,Cpar,DiatPelag,Dinozoa,Diprot,Esil,Euglenozoa,Falb,Filasterea,Gthe,Helrob,Hemichordata,Histionina,Hydvul,Ihof,Kryptozoa,Malawimonas,Mamiellophyceae,Marpol,Metamonada,Mlei,Mollusca,Morvir,Mucorales,Oxytri,Pavlsp,Phakir,Platyhelminta,Porifera,Pygbif,Rall,Ramvar,Retfil,Rhodophyta,Scer,SchyHond,Spimul,Spom,Spur,Tadh,Tmel,Umay,Zoopagomycota	1	58	264
Acetyltransf_1.HG12.0:NA	Auraur,Coka,Ctel,Cvel,Eimten,Fabtro,Gonavo,Manpla,Mbre,Morelo,Ncra,Plafun,Recame,Spom,Symmic	Eukaryota	AncyPlano,Andalucina,Anthozoa,Archaeplastida,ArtTardi,Basidiomycota,Blastocladiomycota,Bremin,Chytridiomycota,Ciliata,Deuterostomia,DiatPelag,Discicristata,Esil,EvoDiscosea,Falb,Filasterea,Gthe,Haptista,Helrob,Hemimastigophora,Hydrozoa,JakSec,Kryptozoa,Labyrinthulea,Malawimonadidae,Metamonada,Meteor,Mlei,Mollusca,Morvir,Mucorales,Ngad,Oomycota,Perkma,Pfal,Platyhelminta,Porifera,Pygbif,Rall,Rhizaria,RigiDiph,Rirr,Scer,Sros,Tadh,Teretosporea,Tgon,Tmel,Ttra,Umbram,Vitbra,Zoopagomycota	1	53	80
Acetyltransf_1.HG12.1:NA	Amac,Ancsig,Aplker,Aurlim,Bremin,Clim,Diprot,Ehux,Gthe,Honfer,Manpla,Nutlon,Phatri,Porpur,Recame,Sappar,Schagg,Symmic	Eukaryota	Aano,Amoebozoa,Andalucina,ApiChrom,Cang,Chrtob,Chytridiomycota,Ciliata,Cmer,Cpar,Discicristata,Eurhodophytina,Fabtro,Falb,Filozoa,Gonavo,Hemimastigophora,Ichthyosporea,JakSec,Malawimonadidae,Metamonada,Meteor,Pavlsp,Perkma,PhaeoNanno,PhytAlbu,Plamic,Pygbif,Rall,Rhizaria,Rigram,TerFun,Tpse,Ttra,Viridiplantae	1	35	68
Acetyltransf_1.HG12.2:NA	Aano,Acas,Aplker,Bnat,Bremin,Carmem,Cavfas,Ccin,Cocsub,Coka,Crei,Cvar,Cvel,Ddis,Ehux,Fabtro,Falb,Gefoke,Gpro,Gracho,Gthe,Hetalb,Malcal,Maljak,Manpla,Mcir,Mpus,Ncra,Pbla,Phatri,Pisp,Plafun,Plamic,Porpur,Retfil,Rhidel,Rigram,Schagg,Spom,Symmic,Tielac,Tmel,Tpse,Umbram,Vcar,Vitbra	Eukaryota	Ancyromonadidae,Apicomplexa,Aurlim,Blastocladiomycota,Chocri,Chrtob,Chytridiomycetes,Ciliata,Cmer,Cneo,Cpar,DiploKip,Diprot,Discoba,Esil,Gonavo,Hemimastigophora,Holozoa,Honfer,Masbal,Meteor,MortGlom,Ngad,Oomycota,Otau,Pavlsp,Perkma,Plabra,Porumb,Pygbif,Rall,Scer,Streptophyta,Ttra,Tvag,Ulvophyceae,Umay,Zoopagomycota	1	38	167
Acetyltransf_1.HG13.0:NA	Aano,Ancsig,Cavfas,Cfra,Clim,Cneo,Ddis,Ehux,Fabtro,Gracho,Hetalb,Ihof,Manpla,Masbal,Pavlsp,Plabra,Plafun,Plamic,Porpur,Porumb,Sappar,Symmic,Tielac,Ttra	Eukaryota	Acas,ApiChrom,Ascomycota,Blastocladiomycota,Bnat,Bremin,Ccin,Chocri,Chrtob,Chytridiomycota,Ciliata,Cmer,Cpar,Cryptista,Diatomista,Discoba,Falb,Filozoa,Hemimastigophora,Labyrinthulea,Malawimonadidae,Metamonada,Meteor,Mucoromycota,Nk52,Nutlon,Perkma,PhaeoNanno,PhytAlbu,Pygbif,Rall,Retfil,RigiDiph,Sarc,Umay,Viridiplantae,Zoopagomycota	1	37	79
Acetyltransf_1.HG13.1:NA	Amobb2,Bnat,Bremin,Cfra,Coka,Cvel,Ehux,Emue,Esil,Gpro,Gthe,Hydvul,Nk52,Nutlon,Perkma,Pisp,Spis,Symmic,Tgon,Tielac,Ttra	Eukaryota	Acas,Actinaria,Acytosteliales,Adig,Ancsig,Aque,Archaeplastida,Bilateria,Blastocladiomycota,CRuMs,Choanoflagellata,Chrtob,Chytridiomycetes,Ciliata,Clim,Clyhem,Ddis,DiatPelag,Eimten,Euglenozoa,Fabtro,Falb,Filasterea,Gonavo,Hemimastigophora,HomoCalc,Ihof,Jakobida,Labyrinthulea,Malawimonadidae,Masbal,Metamonada,Meteor,Mlei,Ngad,Oomycota,Pavlsp,Pfal,Plabra,Plafun,Plamic,Pygbif,Rall,Retfil,Sarc,ScyCubozoa,Tadh,TerFun,TetraPhary,Tetwil,Vitbra	1	51	93
Acetyltransf_1.HG13.2:NA	Carmem,Chabra,Coka,Fabtro,Manpla,Ppat	Eukaryota	Alveolata,Amorphea,AncyPlano,Chlorophyta,Cpar,Cryptista,DiatPelag,DiploKip,Discoba,Esil,Haptista,Hemimastigophora,Klenit,Labyrinthulea,Malawimonadidae,Marpol,Meteor,Ngad,Oomycota,Rhizaria,Rhodophyta,RigiDiph,Sphfal,Tracheophyta,Tvag	1	25	29
Acetyltransf_1.HG13.3:NA	Andgod,Cavfas,Concor,Ddis,Gracho,Hetalb,Jakbah,Jaklib,Ncra,Ngru,Secula,Styinc,Symmic,Tcru,Tielac,Ulvmut	Eukaryota	Acas,Amobb2,Ancyromonadida,ApiChrom,Basidiomycota,Blastocladiomycota,Bodsal,Bremin,CRuMs,Caulen,Chlorophyceae,Chocri,Chytridiomycota,Ciliata,Cmer,Coerev,Cpar,Cryptista,Falb,Haptista,Hemimastigophora,Holozoa,LeisStri,Malawimonadidae,Mamiellophyceae,Masbal,Metamonada,Meteor,Mucoromycota,Perkma,Phakir,Plafun,Porpur,Porumb,Pygbif,Rall,Recame,Rhizaria,Scer,Spom,Stramenopiles,Streptophyta,Tmel,Trebouxiophyceae,Ttra	1	45	70
Acetyltransf_1.HG13.4:NA	Alblai,Amac,Azfi,Bden,Cneo,Coerev,Concor,Mcir,Morelo,Pinf,Plafun,Rhidel,Rirr,Sacu,Spun,Umay,Umbram	Eukaryota	Alveolata,Ancyromonadida,Ascomycota,Bryophyta,CRuMs,Cang,Ccin,Charophyta,Chlorophyta,Cpar,Cryptista,Discoba,EvoDiscosea,Falb,Haptista,Hemimastigophora,Holozoa,Labyrinthulea,Malawimonadidae,Marpol,Metamonada,Meteor,MonoblNeocal,Ochrophyta,Pbla,Pygbif,Rall,Rhizaria,Rhodophyta,Sappar,Smoe,Spermatophyta,Ttra	1	33	69
Acetyltransf_1.HG13.5:NA	Ancsig,Hetalb,Lpol	Eukaryota	Acas,CRuMs,Cavfas,Choanoflagellata,CniTri,Cscu,Deuterostomia,Diaphoratickes,Dictyosteliales,Discoba,Fabtro,Filasterea,Hemimastigophora,Holomycota,Malawimonadidae,Masbal,Metamonada,Meteor,Mlei,Nutlon,Pancrustacea,Plafun,Plamic,Porifera,Pygbif,Spiralia,Tardigrada,Teretosporea,Ttra	1	29	27
Acetyltransf_1.HG13.6:NA	Bremin,Coka,Fabtro,Hetalb,Manpla,Sappar,Spom,Symmic	Eukaryota	Acas,AncyPlano,ApiChrom,ArchaeCry,Basidiomycota,Blastocladiomycota,Cavfas,Chytridiomycota,Ciliata,DiatPelag,Dictyosteliales,Discoba,Esil,Falb,Haptista,Hemimastigophora,Holozoa,Labyrinthulea,Malawimonadidae,Masbal,Metamonada,Meteor,Mucoromycota,Ngad,Perkma,PhytAlbu,Plafun,Pygbif,Rall,Rhizaria,RigiDiph,Ttra,Zoopagomycota,saccharomyceta	1	34	46
Acetyltransf_1.HG14.0:like:NAT9:likeclu:1	Glam,Hduj,Plafun,Ramvar	Eukaryota	Ancyromonadida,Arthropoda,CRuMs,Carmem,Choanoflagellata,CniTri,Deuterostomia,Diaphoratickes,Discoba,EvoDiscosea,Filasterea,Hemimastigophora,Holomycota,Kipbia,Malawimonadidae,Meteor,Mlei,Porifera,Pygbif,Spiralia,Teretosporea,Ttra,Tvag	1	23	22
Acetyltransf_1.HG14.1:NAT9	Aano,Acoe,Amac,Amobb2,Apla,Atha,Atri,Auraur,Aurlim,Bden,Bdis,Bodsal,Bralan,Bremin,Cavfas,Ccin,Cfra,Cgig,Chabra,Chocri,Coerev,Coka,Concor,Crei,Ctel,Cvar,Diprot,Dmel,Dpul,Drer,Esil,Exapal,Fabtro,Falb,Gefoke,Gracho,Gthe,Hetalb,Hsap,Hydvul,Jakbah,Klenit,Lcom,Lepsey,Lgig,Linana,Lmaj,Lpol,Maljak,Marpol,Mcir,Meteor,Mgut,Mlei,Morelo,Morvir,Mpus,Ngad,Notgen,Nvec,Otau,Oxytri,Perkma,Phakir,Phatri,Phoaus,Pinf,Plabra,Plafun,Porumb,Ptet,Pygbif,Recame,Retfil,Rhidel,Rigram,Sacu,Sappar,Sarc,Sbic,Schagg,Scil,Secula,Skow,Smoe,Sphfal,Spis,Spom,Spur,Sros,Tadh,Tcru,Tielac,Tpse,Tthe,Umbram,Vcar	Eukaryota	Acas,Adig,Alblai,AncyPlano,Andalucina,ApiChrom,Aplker,Azfi,Bnat,Cang,Cint,Clim,Clyhem,Cmer,Cneo,Cocsub,Cpar,Cscu,Ddis,Demospongiae,Filasterea,Gonavo,Haptista,Helrob,Hemimastigophora,Honfer,Ihof,Jaklib,Malcal,Manpla,Masbal,Mbre,Metamonada,MonoblNeocal,Ngru,Nk52,Ocar,Pbla,Platyhelminta,Porpur,Ppat,Ptyfla,Rall,Rirr,Spun,Strcul,Symmic,Tardigrada,Tcas,Ttra,Ulvophyceae,Umay,saccharomyceta	1	53	247
Acetyltransf_1.HG15.0:NA	Aano,Bremin,Chabra,Chocri,Chrtob,Cmer,Coka,Crei,Cvar,Cvel,Ehux,Esil,Fabtro,Gpro,Gracho,Gthe,Klenit,Mcir,Mpus,Ncra,Ngad,Pbla,Phatri,Plafun,Porpur,Rhidel,Symmic,Tpse,Ulvmut,Umbram,Vitbra	Eukaryota	AncyPlano,Apicomplexa,Basidiomycota,Blastocladiomycota,CRuMs,Caulen,Chytridiomycetes,Ciliata,Cocsub,Cpar,Discoba,Embryophyta,EvoDiscosea,Falb,Gonavo,Hemimastigophora,Holozoa,Labyrinthulea,Malawimonadidae,Metamonada,Meteor,MortGlom,Oomycota,Otau,Pavlsp,Perkma,Pisp,Porumb,Pygbif,Rall,Rhizaria,Scer,Spom,Tmel,Ttra,Vcar,Zoopagomycota	1	37	95
Acetyltransf_1.HG15.1:NA	Acas,Aurlim,Bden,Bnat,Cavfas,Coka,Cowc,Ddis,Esil,Gefoke,Gracho,Gthe,Hetalb,Honfer,Hydvul,Jakbah,Jaklib,Malcal,Masbal,Mbre,Mcir,Mlei,Morelo,Nk52,Nutlon,Pbla,Phakir,Plafun,Porpur,Porumb,Rhidel,Sappar,Schagg,Secula,Spun,Sros,Tielac,Ttra,Umbram	Eukaryota	Alveolata,Amobb2,Ancsig,Andalucina,Anthozoa,Aplker,Bilateria,Blastocladiomycota,CRuMs,Chocri,Clim,Clyhem,Cmer,Cpar,DiatPelag,Dikarya,Euglenozoa,Fabtro,Falb,Gonavo,Haptista,Hemimastigophora,Icthyophonida,Maljak,Metamonada,Meteor,MonoblNeocal,Mvib,Ngad,Ngru,PhytAlbu,Plabra,Plamic,Porifera,Pygbif,Rall,Recame,Retfil,Rirr,ScyCubozoa,Tadh,Viridiplantae,Zoopagomycota	1	43	125
Acetyltransf_1.HG16.0:AANAT	Acas,Amobb2,Ancsig,Andgod,Apla,Aplker,Aurlim,Bnat,Bralan,Ccin,Cfra,Coerev,Coka,Crei,Ctel,Cvar,Cvel,Diprot,Drer,Ehux,Esil,Fabtro,Gefoke,Gonavo,Gpro,Gracho,Gthe,Honfer,Hsap,Klenit,Linana,Malcal,Maljak,Manpla,Mcir,Meteor,Morelo,Mpus,Ncra,Ngad,Ngru,Notgen,Nutlon,Otau,Pavlsp,Pbla,Phakir,Phatri,Phoaus,Pinf,Pisp,Plamic,Porpur,Porumb,Recame,Retfil,Rhidel,Rigram,Rirr,Sappar,Sarc,Scer,Schagg,Spom,Tadh,Tmel,Tpse,Ttra,Umay,Umbram,Vcar,Vitbra	Eukaryota	Aano,Alblai,Apicomplexa,ArtTardi,Blastocladiomycota,Chabra,Choanoflagellata,Chocri,Chrtob,Chytridiomycetes,Ciliata,Cint,Clim,Cmer,Cneo,Cnidaria,Cocsub,Concor,Cpar,Dinozoa,Embryophyta,Euglenozoa,Evosea,Falb,Filasterea,Helrob,Hemichordata,Hemimastigophora,Ihof,JakSec,Metamonada,Mlei,Mollusca,Nk52,Plabra,Plafun,Platyhelminta,Porifera,Pygbif,Rall,Spur,Styinc,Ulvophyceae	1	43	196
Acetyltransf_1.HG17.0:NA	Aque,Ccin,Dmel,Emue,Ptyfla,Tcas,Tetwil	Opisthokonta	Arachnida,Ascomycota,Blastocladiomycota,Choanoflagellata,Chordata,Chytridiomycota,Cneo,CniTri,Dpul,Echinodermata,Falb,Filasterea,HomoCalc,Mlei,Mucoromycota,Rall,Skow,Spiralia,Tardigrada,Teretosporea,Umay,Zoopagomycota	1	22	56
Acetyltransf_1.HG17.1:NA	Cgig,Clyhem,Cvel,Hduj,Lgig,Linana,Notgen,Ptyfla,Ramvar	Eukaryota	Amoebozoa,Ancyromonadida,Annelida,Anthozoa,Apicomplexa,ArchaeCry,Arthropoda,CRuMs,Choanoflagellata,Chordata,Ciliata,Dinozoa,Discoba,Echinodermata,Filasterea,Haptista,Hemimastigophora,Holomycota,Hydvul,Malawimonadidae,Metamonada,Meteor,Mlei,Phoaus,Platyhelminta,Porifera,Pygbif,Rhizaria,ScyCubozoa,Skow,Stramenopiles,Tadh,Teretosporea,Ttra,Vitbra	1	35	60
Acetyltransf_1.HG17.2:NA	Ancsig,Andgod,Cfra,Cowc,Ctel,Cvel,Ddis,Dmel,Dpul,Drer,Gefoke,Hetalb,Klenit,Lcom,Mcir,Mlei,Mvib,Nutlon,Recame,Schagg,Scil,Sros,Tielac,Ttra	Eukaryota	Acas,Ambulacraria,Apicomplexa,Aplker,Arachnida,Aurlim,Blastocladiomycota,Bralan,CRuMs,Cavfas,Chabra,Chlorophyta,Chytridiomycota,Ciliata,Cint,Clim,CniTri,Cpar,Cryptista,Demospongiae,Dikarya,Dinozoa,Discicristata,Embryophyta,Fabtro,Falb,Gyrista,Haptista,Helrob,Hemimastigophora,Honfer,Hsap,Ihof,JakSec,Kryptozoa,Malawimonas,Masbal,Mbre,Metamonada,Meteor,Mollusca,MortGlom,Nk52,Ocar,Pbla,Plafun,Plamic,Platyhelminta,Pygbif,Rall,Rhidel,Rhizaria,Rhodophyta,Sarc,Styinc,Tardigrada,Tcas,Umbram,Vitbra,Zoopagomycota	1	60	106
Acetyltransf_1.HG18.0:NA	Adig,Amobb2,Bralan,Coka,Concor,Cscu,Ctel,Exapal,Fabtro,Jaklib,Linana,Maljak,Manpla,Mbre,Morelo,Notgen,Nvec,Oxytri,Pbla,Phoaus,Pisp,Porpur,Ptyfla,Spis,Tadh,Tetwil,Umbram,Vitbra	Eukaryota	Amoebozoa,AncyPlano,Andalucina,Apicomplexa,Aque,Blastocladiomycota,Chytridiomycetes,Cmer,Coerev,Cpar,Cryptista,Cvel,DiatPelag,Dikarya,Dinozoa,Echinodermata,Emue,Esil,Euglenozoa,Eurhodophytina,Falb,Filasterea,Gefoke,Gpro,Haptista,Helrob,Hemimastigophora,HomoCalc,HydScyCubozoa,Jakbah,Labyrinthulea,Lpol,Malcal,Metamonada,Meteor,Mlei,Mollusca,Mucorineae,Ngad,Oligohymenophorea,Oomycota,Pancrustacea,Platyhelminta,Pygbif,Rall,Recame,Rhizaria,RigiDiph,Rirr,Secula,Skow,Sros,Tardigrada,Teretosporea,TetraPhary,Ttra,VertTuni,Viridiplantae	1	58	158
Acetyltransf_1.HG19.0:NA	Auraur,Coka,Hetalb,Manpla,Styinc,Umay	Eukaryota	Acas,Agaricomycotina,Alveolata,Ancyromonadida,Andgod,Anthozoa,ArchaeCry,Ascomycota,Bilateria,Blastocladiomycota,Cavfas,Choanoflagellata,Chytridiomycota,DiatPelag,Dictyosteliales,Discicristata,Esil,Falb,Filasterea,Haptista,Hemimastigophora,Histionina,Hydrozoa,Labyrinthulea,Malawimonadidae,Masbal,Metamonada,Meteor,Mlei,Morvir,Mucoromycota,Ngad,Oomycota,Plafun,Porifera,Pygbif,Rall,Rhizaria,RigiDiph,Tadh,Teretosporea,Ttra,Zoopagomycota	1	43	45
Acetyltransf_1.HG19.1:NA	Aano,Acoe,Alblai,Aplker,Atha,Atri,Auraur,Aurlim,Azfi,Bdis,Bremin,Caulen,Chabra,Chocri,Clim,Cmer,Cocsub,Coka,Crei,Cvar,Cvel,Esil,Fabtro,Gracho,Honfer,Klenit,Manpla,Marpol,Mgut,Mpus,Otau,Pavlsp,Pinf,Porpur,Porumb,Ppat,Sappar,Sbic,Schagg,Smoe,Sphfal,Symmic,Tpse,Ulvmut,Vcar,Vitbra	Eukaryota	Amoebozoa,AncyPlano,Anthozoa,Apicomplexa,Bilateria,Choanoflagellata,Ciliata,Cpar,Cryptista,Discoba,Filasterea,Hemimastigophora,Holomycota,Hydrozoa,Ichthyosporea,Malawimonadidae,Metamonada,Meteor,Mlei,Morvir,Ngad,Perkma,Phatri,Porifera,Prymnesiophyceae,Pygbif,Rhizaria,RigiDiph,Sacu,Tadh,Ttra	1	31	130
Acetyltransf_1.HG2.0:KAT14	Acas,Amac,Amobb2,Apla,Bden,Bralan,Bremin,Cavfas,Cgig,Cint,Clim,Coerev,Coka,Concor,Cowc,Cscu,Ctel,Ddis,Diprot,Dmel,Dpul,Drer,Emue,Exapal,Falb,Gefoke,Gpro,Gthe,Helrob,Hetalb,Hsap,Lcom,Lgig,Linana,Maljak,Mcir,Morelo,Morvir,Nk52,Notgen,Nvec,Pbla,Phoaus,Plafun,Ptyfla,Rhidel,Rirr,Scil,Skow,Spis,Spun,Spur,Tadh,Tcas,Tetwil,Tielac,Tpse,Umbram	Eukaryota	Aano,Adig,Ancyromonadida,ApiChrom,Aque,Archaeplastida,Auraur,Cang,Choanoflagellata,Ciliata,Dikarya,Esil,Euglenozoa,Gonavo,Haptista,Hemimastigophora,Hydrozoa,Icthyophonida,Jakobida,Labyrinthulea,Lpol,Malcal,Manpla,Masbal,Metamonada,Meteor,Mlei,Mvib,Ngad,Ocar,Oomycota,Perkma,Phatri,Pisp,Platyhelminta,Pygbif,Rall,Rhizaria,Rigram,Symmic,Tardigrada,TetraPhary,Ttra	1	43	155
Acetyltransf_1.HG2.10:like:NAA50:likeclu:17	Bnat,Bremin,Cavfas,Ddis,Hetalb,Pygbif,Retfil,Tielac	Eukaryota	Acas,Ancyromonadida,ApiChrom,ArchaeCry,CRuMs,Ciliata,Discoba,Haptista,Hemimastigophora,Malawimonadidae,Masbal,Metamonada,Meteor,Opisthokonta,Perkma,Plabra,Plafun,Stramenopiles,Symmic,Ttra	1	20	32
Acetyltransf_1.HG2.11:like:NAA50:likeclu:17	Fabtro,Tvag	Eukaryota	AmorCRUM,AncyPlano,Diaphoratickes,Discoba,Fornicata,Hemimastigophora,Malawimonadidae,Meteor	1	8	5
Acetyltransf_1.HG2.12:like:NAA50:likeclu:17	Aplker,Tvag	Eukaryota	Alveolata,AmorCRUM,Ancyromonadida,ArchaeCry,Discoba,Fornicata,Gyrista,Haptista,Hemimastigophora,Malawimonadidae,Meteor,Rhizaria,Thraustochytrida	1	13	11
Acetyltransf_1.HG2.13:like:NAA50:likeclu:17	Ancsig,Diprot,Nutlon,Plamic	Eukaryota	Amorphea,Diaphoratickes,Discoba,Fabtro,Hemimastigophora,Malawimonadidae,Manpla,Metamonada,Meteor,Rigram	1	10	11
Acetyltransf_1.HG2.14:like:NAA50:likeclu:17	Amac,Bden,Cang,Cfra,Coerev,Fabtro,Gpro,Pisp,Sarc,Spom,Spun	Eukaryota	Amoebozoa,AncyPlano,Basidiomycota,CRuMs,Clim,Concor,Diaphoratickes,Discoba,Falb,Filozoa,Hemimastigophora,Ihof,Malawimonadidae,Metamonada,Meteor,Mucoromycota,Nk52,Pygbif,Rall,Ttra,saccharomyceta	1	21	35
Acetyltransf_1.HG2.15:like:NAA50:likeclu:17	Andgod,Manpla,Mpus,Otau,Phakir,Plabra,Plafun,Porpur	Eukaryota	Amobb2,Ancyromonadida,Bnat,Cmer,Cpar,Cryptista,Euglenozoa,Eurhodophytina,EvoDiscosea,Haptista,Hemimastigophora,Histionina,Malawimonadidae,Metamonada,Meteor,Ngru,Obazoa,Retfil,RigiDiph,StrAlv,Streptophyta,Styinc,Tetraphytina	1	23	31
Acetyltransf_1.HG2.16:like:NAA50:likeclu:17	Aano,Aplker,Aurlim,Bnat,Bremin,Coka,Cvel,Diprot,Esil,Gonavo,Gracho,Gthe,Honfer,Jakbah,Jaklib,Meteor,Ngad,Ngru,Perkma,Phatri,Pinf,Porumb,Recame,Rigram,Sappar,Schagg,Secula,Styinc,Symmic,Tgon,Tpse,Vitbra	Eukaryota	Alblai,Amobb2,Amorphea,Ancyromonadida,Andgod,Chocri,Ciliata,Cmer,Cpar,Eimten,Euglenozoa,Haptista,Hemimastigophora,Malawimonadidae,Manpla,Metamonada,Pfal,Phakir,Plabra,Porpur,Retfil,Viridiplantae	1	22	82
Acetyltransf_1.HG2.17:NAA50	Acas,Acoe,Amobb2,Apla,Aque,Atha,Atri,Auraur,Azfi,Bden,Bdis,Bnat,Bodsal,Bralan,Cavfas,Ccin,Cfra,Chabra,Chrtob,Cint,Clim,Clyhem,Cneo,Cocsub,Concor,Cowc,Cpar,Crei,Cscu,Ctel,Cvar,Ddis,Dmel,Dpul,Drer,Emue,Emul,Exapal,Falb,Gefoke,Hduj,Helrob,Hemkuk,Hetalb,Hsap,Hydvul,Ihof,Klenit,Lcom,Lepsey,Lgig,Linana,Lmaj,Lpol,Marpol,Mbre,Mcir,Mgut,Mlei,Morelo,Morvir,Ngru,Nk52,Notgen,Nvec,Oxytri,Pavlsp,Pbla,Phoaus,Pisp,Plafun,Ppat,Ptet,Pygbif,Ramvar,Rhidel,Sacu,Sappar,Sarc,Sbic,Scer,Scil,Sman,Smoe,Sphfal,Spimul,Spis,Spom,Spun,Spur,Sros,Strcul,Tadh,Tcas,Tcru,Tielac,Tmel,Tthe,Tvag,Ulvmut,Umay,Umbram,Vcar	Eukaryota	Adig,Ancyromonadida,ApiDino,Blastocladiomycota,CRuMs,Caulen,Cgig,Coerev,Cryptista,Ehux,Fornicata,Gpro,Hemichordata,Jakobida,Labyrinthulea,Malawimonas,Mamiellophyceae,Masbal,Meteor,Mvib,Ncra,Ocar,Ochrophyta,Phakir,PhytAlbu,Plabra,Rall,Retfil,Rhodophyta,Rirr,Tetwil,Ttra	1	32	244
Acetyltransf_1.HG2.18:like:KAT14:likeclu:0	Tpse	Tpse		1	0	1
Acetyltransf_1.HG2.19:like:NAA50:likeclu:17	Acas	Acas		1	0	1
Acetyltransf_1.HG2.1:like:NAA50/NAA60:likeclu:8/17	Crei,Dpul,Fabtro,Gthe,Malcal,Maljak,Manpla,Sarc,Ulvmut,Vcar	Eukaryota	Amoebozoa,AncyPlano,Arachnida,Caulen,Cfra,Choanoflagellata,Clim,CniTri,Cpar,Deuterostomia,Discoba,Filasterea,Gefoke,Gonavo,Hemimastigophora,Holomycota,Ihof,Insecta,Mamiellophyceae,Metamonada,Meteor,Mlei,Nk52,Porifera,Pygbif,Rhodophyta,RigiDiph,SARHap,Spiralia,Streptophyta,Tardigrada,Trebouxiophyceae,Ttra	1	33	44
Acetyltransf_1.HG2.2:like:NAA50/NAA60:likeclu:8/17	Ctel,Plabra,Ptyfla,Styinc	Eukaryota	Amoebozoa,Ancyromonadida,Andgod,ArchaeCry,ArtTardi,Bnat,CRuMs,Choanoflagellata,Chordata,CniTri,Discicristata,Echinodermata,Filasterea,Haptista,Helrob,Hemimastigophora,Histionina,Holomycota,Kryptozoa,Malawimonadidae,Metamonada,Meteor,Mlei,Mollusca,Platyhelminta,Porifera,Pygbif,Retfil,Skow,StrAlv,Teretosporea,Ttra	1	32	31
Acetyltransf_1.HG2.3:like:NAA50/NAA60:likeclu:8/17	Amobb2,Bremin,Concor,Gefoke,Gthe,Ngru,Rirr,Sacu,Tpse,Tvag	Eukaryota	Aano,Amoebozoa,Ancyromonadida,ApiChrom,Azfi,Blastocladiomycota,Bryophyta,CRuMs,Charophyta,Chlorophyta,Chytridiomycota,Ciliata,Coerev,Cpar,Dikarya,Euglenozoa,Falb,Fornicata,Gonavo,Haptista,Hemimastigophora,Holozoa,Jakobida,Labyrinthulea,Malawimonas,Marpol,Meteor,Morelo,Mucorales,Oomycota,Perkma,PhaeoNanno,Phakir,Phatri,Pygbif,Rall,Rhizaria,Rhodophyta,Smoe,Spermatophyta,Symmic,Ttra,Umbram	1	43	58
Acetyltransf_1.HG2.4:like:NAA50/NAA60:likeclu:8/17	Chocri,Cmer,Coka,Gefoke,Gracho,Gthe,Otau,Perkma,Pisp,Plafun,Porpur,Ppat,Recame,Styinc,Tpse,Umay,Vitbra	Eukaryota	Aano,Agaricomycotina,Ancyromonadida,Andgod,Apicomplexa,Ascomycota,Blastocladiomycota,CRuMs,Charophyta,Chytridiomycetes,Ciliata,Cpar,Cvel,Dinoflagellata,Discicristata,Esil,EvoDiscosea,Falb,Gonavo,Gpro,Haptista,Hemimastigophora,Holozoa,JakSec,Labyrinthulea,Malawimonas,Marpol,Metamonada,Meteor,Mpus,Mucoromycota,Ngad,Oomycota,Phatri,Porumb,Pygbif,Rall,Rhizaria,Sphfal,Tetraphytina,Tracheophyta,Ttra,Zoopagomycota	1	43	85
Acetyltransf_1.HG2.5:like:NAA50/NAA60:likeclu:8/17	Pygbif,Tvag	Eukaryota	Amoebozoa,Ancyromonadida,CRuMs,Diaphoratickes,Discoba,Fornicata,Hemimastigophora,Malawimonadidae,Meteor,Opisthokonta,Ttra	1	11	7
