Orthogroup	Orthogroup annotation	Gene family	Gene type	Num genes	Num species	Num lineages	LECA presence probability	LECA presence support	Closest homologs in...	Closest homologs score	Consensus architecture	Hsap symbol	Dmel symbol	Scer symbol	Atha symbol
Acetyltransf_1.HG1.27	like:NAT14	Acetyltransf_1	Acetylase	20	13	1	0.003	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.49	like:NAT14	Acetyltransf_1	Acetylase	1	1	1	0.003	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.42	like:NAT14	Acetyltransf_1	Acetylase	10	9	1	0.002	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG3.8	like:GNPNAT1	Acetyltransf_1	Acetylase	1	1	1	0.002	NA	Archaea	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.37	like:NAT14	Acetyltransf_1	Acetylase	20	19	1	0.002	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.51	like:NAT14	Acetyltransf_1	Acetylase	1	1	1	0.001	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG40.1	NA	Acetyltransf_1	Acetylase	4	1	1	0.001	NA	Bacteria	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG35.1	NA	Acetyltransf_1	Acetylase	10	5	1	0.001	NA	Other eukaryotic	0.545	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.48	like:NAT14	Acetyltransf_1	Acetylase	1	1	1	0.001	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.50	like:NAT14	Acetyltransf_1	Acetylase	1	1	1	0.001	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.26	like:NAT14	Acetyltransf_1	Acetylase	4	3	1	0.001	NA	Other eukaryotic	0.571	Acetyltransf_1,CPBP	NA	NA	NA	NA
Acetyltransf_1.HG35.0	NA	Acetyltransf_1	Acetylase	2	2	1	0.001	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.36	like:NAT14	Acetyltransf_1	Acetylase	8	7	1	0.000	NA	Other eukaryotic	0.896	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.21	like:NAT14	Acetyltransf_1	Acetylase	2	2	1	0.000	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.34	like:NAT14	Acetyltransf_1	Acetylase	2	2	1	0.000	NA	Bacteria	0.500	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG2.18	like:KAT14	Acetyltransf_1	Acetylase	1	1	1	0.000	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.47	like:NAA30/NAT8/NAT8L/NAT14	Acetyltransf_1	Acetylase	1	1	1	0.000	NA	Bacteria	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG1.52	like:NAT8/NAT8L	Acetyltransf_1	Acetylase	1	1	1	0.000	NA	Other eukaryotic	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG3.6	like:GNPNAT1/NAA80	Acetyltransf_1	Acetylase	1	1	1	0.000	NA	Bacteria	1.000	Acetyltransf_1	NA	NA	NA	NA
Acetyltransf_1.HG17.0	NA	Acetyltransf_1	Acetylase	30	7	1	0.000	NA	Other eukaryotic	0.966	FR47	NA	CG15628	NA	NA
GNAT_acetyltr_2.HG1.1	NAT10	GNAT_acetyltr_2	Acetylase	185	165	11	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	Other eukaryotic	1.000	DUF1726,Helicase_RecD,GNAT_acetyltr_2,tRNA_bind_2	NAT10	l(1)G0020	KRE33	NA
GNAT_acetyltr_2.HG1.0	like:NAT10	GNAT_acetyltr_2	Acetylase	10	6	4	0.982	AmorCRUM,Ancyromonadida,Diaphoratickes	Bacteria	0.920	GNAT_acetyltr_2	NA	NA	NA	NA
GNAT_acetyltr_2.HG1.4	like:NAT10	GNAT_acetyltr_2	Acetylase	1	1	1	0.002	NA	Other eukaryotic	1.000	DUF1726,Helicase_RecD,GNAT_acetyltr_2	NA	NA	NA	NA
GNAT_acetyltr_2.HG1.2	like:NAT10	GNAT_acetyltr_2	Acetylase	2	2	1	0.001	NA	Archaea	1.000	Helicase_RecD,GNAT_acetyltr_2	NA	NA	NA	NA
GNAT_acetyltr_2.HG1.3	like:NAT10	GNAT_acetyltr_2	Acetylase	2	2	1	0.001	NA	Archaea	1.000	Helicase_RecD,GNAT_acetyltr_2	NA	NA	NA	NA
Hat1_N.HG1.0	HAT1	Hat1_N	Acetylase	162	138	11	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	NA	NA	Hat1_N	HAT1	Hat1	HAT1	HAG2
KAT11.HG1.1	CREBBP/EP300	KAT11	Acetylase	205	89	4	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Metamonada	NA	NA	No consensus	CREBBP,EP300	nej	NA	HAC12,HAC04,HAC2,HAC1,HAC5
KAT11.HG1.0	like:CREBBP/EP300	KAT11	Acetylase	6	3	3	0.028	NA	NA	NA		NA	NA	NA	NA
KAT11.HG2.0	NA	KAT11	Acetylase	22	21	1	0.000	NA	NA	NA	HAT_KAT11	NA	NA	RTT109	NA
MOZ_SAS.HG1.8	like:KAT5/KAT8	MOZ_SAS	Acetylase	37	24	8	1.000	AmorCRUM,Ancyromonadida,Discoba,Hemimastigophora,Malawimonadidae,Meteor	Other eukaryotic	1.000	Tudor-knot,zf-MYST,MOZ_SAS	NA	NA	NA	NA
MOZ_SAS.HG1.7	like:KAT5/KAT8	MOZ_SAS	Acetylase	26	24	6	0.996	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	Other eukaryotic	1.000	Tudor-knot,zf-MYST,MOZ_SAS	NA	NA	NA	NA
MOZ_SAS.HG1.3	like:KAT5/KAT8	MOZ_SAS	Acetylase	37	11	5	0.000	NA	Other eukaryotic	1.000	MOZ_SAS	NA	NA	NA	NA
MOZ_SAS.HG1.2	KAT6A/KAT6B/KAT7	MOZ_SAS	Acetylase	173	80	4	0.973	AmorCRUM,Metamonada	Other eukaryotic	1.000	PHD,zf-MYST,MOZ_SAS	KAT7,KAT6B,KAT6A	enok,chm	SAS3	NA
MOZ_SAS.HG1.0	like:KAT5/KAT6A/KAT6B/KAT7/KAT8	MOZ_SAS	Acetylase	23	23	4	0.045	NA	Other eukaryotic	1.000	zf-MYST,MOZ_SAS	NA	NA	SAS2	NA
MOZ_SAS.HG1.6	like:KAT5/KAT8	MOZ_SAS	Acetylase	75	55	3	0.003	NA	Other eukaryotic	1.000	Tudor-knot,zf-MYST,MOZ_SAS	NA	NA	NA	HAM2,HAM1
MOZ_SAS.HG1.1	like:KAT5/KAT6A/KAT6B/KAT7/KAT8	MOZ_SAS	Acetylase	5	5	3	0.001	NA	Other eukaryotic	1.000	zf-MYST,MOZ_SAS	NA	NA	NA	NA
MOZ_SAS.HG1.4	KAT5	MOZ_SAS	Acetylase	85	73	3	0.001	NA	Other eukaryotic	1.000	Tudor-knot,zf-MYST,MOZ_SAS	KAT5	Tip60	ESA1	NA
MOZ_SAS.HG1.5	KAT8	MOZ_SAS	Acetylase	66	61	3	0.000	NA	Other eukaryotic	1.000	Tudor-knot,zf-MYST,MOZ_SAS	KAT8	mof,CG1894	NA	NA
Hist_deacetyl.HG2.0	AL133500.1/HDAC8	Hist_deacetyl	Deacetylase	106	86	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	Other eukaryotic	1.000	Hist_deacetyl	HDAC8,AL133500.1	NA	HOS1	NA
Hist_deacetyl.HG2.14	HDAC1/HDAC2	Hist_deacetyl	Deacetylase	105	87	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	Other eukaryotic	1.000	Hist_deacetyl	HDAC1,HDAC2	HDAC1	NA	NA
Hist_deacetyl.HG1.19	HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	329	132	9	1.000	NA	Other eukaryotic	0.997	Hist_deacetyl	HDAC10,HDAC5,HDAC4,HDAC6,HDAC7,HDAC9	HDAC6,HDAC4	HDA1	HDA15,HDA05,HDA18
Hist_deacetyl.HG3.1	HDAC11	Hist_deacetyl	Deacetylase	107	74	8	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	Bacteria	1.000	Hist_deacetyl	HDAC11	HDAC11	NA	HDA2
Hist_deacetyl.HG1.12	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	59	43	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	Bacteria	0.970	Hist_deacetyl	NA	NA	NA	HDA8
Hist_deacetyl.HG2.8	HDAC3	Hist_deacetyl	Deacetylase	166	134	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Meteor	Other eukaryotic	1.000	Hist_deacetyl	HDAC3	HDAC3	HOS2	HDA9
Hist_deacetyl.HG3.0	like:HDAC11	Hist_deacetyl	Deacetylase	105	64	6	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	Bacteria	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.0	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	18	12	6	0.230	NA	Other eukaryotic	0.701	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.13	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	20	18	5	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	Bacteria	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.3	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	55	38	4	0.265	NA	Bacteria	0.970	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.7	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	39	16	4	0.000	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.9	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	6	6	3	0.989	AmorCRUM,Ancyromonadida,Diaphoratickes	Bacteria	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.14	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	3	3	3	0.023	NA	Bacteria	0.615		NA	NA	NA	NA
Hist_deacetyl.HG1.4	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	4	4	3	0.003	NA	Bacteria	0.714	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.16	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	18	15	3	0.000	NA	Other eukaryotic	0.867	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.6	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	8	5	2	0.616	NA	Bacteria	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.5	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	28	16	2	0.459	NA	Bacteria	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.10	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	10	10	2	0.089	NA	Bacteria	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.1	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	14	8	2	0.013	NA	Other eukaryotic	0.844	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.15	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	10	5	2	0.012	NA	Other eukaryotic	0.750	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.12	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	22	18	2	0.009	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.17	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	18	8	2	0.005	NA	Other eukaryotic	0.833	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.4	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	8	7	2	0.003	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.13	like:HDAC1/HDAC2	Hist_deacetyl	Deacetylase	26	22	2	0.002	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.18	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	2	2	2	0.001	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.3	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	5	4	2	0.000	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.6	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	13	9	2	0.000	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.2	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	4	4	1	0.579	NA	Bacteria	0.526	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.8	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	5	5	1	0.039	NA	Bacteria	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.15	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	1	1	1	0.010	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.11	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	3	3	1	0.003	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.10	like:HDAC1/HDAC2	Hist_deacetyl	Deacetylase	45	21	1	0.001	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	HDA19,HDA7,HDA6
Hist_deacetyl.HG1.20	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	1	1	1	0.001	NA	Other eukaryotic	1.000	PHD,Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.1	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	2	2	1	0.001	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.7	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	7	7	1	0.001	NA	Bacteria	1.000	Hist_deacetyl	NA	NA	HOS3	NA
Hist_deacetyl.HG2.17	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	1	1	1	0.000	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.16	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	1	1	1	0.000	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.9	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	18	17	1	0.000	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	RPD3	NA
Hist_deacetyl.HG2.5	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	2	2	1	0.000	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG2.2	like:HDAC1/HDAC2/HDAC3	Hist_deacetyl	Deacetylase	5	4	1	0.000	NA	Other eukaryotic	1.000	Hist_deacetyl	NA	NA	NA	NA
Hist_deacetyl.HG1.11	like:HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10	Hist_deacetyl	Deacetylase	27	21	1	0.000	NA	Bacteria	1.000	Hist_deacetyl	NA	NA	NA	HDA14
SIR2.HG1.3	SIRT1	SIR2	Deacetylase	138	112	11	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada,Meteor	Other eukaryotic	1.000	SIR2	SIRT1	Sirt1	SIR2,HST1	NA
SIR2.HG2.1	SIRT4/SIRT5	SIR2	Deacetylase	305	153	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Metamonada	Bacteria	0.939	SIR2	SIRT4,SIRT5	Sirt4	NA	SRT2
SIR2.HG3.10	like:SIRT6	SIR2	Deacetylase	63	38	10	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	Other eukaryotic	0.989	SIR2	NA	NA	NA	NA
SIR2.HG1.14	SIRT2	SIR2	Deacetylase	128	84	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Hemimastigophora,Meteor	Other eukaryotic	1.000	SIR2	SIRT2	Sirt2	HST2	NA
SIR2.HG2.0	like:SIRT4/SIRT5	SIR2	Deacetylase	51	35	9	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada	Bacteria	1.000	SIR2	NA	NA	NA	NA
SIR2.HG3.12	like:SIRT6	SIR2	Deacetylase	16	12	8	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Hemimastigophora	Other eukaryotic	0.938	SIR2	NA	NA	NA	NA
SIR2.HG3.1	SIRT6	SIR2	Deacetylase	96	86	7	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae	Other eukaryotic	0.986	SIR2	SIRT6	Sirt6	NA	SRT1
SIR2.HG1.16	like:SIRT2/SIRT3	SIR2	Deacetylase	13	12	6	0.958	AmorCRUM,Discoba	Other eukaryotic	1.000	Ank_2,SIR2	NA	NA	NA	NA
SIR2.HG3.14	like:SIRT6	SIR2	Deacetylase	15	9	5	0.975	AmorCRUM,Discoba	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG3.6	like:SIRT6	SIR2	Deacetylase	11	9	5	0.960	AmorCRUM,Malawimonadidae	Other eukaryotic	0.929	SIR2	NA	NA	NA	NA
SIR2.HG3.8	like:SIRT6	SIR2	Deacetylase	7	7	5	0.890	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.10	like:SIRT2/SIRT3	SIR2	Deacetylase	13	10	5	0.308	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG3.3	like:SIRT6	SIR2	Deacetylase	9	9	5	0.136	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.0	like:SIRT1/SIRT2/SIRT3	SIR2	Deacetylase	45	34	5	0.006	NA	Other eukaryotic	0.907	SIR2	NA	NA	HST4,HST3	NA
SIR2.HG3.9	like:SIRT6	SIR2	Deacetylase	28	19	4	0.975	AmorCRUM,Discoba,Malawimonadidae	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.7	like:SIRT2/SIRT3	SIR2	Deacetylase	32	21	4	0.560	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG3.2	like:SIRT6	SIR2	Deacetylase	8	6	4	0.146	NA	Other eukaryotic	1.000	SIR2,YEATS	NA	NA	NA	NA
SIR2.HG1.11	like:SIRT2/SIRT3	SIR2	Deacetylase	5	5	4	0.064	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG3.13	like:SIRT6	SIR2	Deacetylase	4	4	4	0.032	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.5	like:SIRT2/SIRT3	SIR2	Deacetylase	7	4	4	0.001	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG3.5	like:SIRT6	SIR2	Deacetylase	6	4	3	0.911	AmorCRUM,Discoba	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG3.7	like:SIRT6	SIR2	Deacetylase	4	4	3	0.218	NA	Other eukaryotic	0.750	SIR2	NA	NA	NA	NA
SIR2.HG1.1	like:SIRT1/SIRT2/SIRT3	SIR2	Deacetylase	4	4	3	0.172	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG3.11	like:SIRT6	SIR2	Deacetylase	3	3	3	0.031	NA	Other eukaryotic	0.750	SIR2	NA	NA	NA	NA
SIR2.HG1.9	like:SIRT2/SIRT3	SIR2	Deacetylase	8	7	3	0.009	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG3.0	SIRT7	SIR2	Deacetylase	49	44	3	0.004	NA	Archaea	0.772	SIR2	SIRT7	Sirt7	NA	NA
SIR2.HG1.6	like:SIRT2/SIRT3	SIR2	Deacetylase	17	10	3	0.001	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.13	like:SIRT2/SIRT3	SIR2	Deacetylase	20	12	2	0.430	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.12	SIRT3	SIR2	Deacetylase	39	32	2	0.356	NA	Other eukaryotic	1.000	SIR2	SIRT3	NA	NA	NA
SIR2.HG3.4	like:SIRT6	SIR2	Deacetylase	3	3	2	0.142	NA	Other eukaryotic	0.630	SIR2	NA	NA	NA	NA
SIR2.HG1.15	like:SIRT2/SIRT3	SIR2	Deacetylase	8	6	2	0.000	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.8	like:SIRT2/SIRT3	SIR2	Deacetylase	2	2	2	0.000	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.4	like:SIRT2/SIRT3	SIR2	Deacetylase	9	7	1	0.062	NA	Other eukaryotic	1.000	zf-UBP,SIR2	NA	NA	NA	NA
SIR2.HG1.18	like:SIRT1/SIRT2/SIRT3	SIR2	Deacetylase	1	1	1	0.059	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.17	like:SIRT2/SIRT3	SIR2	Deacetylase	3	3	1	0.031	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.22	like:SIRT2/SIRT3	SIR2	Deacetylase	1	1	1	0.005	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.23	like:SIRT2/SIRT3	SIR2	Deacetylase	1	1	1	0.005	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.25	like:SIRT2/SIRT3	SIR2	Deacetylase	1	1	1	0.004	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.24	like:SIRT2/SIRT3	SIR2	Deacetylase	1	1	1	0.002	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.2	like:SIRT1/SIRT2/SIRT3	SIR2	Deacetylase	3	2	1	0.001	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG2.2	like:SIRT4/SIRT5	SIR2	Deacetylase	1	1	1	0.001	NA	Bacteria	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.19	like:SIRT2/SIRT3	SIR2	Deacetylase	1	1	1	0.001	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.20	like:SIRT2/SIRT3	SIR2	Deacetylase	1	1	1	0.001	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
SIR2.HG1.21	like:SIRT2/SIRT3	SIR2	Deacetylase	1	1	1	0.001	NA	Other eukaryotic	1.000	SIR2	NA	NA	NA	NA
DOT1.HG1.10	like:DOT1L	DOT1	Methylase	47	39	8	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	Bacteria	0.503	Methyltransf_25	NA	CG1239	NA	NA
DOT1.HG1.19	like:DOT1L	DOT1	Methylase	18	17	6	1.000	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae	Bacteria	1.000	DOT1	NA	NA	NA	NA
DOT1.HG1.13	DOT1L	DOT1	Methylase	109	76	5	1.000	AmorCRUM,Diaphoratickes,Discoba	Other eukaryotic	1.000	DOT1	DOT1L	gpp	DOT1	NA
DOT1.HG1.11	like:DOT1L	DOT1	Methylase	35	29	5	0.158	NA	Other eukaryotic	1.000	DOT1	NA	NA	NA	NA
DOT1.HG1.7	like:DOT1L	DOT1	Methylase	13	8	4	0.819	NA	Other eukaryotic	1.000	DOT1	NA	NA	NA	NA
DOT1.HG1.14	like:DOT1L	DOT1	Methylase	17	14	4	0.022	NA	Archaea	0.844	PCMT	NA	NA	NA	NA
DOT1.HG1.9	like:DOT1L	DOT1	Methylase	17	10	4	0.002	NA	Other eukaryotic	0.886	DOT1	NA	NA	NA	NA
DOT1.HG1.18	like:DOT1L	DOT1	Methylase	13	11	3	0.762	NA	Bacteria	0.651	DOT1	NA	NA	NA	NA
DOT1.HG1.12	like:DOT1L	DOT1	Methylase	17	11	3	0.700	NA	Other eukaryotic	1.000	DOT1	NA	NA	NA	NA
DOT1.HG1.5	like:DOT1L	DOT1	Methylase	12	10	3	0.673	NA	Other eukaryotic	1.000	DOT1	NA	NA	NA	NA
DOT1.HG1.8	like:DOT1L	DOT1	Methylase	14	11	3	0.000	NA	Other eukaryotic	1.000	DOT1	NA	NA	NA	NA
DOT1.HG1.21	like:DOT1L	DOT1	Methylase	42	20	2	0.554	NA	Bacteria	1.000	DOT1	NA	NA	NA	NA
DOT1.HG1.2	like:DOT1L	DOT1	Methylase	5	4	2	0.129	NA	Other eukaryotic	0.750	2OG-FeII_Oxy_3,DOT1	NA	NA	NA	NA
DOT1.HG1.20	like:DOT1L	DOT1	Methylase	6	5	2	0.015	NA	Bacteria	0.771	DOT1	NA	NA	NA	NA
DOT1.HG1.1	like:DOT1L	DOT1	Methylase	4	4	1	0.048	NA	Other eukaryotic	1.000	DOT1	NA	NA	NA	NA
DOT1.HG1.0	like:DOT1L	DOT1	Methylase	7	5	1	0.037	NA	Other eukaryotic	1.000	DOT1	NA	NA	NA	NA
DOT1.HG1.22	like:DOT1L	DOT1	Methylase	1	1	1	0.007	NA	Other eukaryotic	1.000	DOT1,Chromo	NA	NA	NA	NA
DOT1.HG1.6	like:DOT1L	DOT1	Methylase	3	1	1	0.001	NA	Other eukaryotic	1.000	DOT1	NA	NA	NA	NA
