gene	architecture	core_class_string	TE_class_string	is_contiguous_assembly	num_expressed	is_expressed	is_contiguous_coverage	is_monoexonic	is_in_cluster	is_validated	species	TE_class	TE_type	TE_classtype	TE_domain_string	architecture_simple	evidence_status	structure_status	core_class_string_simple
Tcas_XP_015837092.1	MBD CENP-B_N DDT WHIM1 WSD PHD PHD Bromodomain	Bromodomain,PHD	NA	FALSE	0	FALSE	FALSE	FALSE	FALSE	TRUE	Tcas	Unknown	NA	Unknown	CENP-B_N	MBD,CENP-B_N,DDT,WHIM1,WSD,PHD,Bromodomain	broken assembly, no expression	multiexon, no cluster	Bromodomain,PHD
Tcas_XP_972506.1	THAP MBT MBD	MBT	NA	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Tcas	Unknown	NA	Unknown	THAP	THAP,MBT,MBD	contiguous assembly, complete expression	multiexon, no cluster	Others
Dpul_EFX85712	THAP Bromodomain	Bromodomain	NA	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Dpul	Unknown	NA	Unknown	THAP	THAP,Bromodomain	contiguous assembly, complete expression	multiexon, no cluster	Others
Dpul_EFX90416	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Dpul	Unknown	Interspersed_Repeat	Unknown	DUF1087	CHDNT,PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Lpol_XP_022245678.1	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Lpol	Unknown	Interspersed_Repeat	Unknown	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	no evidence	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Lpol_XP_022245679.1	PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Lpol	Unknown	Interspersed_Repeat	Unknown	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	no evidence	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Cscu_XP_023214886.1	THAP TUDOR_5 Tudor_4 MBD Pre-SET	SET	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;R1-like;CR1-group;Rex-Babar	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Cscu	RT	CR1-group	RT CR1-group	THAP	THAP,TUDOR_5,Tudor_4,MBD,Pre-SET	contiguous assembly, partial expression	multiexon, no cluster	SET
Cscu_XP_023217604.1	Transposase_1 Daxx	Daxx	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Cscu	RT	Gypsy-ERV	RT Gypsy-ERV	Transposase_1	Transposase_1,Daxx	contiguous assembly, partial expression	multiexon, no cluster	Others
Cscu_XP_023225799.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Cscu	Unknown	Interspersed_Repeat	Unknown	DUF1087	CHDNT,PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Cscu_XP_023233156.1	THAP CAF1C_H4-bd WD40 WD40 WD40 WD40 WD40	CAF1C,WD40	NA	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Cscu	Unknown	NA	Unknown	THAP	THAP,CAF1C_H4-bd,WD40	contiguous assembly, complete expression	multiexon, no cluster	Others
Cscu_XP_023235774.1	THAP PHD SAM_1	PHD,SAM	NA	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Cscu	Unknown	NA	Unknown	THAP	THAP,PHD,SAM_1	contiguous assembly, complete expression	multiexon, no cluster	Others
Hduj_OQV18172.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Hduj	Unknown	Interspersed_Repeat	Unknown	DUF1087	CHDNT,PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	no evidence	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Ramvar_GAU96105.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Ramvar	Unknown	Interspersed_Repeat	Unknown	DUF1087	CHDNT,PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	no evidence	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Cgig_EKC37026	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Cgig	Unknown	Interspersed_Repeat	Unknown	DUF1087	CHDNT,PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	no evidence	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Ctel_CapteP166178	PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Ctel	Unknown	Interspersed_Repeat	Unknown	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	contiguous assembly, partial expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Ctel_CapteP225467	THAP zf-C3HC4_2	PCRing	NA	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Ctel	Unknown	NA	Unknown	THAP	THAP,zf-C3HC4_2	contiguous assembly, partial expression	multiexon, no cluster	Others
Ctel_CapteP227268	THAP SAM_2	SAM	NA	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Ctel	Unknown	NA	Unknown	THAP	THAP,SAM_2	contiguous assembly, partial expression	multiexon, no cluster	SAM
Helrob_HelroP100648	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Helrob	Unknown	Interspersed_Repeat	Unknown	DUF1087	PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	no evidence	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Helrob_HelroP113500	Chromo SNF2_N Helicase_C DUF1087	Chromo,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Helrob	DNA	Mutator-like	DNA Mutator-like	DUF1087	Chromo,SNF2_N,Helicase_C,DUF1087	no evidence	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Notgen_g10141.t1	Spuma_A9PTase RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	Spuma_A9PTase,RVT_1,RT_RNaseH_2,Integrase_H2C2,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Notgen_g10649.t1	Exo_endo_phos_2 RVT_1 Histone	Histone	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;R1-like;R1-group;I-group;I	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	RT	I-group	RT I-group	RVT_1	Exo_endo_phos_2,RVT_1,Histone	contiguous assembly, partial expression	multiexon, no cluster	Histone
Notgen_g14251.t1	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;DNA_Polymerase;Maverick	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	DNA	DNA_Polymerase	DNA DNA_Polymerase	rve	rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Notgen_g14498.t1	Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Notgen_g16943.t1	Exo_endo_phos_2 RVT_1 RVT_1 Histone	Histone	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;R1-like;CR1-group;CR1	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	RT	CR1-group	RT CR1-group	RVT_1	Exo_endo_phos_2,RVT_1,Histone	contiguous assembly, complete expression	multiexon, no cluster	Histone
Notgen_g1820.t1	RVT_1 zf-C3HC4_2	PCRing	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;R1-like;CR1-group;CR1	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	RT	CR1-group	RT CR1-group	RVT_1	RVT_1,zf-C3HC4_2	contiguous assembly, complete expression	multiexon, no cluster	Others
Notgen_g18231.t1	SAM_1 RVT_1 RT_RNaseH_2 Integrase_H2C2 rve	SAM	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	SAM_1,RVT_1,RT_RNaseH_2,Integrase_H2C2,rve	contiguous assembly, partial expression	multiexon, no cluster	SAM
Notgen_g20558.t1	HTH_psq DDE_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Fot1	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	DNA	Tc2-group	DNA Tc2-group	DDE_1	HTH_psq,DDE_1,PHD	contiguous assembly, complete expression	multiexon, no cluster	PHD
Notgen_g21261.t1	DDE_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Fot1	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	DNA	Tc2-group	DNA Tc2-group	DDE_1	DDE_1,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Notgen_g25118.t1	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;DNA_Polymerase;Maverick	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	DNA	DNA_Polymerase	DNA DNA_Polymerase	rve	rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Notgen_g28342.t1	PHD Integrase_H2C2 rve	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;PIF-Harbinger;Harbinger	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	DNA	PIF-Harbinger	DNA PIF-Harbinger	Integrase_H2C2,rve	PHD,Integrase_H2C2,rve	contiguous assembly, partial expression	multiexon, no cluster	PHD
Notgen_g28659.t1	DDE_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Fot1	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	DNA	Tc2-group	DNA Tc2-group	DDE_1	DDE_1,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Notgen_g29130.t1	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Notgen_g29337.t1	rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;DNA_Polymerase;Maverick	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	DNA	DNA_Polymerase	DNA DNA_Polymerase	rve	rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Notgen_g29796.t1	MULE Peptidase_C48 PHD	PHD	NA	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	Unknown	NA	Unknown	MULE	MULE,Peptidase_C48,PHD	contiguous assembly, complete expression	multiexon, no cluster	PHD
Notgen_g36785.t1	HTH_psq DDE_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Fot1	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	DNA	Tc2-group	DNA Tc2-group	DDE_1	HTH_psq,DDE_1,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Notgen_g37061.t1	CHDNT PHD PHD Chromo SNF2_N SNF2_N Helicase_C DUF1087 Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	DNA	Mutator-like	DNA Mutator-like	DUF1087	CHDNT,PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	contiguous assembly, complete expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Notgen_g37703.t1	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Notgen_g37890.t1	gag-asp_proteas RVT_1 RT_RNaseH PHD Integrase_H2C2 rve	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	gag-asp_proteas,Integrase_H2C2,rve,RVT_1	gag-asp_proteas,RVT_1,RT_RNaseH,PHD,Integrase_H2C2,rve	contiguous assembly, partial expression	multiexon, no cluster	PHD
Notgen_g38856.t1	RT_RNaseH Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	RT_RNaseH,Integrase_H2C2,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Notgen_g39034.t1	RT_RNaseH PHD Integrase_H2C2	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	RT_RNaseH,PHD,Integrase_H2C2	contiguous assembly, partial expression	multiexon, no cluster	PHD
Notgen_g39178.t1	RT_RNaseH_2 PHD Integrase_H2C2	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2	RT_RNaseH_2,PHD,Integrase_H2C2	contiguous assembly, partial expression	multiexon, no cluster	PHD
Notgen_g40072.t1	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,RVT_1	RVT_1,RT_RNaseH_2,Integrase_H2C2,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Notgen_g40077.t1	HTH_psq DDE_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Fot1	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	DNA	Tc2-group	DNA Tc2-group	DDE_1	HTH_psq,DDE_1,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Notgen_g40517.t1	RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Notgen_g40755.t1	RT_RNaseH PHD Integrase_H2C2 rve	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	TRUE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	RT_RNaseH,PHD,Integrase_H2C2,rve	contiguous assembly, complete expression	multiexon, cluster	PHD
Notgen_g41571.t1	gag-asp_proteas RVT_1 RT_RNaseH Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	gag-asp_proteas,Integrase_H2C2,rve,RVT_1	gag-asp_proteas,RVT_1,RT_RNaseH,Integrase_H2C2,rve,Chromo	contiguous assembly, partial expression	multiexon, no cluster	Chromo
Notgen_g41679.t1	gag-asp_proteas RT_RNaseH PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	FALSE	FALSE	TRUE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	gag-asp_proteas	gag-asp_proteas,RT_RNaseH,PHD	contiguous assembly, partial expression	multiexon, cluster	PHD
Notgen_g5445.t1	Exo_endo_phos_2 RVT_1 BIR	BIR	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;LINE;Group-II;Group-2;R1-like;CR1-group;CR1	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	RT	CR1-group	RT CR1-group	RVT_1	Exo_endo_phos_2,RVT_1,BIR	contiguous assembly, complete expression	multiexon, no cluster	Others
Notgen_g5547.t1	HTH_psq DDE_1 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Tc1-Mariner;Tc2-group;Fot1	TRUE	1	TRUE	FALSE	FALSE	FALSE	TRUE	Notgen	DNA	Tc2-group	DNA Tc2-group	DDE_1	HTH_psq,DDE_1,PHD	contiguous assembly, partial expression	multiexon, no cluster	PHD
Notgen_g609.t1	gag-asp_proteas RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	gag-asp_proteas,Integrase_H2C2,rve,RVT_1	gag-asp_proteas,RVT_1,RT_RNaseH_2,Integrase_H2C2,rve,Chromo	contiguous assembly, complete expression	multiexon, no cluster	Chromo
Notgen_g7191.t1	RVT_1 RT_RNaseH_2 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	RVT_1	RVT_1,RT_RNaseH_2,PHD	contiguous assembly, complete expression	multiexon, no cluster	PHD
Notgen_g9273.t1	DDE_Tnp_4 SIR2	SIR2	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;PIF-Harbinger;Harbinger	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	DNA	PIF-Harbinger	DNA PIF-Harbinger	DDE_Tnp_4	DDE_Tnp_4,SIR2	contiguous assembly, complete expression	multiexon, no cluster	Others
Notgen_g9443.t1	p450 Bromodomain zf-CCHC RVT_1 RT_RNaseH PHD Integrase_H2C2 rve	Bromodomain,PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	TRUE	1	TRUE	TRUE	FALSE	FALSE	TRUE	Notgen	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve,RVT_1	p450,Bromodomain,zf-CCHC,RVT_1,RT_RNaseH,PHD,Integrase_H2C2,rve	contiguous assembly, complete expression	multiexon, no cluster	Bromodomain,PHD
Phoaus_g19347.t1	Integrase_H2C2 rve Peptidase_C48 PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Ginger;Ginger-1	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Phoaus	DNA	Ginger	DNA Ginger	Integrase_H2C2,rve	Integrase_H2C2,rve,Peptidase_C48,PHD	no evidence	multiexon, no cluster	PHD
Phoaus_g4943.t1	Integrase_H2C2 rve PHD	PHD	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Phoaus	RT	Gypsy-ERV	RT Gypsy-ERV	Integrase_H2C2,rve	Integrase_H2C2,rve,PHD	no evidence	multiexon, no cluster	PHD
Phoaus_g7055.t1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Unknown	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Phoaus	Unknown	Interspersed_Repeat	Unknown	DUF1087	CHDNT,PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	no evidence	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Linana_g13617.t1	Retrotrans_gag Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	NA	FALSE	FALSE	FALSE	FALSE	TRUE	Linana	RT	Gypsy-ERV	RT Gypsy-ERV	Retrotrans_gag	Retrotrans_gag,Chromo	broken assembly, no expression	multiexon, no cluster	Chromo
Linana_g14443.t1	SNF2_N Helicase_C DUF1087 DUF1086	SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	NA	FALSE	FALSE	FALSE	FALSE	TRUE	Linana	DNA	Mutator-like	DNA Mutator-like	DUF1087	SNF2_N,Helicase_C,DUF1087,DUF1086	broken assembly, no expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Linana_g22212.t1	CHDNT SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	SNF2_N	Interspersed_Repeat;Unknown	FALSE	NA	FALSE	FALSE	FALSE	FALSE	TRUE	Linana	Unknown	Interspersed_Repeat	Unknown	DUF1087	CHDNT,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	broken assembly, no expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Linana_g22500.t1	Retrotrans_gag Chromo	Chromo	Interspersed_Repeat;Transposable_Element;Class_I_Retrotransposition;Retrotransposon;Long_Terminal_Repeat_Element;Gypsy-ERV;Gypsy	FALSE	NA	FALSE	FALSE	FALSE	FALSE	TRUE	Linana	RT	Gypsy-ERV	RT Gypsy-ERV	Retrotrans_gag	Retrotrans_gag,Chromo	broken assembly, no expression	multiexon, no cluster	Chromo
Linana_g25710.t1	CHDNT PHD PHD Chromo Chromo SNF2_N Helicase_C Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	NA	FALSE	FALSE	FALSE	FALSE	TRUE	Linana	DNA	Mutator-like	DNA Mutator-like	DUF1087	CHDNT,PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	broken assembly, no expression	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
Emul_CDI98164.1	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2	Chromo,PHD,SNF2_N	Interspersed_Repeat;Transposable_Element;Class_II_DNA_Transposition;Transposase;Mutator-like;MuDR	FALSE	NA	FALSE	FALSE	FALSE	FALSE	FALSE	Emul	DNA	Mutator-like	DNA Mutator-like	DUF1087	CHDNT,PHD,Chromo,SNF2_N,Helicase_C,DUF1087,DUF1086,CHDCT2	no evidence	multiexon, no cluster	Chromo+SNF2_N+(PHD+others)
