aOG	ancestral_evidence_string	gene_fam	num_lineages	num_species	num_genes	refOGs	refOGs_label	list_genes
aOG.eur_SET71	Diaphoratickes	SET	1	1	1	SET.HG5.1:SUV39H1/SUV39H2	SUV39H1/SUV39H2	Chrtob_KOO29610.1
aOG.eur_SET72	AmorCRUM	SET	1	1	1	SET.HG5.1:SUV39H1/SUV39H2	SUV39H1/SUV39H2	Diprot_Gene.21004
aOG.eur_SET73	Diaphoratickes	SET	1	1	1	SET.HG4.9:NSD1/NSD2/NSD3	NSD1/NSD2/NSD3	Plabra_CEO95530
aOG.eur_SET74	Diaphoratickes	SET	1	1	1	SET.HG4.9:NSD1/NSD2/NSD3	NSD1/NSD2/NSD3	Pinf_PITG_00474T0
aOG.eur_SET75	AmorCRUM	SET	1	1	1	SET.HG1.71:SMYD5	SMYD5	Cowc_KJE92047
aOG.eur_SET76	Diaphoratickes	SET	1	1	1	SET.HG1.46:like:SMYD5:likeclu:71	like:SMYD5	Sappar_KDO21718
aOG.eur_SET77	AmorCRUM	SET	1	1	1	SET.HG1.46:like:SMYD5:likeclu:71	like:SMYD5	Ihof_evm1s356
aOG.eur_SET78	Diaphoratickes	SET	1	1	1	SET.HG1.8:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Gthe_EKX53582
aOG.eur_SET79	Diaphoratickes	SET	1	1	1	SET.HG2.10:like:SETD3/SETD4:likeclu:16/17	like:SETD3/SETD4	Gonavo_g16451.t1
aOG.eur_SET8	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	SET	4	7	7	SET.HG6.3:like:KMT5A:likeclu:6,SET.HG6.6:KMT5A	KMT5A,like:KMT5A	Amobb2_AMBB2_10084.mRNA.1,Cpar_Cpar_evm1s2029,Cvel_17516.t1-p1,Diprot_Gene.33422,Hetalb_XP_020431816.1,Nutlon_comp3162_c0_seq1.p1,Plamic_ANCSI_01618.mRNA.1
aOG.eur_SET80	AmorCRUM	SET	1	1	1	SET.HG2.4:like:SETD6:likeclu:8	like:SETD6	Diprot_Gene.14339
aOG.eur_SET81	Ancyromonadida	SET	1	1	1	SET.HG2.5:like:SETD3/SETD4:likeclu:16/17	like:SETD3/SETD4	Nutlon_comp20938_c0_seq1.p1
aOG.eur_SET82	AmorCRUM	SET	1	1	1	SET.HG1.73:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Plafun_PRP75105
aOG.eur_SET83	Ancyromonadida	SET	1	1	1	SET.HG1.60:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Plamic_ANCSI_09123.mRNA.1
aOG.eur_SET84	Diaphoratickes	SET	1	1	1	SET.HG1.68:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Cpar_Cpar_evm1s3519
aOG.eur_SET85	Diaphoratickes	SET	1	1	1	SET.HG1.19:SMYD1/SMYD2/SMYD3	SMYD1/SMYD2/SMYD3	Esil_CBN79949
aOG.eur_SET9	AmorCRUM,Diaphoratickes,Discoba	SET	3	3	3	SET.HG1.9:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71	like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5	Gonavo_comp59726_c1_seq1_6_ORF10_225,Rigram_Gene.24455,Tcru_EAN98116
aOG.eur_SWIRM0	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	SWIRM	6	18	18	SWIRM.HG2.1:TADA2A	TADA2A	Acas_ELR16745,Alblai_CCA23969,Diprot_Gene.19352,Falb_KCV68113,Gonavo_g35613.t1,Ihof_evm8s154,Malcal_MALCA_12309.mRNA.1,Maljak_MALJA_09668.mRNA.1,Meteor_CRO19MET_NODE_5516.p2,Morelo_OAQ33051,Otau_XP_003082628.2,Phakir_PHAKIR_03379.mRNA.1,Pinf_PITG_05317T0,Plafun_PRP86430,Plamic_ANCSI_03604.mRNA.1,Rigram_Gene.15212,Sappar_KDO26759,Umbram_250598
aOG.eur_SWIRM1	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	SWIRM	4	13	13	SWIRM.HG3.0:KDM1A	KDM1A	Acas_ELR11375,Aque_Aqu2.1.39789_001,Bnat_JGI_V11_19326,Cavfas_EGG21859,Chabra_GBG75206,Gefoke_MALSP_04717.mRNA.1,Linana_g14030.t1,Phakir_PHAKIR_10608.mRNA.1,Plafun_PRP79406,Ptyfla_pfl_40v0_9_20150316_1g25688.t1,Sacu_v1.1_s0104.g020067,Schagg_99376,Tcas_XP_008200898.1
aOG.eur_SWIRM2	AmorCRUM,Discoba,Malawimonadidae	SWIRM	3	7	8	SWIRM.HG1.0:MYSM1	MYSM1	Amobb2_AMBB2_00768.mRNA.2,Diprot_Gene.25004,Gefoke_MALSP_02145.mRNA.1,Maljak_MALJA_03167.mRNA.1,Maljak_MALJA_08621.mRNA.1,Plafun_PRP78187,Rirr_GBC46457,Tielac_KYQ90845
aOG.eur_SWIRM3	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Metamonada,Meteor	SWIRM	7	26	26	SWIRM.HG1.2:SMARCC1/SMARCC2	SMARCC1/SMARCC2	Amobb2_AMBB2_12521.mRNA.1,Carmem_4719.p1,Ccin_EAU89507,Cmer_CML061CT,Cvar_XP_005846924.1,Diprot_Gene.26468,Eimten_CDJ41710,Gefoke_MALSP_09179.mRNA.1,Gracho_PXF43560.1,Gthe_EKX51523,Malcal_MALCA_07007.mRNA.1,Maljak_MALJA_01807.mRNA.1,Manpla_Gene.32428,Meteor_CRO19MET_NODE_1896.p1,Morelo_OAQ36466,Phakir_PHAKIR_00205.mRNA.1,Pinf_PITG_15097T0,Plabra_CEO97333,Plafun_PRP88217,Plamic_ANCSI_04779.mRNA.1,Porpur_KAA8495975.1,Rigram_Gene.12457,Spis_XP_022782699_1,Tgon_TGME49_286920-t26_1,Tielac_KYR02161,Tthe_EAR84927
aOG.eur_CupinJmjC0	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	CupinJmjC	4	8	9	CupinJmjC.HG9.1:JMJD4	JMJD4	Bodsal_CUG88705.1,Chabra_GBG59621,Plamic_ANCSI_11120.mRNA.1,Sbic_OQU86986,Smoe_EFJ23915,Sros_EGD74787,Strcul_EPY30175,Tcru_EAN85100,Tcru_EAN85895
aOG.eur_CupinJmjC1	Diaphoratickes	CupinJmjC	1	2	2	CupinJmjC.HG7.0:HR/JMJD1C/KDM3A/KDM3B	HR/JMJD1C/KDM3A/KDM3B	Ehux_EOD41045,Mgut_XP_012842047.1
aOG.eur_CupinJmjC10	AmorCRUM,Ancyromonadida,Diaphoratickes	CupinJmjC	3	4	4	CupinJmjC.HG1.8:like:HSPBAP1/TYW5:likeclu:21/29	like:HSPBAP1/TYW5	Chrtob_KOO53858.1,Gonavo_comp38476_c0_seq1_6_ORF24_562,Manpla_Gene.29335,Plamic_ANCSI_05865.mRNA.1
aOG.eur_CupinJmjC11	AmorCRUM,Ancyromonadida,Diaphoratickes	CupinJmjC	3	4	4	CupinJmjC.HG2.1:like:JMJD8:likeclu:7,CupinJmjC.HG2.3:like:JMJD8:likeclu:7	like:JMJD8	Coka_g6253.t1,Fabtro_Gene.6730,Gonavo_g11423.t1,Scil_scpid67535
aOG.eur_CupinJmjC12	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	CupinJmjC	4	16	16	CupinJmjC.HG2.7:JMJD8	JMJD8	Aurlim_28895,Bodsal_CUG91553.1,Emue_0020g545a,Gthe_EKX39179,Honfer_GBG27343,Hsap_ENSP00000477481.1,Lepsey_KPI89337,Mpus_XP_003057349.1,Nutlon_comp8940_c1_seq1.p1,Plafun_PRP85651,Plamic_ANCSI_11215.mRNA.1,Rigram_Gene.25971,Schagg_11648,Skow_XP_002741861.1,Sros_EGD83453,Ulvmut_UM004_02761
aOG.eur_CupinJmjC13	Ancyromonadida,Diaphoratickes	CupinJmjC	2	2	2	CupinJmjC.HG2.16:JMJD6	JMJD6	Plamic_ANCSI_04427.mRNA.1,Porpur_KAA8497144.1
aOG.eur_CupinJmjC14	AmorCRUM,Diaphoratickes	CupinJmjC	2	3	3	CupinJmjC.HG1.28:like:HSPBAP1:likeclu:29	like:HSPBAP1	Cfra_CFRG3290T1,Chrtob_KOO24664.1,Gonavo_comp140475_c0_seq1_6_ORF13_507
aOG.eur_CupinJmjC15	AmorCRUM,Diaphoratickes,Discoba,Malawimonadidae	CupinJmjC	4	5	5	CupinJmjC.HG3.0:RIOX2	RIOX2	Bnat_JGI_V11_134809,Gefoke_MALSP_06872.mRNA.1,Phakir_PHAKIR_16342.mRNA.1,Plafun_PRP85520,Sarc_Sarc4_g29341T
aOG.eur_CupinJmjC16	AmorCRUM,Ancyromonadida,Diaphoratickes	CupinJmjC	3	4	4	CupinJmjC.HG3.0:RIOX2	RIOX2	Chocri_XP_005711737.1,Coka_g5133.t1,Fabtro_Gene.11535,Manpla_Gene.4374
aOG.eur_CupinJmjC17	AmorCRUM,Ancyromonadida,Diaphoratickes	CupinJmjC	3	4	4	CupinJmjC.HG2.1:like:JMJD8:likeclu:7	like:JMJD8	Chrtob_KOO27174.1,Ehux_EOD15557,Fabtro_Gene.3434,Lcom_lcpid51376
aOG.eur_CupinJmjC18	AmorCRUM,Diaphoratickes,Malawimonadidae	CupinJmjC	3	4	4	CupinJmjC.HG2.1:like:JMJD8:likeclu:7	like:JMJD8	Emue_0019g281a,Gefoke_MALSP_04313.mRNA.1,Gonavo_comp35862_c0_seq1_6_ORF21_735,Plafun_PRP88119
aOG.eur_CupinJmjC19	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	CupinJmjC	5	13	14	CupinJmjC.HG2.13:like:JMJD6:likeclu:16	like:JMJD6	Amobb2_AMBB2_00841.mRNA.1,Cavfas_EGG15701,Coka_g6039.t1,Coka_g6039.t2,Concor_KXN75015,Ddis_EAL67221,Fabtro_Gene.22100,Gefoke_MALSP_07176.mRNA.1,Klenit_GAQ86322.1,Maljak_MALJA_20784.mRNA.1,Marpol_PTQ36741,Plabra_CEO97611,Ppat_Pp3c23_15970V3.1,Spun_KND00751
aOG.eur_CupinJmjC2	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	CupinJmjC	4	5	5	CupinJmjC.HG1.4:like:HIF1AN/HSPBAP1/TYW5:likeclu:21/29/31,CupinJmjC.HG9.0:like:JMJD4:likeclu:1	like:HIF1AN/HSPBAP1/TYW5,like:JMJD4	Andgod_ANDGO_00958.mRNA.1,Gthe_EKX50370,Manpla_Gene.25828,Nutlon_comp6247_c0_seq1.p1,Ttra_KNC49246
aOG.eur_CupinJmjC20	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	CupinJmjC	5	11	11	CupinJmjC.HG6.4:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	Alblai_CCA18657,Amobb2_AMBB2_02790.mRNA.1,Cocsub_XP_005644028.1,Emue_0011g1184a,Fabtro_Gene.19714,Gefoke_MALSP_09339.mRNA.1,Klenit_GAQ81425.1,Lgig_LotgiP121093,Ngad_EWM21898,Plafun_PRP83144,Rigram_Gene.28126
aOG.eur_CupinJmjC21	AmorCRUM,Discoba	CupinJmjC	2	2	2	CupinJmjC.HG4.1:JARID2/KDM5A/KDM5B/KDM5C/KDM5D	JARID2/KDM5A/KDM5B/KDM5C/KDM5D	Phakir_PHAKIR_12228.mRNA.1,Plafun_PRP86884
aOG.eur_CupinJmjC22	Diaphoratickes,Discoba	CupinJmjC	2	3	3	CupinJmjC.HG3.0:RIOX2	RIOX2	Bodsal_CUE70814.1,Gthe_EKX39906,Symmic_Smic14054
aOG.eur_CupinJmjC23	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae	CupinJmjC	4	20	23	CupinJmjC.HG4.1:JARID2/KDM5A/KDM5B/KDM5C/KDM5D	JARID2/KDM5A/KDM5B/KDM5C/KDM5D	Diprot_Gene.10911,Diprot_Gene.17300,Dpul_EFX69009,Fabtro_Gene.11743,Gefoke_MALSP_17268.mRNA.1,Hsap_ENSP00000364550.4,Klenit_GAQ86430.1,Maljak_MALJA_19927.mRNA.1,Marpol_PTQ42402,Mcir_OAD06724,Mgut_XP_012858345.1,Morelo_OAQ30854,Pinf_PITG_00989T0,Pinf_PITG_11272T0,Plabra_CEO96759,Plamic_ANCSI_03603.mRNA.1,Plamic_ANCSI_08213.mRNA.1,Ppat_Pp3c21_10500V3.2,Rigram_Gene.17689,Sappar_KDO23726,Sbic_OQU77190,Schagg_64718,Tielac_KYR02885
aOG.eur_CupinJmjC24	Diaphoratickes,Discoba	CupinJmjC	2	3	3	CupinJmjC.HG3.0:RIOX2	RIOX2	Esil_CBJ27173,Gthe_EKX50718,Phakir_PHAKIR_17698.mRNA.1
aOG.eur_CupinJmjC25	AmorCRUM,Ancyromonadida,Diaphoratickes,Hemimastigophora,Malawimonadidae	CupinJmjC	5	6	6	CupinJmjC.HG1.31:HIF1AN	HIF1AN	Chrtob_KOO24292.1,Gefoke_MALSP_07858.mRNA.1,Gonavo_comp89163_c0_seq1_6_ORF4_393,Plamic_ANCSI_05440.mRNA.1,Ptyfla_pfl_40v0_9_20150316_1g9455.t1,Spimul_10770_TR5738_c0_g1
aOG.eur_CupinJmjC26	AmorCRUM,Diaphoratickes	CupinJmjC	2	3	3	CupinJmjC.HG1.39:like:HIF1AN:likeclu:31	like:HIF1AN	Chrtob_KOO52960.1,Falb_KCV73053,Otau_XP_003080466.1
aOG.eur_CupinJmjC27	AmorCRUM,Diaphoratickes,Malawimonadidae	CupinJmjC	3	8	8	CupinJmjC.HG1.1:like:KDM8:likeclu:45	like:KDM8	Alblai_CCA15560,Gefoke_MALSP_09648.mRNA.1,Maljak_MALJA_00761.mRNA.1,Pinf_PITG_03428T0,Plafun_PRP83234,Rigram_Gene.31666,Sappar_KDO27298,Sphfal_Sphfalx14G059200.1.p
aOG.eur_CupinJmjC28	AmorCRUM,Diaphoratickes,Discoba,Hemimastigophora,Malawimonadidae,Meteor	CupinJmjC	6	9	9	CupinJmjC.HG3.0:RIOX2,CupinJmjC.HG3.1:like:RIOX1:likeclu:3	like:RIOX1,RIOX2	Acas_ELR18649,Gonavo_comp37172_c0_seq1_6_ORF7_558,Maljak_MALJA_01207.mRNA.1,Meteor_CRO19MET_NODE_5792.p2,Ngru_EFC42938,Nvec_NVE11452,Pinf_PITG_03548T0,Rigram_Gene.22571,Spimul_21803_TR10692_c0_g1
aOG.eur_CupinJmjC29	AmorCRUM,Ancyromonadida	CupinJmjC	2	2	2	CupinJmjC.HG1.14:like:KDM8:likeclu:45	like:KDM8	Plamic_ANCSI_07970.mRNA.1,Tielac_KYQ93674
aOG.eur_CupinJmjC3	AmorCRUM,Diaphoratickes	CupinJmjC	2	6	6	CupinJmjC.HG9.1:JMJD4	JMJD4	Coka_g5502.t1,Drer_ENSDARP00000096160.3,Pinf_PITG_03891T0,Plafun_PRP83565,Sappar_KDO27938,Spur_XP_797590.2
aOG.eur_CupinJmjC30	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	CupinJmjC	4	5	5	CupinJmjC.HG1.13:like:KDM8:likeclu:45,CupinJmjC.HG1.14:like:KDM8:likeclu:45	like:KDM8	Acas_ELR19182,Fabtro_Gene.20718,Otau_XP_022839388.1,Phakir_PHAKIR_05180.mRNA.1,Symmic_Smic18454
aOG.eur_CupinJmjC31	Diaphoratickes,Discoba,Hemimastigophora,Meteor	CupinJmjC	4	9	9	CupinJmjC.HG1.44:like:KDM8:likeclu:45	like:KDM8	Bdis_KQJ90751,Klenit_GAQ89752.1,Meteor_CRO19MET_NODE_3195.p1,Ppat_Pp3c17_10850V3.1,Recame_RECAM_04211.mRNA.1,Sappar_KDO29929,Secula_SECUL_04411.mRNA.1,Smoe_EFJ27560,Spimul_25161_TR12518_c0_g7
aOG.eur_CupinJmjC32	AmorCRUM,Diaphoratickes,Malawimonadidae	CupinJmjC	3	11	11	CupinJmjC.HG1.44:like:KDM8:likeclu:45,CupinJmjC.HG1.45:KDM8	KDM8,like:KDM8	Alblai_CCA22841,Apla_XP_022085202.1,Diprot_Gene.20908,Gefoke_MALSP_14112.mRNA.1,Hsap_ENSP00000398410.2,Lcom_lcpid67550,Malcal_MALCA_02079.mRNA.1,Pinf_PITG_01066T0,Plafun_PRP88691,Rigram_Gene.29605,Tielac_KYR01591
aOG.eur_CupinJmjC33	AmorCRUM	CupinJmjC	1	5	5	CupinJmjC.HG3.2:like:RIOX1:likeclu:3,CupinJmjC.HG3.3:RIOX1	like:RIOX1,RIOX1	Cavfas_EGG13942,Hetalb_XP_020435646.1,Nvec_NVE937,Skow_XP_006811601.1,Tielac_KYQ93444
aOG.eur_CupinJmjC34	AmorCRUM,Diaphoratickes,Hemimastigophora	CupinJmjC	3	4	4	CupinJmjC.HG1.10:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	like:JMJD7/JMJD7-PLA2G4B	Acas_ELR19649,Aplker_57827,Morvir_scaffold30.g96.t1,Spimul_2820_TR1375_c2_g1
aOG.eur_CupinJmjC35	AmorCRUM,Ancyromonadida,Diaphoratickes	CupinJmjC	3	4	4	CupinJmjC.HG1.48:like:HIF1AN:likeclu:31	like:HIF1AN	Acas_ELR15685,Bnat_JGI_V11_132731,Nutlon_comp7219_c0_seq1.p1,Rigram_Gene.16004
aOG.eur_CupinJmjC36	AmorCRUM,Ancyromonadida,Diaphoratickes	CupinJmjC	3	4	4	CupinJmjC.HG1.29:HSPBAP1,CupinJmjC.HG1.50:like:HIF1AN:likeclu:31,CupinJmjC.HG1.55:like:HIF1AN:likeclu:31	HSPBAP1,like:HIF1AN	Acas_ELR13865,Bnat_JGI_V11_87466,Plamic_ANCSI_09641.mRNA.1,Rigram_Gene.27100
aOG.eur_CupinJmjC37	AmorCRUM,Hemimastigophora	CupinJmjC	2	2	2	CupinJmjC.HG1.17:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	like:JMJD7/JMJD7-PLA2G4B	Cfra_CFRG3561T1,Spimul_9655_TR5123_c0_g1
aOG.eur_CupinJmjC38	AmorCRUM,Ancyromonadida,Diaphoratickes	CupinJmjC	3	5	5	CupinJmjC.HG1.17:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	like:JMJD7/JMJD7-PLA2G4B	Acas_ELR13519,Gonavo_comp54000_c0_seq1_6_ORF2_332,Mvib_comp10555_c0_seq1_fr4,Nutlon_comp25548_c0_seq1.p1,Sappar_KDO27265
aOG.eur_CupinJmjC39	AmorCRUM,Ancyromonadida	CupinJmjC	2	2	2	CupinJmjC.HG3.1:like:RIOX1:likeclu:3	like:RIOX1	Fabtro_Gene.6080,Manpla_Gene.25037
aOG.eur_CupinJmjC4	AmorCRUM,Ancyromonadida,Diaphoratickes,Malawimonadidae	CupinJmjC	4	7	7	CupinJmjC.HG2.20:like:JMJD6/JMJD8:likeclu:7/16,CupinJmjC.HG8.1:KDM2A/KDM2B/KDM7A/PHF2/PHF8	KDM2A/KDM2B/KDM7A/PHF2/PHF8,like:JMJD6/JMJD8	Coka_g14475.t1,Esil_CBJ48573,Maljak_MALJA_08549.mRNA.1,Manpla_Gene.23741,Plafun_PRP79815,Plamic_ANCSI_11133.mRNA.1,Porpur_KAA8496554.1
aOG.eur_CupinJmjC40	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae	CupinJmjC	5	8	8	CupinJmjC.HG3.1:like:RIOX1:likeclu:3	like:RIOX1	Gefoke_MALSP_14100.mRNA.1,Klenit_GAQ82533.1,Marpol_PTQ48758,Phakir_PHAKIR_13697.mRNA.1,Pinf_PITG_15871T0,Plafun_PRP79475,Plamic_ANCSI_07305.mRNA.1,Sappar_KDO29231
aOG.eur_CupinJmjC41	AmorCRUM	CupinJmjC	1	3	3	CupinJmjC.HG1.49:like:HIF1AN:likeclu:31,CupinJmjC.HG1.56:like:HIF1AN:likeclu:31	like:HIF1AN	Cowc_KJE92708,Ocar_g4544.t1,Plafun_PRP80005
aOG.eur_CupinJmjC42	AmorCRUM,Ancyromonadida	CupinJmjC	2	4	4	CupinJmjC.HG1.34:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	like:JMJD7/JMJD7-PLA2G4B	Fabtro_Gene.3015,Manpla_Gene.43273,Plamic_ANCSI_04775.mRNA.1,Scil_scpid40199
aOG.eur_CupinJmjC43	AmorCRUM,Ancyromonadida,Diaphoratickes	CupinJmjC	3	4	4	CupinJmjC.HG1.35:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	like:JMJD7/JMJD7-PLA2G4B	Acas_ELR13035,Plamic_ANCSI_07537.mRNA.1,Sappar_KDO23104,Tetwil_Twilhelma_g6460.t1
aOG.eur_CupinJmjC44	AmorCRUM,Discoba	CupinJmjC	2	5	5	CupinJmjC.HG1.21:TYW5	TYW5	Lmaj_CBZ12922,Nk52_evm11s128,Plafun_PRP80652,Rigram_Gene.35748,Tcru_EAN96600
aOG.eur_CupinJmjC45	AmorCRUM,Ancyromonadida,Malawimonadidae	CupinJmjC	3	7	7	CupinJmjC.HG1.41:like:HIF1AN:likeclu:31,CupinJmjC.HG1.54:like:HIF1AN:likeclu:31	like:HIF1AN	Acas_ELR14514,Diprot_Gene.28486,Gefoke_MALSP_17676.mRNA.1,Malcal_MALCA_05087.mRNA.1,Maljak_MALJA_20334.mRNA.1,Plamic_ANCSI_02825.mRNA.1,Rigram_Gene.32179
aOG.eur_CupinJmjC46	AmorCRUM,Diaphoratickes	CupinJmjC	2	2	2	CupinJmjC.HG5.1:NA	NA	Bnat_JGI_V11_126416,Manpla_Gene.14520
aOG.eur_CupinJmjC47	Diaphoratickes	CupinJmjC	1	2	2	CupinJmjC.HG1.0:like:KDM8:likeclu:45,CupinJmjC.HG1.34:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	like:JMJD7/JMJD7-PLA2G4B,like:KDM8	Gonavo_comp67795_c0_seq1_6_ORF32_478,Tthe_EAR92627
aOG.eur_CupinJmjC48	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Malawimonadidae,Meteor	CupinJmjC	6	14	14	CupinJmjC.HG1.37:JMJD7/JMJD7-PLA2G4B	JMJD7/JMJD7-PLA2G4B	Adig_XP_015755630.1,Apla_XP_022097445.1,Bralan_BL95724_evm1,Diprot_Gene.11268,Gefoke_MALSP_14084.mRNA.1,Gthe_EKX50019,Jakbah_JAKBA_01384.mRNA.1,Klenit_GAQ82180.1,Lpol_XP_013784350.1,Meteor_CRO19MET_NODE_8281.p1,Nutlon_comp14950_c0_seq1.p1,Plafun_PRP89286,Sappar_KDO23841,Secula_SECUL_04124.mRNA.1
aOG.eur_CupinJmjC49	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba	CupinJmjC	4	7	7	CupinJmjC.HG1.53:like:HIF1AN:likeclu:31,CupinJmjC.HG1.57:like:HIF1AN:likeclu:31	like:HIF1AN	Acas_ELR21897,Amobb2_AMBB2_08532.mRNA.1,Ancsig_Gene.81405,Aurlim_6562,Diprot_Gene.25466,Lcom_lcpid108210,Plamic_ANCSI_04654.mRNA.1
aOG.eur_CupinJmjC5	AmorCRUM,Diaphoratickes	CupinJmjC	2	3	3	CupinJmjC.HG2.23:like:JMJD6/JMJD8:likeclu:7/16,CupinJmjC.HG2.28:like:JMJD6/JMJD8:likeclu:7/16	like:JMJD6/JMJD8	Mpus_XP_003064571.1,Rigram_Gene.5570,Schagg_11712
aOG.eur_CupinJmjC50	AmorCRUM,Diaphoratickes	CupinJmjC	2	3	3	CupinJmjC.HG1.21:TYW5	TYW5	Caulen_g8607.t1,Chrtob_KOO28388.1,Linana_g19000.t1
aOG.eur_CupinJmjC51	AmorCRUM	CupinJmjC	1	1	1	CupinJmjC.HG9.1:JMJD4	JMJD4	Acas_ELR23009
aOG.eur_CupinJmjC52	Diaphoratickes	CupinJmjC	1	1	1	CupinJmjC.HG2.1:like:JMJD8:likeclu:7	like:JMJD8	Gonavo_comp51837_c0_seq1_6_ORF11_294
aOG.eur_CupinJmjC53	AmorCRUM	CupinJmjC	1	1	1	CupinJmjC.HG2.13:like:JMJD6:likeclu:16	like:JMJD6	Plafun_PRP78260
aOG.eur_CupinJmjC54	AmorCRUM	CupinJmjC	1	1	1	CupinJmjC.HG6.4:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	Diprot_Gene.24974
aOG.eur_CupinJmjC55	Diaphoratickes	CupinJmjC	1	1	1	CupinJmjC.HG6.4:AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	AL451062.4/KDM4A/KDM4B/KDM4C/KDM4D/KDM4E/KDM4F	Gonavo_comp40205_c0_seq1_6_ORF18_539
aOG.eur_CupinJmjC56	Discoba	CupinJmjC	1	1	1	CupinJmjC.HG4.1:JARID2/KDM5A/KDM5B/KDM5C/KDM5D	JARID2/KDM5A/KDM5B/KDM5C/KDM5D	Ngru_EFC43305
aOG.eur_CupinJmjC57	AmorCRUM	CupinJmjC	1	1	1	CupinJmjC.HG4.1:JARID2/KDM5A/KDM5B/KDM5C/KDM5D	JARID2/KDM5A/KDM5B/KDM5C/KDM5D	Acas_ELR15253
aOG.eur_CupinJmjC58	Diaphoratickes	CupinJmjC	1	1	1	CupinJmjC.HG1.29:HSPBAP1	HSPBAP1	Gonavo_comp29387_c0_seq1_6_ORF12_353
aOG.eur_CupinJmjC59	Diaphoratickes	CupinJmjC	1	1	1	CupinJmjC.HG1.21:TYW5	TYW5	Cvel_15576.t1-p1
aOG.eur_CupinJmjC6	AmorCRUM,Ancyromonadida,Diaphoratickes,Discoba,Meteor	CupinJmjC	5	12	12	CupinJmjC.HG2.26:like:JMJD6/JMJD8:likeclu:7/16,CupinJmjC.HG2.27:like:JMJD6/JMJD8:likeclu:7/16	like:JMJD6/JMJD8	Ancsig_Gene.26143,Ehux_EOD16015,Esil_CBN75481,Fabtro_Gene.4449,Gthe_EKX45703,Meteor_CRO19MET_NODE_3038.p3,Plamic_ANCSI_07442.mRNA.1,Recame_RECAM_14298.mRNA.1,Sappar_KDO32543,Secula_SECUL_09179.mRNA.1,Spis_XP_022781813_1,Tadh_P53278
aOG.eur_CupinJmjC60	Diaphoratickes	CupinJmjC	1	1	1	CupinJmjC.HG1.21:TYW5	TYW5	Otau_XP_003081227.1
aOG.eur_CupinJmjC61	Diaphoratickes	CupinJmjC	1	1	1	CupinJmjC.HG1.21:TYW5	TYW5	Aplker_60743
aOG.eur_CupinJmjC62	Diaphoratickes	CupinJmjC	1	1	1	CupinJmjC.HG1.49:like:HIF1AN:likeclu:31	like:HIF1AN	Plabra_CEO99051
aOG.eur_CupinJmjC63	AmorCRUM	CupinJmjC	1	1	1	CupinJmjC.HG1.57:like:HIF1AN:likeclu:31	like:HIF1AN	Scil_scpid51701
aOG.eur_CupinJmjC64	Ancyromonadida	CupinJmjC	1	1	1	CupinJmjC.HG1.18:like:JMJD7/JMJD7-PLA2G4B:likeclu:37	like:JMJD7/JMJD7-PLA2G4B	Plamic_ANCSI_06178.mRNA.1
